municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
CATACORA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,10,10
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,289,289
CHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,61,61
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,84,84
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,10,10
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,102,102
CHIMORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,191,191
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,7,7
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,5,5
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,9,9
CHUMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,53,53
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,72,72
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,106,106
CLIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,132,132
COBIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,372,372
COCAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,118,118
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1794,1794
COIPASA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,7,7
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,193,193
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,90,90
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,164,164
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,225,225
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,20,20
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,28,28
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,17,17
COMARAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,103,103
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,10,10
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,29,29
CORIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,80,80
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,6,6
COROICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,5,5
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,7,7
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,108,108
COTOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,2,2
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,2,2
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,10,10
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,9,9
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,137,137
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,8,8
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,7,7
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,30,30
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,361,361
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,49,49
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,54,54
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,68,68
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,45,45
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,25,25
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,170,170
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,309,309
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,20,20
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,37,37
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,12,12
EXALTACION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,87,87
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,66,66
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,64,64
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,22,22
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,9,9
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,29,29
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,2,2
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,73,73
HUACARETA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,25,25
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,64,64
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,19,19
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,19,19
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,21,21
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,66,66
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,72,72
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,8,8
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,102,102
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,33,33
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,26,26
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,55,55
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,443,443
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
LAJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,102,102
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,26,26
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,20,20
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,34,34
LORETO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,7,7
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,16,16
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,25,25
MACHARETI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,58,58
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1,1
MAIRANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,89,89
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,16,16
MAPIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,49,49
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,11,11
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,171,171
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,79,79
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,5,5
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,60,60
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,235,235
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,198,198
MORO MORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,83,83
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,18,18
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,103,103
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1,1
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1656,1656
PADCAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,20,20
PADILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,65,65
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,18,18
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,62,62
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,151,151
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,30,30
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,41,41
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,15,15
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,22,22
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,50,50
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,18,18
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,139,139
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,73,73
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,71,71
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,30,30
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,78,78
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,68,68
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,20,20
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,83,83
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1654,1654
PRESTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,70,70
PUCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,44,44
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,62,62
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,55,55
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,27,27
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,5,5
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,180,180
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,152,152
PUNATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,101,101
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,720,720
QUIME,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,56,56
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,78,78
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,250,250
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,123,123
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,29,29
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,16,16
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,951,951
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,39,39
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,109,109
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,47,47
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,87,87
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,10,10
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,84,84
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,29,29
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1,1
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,592,592
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,39,39
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,47,47
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,446,446
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,10,10
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,46,46
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,237,237
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,65,65
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,16,16
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,72,72
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,237,237
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,18,18
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,17,17
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,3,3
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,38,38
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,11,11
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1786,1786
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,96,96
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,38,38
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,15,15
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,25,25
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,39,39
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,34,34
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,218,218
SENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,37,37
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,27,27
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,29,29
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,26,26
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,52,52
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,66,66
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,17,17
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1867,1867
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,5,5
TACACOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,10,10
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,60,60
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,51,51
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,3,3
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,145,145
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,13,13
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,15,15
TARATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,99,99
TARIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1224,1224
TARVITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,105,105
TEOPONTE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,67,67
TIAWANACU,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,79,79
TINGUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,52,52
TIPUANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,63,63
TIQUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,169,169
TIRAQUE (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,22,22
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,3,3
TOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,46,46
TOLATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,51,51
TOLEDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,24,24
TOMAVE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,113,113
TOMINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,60,60
TORO TORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,67,67
TOTORA(CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,121,121
TOTORA(ORR),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,31,31
TRIGAL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,1,1
TRINIDAD,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,411,411
TUPIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,522,522
TURCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,6,6
UMALA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,15,15
UNCIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,160,160
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,111,111
UYUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2015-01-01,186,186
