municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,27,27
COPACABANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,9,9
CORIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,20,20
CORO CORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
COROICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,21,21
CORQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,20,20
COTOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,86,86
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,20,20
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,8,8
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,877,877
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,17,17
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,21,21
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,94,94
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,7,7
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,40,40
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,50,50
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,10,10
ESMERALDA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
EXALTACION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,19,19
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,12,12
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,10,10
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,39,39
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,13,13
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,73,73
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,14,14
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,16,16
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,27,27
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,7,7
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,8,8
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,8,8
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,15,15
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,14,14
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,19,19
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,10,10
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,60,60
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,114,114
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,713,713
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,7,7
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,18,18
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,63,63
LORETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,14,14
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,10,10
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,27,27
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,56,56
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,17,17
MOJINETE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,37,37
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,116,116
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,22,22
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,22,22
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,44,44
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,10,10
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,315,315
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,25,25
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,20,20
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,22,22
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,31,31
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,28,28
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,13,13
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,7,7
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,29,29
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,26,26
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,9,9
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,24,24
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,17,17
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,19,19
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,21,21
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,24,24
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,282,282
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,19,19
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,36,36
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,17,17
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,12,12
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,7,7
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,52,52
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,10,10
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,92,92
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,20,20
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,29,29
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,177,177
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,13,13
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,28,28
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,14,14
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,184,184
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,21,21
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,152,152
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,37,37
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,13,13
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,15,15
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,9,9
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,14,14
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,50,50
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,20,20
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,28,28
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,30,30
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,99,99
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,28,28
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,18,18
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,39,39
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,80,80
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,26,26
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,53,53
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,20,20
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,18,18
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,37,37
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,11,11
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,3,3
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,15,15
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,13,13
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,1096,1096
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,19,19
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,30,30
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,9,9
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,15,15
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,6,6
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,8,8
SENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,9,9
SHINAOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,34,34
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,18,18
SICAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,7,7
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2015-01-01,73,73
