municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,7,7
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,4,4
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,22,22
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,23,23
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,22,22
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,3,3
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,12,12
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,71,71
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,121,121
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,918,918
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,9,9
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,5,5
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,7,7
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,96,96
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,7,7
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,4,4
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,5,5
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,20,20
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,34,34
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,23,23
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,23,23
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,13,13
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,42,42
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,26,26
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,11,11
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,65,65
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,196,196
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,22,22
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,30,30
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,49,49
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,474,474
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,29,29
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,11,11
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,58,58
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,55,55
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,50,50
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,18,18
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,2,2
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,17,17
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,33,33
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,18,18
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,25,25
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,17,17
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,40,40
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,17,17
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,18,18
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,47,47
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,13,13
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,511,511
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,53,53
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,12,12
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,65,65
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,24,24
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,32,32
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,184,184
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,34,34
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,7,7
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,214,214
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,21,21
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1,1
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,15,15
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,25,25
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,232,232
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,20,20
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,27,27
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,251,251
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,10,10
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,31,31
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,15,15
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,22,22
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,21,21
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,14,14
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,24,24
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,25,25
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,87,87
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,23,23
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,54,54
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,55,55
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,103,103
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,4,4
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,27,27
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,13,13
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,78,78
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,4,4
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,29,29
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,48,48
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,32,32
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,17,17
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,13,13
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,35,35
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,7,7
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1,1
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,14,14
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,56,56
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,1409,1409
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,3,3
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,23,23
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,17,17
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,12,12
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,12,12
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,6,6
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,15,15
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,53,53
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,42,42
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,11,11
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,123,123
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,13,13
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,16,16
SORATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,34,34
SUCRE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,548,548
TACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,2,2
TACACOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,7,7
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,10,10
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,8,8
TAHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,2,2
TAPACARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2015-01-01,44,44
