municipality,group,variable,month,Niñas(os) de 6 meses con lactancia materna exclusiva,TOTAL
CAQUIAVIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,20,20
CARACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,40,40
CARANAVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,11,11
CARANGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
CARAPARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,23,23
CARIPUYO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,49,49
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
CATACORA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
CHACARILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,32,32
CHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,28,28
CHARAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,98,98
CHAYANTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,43,43
CHIMORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,52,52
CHIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,38,38
CHUMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,14,14
CKOCHAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,25,25
CLIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,59,59
COBIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,90,90
COCAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,40,40
COCHABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,741,741
COIPASA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
COLCAPIRHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,30,30
"COLCHA ""K""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,42,42
COLOMI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,16,16
COLQUECHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,96,96
COLQUIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
COMANCHE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
COMARAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,32,32
COMBAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,22,22
COPACABANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
CORIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
CORO CORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,27,27
COROICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
CORQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,5,5
COTAGAITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,9,9
COTOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,39,39
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
CUATRO CAÑADAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,160,160
CUEVO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,9,9
CULPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,33,33
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
CURVA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
EL ALTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,782,782
EL CHORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,15,15
EL PUENTE(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
EL PUENTE(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,5,5
EL TORNO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,5,5
EL VILLAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,32,32
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,17,17
ESCOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
EUCALIPTUS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
FILADELFIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
GUANAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
GUAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
GUAYARAMERIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,65,65
GUTIERREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
HUACARETA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
HUACHACALLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
HUANUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,30,30
HUARACAJE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,5,5
HUMANATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,18,18
ICHOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,14,14
ICLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
INCAHUASI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,20,20
INQUISIVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,18,18
IXIAMAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,18,18
JESUS DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,57,57
LA ASUNTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,34,34
LA GUARDIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,121,121
LA PAZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1133,1133
LAGUNILLAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,15,15
LAJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,23,23
LAS CARRERAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
LICOMA PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
LLALLAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,365,365
LLICA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,10,10
LORETO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
LURIBAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
MACHACAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,5,5
MACHARETI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,15,15
MAGDALENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,20,20
MAIRANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
MAPIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
MECAPACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
MINEROS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
MIZQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,14,14
MOCOMOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,22,22
MOJOCOYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,11,11
MONTEAGUDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,48,48
MONTERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,29,29
MORO MORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
MOROCHATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
OCURI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,36,36
OKINAWA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,19,19
OMEREQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
ORURO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,329,329
PADCAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,17,17
PADILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
PAILON,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,152,152
PALCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,16,16
PALOS BLANCOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
PAMPA AULLAGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
PAMPA GRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
PAPEL PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,9,9
PASORAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,177,177
PAZÑA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,15,15
POCOATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,46,46
POCONA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,34,34
POJO (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,10,10
POOPO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
PORCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,10,10
POROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,38,38
PORONGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
PORTACHUELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,18,18
PORVENIR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,17,17
POTOSI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,785,785
PRESTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
PUCARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,39,39
PUERTO ACOSTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,15,15
PUERTO CARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,35,35
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,11,11
PUERTO PEREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,60,60
PUERTO RICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
PUERTO SUAREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
PUERTO VILLARROEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,127,127
PUNA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,54,54
PUNATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,33,33
QUILLACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,160,160
QUIME,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
QUIRUSILLAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
RAVELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,29,29
REYES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,20,20
RIBERALTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,109,109
ROBORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
RURRENABAQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,18,18
SABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
SACABA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,197,197
SACABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,31,31
SACACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,27,27
SAIPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,24,24
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,19,19
SAMAIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,11,11
SAN AGUSTIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,48,48
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,28,28
SAN BENITO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,53,53
SAN BORJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,41,41
SAN BUENA VENTURA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
SAN CARLOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
SAN IGNACIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,54,54
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,43,43
SAN JAVIER(BNI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,59,59
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,5,5
SAN JULIAN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,94,94
SAN LORENZO(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,13,13
SAN LUCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,36,36
SAN MATIAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
SAN PEDRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,28,28
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,18,18
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,15,15
SAN RAFAEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
SAN RAMON SCZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,12,12
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1718,1718
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,14,14
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
SANTIVAÑES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,15,15
SAPAHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,8,8
SENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
SHINAOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,58,58
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,22,22
SICAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
SIPE SIPE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,63,63
SOPACHUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,39,39
SORACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,6,6
SORATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
SUCRE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,526,526
TACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
TACOBAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,12,12
TACOPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,44,44
TAHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,4,4
TAPACARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,42,42
TARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,7,7
TARACO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
TARATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,26,26
TARIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,183,183
TARVITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,38,38
TEOPONTE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,47,47
TIAWANACU,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,20,20
TINGUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,29,29
TIPUANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,18,18
TIQUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,45,45
TIRAQUE (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,9,9
TOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,2,2
TODOS SANTOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,1,1
TOLATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,10,10
TOLEDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,3,3
TOMAVE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,17,17
TOMINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,11,11
TORO TORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2015-01-01,10,10
