,group,variable,month,RETORNADOS CANTIDAD,RETORNADOS CANTIDAD,TOTALES,TOTALES,TOTALES
PORTACHUELO,internaciones,retornados,2010-02-01,1,0,1,0,1
PRESTO,internaciones,retornados,2010-02-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,retornados,2010-02-01,0,1,0,1,1
SACABA,internaciones,retornados,2010-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-02-01,0,4,0,4,4
SAN JOAQUIN,internaciones,retornados,2010-02-01,1,0,1,0,1
SAN LUCAS,internaciones,retornados,2010-02-01,1,13,1,13,14
SAN RAFAEL,internaciones,retornados,2010-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-02-01,0,1,0,1,1
SANTIVAÑES,internaciones,retornados,2010-02-01,0,2,0,2,2
SUCRE,internaciones,retornados,2010-02-01,0,54,0,54,54
TARIJA,internaciones,retornados,2010-02-01,7,5,7,5,12
TIPUANI,internaciones,retornados,2010-02-01,1,1,1,1,2
TRINIDAD,internaciones,retornados,2010-02-01,672,0,672,0,672
VALLEGRANDE,internaciones,retornados,2010-02-01,0,5,0,5,5
VILLA MONTES,internaciones,retornados,2010-02-01,0,1,0,1,1
VILLA SERRANO,internaciones,retornados,2010-02-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-02-01,0,1,0,1,1
YACUIBA,internaciones,retornados,2010-02-01,5,13,5,13,18
YAPACANI,internaciones,retornados,2010-02-01,0,4,0,4,4
YOTALA,internaciones,retornados,2010-02-01,0,1,0,1,1
BAURES,internaciones,retornados,2010-03-01,0,1,0,1,1
BERMEJO,internaciones,retornados,2010-03-01,2,2,2,2,4
BUENA VISTA,internaciones,retornados,2010-03-01,2,4,2,4,6
CARMEN RIVERO TORREZ,internaciones,retornados,2010-03-01,1,1,1,1,2
COBIJA,internaciones,retornados,2010-03-01,13,78,13,78,91
COCHABAMBA,internaciones,retornados,2010-03-01,4,231,4,231,235
COMARAPA,internaciones,retornados,2010-03-01,17,49,17,49,66
COROICO,internaciones,retornados,2010-03-01,1,5,1,5,6
EL ALTO,internaciones,retornados,2010-03-01,8,107,8,107,115
GUTIERREZ,internaciones,retornados,2010-03-01,1,0,1,0,1
LA PAZ,internaciones,retornados,2010-03-01,3,9,3,9,12
MIZQUE,internaciones,retornados,2010-03-01,1,1,1,1,2
MONTEAGUDO,internaciones,retornados,2010-03-01,1,3,1,3,4
OCURI,internaciones,retornados,2010-03-01,0,1,0,1,1
ORURO,internaciones,retornados,2010-03-01,3,1,3,1,4
PADILLA,internaciones,retornados,2010-03-01,1,0,1,0,1
PORONGO,internaciones,retornados,2010-03-01,0,1,0,1,1
SACABA,internaciones,retornados,2010-03-01,1,1,1,1,2
SAN LUCAS,internaciones,retornados,2010-03-01,28,6,28,6,34
SAN RAFAEL,internaciones,retornados,2010-03-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-03-01,0,3,0,3,3
SUCRE,internaciones,retornados,2010-03-01,0,20,0,20,20
TARIJA,internaciones,retornados,2010-03-01,22,0,22,0,22
TIPUANI,internaciones,retornados,2010-03-01,1,0,1,0,1
TORO TORO,internaciones,retornados,2010-03-01,2,0,2,0,2
TRINIDAD,internaciones,retornados,2010-03-01,16,35,16,35,51
VALLEGRANDE,internaciones,retornados,2010-03-01,0,8,0,8,8
VILLA TUNARI,internaciones,retornados,2010-03-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-03-01,0,1,0,1,1
VILLAZON,internaciones,retornados,2010-03-01,0,1,0,1,1
YACUIBA,internaciones,retornados,2010-03-01,1,4,1,4,5
YAPACANI,internaciones,retornados,2010-03-01,0,1,0,1,1
ZUDAÑEZ,internaciones,retornados,2010-03-01,0,4,0,4,4
ANTEQUERA,internaciones,retornados,2010-04-01,0,1,0,1,1
ATOCHA,internaciones,retornados,2010-04-01,0,4,0,4,4
BAURES,internaciones,retornados,2010-04-01,0,1,0,1,1
BERMEJO,internaciones,retornados,2010-04-01,1,0,1,0,1
BUENA VISTA,internaciones,retornados,2010-04-01,2,0,2,0,2
COBIJA,internaciones,retornados,2010-04-01,20,62,20,62,82
COCHABAMBA,internaciones,retornados,2010-04-01,13,232,13,232,245
COROICO,internaciones,retornados,2010-04-01,0,3,0,3,3
COTOCA,internaciones,retornados,2010-04-01,0,1,0,1,1
EL ALTO,internaciones,retornados,2010-04-01,12,80,12,80,92
EL PUENTE(STC),internaciones,retornados,2010-04-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,retornados,2010-04-01,0,1,0,1,1
LA PAZ,internaciones,retornados,2010-04-01,8,9,8,9,17
LLALLAGUA,internaciones,retornados,2010-04-01,1,0,1,0,1
MIZQUE,internaciones,retornados,2010-04-01,0,2,0,2,2
ORURO,internaciones,retornados,2010-04-01,1,7,1,7,8
PADILLA,internaciones,retornados,2010-04-01,0,2,0,2,2
PALOS BLANCOS,internaciones,retornados,2010-04-01,1,0,1,0,1
POJO (CBBA),internaciones,retornados,2010-04-01,2,10,2,10,12
POTOSI,internaciones,retornados,2010-04-01,536,0,536,0,536
PRESTO,internaciones,retornados,2010-04-01,0,1,0,1,1
SACABA,internaciones,retornados,2010-04-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,retornados,2010-04-01,0,1,0,1,1
SAN IGNACIO,internaciones,retornados,2010-04-01,8,0,8,0,8
SAN LORENZO(PND),internaciones,retornados,2010-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-04-01,1,3,1,3,4
SICA SICA (VILLA AROMA),internaciones,retornados,2010-04-01,0,1,0,1,1
SUCRE,internaciones,retornados,2010-04-01,0,8,0,8,8
TACACOMA,internaciones,retornados,2010-04-01,0,6,0,6,6
TARABUCO,internaciones,retornados,2010-04-01,1,0,1,0,1
TARATA,internaciones,retornados,2010-04-01,0,1,0,1,1
TARVITA,internaciones,retornados,2010-04-01,0,2,0,2,2
TOMINA,internaciones,retornados,2010-04-01,0,1,0,1,1
VALLEGRANDE,internaciones,retornados,2010-04-01,0,5,0,5,5
VIACHA,internaciones,retornados,2010-04-01,8,11,8,11,19
VILA VILA,internaciones,retornados,2010-04-01,1,0,1,0,1
VILLA MONTES,internaciones,retornados,2010-04-01,3,1,3,1,4
VILLA TUNARI,internaciones,retornados,2010-04-01,0,5,0,5,5
VILLAZON,internaciones,retornados,2010-04-01,1,0,1,0,1
YACUIBA,internaciones,retornados,2010-04-01,5,7,5,7,12
BERMEJO,internaciones,retornados,2010-05-01,0,1,0,1,1
COBIJA,internaciones,retornados,2010-05-01,5,50,5,50,55
COCHABAMBA,internaciones,retornados,2010-05-01,10,249,10,249,259
CONCEPCION,internaciones,retornados,2010-05-01,0,1,0,1,1
COTOCA,internaciones,retornados,2010-05-01,0,12,0,12,12
EL ALTO,internaciones,retornados,2010-05-01,10,102,10,102,112
ENTRE RIOS CBBA,internaciones,retornados,2010-05-01,0,1,0,1,1
EXALTACION,internaciones,retornados,2010-05-01,0,1,0,1,1
GUTIERREZ,internaciones,retornados,2010-05-01,1,1,1,1,2
HUACARETA,internaciones,retornados,2010-05-01,0,1,0,1,1
INCAHUASI,internaciones,retornados,2010-05-01,0,1,0,1,1
LA PAZ,internaciones,retornados,2010-05-01,21,10,21,10,31
MACHARETI,internaciones,retornados,2010-05-01,0,1,0,1,1
MECAPACA,internaciones,retornados,2010-05-01,0,2,0,2,2
MONTEAGUDO,internaciones,retornados,2010-05-01,1,1,1,1,2
OCURI,internaciones,retornados,2010-05-01,0,1,0,1,1
OKINAWA,internaciones,retornados,2010-05-01,0,1,0,1,1
ORURO,internaciones,retornados,2010-05-01,2,4,2,4,6
PALOS BLANCOS,internaciones,retornados,2010-05-01,1,0,1,0,1
POJO (CBBA),internaciones,retornados,2010-05-01,0,3,0,3,3
PUERTO SUAREZ,internaciones,retornados,2010-05-01,0,1,0,1,1
SACABA,internaciones,retornados,2010-05-01,1,0,1,0,1
SAN LUCAS,internaciones,retornados,2010-05-01,0,16,0,16,16
SAN MATIAS,internaciones,retornados,2010-05-01,1,0,1,0,1
SANTA ANA,internaciones,retornados,2010-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-05-01,0,2,0,2,2
SUCRE,internaciones,retornados,2010-05-01,0,56,0,56,56
TARABUCO,internaciones,retornados,2010-05-01,1,0,1,0,1
TARATA,internaciones,retornados,2010-05-01,1,0,1,0,1
TARIJA,internaciones,retornados,2010-05-01,0,1,0,1,1
TIPUANI,internaciones,retornados,2010-05-01,0,1,0,1,1
TOMINA,internaciones,retornados,2010-05-01,1,0,1,0,1
VIACHA,internaciones,retornados,2010-05-01,1,3,1,3,4
VILLA MONTES,internaciones,retornados,2010-05-01,1,1,1,1,2
VILLA TUNARI,internaciones,retornados,2010-05-01,0,3,0,3,3
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-05-01,0,1,0,1,1
YACUIBA,internaciones,retornados,2010-05-01,1,3,1,3,4
YAPACANI,internaciones,retornados,2010-05-01,2,1,2,1,3
ARBIETO,internaciones,retornados,2010-06-01,0,1,0,1,1
ATOCHA,internaciones,retornados,2010-06-01,6,5,6,5,11
CAMARGO,internaciones,retornados,2010-06-01,2,5,2,5,7
COBIJA,internaciones,retornados,2010-06-01,6,59,6,59,65
COCHABAMBA,internaciones,retornados,2010-06-01,7,292,7,292,299
COMARAPA,internaciones,retornados,2010-06-01,1,7,1,7,8
CONCEPCION,internaciones,retornados,2010-06-01,0,3,0,3,3
CORO CORO,internaciones,retornados,2010-06-01,0,1,0,1,1
COTAGAITA,internaciones,retornados,2010-06-01,1,0,1,0,1
COTOCA,internaciones,retornados,2010-06-01,0,9,0,9,9
EL ALTO,internaciones,retornados,2010-06-01,7,79,7,79,86
HUACARETA,internaciones,retornados,2010-06-01,0,1,0,1,1
ICLA,internaciones,retornados,2010-06-01,0,1,0,1,1
LA PAZ,internaciones,retornados,2010-06-01,4,19,4,19,23
ORURO,internaciones,retornados,2010-06-01,4,0,4,0,4
PADILLA,internaciones,retornados,2010-06-01,1,1,1,1,2
ROBORE,internaciones,retornados,2010-06-01,5,0,5,0,5
SACABA,internaciones,retornados,2010-06-01,0,7,0,7,7
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-06-01,1,0,1,0,1
SAN JULIAN,internaciones,retornados,2010-06-01,4,0,4,0,4
SAN LUCAS,internaciones,retornados,2010-06-01,0,11,0,11,11
SANTA ANA,internaciones,retornados,2010-06-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-06-01,1,1,1,1,2
SUCRE,internaciones,retornados,2010-06-01,0,9,0,9,9
TARABUCO,internaciones,retornados,2010-06-01,1,1,1,1,2
TARVITA,internaciones,retornados,2010-06-01,0,4,0,4,4
TINGUIPAYA,internaciones,retornados,2010-06-01,0,1,0,1,1
TORO TORO,internaciones,retornados,2010-06-01,0,1,0,1,1
VALLEGRANDE,internaciones,retornados,2010-06-01,0,4,0,4,4
VIACHA,internaciones,retornados,2010-06-01,3,2,3,2,5
VILA VILA,internaciones,retornados,2010-06-01,0,3,0,3,3
VILLA MONTES,internaciones,retornados,2010-06-01,2,3,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-06-01,1,1,1,1,2
VILLAZON,internaciones,retornados,2010-06-01,1,0,1,0,1
YACUIBA,internaciones,retornados,2010-06-01,2,2,2,2,4
ACHOCALLA,internaciones,retornados,2010-07-01,0,4,0,4,4
ASCENCION DE GUARAYOS,internaciones,retornados,2010-07-01,1,3,1,3,4
BERMEJO,internaciones,retornados,2010-07-01,1,1,1,1,2
CABEZAS,internaciones,retornados,2010-07-01,0,1,0,1,1
CAMARGO,internaciones,retornados,2010-07-01,1,3,1,3,4
COBIJA,internaciones,retornados,2010-07-01,23,71,23,71,94
COCHABAMBA,internaciones,retornados,2010-07-01,9,275,9,275,284
CONCEPCION,internaciones,retornados,2010-07-01,1,1,1,1,2
EL ALTO,internaciones,retornados,2010-07-01,17,92,17,92,109
ENTRE RIOS CBBA,internaciones,retornados,2010-07-01,0,1,0,1,1
ESCOMA,internaciones,retornados,2010-07-01,0,1,0,1,1
HUACARETA,internaciones,retornados,2010-07-01,0,4,0,4,4
ICLA,internaciones,retornados,2010-07-01,1,3,1,3,4
LA PAZ,internaciones,retornados,2010-07-01,18,11,18,11,29
LAGUNILLAS,internaciones,retornados,2010-07-01,0,5,0,5,5
OMEREQUE,internaciones,retornados,2010-07-01,0,1,0,1,1
ORURO,internaciones,retornados,2010-07-01,1,0,1,0,1
SAN BENITO,internaciones,retornados,2010-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-07-01,0,6,0,6,6
SAN JULIAN,internaciones,retornados,2010-07-01,1,0,1,0,1
SAN LUCAS,internaciones,retornados,2010-07-01,0,10,0,10,10
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-07-01,1,0,1,0,1
SUCRE,internaciones,retornados,2010-07-01,0,66,0,66,66
TARVITA,internaciones,retornados,2010-07-01,0,4,0,4,4
TOTORA(ORR),internaciones,retornados,2010-07-01,0,2,0,2,2
VALLEGRANDE,internaciones,retornados,2010-07-01,0,2,0,2,2
VIACHA,internaciones,retornados,2010-07-01,2,3,2,3,5
VILLA MONTES,internaciones,retornados,2010-07-01,1,1,1,1,2
VILLA TUNARI,internaciones,retornados,2010-07-01,0,3,0,3,3
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-07-01,0,1,0,1,1
VILLAZON,internaciones,retornados,2010-07-01,1,0,1,0,1
YACUIBA,internaciones,retornados,2010-07-01,3,6,3,6,9
ASCENCION DE GUARAYOS,internaciones,retornados,2010-08-01,0,2,0,2,2
BERMEJO,internaciones,retornados,2010-08-01,1,0,1,0,1
CABEZAS,internaciones,retornados,2010-08-01,0,1,0,1,1
COBIJA,internaciones,retornados,2010-08-01,10,53,10,53,63
COCHABAMBA,internaciones,retornados,2010-08-01,22,302,22,302,324
COTAGAITA,internaciones,retornados,2010-08-01,1,0,1,0,1
COTOCA,internaciones,retornados,2010-08-01,0,2,0,2,2
DESAGUADERO,internaciones,retornados,2010-08-01,0,9,0,9,9
EL ALTO,internaciones,retornados,2010-08-01,11,117,11,117,128
ENTRE RIOS CBBA,internaciones,retornados,2010-08-01,0,2,0,2,2
EUCALIPTUS,internaciones,retornados,2010-08-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,retornados,2010-08-01,1,3,1,3,4
GUAYARAMERIN,internaciones,retornados,2010-08-01,0,1,0,1,1
GUTIERREZ,internaciones,retornados,2010-08-01,0,1,0,1,1
HUANUNI,internaciones,retornados,2010-08-01,0,1,0,1,1
IXIAMAS,internaciones,retornados,2010-08-01,0,1,0,1,1
LA PAZ,internaciones,retornados,2010-08-01,8,20,8,20,28
LAGUNILLAS,internaciones,retornados,2010-08-01,0,10,0,10,10
MIZQUE,internaciones,retornados,2010-08-01,1,0,1,0,1
MOJOCOYA,internaciones,retornados,2010-08-01,0,2,0,2,2
MONTEAGUDO,internaciones,retornados,2010-08-01,2,2,2,2,4
OCURI,internaciones,retornados,2010-08-01,1,2,1,2,3
OKINAWA,internaciones,retornados,2010-08-01,0,1,0,1,1
ORURO,internaciones,retornados,2010-08-01,0,2,0,2,2
PADILLA,internaciones,retornados,2010-08-01,2,0,2,0,2
PORONGO,internaciones,retornados,2010-08-01,0,2,0,2,2
PORTACHUELO,internaciones,retornados,2010-08-01,1,0,1,0,1
PRESTO,internaciones,retornados,2010-08-01,0,3,0,3,3
RIBERALTA,internaciones,retornados,2010-08-01,2,80,2,80,82
SACABA,internaciones,retornados,2010-08-01,0,4,0,4,4
SAN CARLOS,internaciones,retornados,2010-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-08-01,0,4,0,4,4
SAN LUCAS,internaciones,retornados,2010-08-01,13,0,13,0,13
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-08-01,0,8,0,8,8
SENA,internaciones,retornados,2010-08-01,1,0,1,0,1
SIPE SIPE,internaciones,retornados,2010-08-01,0,1,0,1,1
SUCRE,internaciones,retornados,2010-08-01,0,56,0,56,56
TARIJA,internaciones,retornados,2010-08-01,20,25,20,25,45
TARVITA,internaciones,retornados,2010-08-01,0,1,0,1,1
TOMAVE,internaciones,retornados,2010-08-01,1,0,1,0,1
TORO TORO,internaciones,retornados,2010-08-01,1,0,1,0,1
VALLEGRANDE,internaciones,retornados,2010-08-01,0,4,0,4,4
VIACHA,internaciones,retornados,2010-08-01,3,7,3,7,10
VILLA MONTES,internaciones,retornados,2010-08-01,2,3,2,3,5
VILLA TUNARI,internaciones,retornados,2010-08-01,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-08-01,1,1,1,1,2
YACUIBA,internaciones,retornados,2010-08-01,1,5,1,5,6
ASCENCION DE GUARAYOS,internaciones,retornados,2010-09-01,3,0,3,0,3
COBIJA,internaciones,retornados,2010-09-01,4,48,4,48,52
COCHABAMBA,internaciones,retornados,2010-09-01,6,279,6,279,285
CONCEPCION,internaciones,retornados,2010-09-01,0,1,0,1,1
CUEVO,internaciones,retornados,2010-09-01,1,0,1,0,1
EL ALTO,internaciones,retornados,2010-09-01,115,110,115,110,225
FERNANDEZ ALONSO,internaciones,retornados,2010-09-01,1,3,1,3,4
GUAYARAMERIN,internaciones,retornados,2010-09-01,1,0,1,0,1
GUTIERREZ,internaciones,retornados,2010-09-01,0,1,0,1,1
HUACARETA,internaciones,retornados,2010-09-01,0,1,0,1,1
ICLA,internaciones,retornados,2010-09-01,0,1,0,1,1
LA PAZ,internaciones,retornados,2010-09-01,9,11,9,11,20
MACHARETI,internaciones,retornados,2010-09-01,0,1,0,1,1
MIZQUE,internaciones,retornados,2010-09-01,1,1,1,1,2
MONTEAGUDO,internaciones,retornados,2010-09-01,0,3,0,3,3
ORURO,internaciones,retornados,2010-09-01,1,3,1,3,4
POJO (CBBA),internaciones,retornados,2010-09-01,0,2,0,2,2
PORONGO,internaciones,retornados,2010-09-01,0,2,0,2,2
PUERTO SILES,internaciones,retornados,2010-09-01,1,0,1,0,1
RIBERALTA,internaciones,retornados,2010-09-01,4,86,4,86,90
SACABA,internaciones,retornados,2010-09-01,0,15,0,15,15
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-09-01,2,2,2,2,4
SAN LUCAS,internaciones,retornados,2010-09-01,0,9,0,9,9
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-09-01,1,0,1,0,1
SORATA,internaciones,retornados,2010-09-01,0,1,0,1,1
SUCRE,internaciones,retornados,2010-09-01,0,18,0,18,18
TARVITA,internaciones,retornados,2010-09-01,0,3,0,3,3
TOMINA,internaciones,retornados,2010-09-01,0,1,0,1,1
VALLEGRANDE,internaciones,retornados,2010-09-01,1,11,1,11,12
VIACHA,internaciones,retornados,2010-09-01,3,4,3,4,7
VILLA MONTES,internaciones,retornados,2010-09-01,1,1,1,1,2
VILLAZON,internaciones,retornados,2010-09-01,1,1,1,1,2
YACUIBA,internaciones,retornados,2010-09-01,2,4,2,4,6
YAMPARAEZ,internaciones,retornados,2010-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,retornados,2010-10-01,1,1,1,1,2
ATOCHA,internaciones,retornados,2010-10-01,0,1,0,1,1
AYATA,internaciones,retornados,2010-10-01,1,0,1,0,1
BERMEJO,internaciones,retornados,2010-10-01,2,0,2,0,2
CAMARGO,internaciones,retornados,2010-10-01,4,2,4,2,6
CARIPUYO,internaciones,retornados,2010-10-01,0,1,0,1,1
COBIJA,internaciones,retornados,2010-10-01,4,53,4,53,57
COCHABAMBA,internaciones,retornados,2010-10-01,8,257,8,257,265
CONCEPCION,internaciones,retornados,2010-10-01,0,1,0,1,1
EL ALTO,internaciones,retornados,2010-10-01,8,96,8,96,104
ENTRE RIOS CBBA,internaciones,retornados,2010-10-01,0,2,0,2,2
GUAYARAMERIN,internaciones,retornados,2010-10-01,0,1,0,1,1
HUANUNI,internaciones,retornados,2010-10-01,0,1,0,1,1
JESUS DE MACHACA,internaciones,retornados,2010-10-01,0,1,0,1,1
LA PAZ,internaciones,retornados,2010-10-01,8,7,8,7,15
MACHARETI,internaciones,retornados,2010-10-01,1,0,1,0,1
MONTERO,internaciones,retornados,2010-10-01,0,37,0,37,37
ORURO,internaciones,retornados,2010-10-01,3,1,3,1,4
PADILLA,internaciones,retornados,2010-10-01,4,2,4,2,6
POCONA,internaciones,retornados,2010-10-01,0,1,0,1,1
POROMA,internaciones,retornados,2010-10-01,0,1,0,1,1
PORONGO,internaciones,retornados,2010-10-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,retornados,2010-10-01,0,2,0,2,2
PUERTO VILLARROEL,internaciones,retornados,2010-10-01,1,1,1,1,2
SACABA,internaciones,retornados,2010-10-01,4,23,4,23,27
SAN IGNACIO DE VELASCO,internaciones,retornados,2010-10-01,3,6,3,6,9
SAN LUCAS,internaciones,retornados,2010-10-01,3,32,3,32,35
SAN MIGUEL DE VELASCO,internaciones,retornados,2010-10-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,retornados,2010-10-01,2,4,2,4,6
TARIJA,internaciones,retornados,2010-10-01,21,0,21,0,21
TOMINA,internaciones,retornados,2010-10-01,0,1,0,1,1
VALLEGRANDE,internaciones,retornados,2010-10-01,2,10,2,10,12
VIACHA,internaciones,retornados,2010-10-01,3,2,3,2,5
VILLA MONTES,internaciones,retornados,2010-10-01,2,1,2,1,3
VILLA TUNARI,internaciones,retornados,2010-10-01,0,2,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,retornados,2010-10-01,1,0,1,0,1
YACUIBA,internaciones,retornados,2010-10-01,1,3,1,3,4
ASCENCION DE GUARAYOS,internaciones,retornados,2010-11-01,3,0,3,0,3
BERMEJO,internaciones,retornados,2010-11-01,1,0,1,0,1
CAMARGO,internaciones,retornados,2010-11-01,4,3,4,3,7
CHAYANTA,internaciones,retornados,2010-11-01,0,1,0,1,1
COBIJA,internaciones,retornados,2010-11-01,2,17,2,17,19
COCHABAMBA,internaciones,retornados,2010-11-01,6,223,6,223,229
COMARAPA,internaciones,retornados,2010-11-01,5,62,5,62,67
EL ALTO,internaciones,retornados,2010-11-01,11,103,11,103,114
EL TORNO,internaciones,retornados,2010-11-01,1,0,1,0,1
GUTIERREZ,internaciones,retornados,2010-11-01,0,1,0,1,1
IXIAMAS,internaciones,retornados,2010-11-01,0,1,0,1,1
LA PAZ,internaciones,retornados,2010-11-01,5,12,5,12,17
MACHARETI,internaciones,retornados,2010-11-01,0,4,0,4,4
ORURO,internaciones,retornados,2010-11-01,3,5,3,5,8
PADILLA,internaciones,retornados,2010-11-01,0,1,0,1,1
POCOATA,internaciones,retornados,2010-11-01,2,5,2,5,7
POJO (CBBA),internaciones,retornados,2010-11-01,0,2,0,2,2
PUERTO GONZALO MORENO,internaciones,retornados,2010-11-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,retornados,2010-11-01,0,2,0,2,2
RIBERALTA,internaciones,retornados,2010-11-01,4,80,4,80,84
SAN ANDRES,internaciones,retornados,2010-11-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,retornados,2010-11-01,9,10,9,10,19
