,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2010-01-01,15,49,15,49,64
CHUMA,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
CKOCHAS,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
CLIZA,internaciones,ingresos espontaneos,2010-01-01,10,36,10,36,46
COBIJA,internaciones,ingresos espontaneos,2010-01-01,98,212,98,212,310
COCAPATA,internaciones,ingresos espontaneos,2010-01-01,1,7,1,7,8
COCHABAMBA,internaciones,ingresos espontaneos,2010-01-01,3823,3016,3823,3016,6839
COLCAPIRHUA,internaciones,ingresos espontaneos,2010-01-01,48,126,48,126,174
"COLCHA ""K""",internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
COLLANA,internaciones,ingresos espontaneos,2010-01-01,0,3,0,3,3
COLOMI,internaciones,ingresos espontaneos,2010-01-01,0,29,0,29,29
COLPA BELGICA,internaciones,ingresos espontaneos,2010-01-01,5,12,5,12,17
COLQUENCHA,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
COLQUIRI,internaciones,ingresos espontaneos,2010-01-01,4,11,4,11,15
COMARAPA,internaciones,ingresos espontaneos,2010-01-01,13,44,13,44,57
CONCEPCION,internaciones,ingresos espontaneos,2010-01-01,50,0,50,0,50
COPACABANA,internaciones,ingresos espontaneos,2010-01-01,0,20,0,20,20
CORIPATA,internaciones,ingresos espontaneos,2010-01-01,0,5,0,5,5
CORO CORO,internaciones,ingresos espontaneos,2010-01-01,0,3,0,3,3
COROICO,internaciones,ingresos espontaneos,2010-01-01,23,49,23,49,72
COTAGAITA,internaciones,ingresos espontaneos,2010-01-01,11,21,11,21,32
COTOCA,internaciones,ingresos espontaneos,2010-01-01,16,43,16,43,59
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2010-01-01,25,0,25,0,25
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
CUEVO,internaciones,ingresos espontaneos,2010-01-01,5,14,5,14,19
CULPINA,internaciones,ingresos espontaneos,2010-01-01,17,42,17,42,59
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2010-01-01,1,10,1,10,11
DESAGUADERO,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
EL ALTO,internaciones,ingresos espontaneos,2010-01-01,596,2092,596,2092,2688
EL CHORO,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
EL PUENTE(STC),internaciones,ingresos espontaneos,2010-01-01,2,8,2,8,10
EL TORNO,internaciones,ingresos espontaneos,2010-01-01,96,62,96,62,158
EL VILLAR,internaciones,ingresos espontaneos,2010-01-01,1,2,1,2,3
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2010-01-01,8,26,8,26,34
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2010-01-01,5,29,5,29,34
ESCOMA,internaciones,ingresos espontaneos,2010-01-01,12,27,12,27,39
EUCALIPTUS,internaciones,ingresos espontaneos,2010-01-01,0,5,0,5,5
EXALTACION,internaciones,ingresos espontaneos,2010-01-01,1,4,1,4,5
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2010-01-01,8,19,8,19,27
FILADELFIA,internaciones,ingresos espontaneos,2010-01-01,0,3,0,3,3
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2010-01-01,0,11,0,11,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2010-01-01,1,1,1,1,2
GUANAY,internaciones,ingresos espontaneos,2010-01-01,5,17,5,17,22
GUAQUI,internaciones,ingresos espontaneos,2010-01-01,0,6,0,6,6
GUAYARAMERIN,internaciones,ingresos espontaneos,2010-01-01,187,328,187,328,515
GUTIERREZ,internaciones,ingresos espontaneos,2010-01-01,6,8,6,8,14
HUACARETA,internaciones,ingresos espontaneos,2010-01-01,8,14,8,14,22
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2010-01-01,1,1,1,1,2
HUACHACALLA,internaciones,ingresos espontaneos,2010-01-01,4,6,4,6,10
HUANUNI,internaciones,ingresos espontaneos,2010-01-01,28,52,28,52,80
HUARACAJE,internaciones,ingresos espontaneos,2010-01-01,5,8,5,8,13
HUAYLLAMARCA,internaciones,ingresos espontaneos,2010-01-01,0,5,0,5,5
HUMANATA,internaciones,ingresos espontaneos,2010-01-01,0,3,0,3,3
ICHOCA,internaciones,ingresos espontaneos,2010-01-01,1,4,1,4,5
ICLA,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
INCAHUASI,internaciones,ingresos espontaneos,2010-01-01,1,16,1,16,17
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2010-01-01,7,26,7,26,33
IXIAMAS,internaciones,ingresos espontaneos,2010-01-01,2,17,2,17,19
JESUS DE MACHACA,internaciones,ingresos espontaneos,2010-01-01,2,11,2,11,13
LA ASUNTA,internaciones,ingresos espontaneos,2010-01-01,8,40,8,40,48
LA GUARDIA,internaciones,ingresos espontaneos,2010-01-01,77,110,77,110,187
LA PAZ,internaciones,ingresos espontaneos,2010-01-01,1885,4594,1885,4594,6479
LAGUNILLAS,internaciones,ingresos espontaneos,2010-01-01,7,0,7,0,7
LAJA,internaciones,ingresos espontaneos,2010-01-01,0,6,0,6,6
LICOMA PAMPA,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2010-01-01,31,142,31,142,173
LURIBAY,internaciones,ingresos espontaneos,2010-01-01,2,4,2,4,6
MACHARETI,internaciones,ingresos espontaneos,2010-01-01,1,7,1,7,8
MAGDALENA,internaciones,ingresos espontaneos,2010-01-01,13,38,13,38,51
MAIRANA,internaciones,ingresos espontaneos,2010-01-01,6,30,6,30,36
MAPIRI,internaciones,ingresos espontaneos,2010-01-01,1,29,1,29,30
MECAPACA,internaciones,ingresos espontaneos,2010-01-01,0,3,0,3,3
MINEROS,internaciones,ingresos espontaneos,2010-01-01,6,8,6,8,14
MIZQUE,internaciones,ingresos espontaneos,2010-01-01,13,36,13,36,49
MOCOMOCO,internaciones,ingresos espontaneos,2010-01-01,0,3,0,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2010-01-01,0,7,0,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2010-01-01,59,101,59,101,160
MONTERO,internaciones,ingresos espontaneos,2010-01-01,345,314,345,314,659
MORO MORO,internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
MOROCHATA,internaciones,ingresos espontaneos,2010-01-01,2,6,2,6,8
OCURI,internaciones,ingresos espontaneos,2010-01-01,0,3,0,3,3
OKINAWA,internaciones,ingresos espontaneos,2010-01-01,3,7,3,7,10
OMEREQUE,internaciones,ingresos espontaneos,2010-01-01,4,8,4,8,12
ORURO,internaciones,ingresos espontaneos,2010-01-01,850,1178,850,1178,2028
PADILLA,internaciones,ingresos espontaneos,2010-01-01,23,44,23,44,67
PAILON,internaciones,ingresos espontaneos,2010-01-01,24,25,24,25,49
PALOS BLANCOS,internaciones,ingresos espontaneos,2010-01-01,5,50,5,50,55
PAMPA GRANDE,internaciones,ingresos espontaneos,2010-01-01,5,10,5,10,15
PAPEL PAMPA,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
PASORAPA,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
PATACAMAYA,internaciones,ingresos espontaneos,2010-01-01,8,36,8,36,44
PAZÑA,internaciones,ingresos espontaneos,2010-01-01,0,5,0,5,5
POCOATA,internaciones,ingresos espontaneos,2010-01-01,5,4,5,4,9
POCONA,internaciones,ingresos espontaneos,2010-01-01,19,0,19,0,19
POJO (CBBA),internaciones,ingresos espontaneos,2010-01-01,16,0,16,0,16
POOPO,internaciones,ingresos espontaneos,2010-01-01,2,3,2,3,5
PORCO,internaciones,ingresos espontaneos,2010-01-01,0,9,0,9,9
POROMA,internaciones,ingresos espontaneos,2010-01-01,0,19,0,19,19
PORONGO,internaciones,ingresos espontaneos,2010-01-01,4,8,4,8,12
PORTACHUELO,internaciones,ingresos espontaneos,2010-01-01,62,139,62,139,201
PORVENIR,internaciones,ingresos espontaneos,2010-01-01,2,5,2,5,7
POSTRER VALLE,internaciones,ingresos espontaneos,2010-01-01,5,1,5,1,6
POTOSI,internaciones,ingresos espontaneos,2010-01-01,1302,473,1302,473,1775
PRESTO,internaciones,ingresos espontaneos,2010-01-01,0,6,0,6,6
PUCARA,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
PUCARANI,internaciones,ingresos espontaneos,2010-01-01,0,9,0,9,9
PUERTO ACOSTA,internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2010-01-01,7,4,7,4,11
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2010-01-01,16,15,16,15,31
PUERTO RICO,internaciones,ingresos espontaneos,2010-01-01,10,8,10,8,18
PUERTO SILES,internaciones,ingresos espontaneos,2010-01-01,3,2,3,2,5
PUERTO SUAREZ,internaciones,ingresos espontaneos,2010-01-01,53,47,53,47,100
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2010-01-01,35,150,35,150,185
PUNA,internaciones,ingresos espontaneos,2010-01-01,18,3,18,3,21
PUNATA,internaciones,ingresos espontaneos,2010-01-01,51,168,51,168,219
QUILLACOLLO,internaciones,ingresos espontaneos,2010-01-01,114,118,114,118,232
QUIME,internaciones,ingresos espontaneos,2010-01-01,0,9,0,9,9
REYES,internaciones,ingresos espontaneos,2010-01-01,8,20,8,20,28
RIBERALTA,internaciones,ingresos espontaneos,2010-01-01,150,385,150,385,535
ROBORE,internaciones,ingresos espontaneos,2010-01-01,60,30,60,30,90
RURRENABAQUE,internaciones,ingresos espontaneos,2010-01-01,26,65,26,65,91
SACABA,internaciones,ingresos espontaneos,2010-01-01,149,357,149,357,506
SACABAMBA,internaciones,ingresos espontaneos,2010-01-01,6,5,6,5,11
SACACA,internaciones,ingresos espontaneos,2010-01-01,7,19,7,19,26
SAIPINA,internaciones,ingresos espontaneos,2010-01-01,4,5,4,5,9
SAMAIPATA,internaciones,ingresos espontaneos,2010-01-01,7,15,7,15,22
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2010-01-01,17,0,17,0,17
SAN BENITO,internaciones,ingresos espontaneos,2010-01-01,0,12,0,12,12
SAN BORJA,internaciones,ingresos espontaneos,2010-01-01,22,91,22,91,113
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2010-01-01,6,31,6,31,37
SAN CARLOS,internaciones,ingresos espontaneos,2010-01-01,34,74,34,74,108
SAN IGNACIO,internaciones,ingresos espontaneos,2010-01-01,35,35,35,35,70
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2010-01-01,90,253,90,253,343
SAN JAVIER(STC),internaciones,ingresos espontaneos,2010-01-01,11,25,11,25,36
SAN JOAQUIN,internaciones,ingresos espontaneos,2010-01-01,16,25,16,25,41
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2010-01-01,87,46,87,46,133
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2010-01-01,30,72,30,72,102
SAN JULIAN,internaciones,ingresos espontaneos,2010-01-01,148,0,148,0,148
SAN LUCAS,internaciones,ingresos espontaneos,2010-01-01,4,41,4,41,45
SAN MATIAS,internaciones,ingresos espontaneos,2010-01-01,37,42,37,42,79
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2010-01-01,22,26,22,26,48
SAN PEDRO,internaciones,ingresos espontaneos,2010-01-01,5,15,5,15,20
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2010-01-01,2,8,2,8,10
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2010-01-01,7,11,7,11,18
SAN RAMON BENI,internaciones,ingresos espontaneos,2010-01-01,4,19,4,19,23
SAN RAMON SCZ,internaciones,ingresos espontaneos,2010-01-01,20,23,20,23,43
SANTA ANA,internaciones,ingresos espontaneos,2010-01-01,22,86,22,86,108
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2010-01-01,6233,3192,6233,3192,9425
SANTA ROSA,internaciones,ingresos espontaneos,2010-01-01,4,32,4,32,36
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2010-01-01,16,45,16,45,61
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2010-01-01,0,4,0,4,4
SANTIVAÑES,internaciones,ingresos espontaneos,2010-01-01,0,6,0,6,6
SAPAHAQUI,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
SENA,internaciones,ingresos espontaneos,2010-01-01,9,0,9,0,9
SHINAOTA,internaciones,ingresos espontaneos,2010-01-01,47,128,47,128,175
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2010-01-01,0,11,0,11,11
SIPE SIPE,internaciones,ingresos espontaneos,2010-01-01,0,31,0,31,31
SOPACHUY,internaciones,ingresos espontaneos,2010-01-01,9,17,9,17,26
SORATA,internaciones,ingresos espontaneos,2010-01-01,7,18,7,18,25
SUCRE,internaciones,ingresos espontaneos,2010-01-01,1400,2054,1400,2054,3454
TACACOMA,internaciones,ingresos espontaneos,2010-01-01,0,9,0,9,9
TACOPAYA,internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
TAPACARI,internaciones,ingresos espontaneos,2010-01-01,0,18,0,18,18
TARABUCO,internaciones,ingresos espontaneos,2010-01-01,15,43,15,43,58
TARACO,internaciones,ingresos espontaneos,2010-01-01,0,6,0,6,6
TARATA,internaciones,ingresos espontaneos,2010-01-01,0,6,0,6,6
TARIJA,internaciones,ingresos espontaneos,2010-01-01,672,998,672,998,1670
TARVITA,internaciones,ingresos espontaneos,2010-01-01,8,26,8,26,34
TEOPONTE,internaciones,ingresos espontaneos,2010-01-01,1,10,1,10,11
TIAWANACU,internaciones,ingresos espontaneos,2010-01-01,0,12,0,12,12
TIPUANI,internaciones,ingresos espontaneos,2010-01-01,11,32,11,32,43
TIQUIPAYA,internaciones,ingresos espontaneos,2010-01-01,15,105,15,105,120
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2010-01-01,1,23,1,23,24
TOCO,internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
TOLATA,internaciones,ingresos espontaneos,2010-01-01,7,15,7,15,22
TOLEDO,internaciones,ingresos espontaneos,2010-01-01,1,0,1,0,1
TOMAVE,internaciones,ingresos espontaneos,2010-01-01,2,2,2,2,4
TOMINA,internaciones,ingresos espontaneos,2010-01-01,7,24,7,24,31
TORO TORO,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
TOTORA(CBBA),internaciones,ingresos espontaneos,2010-01-01,3,21,3,21,24
TOTORA(ORR),internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2010-01-01,1,0,1,0,1
TRINIDAD,internaciones,ingresos espontaneos,2010-01-01,948,173,948,173,1121
TUPIZA,internaciones,ingresos espontaneos,2010-01-01,135,158,135,158,293
UMALA,internaciones,ingresos espontaneos,2010-01-01,0,10,0,10,10
UNCIA,internaciones,ingresos espontaneos,2010-01-01,25,1,25,1,26
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2010-01-01,1,8,1,8,9
URUBICHA,internaciones,ingresos espontaneos,2010-01-01,2,8,2,8,10
UYUNI,internaciones,ingresos espontaneos,2010-01-01,16,69,16,69,85
VACAS,internaciones,ingresos espontaneos,2010-01-01,1,17,1,17,18
VALLEGRANDE,internaciones,ingresos espontaneos,2010-01-01,31,81,31,81,112
VIACHA,internaciones,ingresos espontaneos,2010-01-01,0,146,0,146,146
VILA VILA,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
VILLA CHARCAS,internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos espontaneos,2010-01-01,94,170,94,170,264
VILLA RIVERO,internaciones,ingresos espontaneos,2010-01-01,11,19,11,19,30
VILLA SERRANO,internaciones,ingresos espontaneos,2010-01-01,1,29,1,29,30
VILLA TUNARI,internaciones,ingresos espontaneos,2010-01-01,64,176,64,176,240
VILLAZON,internaciones,ingresos espontaneos,2010-01-01,65,180,65,180,245
VINTO,internaciones,ingresos espontaneos,2010-01-01,46,108,46,108,154
WARNES,internaciones,ingresos espontaneos,2010-01-01,39,73,39,73,112
YACO,internaciones,ingresos espontaneos,2010-01-01,0,2,0,2,2
YACUIBA,internaciones,ingresos espontaneos,2010-01-01,251,505,251,505,756
YAMPARAEZ,internaciones,ingresos espontaneos,2010-01-01,1,17,1,17,18
YANACACHI,internaciones,ingresos espontaneos,2010-01-01,0,1,0,1,1
YAPACANI,internaciones,ingresos espontaneos,2010-01-01,269,271,269,271,540
YOTALA,internaciones,ingresos espontaneos,2010-01-01,2,13,2,13,15
ZUDAÑEZ,internaciones,ingresos espontaneos,2010-01-01,6,14,6,14,20
ACACIO,internaciones,ingresos espontaneos,2010-02-01,0,2,0,2,2
ACHACACHI,internaciones,ingresos espontaneos,2010-02-01,8,45,8,45,53
ACHOCALLA,internaciones,ingresos espontaneos,2010-02-01,0,9,0,9,9
AIQUILE,internaciones,ingresos espontaneos,2010-02-01,63,48,63,48,111
ALCALA,internaciones,ingresos espontaneos,2010-02-01,0,1,0,1,1
ALTO BENI,internaciones,ingresos espontaneos,2010-02-01,4,4,4,4,8
ANCORAIMES,internaciones,ingresos espontaneos,2010-02-01,2,3,2,3,5
ANTEQUERA,internaciones,ingresos espontaneos,2010-02-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2010-02-01,0,5,0,5,5
APOLO,internaciones,ingresos espontaneos,2010-02-01,0,10,0,10,10
ARAMPAMPA,internaciones,ingresos espontaneos,2010-02-01,0,2,0,2,2
ARANI,internaciones,ingresos espontaneos,2010-02-01,2,13,2,13,15
ARQUE,internaciones,ingresos espontaneos,2010-02-01,1,2,1,2,3
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2010-02-01,38,116,38,116,154
ATOCHA,internaciones,ingresos espontaneos,2010-02-01,35,77,35,77,112
AUCAPATA,internaciones,ingresos espontaneos,2010-02-01,0,2,0,2,2
AYATA,internaciones,ingresos espontaneos,2010-02-01,2,2,2,2,4
AYO AYO,internaciones,ingresos espontaneos,2010-02-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2010-02-01,7,24,7,24,31
AZURDUY,internaciones,ingresos espontaneos,2010-02-01,10,20,10,20,30
BATALLAS,internaciones,ingresos espontaneos,2010-02-01,0,5,0,5,5
BAURES,internaciones,ingresos espontaneos,2010-02-01,2,21,2,21,23
BERMEJO,internaciones,ingresos espontaneos,2010-02-01,74,141,74,141,215
BETANZOS,internaciones,ingresos espontaneos,2010-02-01,5,42,5,42,47
BOLIVAR,internaciones,ingresos espontaneos,2010-02-01,2,7,2,7,9
BOYUIBE,internaciones,ingresos espontaneos,2010-02-01,7,21,7,21,28
BUENA VISTA,internaciones,ingresos espontaneos,2010-02-01,18,15,18,15,33
CABEZAS,internaciones,ingresos espontaneos,2010-02-01,4,24,4,24,28
CAIROMA,internaciones,ingresos espontaneos,2010-02-01,0,6,0,6,6
"CAIZA ""D""",internaciones,ingresos espontaneos,2010-02-01,3,4,3,4,7
CAJUATA,internaciones,ingresos espontaneos,2010-02-01,4,14,4,14,18
CALAMARCA,internaciones,ingresos espontaneos,2010-02-01,0,6,0,6,6
CAMARGO,internaciones,ingresos espontaneos,2010-02-01,34,51,34,51,85
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2010-02-01,3,5,3,5,8
CAMIRI,internaciones,ingresos espontaneos,2010-02-01,148,208,148,208,356
CAPINOTA,internaciones,ingresos espontaneos,2010-02-01,15,36,15,36,51
CARACOLLO,internaciones,ingresos espontaneos,2010-02-01,3,18,3,18,21
CARANAVI,internaciones,ingresos espontaneos,2010-02-01,3,125,3,125,128
CARAPARI,internaciones,ingresos espontaneos,2010-02-01,0,3,0,3,3
CARIPUYO,internaciones,ingresos espontaneos,2010-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2010-02-01,2,6,2,6,8
CHALLAPATA,internaciones,ingresos espontaneos,2010-02-01,18,64,18,64,82
CHARAGUA,internaciones,ingresos espontaneos,2010-02-01,44,101,44,101,145
CHAYANTA,internaciones,ingresos espontaneos,2010-02-01,3,7,3,7,10
CHIMORE,internaciones,ingresos espontaneos,2010-02-01,1,16,1,16,17
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2010-02-01,28,53,28,53,81
CHUMA,internaciones,ingresos espontaneos,2010-02-01,1,1,1,1,2
CKOCHAS,internaciones,ingresos espontaneos,2010-02-01,0,3,0,3,3
CLIZA,internaciones,ingresos espontaneos,2010-02-01,3,29,3,29,32
COBIJA,internaciones,ingresos espontaneos,2010-02-01,93,186,93,186,279
COCAPATA,internaciones,ingresos espontaneos,2010-02-01,0,3,0,3,3
COCHABAMBA,internaciones,ingresos espontaneos,2010-02-01,3025,3549,3025,3549,6574
COLCAPIRHUA,internaciones,ingresos espontaneos,2010-02-01,46,86,46,86,132
COLOMI,internaciones,ingresos espontaneos,2010-02-01,4,26,4,26,30
COLPA BELGICA,internaciones,ingresos espontaneos,2010-02-01,4,5,4,5,9
COLQUECHACA,internaciones,ingresos espontaneos,2010-02-01,2,7,2,7,9
COLQUENCHA,internaciones,ingresos espontaneos,2010-02-01,0,1,0,1,1
COLQUIRI,internaciones,ingresos espontaneos,2010-02-01,2,13,2,13,15
COMANCHE,internaciones,ingresos espontaneos,2010-02-01,0,1,0,1,1
COMARAPA,internaciones,ingresos espontaneos,2010-02-01,4,55,4,55,59
CONCEPCION,internaciones,ingresos espontaneos,2010-02-01,63,0,63,0,63
COPACABANA,internaciones,ingresos espontaneos,2010-02-01,8,27,8,27,35
CORIPATA,internaciones,ingresos espontaneos,2010-02-01,1,14,1,14,15
CORO CORO,internaciones,ingresos espontaneos,2010-02-01,0,2,0,2,2
COROICO,internaciones,ingresos espontaneos,2010-02-01,20,38,20,38,58
COTAGAITA,internaciones,ingresos espontaneos,2010-02-01,9,18,9,18,27
COTOCA,internaciones,ingresos espontaneos,2010-02-01,17,105,17,105,122
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2010-02-01,57,0,57,0,57
CUEVO,internaciones,ingresos espontaneos,2010-02-01,3,9,3,9,12
CULPINA,internaciones,ingresos espontaneos,2010-02-01,5,30,5,30,35
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2010-02-01,0,3,0,3,3
DESAGUADERO,internaciones,ingresos espontaneos,2010-02-01,0,4,0,4,4
EL ALTO,internaciones,ingresos espontaneos,2010-02-01,607,2014,607,2014,2621
EL CHORO,internaciones,ingresos espontaneos,2010-02-01,0,4,0,4,4
EL PUENTE(STC),internaciones,ingresos espontaneos,2010-02-01,10,15,10,15,25
EL TORNO,internaciones,ingresos espontaneos,2010-02-01,34,108,34,108,142
