,group,variable,month,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
TUPIZA,internaciones,fallecidos antes de las 48 horas,2010-06-01,1,3,1,3,4
UYUNI,internaciones,fallecidos antes de las 48 horas,2010-06-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2010-06-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2010-06-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2010-06-01,3,2,3,2,5
VILLAZON,internaciones,fallecidos antes de las 48 horas,2010-06-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 horas,2010-06-01,3,3,3,3,6
YACUIBA,internaciones,fallecidos antes de las 48 horas,2010-06-01,4,6,4,6,10
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
AZURDUY,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,2,1,2,3
CAMARGO,internaciones,fallecidos antes de las 48 horas,2010-07-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
CAPINOTA,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2010-07-01,4,1,4,1,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2010-07-01,34,26,34,26,60
COLQUECHACA,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
COMARAPA,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
COPACABANA,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
CUEVO,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2010-07-01,9,4,9,4,13
EL TORNO,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2010-07-01,2,2,2,2,4
LA PAZ,internaciones,fallecidos antes de las 48 horas,2010-07-01,38,38,38,38,76
MIZQUE,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,2,0,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2010-07-01,3,2,3,2,5
ORURO,internaciones,fallecidos antes de las 48 horas,2010-07-01,4,8,4,8,12
POROMA,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2010-07-01,7,6,7,6,13
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2010-07-01,4,2,4,2,6
ROBORE,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2010-07-01,4,2,4,2,6
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2010-07-01,55,26,55,26,81
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2010-07-01,9,11,9,11,20
TARABUCO,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2010-07-01,9,2,9,2,11
TIPUANI,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
TOMINA,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2010-07-01,9,3,9,3,12
TUPIZA,internaciones,fallecidos antes de las 48 horas,2010-07-01,2,2,2,2,4
UNCIA,internaciones,fallecidos antes de las 48 horas,2010-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,2,1,2,3
WARNES,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2010-07-01,3,4,3,4,7
YAPACANI,internaciones,fallecidos antes de las 48 horas,2010-07-01,1,0,1,0,1
APOLO,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2010-08-01,4,1,4,1,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2010-08-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2010-08-01,5,3,5,3,8
CARACOLLO,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2010-08-01,2,1,2,1,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2010-08-01,7,1,7,1,8
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2010-08-01,37,32,37,32,69
COROICO,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
COTOCA,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2010-08-01,4,4,4,4,8
EL TORNO,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
EXALTACION,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
HUANUNI,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2010-08-01,0,2,0,2,2
IXIAMAS,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2010-08-01,41,27,41,27,68
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,2,1,2,3
MIZQUE,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 horas,2010-08-01,29,4,29,4,33
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2010-08-01,6,9,6,9,15
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2010-08-01,2,3,2,3,5
REYES,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2010-08-01,4,1,4,1,5
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2010-08-01,2,2,2,2,4
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2010-08-01,41,34,41,34,75
SUCRE,internaciones,fallecidos antes de las 48 horas,2010-08-01,18,22,18,22,40
TACACOMA,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2010-08-01,17,10,17,10,27
TOLATA,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2010-08-01,77,4,77,4,81
TUPIZA,internaciones,fallecidos antes de las 48 horas,2010-08-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2010-08-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,3,1,3,4
YAPACANI,internaciones,fallecidos antes de las 48 horas,2010-08-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2010-09-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2010-09-01,2,3,2,3,5
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2010-09-01,2,0,2,0,2
CHAYANTA,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2010-09-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2010-09-01,53,36,53,36,89
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
COPACABANA,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,2,0,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2010-09-01,9,9,9,9,18
EL TORNO,internaciones,fallecidos antes de las 48 horas,2010-09-01,2,3,2,3,5
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
ESCOMA,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2010-09-01,36,34,36,34,70
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2010-09-01,2,1,2,1,3
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2010-09-01,3,0,3,0,3
MIZQUE,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,2,1,2,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,2,1,2,3
ORURO,internaciones,fallecidos antes de las 48 horas,2010-09-01,11,12,11,12,23
POCOATA,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2010-09-01,9,6,9,6,15
PUCARA,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2010-09-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2010-09-01,4,4,4,4,8
ROBORE,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,2,0,2,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,2,0,2,2
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2010-09-01,34,3,34,3,37
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2010-09-01,10,14,10,14,24
TARIJA,internaciones,fallecidos antes de las 48 horas,2010-09-01,8,2,8,2,10
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2010-09-01,3,4,3,4,7
TUPIZA,internaciones,fallecidos antes de las 48 horas,2010-09-01,3,2,3,2,5
UYUNI,internaciones,fallecidos antes de las 48 horas,2010-09-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2010-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2010-09-01,7,2,7,2,9
YAPACANI,internaciones,fallecidos antes de las 48 horas,2010-09-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,105,0,105,105
BAURES,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2010-10-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos antes de las 48 horas,2010-10-01,4,2,4,2,6
CARANAVI,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2010-10-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2010-10-01,4,2,4,2,6
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2010-10-01,27,34,27,34,61
COTOCA,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,0,1,0,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2010-10-01,9,14,9,14,23
EL TORNO,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,2,1,2,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2010-10-01,2,1,2,1,3
LA PAZ,internaciones,fallecidos antes de las 48 horas,2010-10-01,16,18,16,18,34
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,1,1,1,2
MIZQUE,internaciones,fallecidos antes de las 48 horas,2010-10-01,3,0,3,0,3
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,1,1,1,2
ORURO,internaciones,fallecidos antes de las 48 horas,2010-10-01,12,13,12,13,25
PADILLA,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,0,1,0,1
POCONA,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2010-10-01,7,7,7,7,14
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2010-10-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2010-10-01,3,3,3,3,6
SACABA,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2010-10-01,5,0,5,0,5
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,2,1,2,3
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,1,1,1,2
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2010-10-01,46,45,46,45,91
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,2,0,2,2
SORATA,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2010-10-01,13,24,13,24,37
TARIJA,internaciones,fallecidos antes de las 48 horas,2010-10-01,5,6,5,6,11
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2010-10-01,4,3,4,3,7
TUPIZA,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,1,0,1,1
URUBICHA,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2010-10-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2010-10-01,4,0,4,0,4
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2010-10-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2010-10-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2010-10-01,3,2,3,2,5
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
AZURDUY,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2010-11-01,2,2,2,2,4
CABEZAS,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2010-11-01,4,0,4,0,4
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2010-11-01,2,0,2,0,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2010-11-01,5,2,5,2,7
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2010-11-01,44,29,44,29,73
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2010-11-01,8,7,8,7,15
EL TORNO,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
ESCOMA,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2010-11-01,2,1,2,1,3
IXIAMAS,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2010-11-01,31,45,31,45,76
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2010-11-01,2,2,2,2,4
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,2,1,2,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 horas,2010-11-01,13,10,13,10,23
POTOSI,internaciones,fallecidos antes de las 48 horas,2010-11-01,7,8,7,8,15
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2010-11-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2010-11-01,8,4,8,4,12
ROBORE,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,2,0,2,2
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,2,0,2,2
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2010-11-01,17,18,17,18,35
SUCRE,internaciones,fallecidos antes de las 48 horas,2010-11-01,17,20,17,20,37
TARIJA,internaciones,fallecidos antes de las 48 horas,2010-11-01,9,20,9,20,29
TOMINA,internaciones,fallecidos antes de las 48 horas,2010-11-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2010-11-01,5,4,5,4,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2010-11-01,3,4,3,4,7
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2010-11-01,2,3,2,3,5
VILLAZON,internaciones,fallecidos antes de las 48 horas,2010-11-01,0,4,0,4,4
YACUIBA,internaciones,fallecidos antes de las 48 horas,2010-11-01,3,1,3,1,4
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2010-12-01,2,0,2,0,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2010-12-01,3,3,3,3,6
CAPINOTA,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2010-12-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2010-12-01,33,29,33,29,62
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,2,0,2,2
COPACABANA,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
CORO CORO,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2010-12-01,15,7,15,7,22
GUANAY,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2010-12-01,2,3,2,3,5
ICLA,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
JESUS DE MACHACA,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2010-12-01,24,31,24,31,55
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2010-12-01,2,2,2,2,4
MONTERO,internaciones,fallecidos antes de las 48 horas,2010-12-01,2,0,2,0,2
ORURO,internaciones,fallecidos antes de las 48 horas,2010-12-01,16,10,16,10,26
PADILLA,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,3,0,3,3
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2010-12-01,6,11,6,11,17
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,2,0,2,2
REYES,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2010-12-01,9,3,9,3,12
ROBORE,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,4,1,4,5
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2010-12-01,3,4,3,4,7
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2010-12-01,22,29,22,29,51
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2010-12-01,23,13,23,13,36
TARIJA,internaciones,fallecidos antes de las 48 horas,2010-12-01,12,3,12,3,15
TARVITA,internaciones,fallecidos antes de las 48 horas,2010-12-01,3,4,3,4,7
TIPUANI,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2010-12-01,7,16,7,16,23
TUPIZA,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,2,1,2,3
UYUNI,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,1,0,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2010-12-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2010-12-01,0,2,0,2,2
