,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,1,0,1,0,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-02-01,18,14,18,14,32
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2010-02-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-02-01,17,3,17,3,20
PUNATA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,0,2,0,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,2,3,2,3,5
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2010-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2010-02-01,1,1,1,1,2
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 horas,2010-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,79,53,79,53,132
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-02-01,17,16,17,16,33
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,6,3,6,3,9
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-02-01,5,0,5,0,5
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2010-02-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-02-01,1,2,1,2,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2010-02-01,5,0,5,0,5
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-02-01,0,4,0,4,4
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-02-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2010-03-01,3,0,3,0,3
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,71,47,71,47,118
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
CULPINA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,4,1,4,5
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-03-01,3,4,3,4,7
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-03-01,58,51,58,51,109
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,6,13,6,13,19
PADILLA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,1,1,1,2
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-03-01,12,3,12,3,15
PUNATA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,2,2,2,2,4
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-03-01,2,0,2,0,2
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 horas,2010-03-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,92,65,92,65,157
SHINAOTA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-03-01,17,19,17,19,36
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,12,20,12,20,32
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-03-01,9,9,9,9,18
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,2,2,2,2,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2010-03-01,3,0,3,0,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2010-03-01,2,0,2,0,2
WARNES,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-03-01,4,2,4,2,6
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-03-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
BAURES,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,1,1,1,2
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,49,36,49,36,85
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
COMARAPA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,7,8,7,8,15
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-04-01,2,3,2,3,5
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-04-01,47,51,47,51,98
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,11,10,11,10,21
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-04-01,21,8,21,8,29
PUNATA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,4,0,4,4
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-04-01,2,0,2,0,2
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,69,44,69,44,113
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-04-01,21,14,21,14,35
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,167,155,167,155,322
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-04-01,15,6,15,6,21
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,4,1,4,1,5
UYUNI,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-04-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2010-04-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-04-01,0,5,0,5,5
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-04-01,3,2,3,2,5
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,1,1,1,2
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,4,1,4,5
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,3,0,3,0,3
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-05-01,3,2,3,2,5
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2010-05-01,3,0,3,0,3
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2010-05-01,0,1,0,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,42,44,42,44,86
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2010-05-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,5,3,5,3,8
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-05-01,57,67,57,67,124
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,2,1,2,1,3
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,12,6,12,6,18
PADILLA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-05-01,19,5,19,5,24
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,7,3,7,3,10
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,0,1,0,1
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 horas,2010-05-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2010-05-01,2,0,2,0,2
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,6,1,6,7
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,83,73,83,73,156
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-05-01,12,15,12,15,27
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,11,16,11,16,27
TIPUANI,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-05-01,7,9,7,9,16
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,3,2,3,2,5
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2010-05-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2010-05-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-05-01,3,2,3,2,5
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-05-01,3,0,3,0,3
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2010-06-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-06-01,1,2,1,2,3
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2010-06-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,4,0,4,0,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,47,30,47,30,77
COROICO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,2,3,2,3,5
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-06-01,1,3,1,3,4
LA ASUNTA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-06-01,51,60,51,60,111
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,3,0,3,3
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,2,0,2,0,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,1,0,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,19,9,19,9,28
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-06-01,9,3,9,3,12
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,6,1,6,1,7
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2010-06-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,59,54,59,54,113
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-06-01,10,24,10,24,34
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,21,13,21,13,34
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-06-01,8,7,8,7,15
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,2,6,2,6,8
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2010-06-01,4,0,4,0,4
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-06-01,0,2,0,2,2
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-06-01,4,2,4,2,6
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,5,2,5,2,7
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,2,1,2,3
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,49,25,49,25,74
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,1,1,1,2
COTAGAITA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,3,5,3,5,8
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-07-01,75,69,75,69,144
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,2,0,2,0,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,2,2,2,2,4
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-07-01,21,17,21,17,38
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2010-07-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,5,1,5,1,6
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,4,4,4,4,8
ROBORE,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-07-01,0,1,0,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,71,38,71,38,109
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-07-01,16,20,16,20,36
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,18,8,18,8,26
TOMINA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-07-01,7,4,7,4,11
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,2,1,2,3
UYUNI,internaciones,fallecidos a partir de las 48 horas,2010-07-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2010-07-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-07-01,3,0,3,0,3
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-07-01,2,0,2,0,2
BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,2,0,2,0,2
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,4,3,4,3,7
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,61,44,61,44,105
COROICO,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2010-08-01,1,5,1,5,6
ESCOMA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,3,0,3,3
LA ASUNTA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2010-08-01,67,54,67,54,121
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,2,1,2,1,3
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,2,0,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2010-08-01,25,4,25,4,29
POTOSI,internaciones,fallecidos a partir de las 48 horas,2010-08-01,10,10,10,10,20
PUNATA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,5,2,5,2,7
ROBORE,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,2,0,2,0,2
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2010-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,2,0,2,2
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2010-08-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,72,38,72,38,110
SUCRE,internaciones,fallecidos a partir de las 48 horas,2010-08-01,9,7,9,7,16
TARIJA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,13,18,13,18,31
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2010-08-01,6,5,6,5,11
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,4,4,4,4,8
UYUNI,internaciones,fallecidos a partir de las 48 horas,2010-08-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2010-08-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2010-08-01,4,4,4,4,8
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2010-08-01,2,0,2,0,2
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
BATALLAS,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
BAURES,internaciones,fallecidos a partir de las 48 horas,2010-09-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2010-09-01,1,2,1,2,3
