municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-08-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,3,3
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,25,25
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,21,21
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,5,5
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
MORO MORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
PORONGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,11,11
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,4,4
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,6,6
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,5,5
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,6,6
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
TURCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,3,3
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-09-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,33,33
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,6,6
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,3,3
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,16,16
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
MOJINETE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
POOPO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,9,9
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,3,3
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,4,4
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,3,3
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,8,8
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-10-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,89,89
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,14,14
CORIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,4,4
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,5,5
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,4,4
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,3,3
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,5,5
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,5,5
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,13,13
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,3,3
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-11-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
ATOCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,30,30
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,6,6
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,18,18
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,6,6
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,4,4
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,3,3
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,5,5
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,7,7
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2013-12-01,1,1
