municipality,group,variable,month,Nº de familias nuevas carpetizadas durante el periódo,TOTAL
CAMIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,106,106
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,12,12
CARACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
CHAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,44,44
CHIMORE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,18,18
CLIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,50,50
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,18,18
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,11,11
COLLANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,41,41
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,22,22
COLQUENCHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
COMARAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,7,7
COROICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,50,50
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,15,15
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,14,14
EL ALTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,80,80
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,20,20
EL VILLAR,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,6,6
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,15,15
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,15,15
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,6,6
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,23,23
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,51,51
HUARINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,62,62
INCAHUASI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,48,48
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,11,11
LA ASUNTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,369,369
LAJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
LORETO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
MACHARETI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,53,53
MAIRANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
MALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
MECAPACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
MOJOCOYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,35,35
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,29,29
MONTERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,82,82
MOROCHATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
OMEREQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,26,26
ORURO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,119,119
PADCAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,17,17
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,26,26
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
PATACAMAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,57,57
POCONA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,125,125
PORCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,11,11
POROMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,131,131
POTOSI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,156,156
PUCARANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,13,13
PUNA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,7,7
PUNATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,13,13
QUIME,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,21,21
RAVELO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,139,139
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,37,37
SACACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
SAN BENITO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,20,20
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,22,22
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,21,21
SAN JULIAN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,20,20
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
SAN PEDRO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,27,27
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,6,6
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,16,16
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,14,14
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,6,6
SHINAOTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,7,7
SIPE SIPE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
SORACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,40,40
TACACOMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,53,53
TAPACARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
TARABUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,143,143
TARIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,69,69
TARVITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
TEOPONTE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,12,12
TIAHUANACU,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,15,15
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,15,15
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,12,12
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
TOMINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
TUPIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,4,4
UMALA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,10,10
UNCIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,11,11
UYUNI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,20,20
VIACHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,26,26
VILA VILA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,69,69
VILLA MONTES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,5,5
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,105,105
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,34,34
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,32,32
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,16,16
VINTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,87,87
YACUIBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,14,14
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,8,8
YAPACANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,117,117
YOCALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,60,60
YUNCHARA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-01-01,64,64
ACHACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,3,3
ACHOCALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,10,10
AIQUILE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,47,47
ALCALA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,10,10
ALTO BENI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,6,6
APOLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,2,2
ARANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,9,9
ARQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,23,23
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,7,7
AYO AYO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,9,9
BETANZOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,3,3
BOLIVAR,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,7,7
BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,15,15
CABEZAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,10,10
CAIROMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,6,6
CAJUATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,58,58
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,22,22
CARACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,8,8
CARANAVI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,16,16
CHACARILLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,22,22
CHALLAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,10,10
CHARAGUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,31,31
CHIMORE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,11,11
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,13,13
CKOCHAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,34,34
CLIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,10,10
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,55,55
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,17,17
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,7,7
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,28,28
COLQUECHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,42,42
COLQUENCHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,7,7
COMARAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,11,11
CORO CORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,2,2
COROICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,8,8
CORQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,35,35
EL ALTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,59,59
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,1,1
EL VILLAR,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,17,17
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,3,3
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,3,3
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,8,8
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,6,6
GUANAY,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,34,34
HUARINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,1,1
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,12,12
INCAHUASI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,53,53
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,15,15
LA ASUNTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,7,7
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,1,1
LAJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,8,8
MAIRANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,11,11
MALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,5,5
MECAPACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,21,21
MINEROS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,28,28
MOCOMOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,8,8
MOJOCOYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,113,113
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,7,7
MONTERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,140,140
MOROCHATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,15,15
OMEREQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,20,20
ORURO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,100,100
PADCAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,11,11
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,28,28
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,24,24
POCOATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2021-02-01,47,47
