,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
CORIPATA,internaciones,egresos,2013-01-01,4,8,4,8,12
COROICO,internaciones,egresos,2013-01-01,34,67,34,67,101
CORQUE,internaciones,egresos,2013-01-01,0,2,0,2,2
COTAGAITA,internaciones,egresos,2013-01-01,15,32,15,32,47
COTOCA,internaciones,egresos,2013-01-01,17,46,17,46,63
CUATRO CAÑADAS,internaciones,egresos,2013-01-01,11,51,11,51,62
CUEVO,internaciones,egresos,2013-01-01,4,8,4,8,12
CULPINA,internaciones,egresos,2013-01-01,7,39,7,39,46
CURAHUARA DE CARANGAS,internaciones,egresos,2013-01-01,0,2,0,2,2
DESAGUADERO,internaciones,egresos,2013-01-01,0,7,0,7,7
EL ALTO,internaciones,egresos,2013-01-01,855,2557,855,2557,3412
EL CHORO,internaciones,egresos,2013-01-01,0,1,0,1,1
EL PUENTE(STC),internaciones,egresos,2013-01-01,8,24,8,24,32
EL PUENTE(TJA),internaciones,egresos,2013-01-01,0,6,0,6,6
EL TORNO,internaciones,egresos,2013-01-01,181,325,181,325,506
EL VILLAR,internaciones,egresos,2013-01-01,0,12,0,12,12
ENTRE RIOS TRJ,internaciones,egresos,2013-01-01,10,37,10,37,47
ENTRE RIOS CBBA,internaciones,egresos,2013-01-01,7,33,7,33,40
EUCALIPTUS,internaciones,egresos,2013-01-01,0,1,0,1,1
EXALTACION,internaciones,egresos,2013-01-01,0,3,0,3,3
FERNANDEZ ALONSO,internaciones,egresos,2013-01-01,14,24,14,24,38
FILADELFIA,internaciones,egresos,2013-01-01,1,4,1,4,5
GENERAL SAAVEDRA,internaciones,egresos,2013-01-01,1,17,1,17,18
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2013-01-01,0,4,0,4,4
GUANAY,internaciones,egresos,2013-01-01,2,16,2,16,18
GUAQUI,internaciones,egresos,2013-01-01,0,4,0,4,4
GUAYARAMERIN,internaciones,egresos,2013-01-01,293,512,293,512,805
GUTIERREZ,internaciones,egresos,2013-01-01,14,30,14,30,44
HUACARETA,internaciones,egresos,2013-01-01,9,22,9,22,31
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2013-01-01,0,4,0,4,4
HUACHACALLA,internaciones,egresos,2013-01-01,1,3,1,3,4
HUANUNI,internaciones,egresos,2013-01-01,26,83,26,83,109
HUARACAJE,internaciones,egresos,2013-01-01,4,9,4,9,13
HUARINA,internaciones,egresos,2013-01-01,0,2,0,2,2
HUATAJATA,internaciones,egresos,2013-01-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,egresos,2013-01-01,0,1,0,1,1
HUMANATA,internaciones,egresos,2013-01-01,0,1,0,1,1
ICHOCA,internaciones,egresos,2013-01-01,0,3,0,3,3
INCAHUASI,internaciones,egresos,2013-01-01,1,11,1,11,12
INGAVI (HUMAITA),internaciones,egresos,2013-01-01,1,1,1,1,2
INQUISIVI,internaciones,egresos,2013-01-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2013-01-01,5,24,5,24,29
IXIAMAS,internaciones,egresos,2013-01-01,9,17,9,17,26
JESUS DE MACHACA,internaciones,egresos,2013-01-01,24,21,24,21,45
LA ASUNTA,internaciones,egresos,2013-01-01,7,63,7,63,70
LA GUARDIA,internaciones,egresos,2013-01-01,24,46,24,46,70
LA PAZ,internaciones,egresos,2013-01-01,2565,5372,2565,5372,7937
LAGUNILLAS,internaciones,egresos,2013-01-01,4,7,4,7,11
LAJA,internaciones,egresos,2013-01-01,0,10,0,10,10
LAS CARRERAS,internaciones,egresos,2013-01-01,1,6,1,6,7
LICOMA PAMPA,internaciones,egresos,2013-01-01,1,0,1,0,1
LLALLAGUA,internaciones,egresos,2013-01-01,50,138,50,138,188
LLICA,internaciones,egresos,2013-01-01,0,2,0,2,2
LURIBAY,internaciones,egresos,2013-01-01,1,2,1,2,3
MACHACAMARCA,internaciones,egresos,2013-01-01,0,1,0,1,1
MACHARETI,internaciones,egresos,2013-01-01,5,9,5,9,14
MAGDALENA,internaciones,egresos,2013-01-01,25,71,25,71,96
MAIRANA,internaciones,egresos,2013-01-01,18,36,18,36,54
MAPIRI,internaciones,egresos,2013-01-01,8,42,8,42,50
MECAPACA,internaciones,egresos,2013-01-01,0,1,0,1,1
MINEROS,internaciones,egresos,2013-01-01,13,15,13,15,28
MIZQUE,internaciones,egresos,2013-01-01,6,33,6,33,39
MOCOMOCO,internaciones,egresos,2013-01-01,0,3,0,3,3
MOJOCOYA,internaciones,egresos,2013-01-01,4,7,4,7,11
MONTEAGUDO,internaciones,egresos,2013-01-01,75,164,75,164,239
MONTERO,internaciones,egresos,2013-01-01,422,518,422,518,940
MORO MORO,internaciones,egresos,2013-01-01,0,4,0,4,4
MOROCHATA,internaciones,egresos,2013-01-01,0,6,0,6,6
OCURI,internaciones,egresos,2013-01-01,2,6,2,6,8
OKINAWA,internaciones,egresos,2013-01-01,3,18,3,18,21
OMEREQUE,internaciones,egresos,2013-01-01,0,9,0,9,9
ORURO,internaciones,egresos,2013-01-01,683,1732,683,1732,2415
PADILLA,internaciones,egresos,2013-01-01,24,60,24,60,84
PAILON,internaciones,egresos,2013-01-01,25,67,25,67,92
PALCA,internaciones,egresos,2013-01-01,0,1,0,1,1
PALOS BLANCOS,internaciones,egresos,2013-01-01,19,40,19,40,59
PAMPA AULLAGAS,internaciones,egresos,2013-01-01,0,1,0,1,1
PAMPA GRANDE,internaciones,egresos,2013-01-01,1,15,1,15,16
PAPEL PAMPA,internaciones,egresos,2013-01-01,0,5,0,5,5
PASORAPA,internaciones,egresos,2013-01-01,4,1,4,1,5
PATACAMAYA,internaciones,egresos,2013-01-01,4,36,4,36,40
PAZÑA,internaciones,egresos,2013-01-01,0,2,0,2,2
PELECHUCO,internaciones,egresos,2013-01-01,0,1,0,1,1
POCOATA,internaciones,egresos,2013-01-01,0,9,0,9,9
POCONA,internaciones,egresos,2013-01-01,0,9,0,9,9
POJO (CBBA),internaciones,egresos,2013-01-01,0,13,0,13,13
POOPO,internaciones,egresos,2013-01-01,0,7,0,7,7
PORCO,internaciones,egresos,2013-01-01,0,6,0,6,6
POROMA,internaciones,egresos,2013-01-01,0,18,0,18,18
PORTACHUELO,internaciones,egresos,2013-01-01,67,87,67,87,154
PORVENIR,internaciones,egresos,2013-01-01,2,2,2,2,4
POSTRER VALLE,internaciones,egresos,2013-01-01,0,2,0,2,2
POTOSI,internaciones,egresos,2013-01-01,375,865,375,865,1240
PRESTO,internaciones,egresos,2013-01-01,0,5,0,5,5
PUCARANI,internaciones,egresos,2013-01-01,0,9,0,9,9
PUERTO ACOSTA,internaciones,egresos,2013-01-01,0,5,0,5,5
PUERTO CARABUCO,internaciones,egresos,2013-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2013-01-01,5,16,5,16,21
PUERTO QUIJARRO,internaciones,egresos,2013-01-01,14,10,14,10,24
PUERTO RICO,internaciones,egresos,2013-01-01,10,10,10,10,20
PUERTO SILES,internaciones,egresos,2013-01-01,1,2,1,2,3
PUERTO SUAREZ,internaciones,egresos,2013-01-01,34,121,34,121,155
PUERTO VILLARROEL,internaciones,egresos,2013-01-01,59,163,59,163,222
PUNA,internaciones,egresos,2013-01-01,1,16,1,16,17
PUNATA,internaciones,egresos,2013-01-01,75,214,75,214,289
QUILLACOLLO,internaciones,egresos,2013-01-01,45,285,45,285,330
QUIME,internaciones,egresos,2013-01-01,0,10,0,10,10
QUIRUSILLAS,internaciones,egresos,2013-01-01,1,3,1,3,4
REYES,internaciones,egresos,2013-01-01,10,30,10,30,40
RIBERALTA,internaciones,egresos,2013-01-01,259,648,259,648,907
ROBORE,internaciones,egresos,2013-01-01,36,95,36,95,131
RURRENABAQUE,internaciones,egresos,2013-01-01,52,138,52,138,190
SABAYA,internaciones,egresos,2013-01-01,0,1,0,1,1
SACABA,internaciones,egresos,2013-01-01,88,339,88,339,427
SACABAMBA,internaciones,egresos,2013-01-01,2,10,2,10,12
SACACA,internaciones,egresos,2013-01-01,4,12,4,12,16
SAIPINA,internaciones,egresos,2013-01-01,4,10,4,10,14
SALINAS DE GARCI MENDOZA,internaciones,egresos,2013-01-01,0,1,0,1,1
SAMAIPATA,internaciones,egresos,2013-01-01,9,26,9,26,35
SAN ANDRES,internaciones,egresos,2013-01-01,7,0,7,0,7
SAN ANDRES DE MACHACA,internaciones,egresos,2013-01-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,egresos,2013-01-01,5,11,5,11,16
SAN BENITO,internaciones,egresos,2013-01-01,0,2,0,2,2
SAN BORJA,internaciones,egresos,2013-01-01,32,126,32,126,158
SAN BUENA VENTURA,internaciones,egresos,2013-01-01,12,43,12,43,55
SAN CARLOS,internaciones,egresos,2013-01-01,29,93,29,93,122
SAN IGNACIO,internaciones,egresos,2013-01-01,18,60,18,60,78
SAN IGNACIO DE VELASCO,internaciones,egresos,2013-01-01,130,296,130,296,426
SAN JAVIER(STC),internaciones,egresos,2013-01-01,11,39,11,39,50
SAN JOAQUIN,internaciones,egresos,2013-01-01,21,32,21,32,53
SAN JOSE DE CHIQUITOS,internaciones,egresos,2013-01-01,55,142,55,142,197
SAN JUAN DE YAPACANI,internaciones,egresos,2013-01-01,2,80,2,80,82
SAN JULIAN,internaciones,egresos,2013-01-01,46,78,46,78,124
SAN LORENZO(PND),internaciones,egresos,2013-01-01,3,9,3,9,12
SAN LORENZO(TJA),internaciones,egresos,2013-01-01,0,8,0,8,8
SAN LUCAS,internaciones,egresos,2013-01-01,2,22,2,22,24
SAN MATIAS,internaciones,egresos,2013-01-01,17,38,17,38,55
SAN MIGUEL DE VELASCO,internaciones,egresos,2013-01-01,7,27,7,27,34
SAN PEDRO,internaciones,egresos,2013-01-01,12,18,12,18,30
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2013-01-01,0,7,0,7,7
SAN RAFAEL,internaciones,egresos,2013-01-01,7,23,7,23,30
SAN RAMON BENI,internaciones,egresos,2013-01-01,26,43,26,43,69
SAN RAMON SCZ,internaciones,egresos,2013-01-01,17,29,17,29,46
SANTA ANA,internaciones,egresos,2013-01-01,20,82,20,82,102
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2013-01-01,5215,6651,5215,6651,11866
SANTA ROSA,internaciones,egresos,2013-01-01,14,39,14,39,53
SANTA ROSA DEL SARA,internaciones,egresos,2013-01-01,9,14,9,14,23
SANTIAGO DE CALLAPA,internaciones,egresos,2013-01-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,egresos,2013-01-01,0,9,0,9,9
SANTIAGO DE HUATA,internaciones,egresos,2013-01-01,0,4,0,4,4
SANTIAGO DE MACHACA,internaciones,egresos,2013-01-01,0,4,0,4,4
SANTIVAÑES,internaciones,egresos,2013-01-01,0,5,0,5,5
SANTUARIO DE QUILLACAS,internaciones,egresos,2013-01-01,0,1,0,1,1
SAPAHAQUI,internaciones,egresos,2013-01-01,0,5,0,5,5
SHINAOTA,internaciones,egresos,2013-01-01,14,89,14,89,103
SICA SICA (VILLA AROMA),internaciones,egresos,2013-01-01,1,14,1,14,15
SIPE SIPE,internaciones,egresos,2013-01-01,0,29,0,29,29
SOPACHUY,internaciones,egresos,2013-01-01,28,3,28,3,31
SORACACHI,internaciones,egresos,2013-01-01,0,3,0,3,3
SORATA,internaciones,egresos,2013-01-01,2,17,2,17,19
SUCRE,internaciones,egresos,2013-01-01,1317,2136,1317,2136,3453
TACACHI,internaciones,egresos,2013-01-01,0,1,0,1,1
TACACOMA,internaciones,egresos,2013-01-01,0,5,0,5,5
TACOPAYA,internaciones,egresos,2013-01-01,2,4,2,4,6
TAPACARI,internaciones,egresos,2013-01-01,1,2,1,2,3
TARABUCO,internaciones,egresos,2013-01-01,22,38,22,38,60
TARACO,internaciones,egresos,2013-01-01,0,3,0,3,3
TARIJA,internaciones,egresos,2013-01-01,816,1165,816,1165,1981
TARVITA,internaciones,egresos,2013-01-01,4,35,4,35,39
TEOPONTE,internaciones,egresos,2013-01-01,0,7,0,7,7
TIAWANACU,internaciones,egresos,2013-01-01,0,10,0,10,10
TIPUANI,internaciones,egresos,2013-01-01,13,20,13,20,33
TIQUIPAYA,internaciones,egresos,2013-01-01,20,158,20,158,178
TIRAQUE (CBBA),internaciones,egresos,2013-01-01,0,17,0,17,17
TOCO,internaciones,egresos,2013-01-01,0,5,0,5,5
TOLATA,internaciones,egresos,2013-01-01,3,7,3,7,10
TOLEDO,internaciones,egresos,2013-01-01,0,2,0,2,2
TOMINA,internaciones,egresos,2013-01-01,15,22,15,22,37
TORO TORO,internaciones,egresos,2013-01-01,0,2,0,2,2
TOTORA(CBBA),internaciones,egresos,2013-01-01,4,37,4,37,41
TOTORA(ORR),internaciones,egresos,2013-01-01,0,3,0,3,3
TRIGAL,internaciones,egresos,2013-01-01,4,3,4,3,7
TRINIDAD,internaciones,egresos,2013-01-01,289,638,289,638,927
TUPIZA,internaciones,egresos,2013-01-01,63,345,63,345,408
TURCO,internaciones,egresos,2013-01-01,0,4,0,4,4
UMALA,internaciones,egresos,2013-01-01,0,1,0,1,1
UNCIA,internaciones,egresos,2013-01-01,0,8,0,8,8
URUBICHA,internaciones,egresos,2013-01-01,9,19,9,19,28
UYUNI,internaciones,egresos,2013-01-01,35,128,35,128,163
VACAS,internaciones,egresos,2013-01-01,0,14,0,14,14
VALLEGRANDE,internaciones,egresos,2013-01-01,43,89,43,89,132
VIACHA,internaciones,egresos,2013-01-01,49,92,49,92,141
VILA VILA,internaciones,egresos,2013-01-01,0,5,0,5,5
VILLA CHARCAS,internaciones,egresos,2013-01-01,0,4,0,4,4
VILLA MONTES,internaciones,egresos,2013-01-01,64,180,64,180,244
VILLA RIVERO,internaciones,egresos,2013-01-01,0,7,0,7,7
VILLA SERRANO,internaciones,egresos,2013-01-01,0,1,0,1,1
VILLA TUNARI,internaciones,egresos,2013-01-01,112,298,112,298,410
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2013-01-01,4,16,4,16,20
VILLAZON,internaciones,egresos,2013-01-01,67,163,67,163,230
VINTO,internaciones,egresos,2013-01-01,32,144,32,144,176
WARNES,internaciones,egresos,2013-01-01,28,61,28,61,89
YACUIBA,internaciones,egresos,2013-01-01,388,421,388,421,809
YAMPARAEZ,internaciones,egresos,2013-01-01,5,11,5,11,16
YANACACHI,internaciones,egresos,2013-01-01,1,4,1,4,5
YAPACANI,internaciones,egresos,2013-01-01,1,0,1,0,1
YOCALLA,internaciones,egresos,2013-01-01,0,4,0,4,4
YOTALA,internaciones,egresos,2013-01-01,0,6,0,6,6
ZUDAÑEZ,internaciones,egresos,2013-01-01,6,20,6,20,26
ACHACACHI,internaciones,egresos,2013-02-01,15,50,15,50,65
AIQUILE,internaciones,egresos,2013-02-01,36,64,36,64,100
ALALAY,internaciones,egresos,2013-02-01,1,1,1,1,2
ALCALA,internaciones,egresos,2013-02-01,0,2,0,2,2
ALTO BENI,internaciones,egresos,2013-02-01,0,8,0,8,8
ANCORAIMES,internaciones,egresos,2013-02-01,0,4,0,4,4
ANTEQUERA,internaciones,egresos,2013-02-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2013-02-01,11,15,11,15,26
APOLO,internaciones,egresos,2013-02-01,0,35,0,35,35
ARAMPAMPA,internaciones,egresos,2013-02-01,1,2,1,2,3
ARANI,internaciones,egresos,2013-02-01,0,4,0,4,4
ARBIETO,internaciones,egresos,2013-02-01,0,10,0,10,10
ASCENCION DE GUARAYOS,internaciones,egresos,2013-02-01,55,123,55,123,178
ATOCHA,internaciones,egresos,2013-02-01,20,23,20,23,43
AYATA,internaciones,egresos,2013-02-01,0,1,0,1,1
AYO AYO,internaciones,egresos,2013-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2013-02-01,1,36,1,36,37
AZURDUY,internaciones,egresos,2013-02-01,5,10,5,10,15
BATALLAS,internaciones,egresos,2013-02-01,0,7,0,7,7
BAURES,internaciones,egresos,2013-02-01,7,16,7,16,23
BERMEJO,internaciones,egresos,2013-02-01,64,139,64,139,203
BETANZOS,internaciones,egresos,2013-02-01,4,38,4,38,42
BOLIVAR,internaciones,egresos,2013-02-01,3,2,3,2,5
BOYUIBE,internaciones,egresos,2013-02-01,13,30,13,30,43
BUENA VISTA,internaciones,egresos,2013-02-01,9,8,9,8,17
CABEZAS,internaciones,egresos,2013-02-01,7,0,7,0,7
CAIROMA,internaciones,egresos,2013-02-01,0,7,0,7,7
"CAIZA ""D""",internaciones,egresos,2013-02-01,1,5,1,5,6
CAJUATA,internaciones,egresos,2013-02-01,0,5,0,5,5
CALACOTO,internaciones,egresos,2013-02-01,0,2,0,2,2
CALAMARCA,internaciones,egresos,2013-02-01,0,5,0,5,5
CAMIRI,internaciones,egresos,2013-02-01,142,333,142,333,475
CAPINOTA,internaciones,egresos,2013-02-01,4,17,4,17,21
CAQUIAVIRI,internaciones,egresos,2013-02-01,0,2,0,2,2
CARACOLLO,internaciones,egresos,2013-02-01,0,22,0,22,22
CARANAVI,internaciones,egresos,2013-02-01,47,144,47,144,191
CARAPARI,internaciones,egresos,2013-02-01,5,10,5,10,15
CARIPUYO,internaciones,egresos,2013-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,egresos,2013-02-01,6,7,6,7,13
CHALLAPATA,internaciones,egresos,2013-02-01,15,90,15,90,105
CHAQUI,internaciones,egresos,2013-02-01,0,3,0,3,3
CHARAGUA,internaciones,egresos,2013-02-01,51,104,51,104,155
CHAYANTA,internaciones,egresos,2013-02-01,0,16,0,16,16
CHIMORE,internaciones,egresos,2013-02-01,8,10,8,10,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2013-02-01,32,91,32,91,123
CHUQUIHUTA AYLLU JUCUMANI,internaciones,egresos,2013-02-01,0,5,0,5,5
CKOCHAS,internaciones,egresos,2013-02-01,0,3,0,3,3
CLIZA,internaciones,egresos,2013-02-01,10,41,10,41,51
COBIJA,internaciones,egresos,2013-02-01,159,344,159,344,503
COCAPATA,internaciones,egresos,2013-02-01,0,3,0,3,3
COCHABAMBA,internaciones,egresos,2013-02-01,2872,5408,2872,5408,8280
COLCAPIRHUA,internaciones,egresos,2013-02-01,52,86,52,86,138
"COLCHA ""K""",internaciones,egresos,2013-02-01,1,2,1,2,3
COLOMI,internaciones,egresos,2013-02-01,0,25,0,25,25
COLPA BELGICA,internaciones,egresos,2013-02-01,6,16,6,16,22
COLQUECHACA,internaciones,egresos,2013-02-01,0,5,0,5,5
COLQUENCHA,internaciones,egresos,2013-02-01,0,13,0,13,13
COLQUIRI,internaciones,egresos,2013-02-01,3,11,3,11,14
COMARAPA,internaciones,egresos,2013-02-01,9,44,9,44,53
CONCEPCION,internaciones,egresos,2013-02-01,11,62,11,62,73
COPACABANA,internaciones,egresos,2013-02-01,6,8,6,8,14
CORIPATA,internaciones,egresos,2013-02-01,4,10,4,10,14
CORO CORO,internaciones,egresos,2013-02-01,1,3,1,3,4
COROICO,internaciones,egresos,2013-02-01,33,62,33,62,95
COTAGAITA,internaciones,egresos,2013-02-01,6,17,6,17,23
COTOCA,internaciones,egresos,2013-02-01,29,41,29,41,70
CUATRO CAÑADAS,internaciones,egresos,2013-02-01,11,48,11,48,59
CUEVO,internaciones,egresos,2013-02-01,7,4,7,4,11
CULPINA,internaciones,egresos,2013-02-01,9,31,9,31,40
CURAHUARA DE CARANGAS,internaciones,egresos,2013-02-01,0,4,0,4,4
CURVA,internaciones,egresos,2013-02-01,0,1,0,1,1
DESAGUADERO,internaciones,egresos,2013-02-01,4,10,4,10,14
EL ALTO,internaciones,egresos,2013-02-01,677,2288,677,2288,2965
EL CHORO,internaciones,egresos,2013-02-01,0,8,0,8,8
EL PUENTE(STC),internaciones,egresos,2013-02-01,7,13,7,13,20
EL TORNO,internaciones,egresos,2013-02-01,208,235,208,235,443
EL VILLAR,internaciones,egresos,2013-02-01,2,1,2,1,3
ENTRE RIOS TRJ,internaciones,egresos,2013-02-01,3,26,3,26,29
ENTRE RIOS CBBA,internaciones,egresos,2013-02-01,0,38,0,38,38
ESCOMA,internaciones,egresos,2013-02-01,5,14,5,14,19
EUCALIPTUS,internaciones,egresos,2013-02-01,0,4,0,4,4
EUREKA (SANTOS MERCADO),internaciones,egresos,2013-02-01,1,0,1,0,1
EXALTACION,internaciones,egresos,2013-02-01,1,5,1,5,6
FERNANDEZ ALONSO,internaciones,egresos,2013-02-01,21,25,21,25,46
FILADELFIA,internaciones,egresos,2013-02-01,2,2,2,2,4
GENERAL SAAVEDRA,internaciones,egresos,2013-02-01,0,20,0,20,20
GUANAY,internaciones,egresos,2013-02-01,3,11,3,11,14
GUAQUI,internaciones,egresos,2013-02-01,0,5,0,5,5
GUAYARAMERIN,internaciones,egresos,2013-02-01,198,370,198,370,568
GUTIERREZ,internaciones,egresos,2013-02-01,11,25,11,25,36
HUACARETA,internaciones,egresos,2013-02-01,3,12,3,12,15
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2013-02-01,0,1,0,1,1
HUACHACALLA,internaciones,egresos,2013-02-01,1,3,1,3,4
HUANUNI,internaciones,egresos,2013-02-01,31,52,31,52,83
HUARACAJE,internaciones,egresos,2013-02-01,4,4,4,4,8
HUARINA,internaciones,egresos,2013-02-01,0,1,0,1,1
HUATAJATA,internaciones,egresos,2013-02-01,0,1,0,1,1
HUMANATA,internaciones,egresos,2013-02-01,0,4,0,4,4
ICLA,internaciones,egresos,2013-02-01,3,2,3,2,5
INCAHUASI,internaciones,egresos,2013-02-01,1,7,1,7,8
INQUISIVI,internaciones,egresos,2013-02-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),internaciones,egresos,2013-02-01,10,20,10,20,30
IXIAMAS,internaciones,egresos,2013-02-01,7,15,7,15,22
JESUS DE MACHACA,internaciones,egresos,2013-02-01,7,19,7,19,26
LA ASUNTA,internaciones,egresos,2013-02-01,10,70,10,70,80
LA GUARDIA,internaciones,egresos,2013-02-01,39,79,39,79,118
LA PAZ,internaciones,egresos,2013-02-01,2142,4652,2142,4652,6794
LAGUNILLAS,internaciones,egresos,2013-02-01,0,6,0,6,6
LAJA,internaciones,egresos,2013-02-01,0,5,0,5,5
LICOMA PAMPA,internaciones,egresos,2013-02-01,0,1,0,1,1
LLALLAGUA,internaciones,egresos,2013-02-01,52,115,52,115,167
LLICA,internaciones,egresos,2013-02-01,0,2,0,2,2
LURIBAY,internaciones,egresos,2013-02-01,0,1,0,1,1
MACHACAMARCA,internaciones,egresos,2013-02-01,1,5,1,5,6
MACHARETI,internaciones,egresos,2013-02-01,8,9,8,9,17
MAGDALENA,internaciones,egresos,2013-02-01,17,51,17,51,68
MAIRANA,internaciones,egresos,2013-02-01,13,52,13,52,65
MAPIRI,internaciones,egresos,2013-02-01,14,22,14,22,36
MECAPACA,internaciones,egresos,2013-02-01,0,3,0,3,3
MINEROS,internaciones,egresos,2013-02-01,12,13,12,13,25
MIZQUE,internaciones,egresos,2013-02-01,7,46,7,46,53
MOCOMOCO,internaciones,egresos,2013-02-01,0,2,0,2,2
MOJOCOYA,internaciones,egresos,2013-02-01,0,4,0,4,4
MONTEAGUDO,internaciones,egresos,2013-02-01,111,143,111,143,254
MONTERO,internaciones,egresos,2013-02-01,335,464,335,464,799
MORO MORO,internaciones,egresos,2013-02-01,0,1,0,1,1
MOROCHATA,internaciones,egresos,2013-02-01,0,6,0,6,6
