,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,internaciones,ingresos espontaneos,2013-01-01,2998,5452,2998,5452,8450
COLCAPIRHUA,internaciones,ingresos espontaneos,2013-01-01,45,95,45,95,140
"COLCHA ""K""",internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2013-01-01,0,24,0,24,24
COLPA BELGICA,internaciones,ingresos espontaneos,2013-01-01,10,18,10,18,28
COLQUECHACA,internaciones,ingresos espontaneos,2013-01-01,3,17,3,17,20
COLQUENCHA,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
COLQUIRI,internaciones,ingresos espontaneos,2013-01-01,7,15,7,15,22
COMARAPA,internaciones,ingresos espontaneos,2013-01-01,11,47,11,47,58
COMBAYA,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
CONCEPCION,internaciones,ingresos espontaneos,2013-01-01,18,54,18,54,72
CORIPATA,internaciones,ingresos espontaneos,2013-01-01,4,8,4,8,12
COROICO,internaciones,ingresos espontaneos,2013-01-01,27,55,27,55,82
CORQUE,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
COTAGAITA,internaciones,ingresos espontaneos,2013-01-01,16,29,16,29,45
COTOCA,internaciones,ingresos espontaneos,2013-01-01,17,46,17,46,63
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2013-01-01,13,51,13,51,64
CUEVO,internaciones,ingresos espontaneos,2013-01-01,4,6,4,6,10
CULPINA,internaciones,ingresos espontaneos,2013-01-01,5,30,5,30,35
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
DESAGUADERO,internaciones,ingresos espontaneos,2013-01-01,0,7,0,7,7
EL ALTO,internaciones,ingresos espontaneos,2013-01-01,809,2550,809,2550,3359
EL CHORO,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
EL PUENTE(STC),internaciones,ingresos espontaneos,2013-01-01,8,24,8,24,32
EL PUENTE(TJA),internaciones,ingresos espontaneos,2013-01-01,0,6,0,6,6
EL TORNO,internaciones,ingresos espontaneos,2013-01-01,187,330,187,330,517
EL VILLAR,internaciones,ingresos espontaneos,2013-01-01,0,12,0,12,12
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2013-01-01,10,39,10,39,49
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2013-01-01,7,33,7,33,40
ESCOMA,internaciones,ingresos espontaneos,2013-01-01,5,5,5,5,10
EUCALIPTUS,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
EXALTACION,internaciones,ingresos espontaneos,2013-01-01,0,3,0,3,3
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2013-01-01,14,24,14,24,38
FILADELFIA,internaciones,ingresos espontaneos,2013-01-01,1,4,1,4,5
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2013-01-01,1,19,1,19,20
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
GUANAY,internaciones,ingresos espontaneos,2013-01-01,2,16,2,16,18
GUAQUI,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2013-01-01,309,515,309,515,824
GUTIERREZ,internaciones,ingresos espontaneos,2013-01-01,14,30,14,30,44
HUACARETA,internaciones,ingresos espontaneos,2013-01-01,10,16,10,16,26
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
HUACHACALLA,internaciones,ingresos espontaneos,2013-01-01,1,3,1,3,4
HUANUNI,internaciones,ingresos espontaneos,2013-01-01,31,92,31,92,123
HUARACAJE,internaciones,ingresos espontaneos,2013-01-01,4,9,4,9,13
HUARINA,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
HUATAJATA,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
HUMANATA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
ICHOCA,internaciones,ingresos espontaneos,2013-01-01,0,3,0,3,3
INCAHUASI,internaciones,ingresos espontaneos,2013-01-01,1,11,1,11,12
INGAVI (HUMAITA),internaciones,ingresos espontaneos,2013-01-01,1,1,1,1,2
INQUISIVI,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2013-01-01,5,24,5,24,29
IXIAMAS,internaciones,ingresos espontaneos,2013-01-01,9,17,9,17,26
JESUS DE MACHACA,internaciones,ingresos espontaneos,2013-01-01,24,21,24,21,45
LA ASUNTA,internaciones,ingresos espontaneos,2013-01-01,7,60,7,60,67
LA GUARDIA,internaciones,ingresos espontaneos,2013-01-01,24,38,24,38,62
LA PAZ,internaciones,ingresos espontaneos,2013-01-01,2788,5571,2788,5571,8359
LAGUNILLAS,internaciones,ingresos espontaneos,2013-01-01,4,7,4,7,11
LAJA,internaciones,ingresos espontaneos,2013-01-01,0,10,0,10,10
LAS CARRERAS,internaciones,ingresos espontaneos,2013-01-01,1,8,1,8,9
LICOMA PAMPA,internaciones,ingresos espontaneos,2013-01-01,1,0,1,0,1
LLALLAGUA,internaciones,ingresos espontaneos,2013-01-01,54,143,54,143,197
LLICA,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
LURIBAY,internaciones,ingresos espontaneos,2013-01-01,1,2,1,2,3
MACHACAMARCA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
MACHARETI,internaciones,ingresos espontaneos,2013-01-01,5,9,5,9,14
MAGDALENA,internaciones,ingresos espontaneos,2013-01-01,25,68,25,68,93
MAIRANA,internaciones,ingresos espontaneos,2013-01-01,15,32,15,32,47
MAPIRI,internaciones,ingresos espontaneos,2013-01-01,8,42,8,42,50
MECAPACA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
MINEROS,internaciones,ingresos espontaneos,2013-01-01,13,15,13,15,28
MIZQUE,internaciones,ingresos espontaneos,2013-01-01,7,29,7,29,36
MOCOMOCO,internaciones,ingresos espontaneos,2013-01-01,0,3,0,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2013-01-01,5,7,5,7,12
MONTEAGUDO,internaciones,ingresos espontaneos,2013-01-01,71,158,71,158,229
MONTERO,internaciones,ingresos espontaneos,2013-01-01,377,384,377,384,761
MORO MORO,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
MOROCHATA,internaciones,ingresos espontaneos,2013-01-01,0,3,0,3,3
OCURI,internaciones,ingresos espontaneos,2013-01-01,2,6,2,6,8
OKINAWA,internaciones,ingresos espontaneos,2013-01-01,3,18,3,18,21
OMEREQUE,internaciones,ingresos espontaneos,2013-01-01,0,9,0,9,9
ORURO,internaciones,ingresos espontaneos,2013-01-01,750,1954,750,1954,2704
PADILLA,internaciones,ingresos espontaneos,2013-01-01,16,41,16,41,57
PAILON,internaciones,ingresos espontaneos,2013-01-01,25,67,25,67,92
PALCA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2013-01-01,16,36,16,36,52
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2013-01-01,1,16,1,16,17
PAPEL PAMPA,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
PASORAPA,internaciones,ingresos espontaneos,2013-01-01,4,1,4,1,5
PATACAMAYA,internaciones,ingresos espontaneos,2013-01-01,4,33,4,33,37
PAZÑA,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
PELECHUCO,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
POCOATA,internaciones,ingresos espontaneos,2013-01-01,0,9,0,9,9
POCONA,internaciones,ingresos espontaneos,2013-01-01,0,9,0,9,9
POJO (CBBA),internaciones,ingresos espontaneos,2013-01-01,0,13,0,13,13
POOPO,internaciones,ingresos espontaneos,2013-01-01,0,7,0,7,7
PORCO,internaciones,ingresos espontaneos,2013-01-01,0,6,0,6,6
POROMA,internaciones,ingresos espontaneos,2013-01-01,0,18,0,18,18
PORTACHUELO,internaciones,ingresos espontaneos,2013-01-01,64,93,64,93,157
PORVENIR,internaciones,ingresos espontaneos,2013-01-01,2,2,2,2,4
POSTRER VALLE,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
POTOSI,internaciones,ingresos espontaneos,2013-01-01,382,896,382,896,1278
PRESTO,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
PUCARANI,internaciones,ingresos espontaneos,2013-01-01,0,9,0,9,9
PUERTO ACOSTA,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
PUERTO CARABUCO,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2013-01-01,5,16,5,16,21
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2013-01-01,14,10,14,10,24
PUERTO RICO,internaciones,ingresos espontaneos,2013-01-01,19,30,19,30,49
PUERTO SILES,internaciones,ingresos espontaneos,2013-01-01,1,2,1,2,3
PUERTO SUAREZ,internaciones,ingresos espontaneos,2013-01-01,28,108,28,108,136
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2013-01-01,60,149,60,149,209
PUNA,internaciones,ingresos espontaneos,2013-01-01,1,16,1,16,17
PUNATA,internaciones,ingresos espontaneos,2013-01-01,83,210,83,210,293
QUILLACOLLO,internaciones,ingresos espontaneos,2013-01-01,43,269,43,269,312
QUIME,internaciones,ingresos espontaneos,2013-01-01,0,10,0,10,10
QUIRUSILLAS,internaciones,ingresos espontaneos,2013-01-01,1,3,1,3,4
RAVELO,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
REYES,internaciones,ingresos espontaneos,2013-01-01,8,33,8,33,41
RIBERALTA,internaciones,ingresos espontaneos,2013-01-01,286,541,286,541,827
ROBORE,internaciones,ingresos espontaneos,2013-01-01,35,83,35,83,118
RURRENABAQUE,internaciones,ingresos espontaneos,2013-01-01,51,126,51,126,177
SABAYA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
SACABA,internaciones,ingresos espontaneos,2013-01-01,77,355,77,355,432
SACABAMBA,internaciones,ingresos espontaneos,2013-01-01,2,10,2,10,12
SACACA,internaciones,ingresos espontaneos,2013-01-01,4,12,4,12,16
SAIPINA,internaciones,ingresos espontaneos,2013-01-01,4,10,4,10,14
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
SAMAIPATA,internaciones,ingresos espontaneos,2013-01-01,9,26,9,26,35
SAN ANDRES,internaciones,ingresos espontaneos,2013-01-01,7,0,7,0,7
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2013-01-01,5,12,5,12,17
SAN BENITO,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos espontaneos,2013-01-01,37,125,37,125,162
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2013-01-01,10,42,10,42,52
SAN CARLOS,internaciones,ingresos espontaneos,2013-01-01,26,88,26,88,114
SAN IGNACIO,internaciones,ingresos espontaneos,2013-01-01,24,61,24,61,85
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2013-01-01,125,297,125,297,422
SAN JAVIER(STC),internaciones,ingresos espontaneos,2013-01-01,11,36,11,36,47
SAN JOAQUIN,internaciones,ingresos espontaneos,2013-01-01,23,32,23,32,55
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2013-01-01,55,142,55,142,197
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2013-01-01,2,80,2,80,82
SAN JULIAN,internaciones,ingresos espontaneos,2013-01-01,48,78,48,78,126
SAN LORENZO(PND),internaciones,ingresos espontaneos,2013-01-01,3,9,3,9,12
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2013-01-01,0,8,0,8,8
SAN LUCAS,internaciones,ingresos espontaneos,2013-01-01,3,27,3,27,30
SAN MATIAS,internaciones,ingresos espontaneos,2013-01-01,17,41,17,41,58
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2013-01-01,7,27,7,27,34
SAN PEDRO,internaciones,ingresos espontaneos,2013-01-01,12,17,12,17,29
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2013-01-01,0,7,0,7,7
SAN RAFAEL,internaciones,ingresos espontaneos,2013-01-01,7,23,7,23,30
SAN RAMON BENI,internaciones,ingresos espontaneos,2013-01-01,26,43,26,43,69
SAN RAMON SCZ,internaciones,ingresos espontaneos,2013-01-01,19,28,19,28,47
SANTA ANA,internaciones,ingresos espontaneos,2013-01-01,20,88,20,88,108
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2013-01-01,5740,5435,5740,5435,11175
SANTA ROSA,internaciones,ingresos espontaneos,2013-01-01,9,33,9,33,42
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2013-01-01,9,14,9,14,23
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2013-01-01,0,9,0,9,9
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
SANTIVAÑES,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
SAPAHAQUI,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
SENA,internaciones,ingresos espontaneos,2013-01-01,11,21,11,21,32
SHINAOTA,internaciones,ingresos espontaneos,2013-01-01,17,87,17,87,104
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2013-01-01,1,14,1,14,15
SIPE SIPE,internaciones,ingresos espontaneos,2013-01-01,0,29,0,29,29
SOPACHUY,internaciones,ingresos espontaneos,2013-01-01,8,22,8,22,30
SORACACHI,internaciones,ingresos espontaneos,2013-01-01,0,3,0,3,3
SORATA,internaciones,ingresos espontaneos,2013-01-01,2,16,2,16,18
SUCRE,internaciones,ingresos espontaneos,2013-01-01,1230,2330,1230,2330,3560
TACACHI,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
TACACOMA,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
TACOPAYA,internaciones,ingresos espontaneos,2013-01-01,2,4,2,4,6
TAPACARI,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
TARABUCO,internaciones,ingresos espontaneos,2013-01-01,18,35,18,35,53
TARACO,internaciones,ingresos espontaneos,2013-01-01,0,3,0,3,3
TARIJA,internaciones,ingresos espontaneos,2013-01-01,857,1081,857,1081,1938
TARVITA,internaciones,ingresos espontaneos,2013-01-01,4,25,4,25,29
TEOPONTE,internaciones,ingresos espontaneos,2013-01-01,0,7,0,7,7
TIAWANACU,internaciones,ingresos espontaneos,2013-01-01,0,10,0,10,10
TIPUANI,internaciones,ingresos espontaneos,2013-01-01,11,20,11,20,31
TIQUIPAYA,internaciones,ingresos espontaneos,2013-01-01,21,175,21,175,196
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2013-01-01,0,16,0,16,16
TITO YUPANQUI (PARQUIPUJIO),internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
TOCO,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
TOLATA,internaciones,ingresos espontaneos,2013-01-01,3,7,3,7,10
TOLEDO,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
TOMINA,internaciones,ingresos espontaneos,2013-01-01,15,23,15,23,38
TORO TORO,internaciones,ingresos espontaneos,2013-01-01,0,2,0,2,2
TOTORA(CBBA),internaciones,ingresos espontaneos,2013-01-01,4,36,4,36,40
TOTORA(ORR),internaciones,ingresos espontaneos,2013-01-01,0,3,0,3,3
TRIGAL,internaciones,ingresos espontaneos,2013-01-01,4,3,4,3,7
TRINIDAD,internaciones,ingresos espontaneos,2013-01-01,221,580,221,580,801
TUPIZA,internaciones,ingresos espontaneos,2013-01-01,114,201,114,201,315
TURCO,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
UMALA,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
UNCIA,internaciones,ingresos espontaneos,2013-01-01,36,47,36,47,83
URUBICHA,internaciones,ingresos espontaneos,2013-01-01,9,19,9,19,28
UYUNI,internaciones,ingresos espontaneos,2013-01-01,41,131,41,131,172
VACAS,internaciones,ingresos espontaneos,2013-01-01,0,13,0,13,13
VALLEGRANDE,internaciones,ingresos espontaneos,2013-01-01,42,83,42,83,125
VIACHA,internaciones,ingresos espontaneos,2013-01-01,45,93,45,93,138
VILA VILA,internaciones,ingresos espontaneos,2013-01-01,0,5,0,5,5
VILLA CHARCAS,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
VILLA MONTES,internaciones,ingresos espontaneos,2013-01-01,61,194,61,194,255
VILLA RIVERO,internaciones,ingresos espontaneos,2013-01-01,0,7,0,7,7
VILLA SERRANO,internaciones,ingresos espontaneos,2013-01-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos espontaneos,2013-01-01,115,269,115,269,384
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2013-01-01,5,16,5,16,21
VILLAZON,internaciones,ingresos espontaneos,2013-01-01,68,163,68,163,231
VINTO,internaciones,ingresos espontaneos,2013-01-01,26,146,26,146,172
WARNES,internaciones,ingresos espontaneos,2013-01-01,30,68,30,68,98
YACUIBA,internaciones,ingresos espontaneos,2013-01-01,410,430,410,430,840
YAMPARAEZ,internaciones,ingresos espontaneos,2013-01-01,5,11,5,11,16
YANACACHI,internaciones,ingresos espontaneos,2013-01-01,1,4,1,4,5
YAPACANI,internaciones,ingresos espontaneos,2013-01-01,81,92,81,92,173
YOCALLA,internaciones,ingresos espontaneos,2013-01-01,0,4,0,4,4
YOTALA,internaciones,ingresos espontaneos,2013-01-01,0,6,0,6,6
ZUDAÑEZ,internaciones,ingresos espontaneos,2013-01-01,6,21,6,21,27
ACHACACHI,internaciones,ingresos espontaneos,2013-02-01,13,38,13,38,51
AIQUILE,internaciones,ingresos espontaneos,2013-02-01,38,65,38,65,103
ALALAY,internaciones,ingresos espontaneos,2013-02-01,1,0,1,0,1
ALCALA,internaciones,ingresos espontaneos,2013-02-01,0,2,0,2,2
ALTO BENI,internaciones,ingresos espontaneos,2013-02-01,0,8,0,8,8
ANCORAIMES,internaciones,ingresos espontaneos,2013-02-01,0,4,0,4,4
ANTEQUERA,internaciones,ingresos espontaneos,2013-02-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2013-02-01,11,16,11,16,27
APOLO,internaciones,ingresos espontaneos,2013-02-01,0,35,0,35,35
ARAMPAMPA,internaciones,ingresos espontaneos,2013-02-01,1,2,1,2,3
ARANI,internaciones,ingresos espontaneos,2013-02-01,0,4,0,4,4
ARBIETO,internaciones,ingresos espontaneos,2013-02-01,0,10,0,10,10
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2013-02-01,54,114,54,114,168
ATOCHA,internaciones,ingresos espontaneos,2013-02-01,21,25,21,25,46
AYATA,internaciones,ingresos espontaneos,2013-02-01,0,1,0,1,1
AYO AYO,internaciones,ingresos espontaneos,2013-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2013-02-01,1,35,1,35,36
AZURDUY,internaciones,ingresos espontaneos,2013-02-01,6,11,6,11,17
BATALLAS,internaciones,ingresos espontaneos,2013-02-01,0,7,0,7,7
BAURES,internaciones,ingresos espontaneos,2013-02-01,6,13,6,13,19
BERMEJO,internaciones,ingresos espontaneos,2013-02-01,59,135,59,135,194
BETANZOS,internaciones,ingresos espontaneos,2013-02-01,4,38,4,38,42
BOLIVAR,internaciones,ingresos espontaneos,2013-02-01,3,2,3,2,5
BOYUIBE,internaciones,ingresos espontaneos,2013-02-01,13,32,13,32,45
BUENA VISTA,internaciones,ingresos espontaneos,2013-02-01,12,12,12,12,24
CABEZAS,internaciones,ingresos espontaneos,2013-02-01,7,0,7,0,7
CAIROMA,internaciones,ingresos espontaneos,2013-02-01,0,7,0,7,7
"CAIZA ""D""",internaciones,ingresos espontaneos,2013-02-01,1,5,1,5,6
CAJUATA,internaciones,ingresos espontaneos,2013-02-01,0,5,0,5,5
CALACOTO,internaciones,ingresos espontaneos,2013-02-01,0,2,0,2,2
CALAMARCA,internaciones,ingresos espontaneos,2013-02-01,0,5,0,5,5
CAMARGO,internaciones,ingresos espontaneos,2013-02-01,4,2,4,2,6
CAMIRI,internaciones,ingresos espontaneos,2013-02-01,147,331,147,331,478
CAPINOTA,internaciones,ingresos espontaneos,2013-02-01,3,19,3,19,22
CAQUIAVIRI,internaciones,ingresos espontaneos,2013-02-01,0,2,0,2,2
CARACOLLO,internaciones,ingresos espontaneos,2013-02-01,0,22,0,22,22
CARANAVI,internaciones,ingresos espontaneos,2013-02-01,39,121,39,121,160
CARAPARI,internaciones,ingresos espontaneos,2013-02-01,5,10,5,10,15
CARIPUYO,internaciones,ingresos espontaneos,2013-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2013-02-01,6,7,6,7,13
CHALLAPATA,internaciones,ingresos espontaneos,2013-02-01,13,85,13,85,98
CHAQUI,internaciones,ingresos espontaneos,2013-02-01,0,3,0,3,3
CHARAGUA,internaciones,ingresos espontaneos,2013-02-01,47,84,47,84,131
CHAYANTA,internaciones,ingresos espontaneos,2013-02-01,0,15,0,15,15
CHIMORE,internaciones,ingresos espontaneos,2013-02-01,8,10,8,10,18
CHIPAYA,internaciones,ingresos espontaneos,2013-02-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2013-02-01,28,88,28,88,116
CHUQUIHUTA AYLLU JUCUMANI,internaciones,ingresos espontaneos,2013-02-01,0,5,0,5,5
CKOCHAS,internaciones,ingresos espontaneos,2013-02-01,0,2,0,2,2
CLIZA,internaciones,ingresos espontaneos,2013-02-01,11,42,11,42,53
COBIJA,internaciones,ingresos espontaneos,2013-02-01,98,232,98,232,330
COCAPATA,internaciones,ingresos espontaneos,2013-02-01,0,3,0,3,3
COCHABAMBA,internaciones,ingresos espontaneos,2013-02-01,2870,5161,2870,5161,8031
COLCAPIRHUA,internaciones,ingresos espontaneos,2013-02-01,52,82,52,82,134
"COLCHA ""K""",internaciones,ingresos espontaneos,2013-02-01,1,2,1,2,3
COLOMI,internaciones,ingresos espontaneos,2013-02-01,0,24,0,24,24
COLPA BELGICA,internaciones,ingresos espontaneos,2013-02-01,1,3,1,3,4
COLQUECHACA,internaciones,ingresos espontaneos,2013-02-01,1,10,1,10,11
COLQUENCHA,internaciones,ingresos espontaneos,2013-02-01,0,13,0,13,13
COLQUIRI,internaciones,ingresos espontaneos,2013-02-01,3,11,3,11,14
COMARAPA,internaciones,ingresos espontaneos,2013-02-01,7,45,7,45,52
CONCEPCION,internaciones,ingresos espontaneos,2013-02-01,8,57,8,57,65
