municipality,group,variable,month,Nº de sugerencias y agradeciemientos realizados por los usuarios,TOTAL
LA PAZ,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,17,17
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,3,3
MECAPACA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,32,32
PALCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,6,6
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,7,7
PUNATA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,29,29
RAVELO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,4,4
SAN BENITO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,11,11
SAN CARLOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,20,20
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,30,30
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,9,9
TARVITA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,12,12
UMALA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,7,7
VINTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,61,61
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,5,5
YACO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-01-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,5,5
APOLO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,31,31
BAURES,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,9,9
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,32,32
CARANAVI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,4,4
CARAPARI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,5,5
COLQUENCHA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,3,3
COLQUIRI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,6,6
LAJA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,20,20
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,7,7
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,77,77
RAVELO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,3,3
ROBORE,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,8,8
SACABAMBA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,5,5
SAN BENITO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,30,30
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,4,4
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,5,5
TARATA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,8,8
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,7,7
VINTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,44,44
WARNES,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,2,2
YACO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-02-01,1,1
ACHOCALLA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,18,18
ANZALDO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,8,8
ARBIETO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,77,77
AZURDUY,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,11,11
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,14,14
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,8,8
COTAGAITA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
ICLA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,12,12
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,25,25
LA PAZ,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,9,9
LORETO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,4,4
PALCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,4,4
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
PUCARANI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,4,4
SACABA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,9,9
SACACA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,3,3
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,2,2
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,7,7
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,16,16
SUCRE,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,5,5
TARVITA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,45,45
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,10,10
TOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,6,6
UNCIA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,51,51
YACO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,5,5
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-03-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,10,10
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,22,22
CHUMA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,3,3
CONCEPCION,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,7,7
CORO CORO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,18,18
CULPINA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,4,4
MOCOMOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,8,8
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,15,15
RAVELO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,4,4
SAN BENITO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,2,2
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,6,6
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,22,22
SUCRE,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,8,8
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,6,6
TOCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,4,4
VIACHA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,14,14
VINTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,33,33
YACO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-04-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,12,12
BATALLAS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,11,11
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,23,23
CARANAVI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,50,50
LA PAZ,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,3,3
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,6,6
MECAPACA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,44,44
ORURO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,5,5
PELECHUCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de sugerencias y agradeciemientos realizados por los usuarios,2020-05-01,6,6
