,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,13,113,13,113,126
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,116,177,116,177,293
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,10,24,10,24,34
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,33,171,33,171,204
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,31,92,31,92,123
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,26,3,26,29
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,14,3,14,17
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,49,109,49,109,158
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,23,134,23,134,157
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,38,208,38,208,246
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,100,835,100,835,935
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2429,4307,2429,4307,6736
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,0,19,0,19,19
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,270,447,270,447,717
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,28,134,28,134,162
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,28,5,28,33
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,59,258,59,258,317
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,11,77,11,77,88
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,72,434,72,434,506
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,18,90,18,90,108
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,71,189,71,189,260
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,1,30,1,30,31
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,50,233,50,233,283
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,37,4,37,41
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,39,144,39,144,183
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,26,140,26,140,166
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,32,109,32,109,141
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,13,71,13,71,84
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,56,174,56,174,230
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,17,68,17,68,85
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,52,375,52,375,427
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,90,726,90,726,816
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,38,137,38,137,175
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,14,7,14,21
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,6,74,6,74,80
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,38,298,38,298,336
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,8,82,8,82,90
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,24,4,24,28
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,55,7,55,62
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2631,10588,2631,10588,13219
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,12,99,12,99,111
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,36,176,36,176,212
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,16,149,16,149,165
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,68,534,68,534,602
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,52,7,52,59
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,247,222,247,222,469
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,44,313,44,313,357
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2,0,2,0,2
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,13,86,13,86,99
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2,18,2,18,20
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2,20,2,20,22
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,35,129,35,129,164
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,55,7,55,62
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,46,185,46,185,231
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,57,132,57,132,189
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,19,152,19,152,171
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,17,70,17,70,87
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,81,603,81,603,684
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,23,259,23,259,282
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,15,146,15,146,161
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,33,3,33,36
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,7,4,7,11
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,37,286,37,286,323
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,53,7,53,60
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,46,5,46,51
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,20,50,20,50,70
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,15,118,15,118,133
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,62,394,62,394,456
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,10,10,10,10,20
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,19,109,19,109,128
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,25,179,25,179,204
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,14,136,14,136,150
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,12,144,12,144,156
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,40,156,40,156,196
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,107,821,107,821,928
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2051,6090,2051,6090,8141
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,17,120,17,120,137
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,22,201,22,201,223
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,35,4,35,39
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,44,7,44,51
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,88,451,88,451,539
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,9,61,9,61,70
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,23,47,23,47,70
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,8,88,8,88,96
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,11,82,11,82,93
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,114,5,114,119
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,24,142,24,142,166
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,16,122,16,122,138
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,6,27,6,27,33
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,28,217,28,217,245
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,63,82,63,82,145
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,31,388,31,388,419
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,133,274,133,274,407
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,23,134,23,134,157
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,0,12,0,12,12
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,117,5,117,122
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,52,333,52,333,385
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,200,1356,200,1356,1556
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,0,34,0,34,34
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,191,354,191,354,545
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,29,3,29,32
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2,4,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,36,3,36,39
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,66,288,66,288,354
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,8,116,8,116,124
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,66,7,66,73
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,748,2807,748,2807,3555
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,53,239,53,239,292
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,20,161,20,161,181
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,43,343,43,343,386
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,52,92,52,92,144
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,70,365,70,365,435
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,10,31,10,31,41
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,14,75,14,75,89
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,11,47,11,47,58
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,30,3,30,33
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,82,281,82,281,363
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,13,78,13,78,91
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,15,88,15,88,103
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,61,343,61,343,404
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,96,66,96,66,162
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,35,132,35,132,167
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,14,80,14,80,94
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,20,105,20,105,125
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,42,264,42,264,306
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,38,78,38,78,116
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,37,201,37,201,238
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,23,78,23,78,101
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,29,5,29,34
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,420,1994,420,1994,2414
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,24,143,24,143,167
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,4,21,4,21,25
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,53,353,53,353,406
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,62,225,62,225,287
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,31,140,31,140,171
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,90,5,90,95
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,10,72,10,72,82
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,42,187,42,187,229
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,11,90,11,90,101
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,18,3,18,21
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,37,178,37,178,215
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,255,496,255,496,751
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,68,472,68,472,540
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,190,310,190,310,500
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,11,5,11,16
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,515,304,515,304,819
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,24,147,24,147,171
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,0,20,0,20,20
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,35,253,35,253,288
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,26,226,26,226,252
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,355,1805,355,1805,2160
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,39,207,39,207,246
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,31,222,31,222,253
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,7,29,7,29,36
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,483,1476,483,1476,1959
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,2,60,2,60,62
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,52,299,52,299,351
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,21,78,21,78,99
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,9,146,9,146,155
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,14,96,14,96,110
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,3,31,3,31,34
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,23,111,23,111,134
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-08-01,5,33,5,33,38
