,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,15,139,15,139,154
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,9,121,9,121,130
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,11,52,11,52,63
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,8,86,8,86,94
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,4,93,4,93,97
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,7,14,7,14,21
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,68,23,68,23,91
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,194,578,194,578,772
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,38,560,38,560,598
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,66,186,66,186,252
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,26,3,26,3,29
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,631,257,631,257,888
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,36,69,36,69,105
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,32,0,32,32
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,545,0,545,545
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,180,0,180,180
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,353,1109,353,1109,1462
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,6,197,6,197,203
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,184,0,184,184
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,4,38,4,38,42
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,260,953,260,953,1213
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,16,83,16,83,99
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,17,551,17,551,568
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,40,47,40,47,87
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,11,206,11,206,217
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,7,71,7,71,78
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,4,28,4,28,32
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,61,215,61,215,276
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,5,26,5,26,31
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,24,0,24,24
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,47,244,47,244,291
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,105,87,105,87,192
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,1,509,1,509,510
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,19,102,19,102,121
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,23,155,23,155,178
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,45,185,45,185,230
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,167,912,167,912,1079
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,34,56,34,56,90
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,114,112,114,112,226
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,15,79,15,79,94
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,120,123,120,123,243
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,206,2,206,208
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,167,244,167,244,411
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,7,58,7,58,65
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,29,284,29,284,313
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,225,1302,225,1302,1527
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,17,110,17,110,127
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,15,84,15,84,99
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,37,0,37,37
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,34,214,34,214,248
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,18,286,18,286,304
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,1,78,1,78,79
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,43,2,43,45
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,4,45,4,45,49
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,22,93,22,93,115
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,17,40,17,40,57
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,5,83,5,83,88
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,104,59,104,59,163
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2262,4671,2262,4671,6933
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,7,133,7,133,140
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,3,137,3,137,140
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,21,21,21,21,42
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,12,156,12,156,168
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,3,64,3,64,67
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,5,55,5,55,60
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,98,2,98,100
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,9,100,9,100,109
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,1,43,1,43,44
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,210,2,210,212
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,1,77,1,77,78
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,97,243,97,243,340
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,35,279,35,279,314
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,11,123,11,123,134
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,41,190,41,190,231
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2894,1275,2894,1275,4169
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,5,0,5,5
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,4,59,4,59,63
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,20,95,20,95,115
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,34,177,34,177,211
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,4,1,4,1,5
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,142,168,142,168,310
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,61,804,61,804,865
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,14,61,14,61,75
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,40,71,40,71,111
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,732,1143,732,1143,1875
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,107,577,107,577,684
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,4,125,4,125,129
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,16,95,16,95,111
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,5,251,5,251,256
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,13,104,13,104,117
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,343,395,343,395,738
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,238,192,238,192,430
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,20,2,20,22
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,27,34,27,34,61
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,0,2,0,2,2
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,1,65,1,65,66
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,7,63,7,63,70
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,5,153,5,153,158
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,10,485,10,485,495
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,12,209,12,209,221
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,61,78,61,78,139
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,3,87,3,87,90
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,1,33,1,33,34
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,414,686,414,686,1100
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,7,802,7,802,809
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,7,66,7,66,73
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,17,48,17,48,65
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,88,257,88,257,345
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,45,222,45,222,267
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,11,347,11,347,358
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,10,48,10,48,58
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,19,145,19,145,164
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,85,409,85,409,494
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,82,2,82,84
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,27,402,27,402,429
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,45,2,45,47
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,26,22,26,22,48
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,19,343,19,343,362
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,611,540,611,540,1151
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,104,256,104,256,360
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,29,529,29,529,558
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,188,104,188,104,292
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,12,294,12,294,306
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,1,19,1,19,20
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,53,671,53,671,724
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,17,100,17,100,117
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,50,533,50,533,583
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,15,396,15,396,411
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,5,32,5,32,37
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,2,568,2,568,570
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,6,58,6,58,64
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,33,288,33,288,321
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,5,147,5,147,152
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-03-01,32,272,32,272,304
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,22,154,22,154,176
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,89,324,89,324,413
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,134,38,134,38,172
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,45,479,45,479,524
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,25,82,25,82,107
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,0,172,0,172,172
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,6,162,6,162,168
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,7,144,7,144,151
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,6,47,6,47,53
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,89,67,89,67,156
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2009-04-01,29,186,29,186,215
