municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,13,13
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,14,14
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,12,12
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,15,15
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,12,12
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,38,38
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,5,5
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,85,85
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,150,150
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,15,15
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,5,5
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,9,9
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,11,11
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,64,64
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
PUERTO RICO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
PUERTO SILES,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,13,13
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,79,79
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,37,37
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,29,29
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,63,63
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,7,7
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,49,49
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,5,5
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,11,11
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
SAN AGUSTIN,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,28,28
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,9,9
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,15,15
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,5,5
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,9,9
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,7,7
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,83,83
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,9,9
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,14,14
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,50,50
SAN LORENZO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,75,75
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,103,103
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,10,10
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,9,9
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,11,11
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,14,14
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,8,8
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,102,102
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,10,10
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,7,7
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,50,50
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,30,30
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,13,13
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,15,15
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,12,12
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,29,29
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,6,6
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,48,48
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,48,48
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,8,8
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,48,48
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,81,81
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,6,6
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1001,1001
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,42,42
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,381,381
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,16,16
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,5,5
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,27,27
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,32,32
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,18,18
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,130,130
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,12,12
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,3,3
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,19,19
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,7,7
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,16,16
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,49,49
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,1,1
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,19,19
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,8,8
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,45,45
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,37,37
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,50,50
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,10,10
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,7,7
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,14,14
WALDO BALLIVIAN,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,4,4
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,20,20
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,18,18
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,94,94
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,27,27
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,16,16
YOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,2,2
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,45,45
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,59,59
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-01-01,24,24
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,74,74
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,2,2
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,5,5
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,3,3
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,17,17
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,5,5
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,31,31
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,1,1
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,6,6
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,18,18
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,20,20
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,6,6
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,1,1
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,11,11
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,21,21
AUCAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,10,10
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,2,2
AYO AYO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,36,36
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,42,42
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,6,6
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,8,8
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,278,278
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,59,59
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,30,30
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,5,5
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,8,8
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,9,9
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,2,2
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,14,14
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,26,26
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,6,6
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,30,30
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,31,31
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,11,11
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,9,9
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,19,19
CAQUIAVIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,2,2
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,29,29
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,79,79
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,11,11
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,4,4
CHACARILLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,6,6
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,39,39
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,19,19
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,46,46
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,2,2
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,6,6
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,3,3
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,3,3
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,2,2
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,4,4
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,107,107
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,1,1
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,1,1
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2006-02-01,14,14
