municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,23,23
SAN PEDRO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,12,12
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,3,3
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,5,5
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,76,76
SANTA ROSA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,9,9
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,10,10
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,29,29
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,26,26
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,10,10
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,9,9
SENA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,6,6
SICAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,2,2
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,31,31
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,23,23
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,88,88
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,239,239
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
TACOBAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,10,10
TAHUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,96,96
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,96,96
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,9,9
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,3,3
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1150,1150
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,46,46
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,9,9
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,4,4
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,35,35
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,483,483
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,25,25
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,6,6
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,10,10
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,40,40
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,40,40
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,14,14
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,3,3
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,226,226
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,21,21
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,28,28
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,20,20
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,13,13
URUBICHA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,3,3
UYUNI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,2,2
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,8,8
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,17,17
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,11,11
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,3,3
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,17,17
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,26,26
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,49,49
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,51,51
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,58,58
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,37,37
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,36,36
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,13,13
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,12,12
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,10,10
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,18,18
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,43,43
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,1,1
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,13,13
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,64,64
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,49,49
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-06-01,30,30
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,125,125
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,17,17
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,55,55
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,20,20
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,6,6
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
AYO AYO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,46,46
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,41,41
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,31,31
BELEN DE URMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,72,72
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,66,66
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,21,21
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,72,72
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,11,11
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,38,38
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,25,25
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,45,45
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,414,414
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,15,15
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,21,21
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,51,51
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,35,35
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
CHACARILLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,29,29
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,6,6
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,49,49
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
CHOQUE COTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,155,155
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,13,13
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,82,82
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,48,48
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,6,6
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,55,55
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
CONCEPCION,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
COPACABANA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,30,30
CORIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
CORO CORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
COROICO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,11,11
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
COTAGAITA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,34,34
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,12,12
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,73,73
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,12,12
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,41,41
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,696,696
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,60,60
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,15,15
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,76,76
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,21,21
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,108,108
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,21,21
ESMERALDA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,17,17
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,18,18
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,13,13
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,6,6
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,86,86
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,20,20
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,95,95
HUARACAJE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,68,68
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,43,43
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,51,51
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,47,47
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,10,10
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,51,51
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,466,466
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,13,13
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,18,18
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,18,18
LLICA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,12,12
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,10,10
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,22,22
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,47,47
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
MALLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,19,19
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,12,12
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,38,38
MOJINETE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,20,20
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,37,37
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,92,92
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,58,58
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,33,33
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,113,113
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,125,125
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,66,66
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,11,11
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,70,70
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,24,24
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,15,15
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,10,10
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,39,39
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,71,71
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,192,192
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,90,90
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,22,22
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,14,14
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
PUERTO SILES,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,21,21
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,94,94
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,25,25
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,15,15
QUIRUSILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,36,36
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,79,79
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,142,142
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,19,19
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,56,56
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,15,15
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,43,43
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,17,17
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
SAN AGUSTIN,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,29,29
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,13,13
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,19,19
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,26,26
SAN BUENA VENTURA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,5,5
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,68,68
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,107,107
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,11,11
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,19,19
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,208,208
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,54,54
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,106,106
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,16,16
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,19,19
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,32,32
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,20,20
SAN PEDRO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,14,14
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,79,79
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,26,26
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,34,34
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,10,10
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,9,9
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,7,7
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,29,29
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,8,8
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,75,75
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,169,169
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
TACACOMA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
TACOBAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,61,61
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,89,89
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,4,4
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,2,2
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,374,374
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,50,50
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,42,42
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,518,518
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,15,15
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,6,6
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,6,6
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,3,3
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2006-07-01,1,1
