municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,8,8
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,12,12
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,10,10
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,35,35
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,7,7
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,8,8
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
PUERTO SUAREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,58,58
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,18,18
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,12,12
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,144,144
SABAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,42,42
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,18,18
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,6,6
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,35,35
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,9,9
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,25,25
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,5,5
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,14,14
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,18,18
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,1,1
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,10,10
SOPACHUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,12,12
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,21,21
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,33,33
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,20,20
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,23,23
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,14,14
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,2,2
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,4,4
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,23,23
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,8,8
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,14,14
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,6,6
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,68,68
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,45,45
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,6,6
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,18,18
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,9,9
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,3,3
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,8,8
YOTALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,67,67
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,25,25
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-12-01,20,20
