municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,11,11
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,9,9
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,32,32
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,21,21
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,21,21
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,7,7
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,10,10
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,6,6
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,8,8
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,4,4
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,7,7
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,23,23
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,30,30
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,7,7
HUAYLLAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,15,15
LA ASUNTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,17,17
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,73,73
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,10,10
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,4,4
MALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,8,8
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,4,4
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,6,6
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,8,8
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,4,4
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,14,14
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,14,14
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,7,7
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,15,15
POOPO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,10,10
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,26,26
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,32,32
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,8,8
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,65,65
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,6,6
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
SAN JAVIER(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
SAN JOAQUIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,23,23
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,17,17
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,118,118
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,4,4
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,8,8
SAN RAFAEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
SANTA ANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,15,15
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,28,28
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,22,22
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,7,7
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,10,10
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,10,10
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,16,16
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,26,26
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
TARATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,31,31
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,2,2
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,43,43
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,12,12
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,42,42
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,16,16
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,12,12
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,15,15
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,76,76
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,8,8
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,5,5
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,9,9
YACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,1,1
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
YANACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,3,3
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,6,6
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,31,31
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-06-01,7,7
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,47,47
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
ALCALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,21,21
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,34,34
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,18,18
CABEZAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,11,11
CAIROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,11,11
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,13,13
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,21,21
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,21,21
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
CHOQUE COTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
COLQUECHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,58,58
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,28,28
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,11,11
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,23,23
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,19,19
GUTIERREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,10,10
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
HUARACAJE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
HUAYLLAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,14,14
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
IXIAMAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,89,89
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,12,12
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,41,41
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,12,12
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,16,16
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
PADILLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,12,12
POOPO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,84,84
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
PRESTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,31,31
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,26,26
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
QUIABAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,28,28
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
QUIRUSILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,20,20
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,16,16
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,17,17
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,20,20
SAN JAVIER(STC),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,22,22
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,33,33
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,13,13
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,32,32
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,10,10
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,18,18
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,20,20
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
SOPACHUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,8,8
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,11,11
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,7,7
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,35,35
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,9,9
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,30,30
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,1,1
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,6,6
YACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,2,2
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,4,4
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,5,5
YOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-07-01,3,3
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,57,57
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,36,36
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,10,10
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,25,25
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,5,5
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
BELEN DE ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,9,9
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,9,9
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,6,6
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,10,10
CAMIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,14,14
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,3,3
CARIPUYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,17,17
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,21,21
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,16,16
CHIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,20,20
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
"COLCHA ""K""",actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,2,2
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,13,13
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,8,8
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,1,1
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai d,2006-08-01,4,4
