,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,5,98,75,106,80,186
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,6,97,95,103,101,204
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,14,39,43,50,57,107
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,17,12,91,103,108,115,223
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,29,16,231,249,260,265,525
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,25,22,238,227,263,249,512
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1186,1146,2966,2871,4152,4017,8169
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,1,0,0,1,1,2
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,1,108,82,111,83,194
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,7,56,64,60,71,131
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,66,58,66,58,124
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,3,25,19,26,22,48
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,34,26,153,143,187,169,356
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,3,27,32,27,35,62
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,8,55,56,65,64,129
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,9,60,69,67,78,145
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,2,38,26,42,28,70
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,1,123,94,127,95,222
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,8,64,68,70,76,146
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,20,20,40,44,60,64,124
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,27,28,27,28,55
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,5,75,73,85,78,163
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,2,78,89,84,91,175
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,8,131,114,141,122,263
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,30,23,203,184,233,207,440
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,7,59,71,65,78,143
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,7,8,7,8,15
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,14,6,113,110,127,116,243
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,27,22,232,148,259,170,429
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,236,170,562,595,798,765,1563
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,3,9,14,10,17,27
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,22,115,122,124,144,268
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,4,9,9,17,13,30
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,3,3,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,1,46,43,46,44,90
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,18,11,146,183,164,194,358
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,1,94,87,96,88,184
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,14,12,62,56,76,68,144
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,242,259,925,954,1167,1213,2380
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,12,127,146,138,158,296
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,8,213,218,214,226,440
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,30,37,142,133,172,170,342
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,12,22,54,53,66,75,141
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,20,24,196,191,216,215,431
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,4,18,10,19,14,33
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,2,33,27,40,29,69
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,13,32,45,43,58,101
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,0,52,29,53,29,82
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,20,19,63,89,83,108,191
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,6,108,95,109,101,210
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,7,37,31,43,38,81
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,45,40,175,204,220,244,464
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,18,67,56,78,74,152
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,5,104,100,110,105,215
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,1,56,41,57,42,99
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,1,128,126,130,127,257
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,20,20,242,280,262,300,562
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,13,17,41,29,54,46,100
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,3,134,92,139,95,234
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,2,55,35,56,37,93
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,1,13,26,14,27,41
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,162,177,460,487,622,664,1286
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,5,145,124,146,129,275
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,2,14,14,15,16,31
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,23,23,217,220,240,243,483
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,7,30,35,40,42,82
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,5,85,96,91,101,192
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,13,4,106,70,119,74,193
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,4,35,57,36,61,97
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,1,45,49,49,50,99
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,11,39,35,43,46,89
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,13,16,13,16,29
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,3,24,22,32,25,57
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,72,46,373,287,445,333,778
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,14,193,214,201,228,429
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,41,57,93,112,134,169,303
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,1,18,13,27,14,41
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,123,99,236,205,359,304,663
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,3,108,66,114,69,183
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,7,9,7,9,16
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,14,28,254,252,268,280,548
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,0,85,90,86,90,176
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,283,258,502,478,785,736,1521
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,5,78,78,86,83,169
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,46,41,46,41,87
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,9,11,33,15,42,57
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,55,54,681,656,736,710,1446
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,8,45,40,54,48,102
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,18,10,209,209,227,219,446
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,12,10,12,10,22
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,10,94,71,103,81,184
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,1,33,28,34,29,63
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,1,8,13,8,14,22
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,14,15,115,118,129,133,262
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,3,22,24,23,27,50
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,0,27,19,28,19,47
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,15,16,85,91,100,107,207
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,16,8,81,68,97,76,173
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,8,13,389,382,397,395,792
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,11,8,58,57,69,65,134
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,17,10,97,89,114,99,213
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,191,180,258,299,449,479,928
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,63,74,478,444,541,518,1059
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,15,22,30,32,45,77
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,33,19,56,76,89,95,184
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,6,33,22,36,28,64
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,26,30,31,40,57,70,127
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,9,2,59,58,68,60,128
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,35,58,98,102,133,160,293
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,6,10,24,20,30,30,60
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,2,142,100,145,102,247
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,69,61,621,688,690,749,1439
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,13,5,42,58,55,63,118
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,15,5,79,87,94,92,186
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,15,11,15,11,26
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,5,102,79,105,84,189
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,21,14,192,195,213,209,422
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,6,46,44,56,50,106
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,4,8,4,8,12
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,3,30,30,32,33,65
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,5,2,5,2,7
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,9,51,44,61,53,114
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,0,31,25,33,25,58
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,4,44,32,47,36,83
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,11,82,82,89,93,182
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,932,937,2288,2049,3220,2986,6206
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,0,90,64,91,64,155
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,18,16,53,76,71,92,163
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,3,8,18,11,21,32
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,5,3,97,82,102,85,187
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,2,18,14,21,16,37
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,2,0,40,46,42,46,88
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,3,2,62,59,65,61,126
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,3,30,33,31,36,67
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,7,4,49,48,56,52,108
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,1,4,43,46,44,50,94
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,45,42,192,192,237,234,471
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,12,8,123,140,135,148,283
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,0,35,17,35,17,52
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,55,36,134,155,189,191,380
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,0,2,113,116,113,118,231
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,10,9,130,119,140,128,268
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,22,12,66,77,88,89,177
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,533,507,2069,2035,2602,2542,5144
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,4,5,1,1,5,6,11
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2011-11-01,25,18,45,34,70,52,122
