municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,5,5
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,15,15
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,12,12
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,97,97
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,19,19
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,1,1
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,679,679
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,12,12
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,11,11
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,52,52
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,24,24
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,47,47
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,15,15
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,12,12
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,17,17
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,41,41
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,21,21
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,18,18
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,7,7
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,5,5
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,17,17
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,7,7
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,9,9
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,50,50
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,184,184
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,583,583
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,65,65
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,9,9
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,20,20
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,26,26
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,9,9
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,20,20
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,24,24
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,34,34
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,208,208
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,11,11
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,9,9
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,15,15
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,293,293
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,17,17
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,25,25
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,24,24
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,36,36
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,19,19
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,7,7
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,24,24
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,7,7
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,33,33
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,14,14
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,13,13
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,18,18
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,17,17
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,22,22
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,12,12
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,280,280
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,12,12
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,1,1
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,28,28
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,11,11
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,6,6
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,28,28
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,18,18
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,17,17
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,83,83
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,11,11
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,29,29
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,117,117
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,6,6
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,18,18
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,16,16
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,16,16
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,127,127
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,17,17
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,20,20
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,5,5
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,168,168
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,27,27
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,6,6
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,15,15
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,12,12
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,12,12
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,55,55
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,14,14
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,22,22
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,30,30
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,48,48
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,30,30
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,45,45
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,56,56
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,29,29
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,41,41
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,22,22
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,34,34
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,20,20
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,36,36
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,1,1
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,23,23
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,4,4
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,10,10
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,16,16
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,35,35
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,1282,1282
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,18,18
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,6,6
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,8,8
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,19,19
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,36,36
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,15,15
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,6,6
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,45,45
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,5,5
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2022-01-01,6,6
