municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,27,27
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,22,22
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,45,45
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,12,12
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,58,58
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,37,37
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,14,14
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,31,31
CHIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
CHOQUE COTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,14,14
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,13,13
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,35,35
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,33,33
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1013,1013
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,35,35
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,16,16
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
COLPA BELGICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,21,21
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,13,13
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
COMANCHE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
COMBAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,29,29
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,16,16
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,70,70
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,21,21
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,665,665
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,9,9
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,63,63
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,16,16
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,62,62
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
EXALTACION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,14,14
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
GUAYARAMERIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,42,42
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
HUACHACALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,19,19
HUARACAJE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,18,18
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,15,15
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,62,62
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,68,68
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,512,512
LA RIVERA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,27,27
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,68,68
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,23,23
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,33,33
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,12,12
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,14,14
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,174,174
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
NAZACARA DE PACAJES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,371,371
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,29,29
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,12,12
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,33,33
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,43,43
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,28,28
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,16,16
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,9,9
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,89,89
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,9,9
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,42,42
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,17,17
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,18,18
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,16,16
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,154,154
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,12,12
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,54,54
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,207,207
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
QUIRUSILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,13,13
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,14,14
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,222,222
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,33,33
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,19,19
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,215,215
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,23,23
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,26,26
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,37,37
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,88,88
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,33,33
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,24,24
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,32,32
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,17,17
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,29,29
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
SAN PEDRO DE MACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,40,40
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,9,9
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,13,13
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,43,43
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1911,1911
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,16,16
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,11,11
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,43,43
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,53,53
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,3,3
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,13,13
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,207,207
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,9,9
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,24,24
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,13,13
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,262,262
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,18,18
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,14,14
TIAHUANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,13,13
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,15,15
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,71,71
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,23,23
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,1,1
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,14,14
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,20,20
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,4,4
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,17,17
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,7,7
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,6,6
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,25,25
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,8,8
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,10,10
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,49,49
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,2,2
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,5,5
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2022-01-01,136,136
