municipality,group,variable,month,Niños (as) de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
AYATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,4,4
AYO AYO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,48,48
AZURDUY,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,40,40
BATALLAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,18,18
BAURES,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
BELEN DE ANDAMARCA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
BELEN DE URMIRI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
BELLA FLOR,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,8,8
BERMEJO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
BETANZOS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,83,83
BOLIVAR,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,10,10
BOYUIBE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,24,24
BUENA VISTA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,27,27
CABEZAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,55,55
CAIROMA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,16,16
"CAIZA ""D""",micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,23,23
CAJUATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,16,16
CALACOTO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
CALAMARCA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,17,17
CAMARGO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,13,13
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,11,11
CAMIRI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,58,58
CAPINOTA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,27,27
CAQUIAVIRI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,12,12
CARACOLLO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,27,27
CARANAVI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,56,56
CARAPARI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
CARIPUYO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
CARMEN RIVERO TORREZ,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,8,8
CATACORA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,1,1
CHALLAPATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,49,49
CHAQUI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,11,11
CHARAGUA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,68,68
CHARAÑA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
CHAYANTA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,29,29
CHIMORE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,57,57
CHIPAYA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
CHOQUE COTA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
CHUA COCANI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,13,13
CHUMA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,41,41
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,11,11
CKOCHAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,21,21
CLIZA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,14,14
COBIJA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,196,196
COCAPATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,24,24
COCHABAMBA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,358,358
COIPASA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
COLCAPIRHUA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,58,58
"COLCHA ""K""",micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
COLLANA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
COLOMI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,36,36
COLPA BELGICA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
COLQUECHACA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,34,34
COLQUENCHA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,25,25
COLQUIRI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,26,26
COMARAPA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,39,39
COMBAYA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
CONCEPCION,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,86,86
COPACABANA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,9,9
CORIPATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
CORO CORO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
COROICO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,18,18
CORQUE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
COTAGAITA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,47,47
COTOCA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,91,91
CUATRO CAÑADAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,49,49
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,10,10
CUEVO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
CULPINA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,51,51
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
CURVA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
DESAGUADERO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
EL ALTO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,513,513
EL CHORO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
EL PUENTE(STC),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,29,29
EL PUENTE(TJA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,29,29
EL TORNO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,153,153
EL VILLAR,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,12,12
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,66,66
ENTRE RIOS CBBA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,75,75
ESCARA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,1,1
ESCOMA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,14,14
ESMERALDA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,1,1
EUCALIPTUS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,9,9
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,19,19
EXALTACION,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,24,24
FILADELFIA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,12,12
GAIOC JATUN AYLLU YURA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,14,14
GUANAY,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,28,28
GUAQUI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
GUAYARAMERIN,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,15,15
GUTIERREZ,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,23,23
HUACARETA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,30,30
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,8,8
HUANUNI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,34,34
HUARINA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,12,12
HUATAJATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,12,12
HUMANATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,10,10
ICHOCA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
ICLA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
INCAHUASI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,28,28
INGAVI (HUMAITA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
INQUISIVI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,8,8
IRUPANA (VILLA DE LANZA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,5,5
IXIAMAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,24,24
LA ASUNTA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,52,52
LA GUARDIA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,103,103
LA PAZ,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,634,634
LA RIVERA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,1,1
LAGUNILLAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
LAJA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,15,15
LAS CARRERAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,4,4
LICOMA PAMPA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
LLALLAGUA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,116,116
LLICA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
LURIBAY,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,9,9
MACHACAMARCA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
MACHARETI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
MAGDALENA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
MAIRANA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,39,39
MALLA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,4,4
MAPIRI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,27,27
MECAPACA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,19,19
MINEROS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
MIZQUE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,31,31
MOCOMOCO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,21,21
MOJINETE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
MOJOCOYA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,19,19
MONTEAGUDO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,9,9
MONTERO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,231,231
MORO MORO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
MOROCHATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,4,4
OCURI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
OMEREQUE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,27,27
ORURO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,298,298
PADCAYA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,51,51
PADILLA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,18,18
PAILON,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,43,43
PALCA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,36,36
PALOS BLANCOS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,72,72
PAMPA AULLAGAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
PAMPA GRANDE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,14,14
PAPEL PAMPA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,9,9
PASORAPA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
PATACAMAYA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
PAZÑA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,9,9
PELECHUCO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,17,17
POCOATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,58,58
POCONA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,29,29
POJO (CBBA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,23,23
POOPO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,1,1
PORCO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,10,10
POROMA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,45,45
PORONGO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,28,28
PORTACHUELO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,31,31
PORVENIR,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,34,34
POSTRER VALLE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
POTOSI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,286,286
PRESTO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,25,25
PUCARA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,1,1
PUCARANI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,67,67
PUERTO ACOSTA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
PUERTO CARABUCO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,23,23
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,21,21
PUERTO PEREZ,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,10,10
PUERTO QUIJARRO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,32,32
PUERTO SUAREZ,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
PUERTO VILLARROEL,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,58,58
PUNA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,40,40
PUNATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,70,70
QUIABAYA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
QUILLACOLLO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,102,102
QUIME,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,11,11
QUIRUSILLAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
RAQAYPAMPA(ETA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,17,17
RAVELO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,61,61
REYES,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
RIBERALTA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,213,213
ROBORE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,18,18
RURRENABAQUE,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,16,16
SABAYA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
SACABA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,269,269
SACABAMBA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,9,9
SACACA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,33,33
SAIPINA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,15,15
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,19,19
SAMAIPATA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,23,23
SAN AGUSTIN,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,3,3
SAN ANDRES,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
SAN BENITO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,18,18
SAN BORJA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,47,47
SAN BUENA VENTURA,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,6,6
SAN CARLOS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,36,36
SAN IGNACIO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,36,36
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,126,126
SAN JAVIER(STC),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,49,49
SAN JOAQUIN,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,18,18
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,65,65
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,7,7
SAN JULIAN,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,146,146
SAN LORENZO(PND),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,20,20
SAN LORENZO(TJA),micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,24,24
SAN LUCAS,micronutrientes,ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2022-01-01,107,107
