municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
COMARAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,21,21
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,53,53
COPACABANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
CORIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,13,13
CORO CORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
COROICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
CORQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,21,21
COTOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,63,63
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,22,22
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,26,26
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,584,584
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,10,10
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,16,16
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,68,68
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,32,32
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,51,51
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
EXALTACION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,28,28
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,13,13
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,22,22
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,17,17
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,10,10
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,27,27
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,109,109
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,397,397
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,18,18
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,55,55
LLICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
LORETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,13,13
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,29,29
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,14,14
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,25,25
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,14,14
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,142,142
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,17,17
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,212,212
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,21,21
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,17,17
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,12,12
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,33,33
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
PASORAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,15,15
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,28,28
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,16,16
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,10,10
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,17,17
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,10,10
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,178,178
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
PUCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,37,37
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,10,10
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,15,15
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,24,24
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,53,53
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,22,22
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,20,20
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,100,100
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,19,19
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,21,21
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,16,16
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,111,111
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,15,15
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,16,16
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,131,131
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,27,27
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,11,11
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,13,13
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,41,41
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,20,20
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,19,19
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,55,55
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,56,56
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,26,26
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,50,50
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,16,16
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,35,35
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,22,22
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,25,25
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,6,6
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,27,27
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,2,2
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,9,9
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,719,719
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,18,18
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,20,20
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,7,7
SENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,15,15
SHINAOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,15,15
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
SICAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,8,8
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2022-01-01,67,67
