municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
BETANZOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,48,48
BOLIVAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
BOLPEBRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
BOYUIBE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
CABEZAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,35,35
CAIROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
CAJUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
CALACOTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
CALAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
CAMARGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,29,29
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
CAMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,64,64
CAPINOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,26,26
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,15,15
CARACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,17,17
CARANAVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,79,79
CARANGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
CARAPARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,20,20
CARIPUYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,55,55
CHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,12,12
CHARAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,57,57
CHARAÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
CHAYANTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,31,31
CHIMORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
CHOQUE COTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,19,19
CHUMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
CKOCHAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,16,16
CLIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,20,20
COBIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,137,137
COCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
COCHABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1067,1067
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,29,29
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
COLLANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
COLOMI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,29,29
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
COLQUECHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,53,53
COLQUENCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
COLQUIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,23,23
COMANCHE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
COMARAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,30,30
COMBAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
CONCEPCION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,23,23
COPACABANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
CORIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
CORO CORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
COROICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,24,24
CORQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
COTAGAITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
COTOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,118,118
CRUZ DE MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,16,16
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
CULPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
CURVA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
DESAGUADERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
EL ALTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1347,1347
EL CHORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
EL TORNO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,71,71
EL VILLAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,36,36
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,27,27
ESCOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
EXALTACION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,18,18
FILADELFIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,19,19
GUANAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,21,21
GUAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,79,79
GUTIERREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
HUACARETA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
HUACHACALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
HUANUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,26,26
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
HUATAJATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,17,17
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,12,12
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,35,35
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,72,72
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1146,1146
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,25,25
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,76,76
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
LORETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,24,24
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,16,16
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,15,15
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,22,22
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,36,36
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,18,18
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,46,46
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,272,272
MORO MORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,16,16
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,595,595
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,31,31
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,43,43
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
PASORAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,21,21
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
POOPO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
PORONGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,35,35
PORVENIR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,90,90
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,39,39
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,16,16
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,12,12
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
PUERTO SILES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,35,35
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,124,124
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,25,25
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,147,147
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,15,15
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,24,24
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,168,168
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,46,46
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,185,185
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,42,42
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,96,96
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,37,37
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,34,34
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,125,125
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,22,22
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,48,48
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,26,26
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,44,44
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,25,25
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,13,13
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,33,33
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,11,11
SANTA ANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,48,48
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,390,390
SANTA ROSA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,25,25
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,15,15
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,3,3
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
SENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
SHINAOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,43,43
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,26,26
SICAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
SIPE SIPE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,32,32
SOPACHUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
SORACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
SORATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,16,16
SUCRE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,210,210
TACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,14,14
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,18,18
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,36,36
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,2,2
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,138,138
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,20,20
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
TIAWANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,22,22
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,8,8
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,120,120
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,28,28
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,1,1
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,5,5
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,4,4
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,12,12
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,10,10
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,18,18
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,9,9
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,303,303
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,67,67
TURCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,6,6
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2013-01-01,7,7
