municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,136,136
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,39,39
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,234,234
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,4,4
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,8,8
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2204,2204
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,28563,28563
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,282,282
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,33,33
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,42,42
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,142,142
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,3,3
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,231,231
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,65,65
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,771,771
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,135,135
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,38,38
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,10262,10262
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,29,29
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,128,128
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,27,27
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,56,56
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,31,31
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,21,21
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,16,16
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,7,7
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,57,57
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,157,157
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,117,117
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,42,42
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,10,10
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,416,416
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,89,89
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,3,3
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,24,24
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,47,47
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,23,23
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,50,50
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,630,630
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,39236,39236
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,16,16
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,4,4
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,638,638
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,18,18
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,94,94
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,22,22
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,103,103
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,91,91
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,146,146
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,711,711
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,3772,3772
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,8,8
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,8,8
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,27,27
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,8542,8542
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,97,97
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,118,118
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,128,128
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,4,4
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,6,6
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,4,4
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,10,10
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,93,93
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,6,6
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,31,31
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,268,268
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,75,75
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,7512,7512
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,33,33
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,6,6
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,8,8
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,123,123
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,55,55
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,123,123
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,555,555
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,850,850
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1066,1066
QUIME,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,3,3
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,227,227
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2522,2522
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,287,287
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,182,182
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,665,665
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,11,11
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,27,27
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,12,12
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,230,230
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,83,83
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,10,10
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,212,212
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,780,780
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,90,90
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,57,57
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,344,344
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,140,140
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,647,647
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,135,135
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,42,42
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,114,114
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,261,261
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,70,70
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,64,64
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,98,98
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,117,117
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,36083,36083
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,179,179
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,31,31
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,39,39
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,35,35
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,6,6
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,20777,20777
TACACOMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1,1
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,7,7
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,195,195
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,9417,9417
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,63,63
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,182,182
TOMAVE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,10,10
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,99,99
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,7,7
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2793,2793
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,567,567
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,24,24
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,671,671
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,352,352
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,365,365
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,447,447
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,2,2
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,453,453
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,9,9
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,436,436
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,125,125
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,277,277
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,1940,1940
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,516,516
YOCALLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,3,3
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-01-01,13,13
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,129,129
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,38,38
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,102,102
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,13,13
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,324,324
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,262,262
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,14,14
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,108,108
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,56,56
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,734,734
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,42,42
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,20,20
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,56,56
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,174,174
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,14,14
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,472,472
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,22,22
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,219,219
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,46,46
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,317,317
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,118,118
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,35,35
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,136,136
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,14,14
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2094,2094
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,25679,25679
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,272,272
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,41,41
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,66,66
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,39,39
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,240,240
CORQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,23,23
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,813,813
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,92,92
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,42,42
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,8871,8871
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,50,50
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,219,219
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,5,5
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,20,20
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,89,89
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,6,6
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,72,72
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,8,8
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,4,4
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,95,95
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,580,580
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,84,84
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,163,163
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,512,512
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,9,9
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,4,4
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,38,38
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,18,18
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,41,41
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,839,839
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,31435,31435
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,18,18
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,588,588
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,5,5
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,303,303
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,6,6
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,65,65
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,25,25
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,106,106
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,539,539
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2414,2414
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,3,3
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,63,63
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,12,12
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,22,22
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,6672,6672
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,108,108
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,110,110
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,67,67
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,5,5
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,6,6
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,84,84
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,34,34
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,28,28
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,365,365
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,8,8
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,6840,6840
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,12,12
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,4,4
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,171,171
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,57,57
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,243,243
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,615,615
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,708,708
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,962,962
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,30,30
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,93,93
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2373,2373
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,268,268
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,217,217
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,970,970
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,1,1
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,140,140
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,3,3
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,26,26
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,21,21
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,223,223
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,76,76
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,4,4
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,190,190
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,744,744
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,2,2
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,85,85
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,86,86
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,318,318
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,141,141
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,638,638
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,112,112
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,29,29
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,68,68
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2021-02-01,164,164
