municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,478,478
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,992,992
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1395,1395
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,310,310
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,372,372
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,279,279
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,279,279
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31430,31430
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1272,1272
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1333,1333
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,372,372
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,39,39
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,775,775
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,620,620
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,289,289
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,279,279
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,2108,2108
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,3,3
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,90,90
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,465,465
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,310,310
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,372,372
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,180,180
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,558,558
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,333,333
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,3503,3503
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,79247,79247
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,46,46
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,372,372
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1085,1085
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,5,5
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,434,434
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,248,248
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,155,155
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
MECAPACA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,30,30
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,509,509
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1767,1767
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,279,279
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,2156,2156
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,7719,7719
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,620,620
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,217,217
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,23419,23419
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,589,589
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,308,308
PALCA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,61,61
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,341,341
PAMPA GRANDE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,155,155
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,244,244
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,60,60
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,744,744
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,341,341
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,248,248
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,86,86
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,899,899
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,2108,2108
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,20832,20832
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,527,527
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,178,178
PUERTO PEREZ,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,360,360
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,273,273
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,558,558
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1674,1674
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,341,341
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1953,1953
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,4709,4709
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,620,620
REYES,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1236,1236
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,4893,4893
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1328,1328
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,434,434
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,3875,3875
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,310,310
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,733,733
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,155,155
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,93,93
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,112,112
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,672,672
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,61,61
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,806,806
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,2759,2759
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,66,66
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1085,1085
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,480,480
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1254,1254
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1147,1147
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,621,621
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,2,2
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,156,156
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,435,435
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,186,186
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,558,558
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,620,620
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,64581,64581
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1116,1116
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,371,371
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,279,279
SENA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,121,121
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,674,674
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,62,62
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,403,403
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,248,248
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,40391,40391
TACOBAMBA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,152,152
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,806,806
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,589,589
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,18232,18232
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,868,868
TINGUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,341,341
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,155,155
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,30,30
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,180,180
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1178,1178
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,310,310
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,713,713
TOTORA(ORR),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,93,93
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,7363,7363
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1240,1240
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,186,186
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1271,1271
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,701,701
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,2387,2387
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,217,217
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,248,248
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1515,1515
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,341,341
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,2107,2107
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,155,155
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1517,1517
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1023,1023
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,609,609
YACO,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,93,93
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,8510,8510
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,186,186
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,1218,1218
YOCALLA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,124,124
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,217,217
YUNGUYO DE LITORAL,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,31,31
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2021-01-01,186,186
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,56,56
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,532,532
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,840,840
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,84,84
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,382,382
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,420,420
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,90,90
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,56,56
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1008,1008
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1111,1111
AYATA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,624,624
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,672,672
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,2931,2931
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,532,532
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,112,112
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,308,308
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,416,416
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,30,30
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,224,224
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,335,335
CAJUATA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,56,56
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1288,1288
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,168,168
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,3046,3046
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,560,560
CAQUIAVIRI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,84,84
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,784,784
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1260,1260
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,248,248
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1260,1260
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,199,199
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1060,1060
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,140,140
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,324,324
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,728,728
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,84,84
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,280,280
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,420,420
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,5351,5351
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,280,280
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,53684,53684
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1680,1680
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,116,116
COLLANA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,150,150
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,84,84
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,336,336
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,392,392
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,806,806
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,30,30
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,896,896
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,46,46
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1260,1260
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,392,392
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,336,336
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,252,252
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,252,252
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,27776,27776
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,168,168
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,644,644
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,224,224
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,448,448
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1232,1232
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,336,336
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,56,56
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,112,112
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,20,20
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,112,112
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,1848,1848
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,910,910
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,257,257
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,252,252
HUACHACALLA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,28,28
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,2184,2184
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,56,56
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,30,30
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,26,26
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,420,420
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,252,252
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,336,336
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,180,180
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,505,505
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,324,324
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,3136,3136
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2021-02-01,65001,65001
