,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,9,11,97,72,106,83,189
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,22,23,192,161,214,184,398
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,8,9,93,89,101,98,199
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,55,66,202,220,257,286,543
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,2,47,56,51,58,109
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,6,24,14,31,20,51
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,4,33,33,37,37,74
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,6,62,55,64,61,125
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,31,24,148,151,179,175,354
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,5,46,50,50,55,105
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,11,10,109,113,120,123,243
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,9,2,45,32,54,34,88
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,2,7,2,7,9
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,7,4,7,4,11
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,5,18,18,19,23,42
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,106,96,181,176,287,272,559
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,15,11,138,155,153,166,319
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,5,28,31,34,36,70
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,0,4,8,6,8,14
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,5,28,33,30,38,68
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,5,95,102,98,107,205
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,14,7,95,94,109,101,210
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,9,45,41,51,50,101
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,3,43,49,47,52,99
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,5,102,120,105,125,230
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,1,17,8,18,9,27
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,3,72,77,78,80,158
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,11,5,101,89,112,94,206
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,3,12,13,12,16,28
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,42,49,248,223,290,272,562
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,10,17,250,199,260,216,476
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,18,6,53,46,71,52,123
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,10,10,165,171,175,181,356
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,43,50,334,323,377,373,750
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,0,3,2,6,2,8
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,19,9,64,54,83,63,146
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,6,30,30,36,36,72
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,6,20,22,27,28,55
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,5,6,5,6,11
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,3,13,8,15,11,26
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,33,28,314,300,347,328,675
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,6,53,44,59,50,109
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,27,24,149,127,176,151,327
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,18,23,18,23,41
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,8,11,92,75,100,86,186
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,112,98,185,170,297,268,565
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,3,11,9,17,12,29
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,10,13,10,13,23
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,3,22,18,24,21,45
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,15,20,112,120,127,140,267
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,4,28,36,30,40,70
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,4,46,65,52,69,121
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,10,4,67,52,77,56,133
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,68,49,97,70,165,119,284
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,89,88,509,467,598,555,1153
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,5,30,46,32,51,83
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1608,1645,2867,2726,4475,4371,8846
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,5,4,5,4,9
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,114,86,151,135,265,221,486
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,2,66,79,66,81,147
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,1,22,20,23,21,44
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,24,18,173,134,197,152,349
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,2,0,0,7,2,9
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,16,17,169,166,185,183,368
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,1,69,55,70,56,126
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,10,87,103,92,113,205
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,2,18,15,20,17,37
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,16,66,128,110,144,176,320
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,1,14,9,14,10,24
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,21,14,159,136,180,150,330
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,19,16,72,44,91,60,151
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,7,157,124,164,131,295
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,2,43,34,44,36,80
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,9,6,68,89,77,95,172
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,2,53,41,53,43,96
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,14,22,126,120,140,142,282
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,86,93,498,540,584,633,1217
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,2,2,0,3,2,5
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,31,8,167,155,198,163,361
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,0,7,7,9,7,16
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,2,23,15,27,17,44
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,11,7,102,116,113,123,236
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,2,26,38,28,40,68
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,15,12,15,12,27
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,7,34,31,38,38,76
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,837,792,4765,4570,5602,5362,10964
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,0,29,24,31,24,55
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,8,67,71,73,79,152
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,20,26,58,62,78,88,166
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,51,78,449,445,500,523,1023
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,1,24,18,25,19,44
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,22,11,186,160,208,171,379
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,78,373,946,171,1024,544,1568
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,0,1,0,1,1
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,4,24,23,29,27,56
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,1,3,1,3,4
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,1,33,20,35,21,56
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,2,15,16,20,18,38
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,1,14,7,16,8,24
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,10,89,110,96,120,216
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,1,33,39,35,40,75
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,60,52,120,113,180,165,345
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,20,9,46,32,66,41,107
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,9,5,159,135,168,140,308
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,2,41,23,44,25,69
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,60,68,380,381,440,449,889
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,17,19,93,101,110,120,230
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,6,42,68,46,74,120
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,1,9,10,11,11,22
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,1,27,18,29,19,48
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,21,21,207,176,228,197,425
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,0,25,15,28,15,43
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,1,30,27,30,28,58
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,1,12,12,13,13,26
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,32,24,32,24,56
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,0,15,12,16,12,28
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,5,5,15,7,20,27
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,5,20,25,26,30,56
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,4,60,49,66,53,119
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,2,12,13,15,15,30
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,3,53,56,58,59,117
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,10,6,117,79,127,85,212
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,10,6,87,76,97,82,179
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,7,88,87,92,94,186
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,35,32,322,338,357,370,727
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,70,65,685,657,755,722,1477
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1784,1583,3488,3349,5272,4932,10204
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,1,6,1,6,7
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,1,17,11,19,12,31
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,10,131,101,138,111,249
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,5,26,22,28,27,55
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,6,11,15,12,21,33
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,24,26,248,271,272,297,569
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,3,15,21,20,24,44
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,14,12,15,11,29,23,52
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,5,35,37,41,42,83
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,2,46,30,49,32,81
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,3,44,45,44,48,92
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,7,97,110,104,117,221
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,16,12,94,90,110,102,212
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,1,2,1,2,3
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,13,6,144,149,157,155,312
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,24,41,44,44,68,85,153
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,24,27,153,152,177,179,356
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,47,21,246,189,293,210,503
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,5,54,56,60,61,121
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,1,2,3,2,4,6
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,7,31,37,35,44,79
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,30,19,209,163,239,182,421
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,191,220,1106,1026,1297,1246,2543
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,0,15,11,18,11,29
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,5,31,31,35,36,71
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,2,2,29,15,31,17,48
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,2,5,1,5,3,8
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,4,23,20,24,24,48
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,9,41,37,44,46,90
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,8,11,100,75,108,86,194
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,2,63,46,64,48,112
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,643,716,1827,2056,2470,2772,5242
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,11,17,128,144,139,161,300
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,10,8,46,56,56,64,120
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,7,14,157,142,164,156,320
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,33,36,136,90,169,126,295
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,13,20,203,193,216,213,429
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,2,11,26,15,28,43
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,3,69,66,73,69,142
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,1,16,24,20,25,45
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,2,21,7,25,9,34
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,23,17,137,133,160,150,310
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,2,39,27,39,29,68
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,9,39,44,43,53,96
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,5,89,68,92,73,165
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,4,77,89,82,93,175
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,26,21,98,75,124,96,220
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,3,1,38,27,41,28,69
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,10,7,105,86,115,93,208
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,13,4,52,51,65,55,120
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,13,10,46,35,59,45,104
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,23,18,108,87,131,105,236
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,3,58,42,63,45,108
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,1,1,5,6,6,7,13
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,428,418,1315,1281,1743,1699,3442
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,5,2,27,29,32,31,63
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,0,8,7,8,7,15
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,6,13,139,161,145,174,319
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,4,27,24,31,28,59
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,8,35,56,39,64,103
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,4,0,96,80,100,80,180
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,0,1,8,15,8,16,24
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-01-01,9,4,102,123,111,127,238
