,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,11,14,59,47,70,61,131
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,16,8,172,152,188,160,348
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,81,48,353,311,434,359,793
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,16,17,109,119,125,136,261
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,1,24,27,25,28,53
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,12,11,25,24,37,35,72
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,1,2,1,2,2,4
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,4,8,12,8,16,24
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,37,32,321,366,358,398,756
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,5,59,41,62,46,108
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,44,61,84,101,128,162,290
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,17,11,17,11,28
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,8,11,82,72,90,83,173
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,93,100,228,213,321,313,634
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,22,22,22,22,44
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,8,12,8,12,20
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,3,25,29,28,32,60
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,14,14,98,96,112,110,222
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,2,57,54,61,56,117
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,2,49,63,50,65,115
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,8,70,60,74,68,142
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,13,6,110,109,123,115,238
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,72,61,490,511,562,572,1134
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,12,13,66,64,78,77,155
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1478,1510,3439,3375,4917,4885,9802
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,10,8,10,8,18
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,263,217,281,240,544,457,1001
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,1,73,88,75,89,164
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,1,27,17,29,18,47
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,15,13,224,77,239,90,329
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,4,0,0,3,4,7
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,17,14,137,150,154,164,318
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,2,88,72,92,74,166
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,1,99,94,103,95,198
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,6,22,8,24,14,38
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,10,11,136,124,146,135,281
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,3,7,3,7,10
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,18,26,168,149,186,175,361
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,11,6,95,56,106,62,168
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,8,107,157,109,165,274
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,1,48,38,51,39,90
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,17,10,95,81,112,91,203
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,7,6,40,38,47,44,91
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,29,24,160,139,189,163,352
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,92,90,591,524,683,614,1297
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,0,3,2,4,2,6
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,16,10,210,173,226,183,409
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,5,14,11,16,16,32
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,2,21,19,24,21,45
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,7,137,120,139,127,266
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,2,26,34,30,36,66
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,19,4,19,4,23
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,4,42,29,48,33,81
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1137,1045,5394,4996,6531,6041,12572
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,23,16,23,16,39
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,7,9,69,76,76,85,161
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,11,19,70,67,81,86,167
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,67,60,423,442,490,502,992
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,0,23,20,25,20,45
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,13,19,171,145,184,164,348
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,112,83,448,402,560,485,1045
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,0,3,0,3,3
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,6,23,31,27,37,64
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,0,1,0,2,0,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,0,35,25,36,25,61
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,1,6,3,7,4,11
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,0,15,13,16,13,29
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,13,12,100,114,113,126,239
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,3,39,47,42,50,92
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,26,34,134,137,160,171,331
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,13,14,64,50,77,64,141
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,9,18,149,113,158,131,289
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,3,53,33,54,36,90
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,61,70,338,379,399,449,848
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,10,8,90,91,100,99,199
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,2,53,67,56,69,125
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,0,9,8,10,8,18
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,0,3,10,4,10,14
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,9,24,152,167,161,191,352
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,2,37,33,41,35,76
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,3,41,26,45,29,74
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,7,10,7,10,17
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,1,28,17,28,18,46
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,1,14,14,16,15,31
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,2,10,11,11,13,24
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,2,27,18,30,20,50
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,7,3,53,41,60,44,104
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,13,1,13,1,14
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,17,15,81,63,98,78,176
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,12,4,92,80,104,84,188
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,2,82,77,85,79,164
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,8,5,90,76,98,81,179
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,24,31,320,311,344,342,686
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,58,59,751,678,809,737,1546
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1631,1411,3888,3601,5519,5012,10531
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,1,5,1,5,6
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,9,40,33,42,42,84
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,8,12,123,120,131,132,263
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,2,26,26,29,28,57
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,14,14,0,16,14,30
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,18,17,206,192,224,209,433
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,0,26,20,28,20,48
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,7,5,13,16,20,21,41
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,5,32,39,36,44,80
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,1,34,20,34,21,55
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,3,49,45,50,48,98
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,23,15,112,89,135,104,239
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,16,7,100,76,116,83,199
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,3,0,3,0,3
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,20,13,157,178,177,191,368
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,8,75,69,81,77,158
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,22,17,177,151,199,168,367
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,16,22,269,249,285,271,556
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,3,62,48,66,51,117
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,1,2,3,2,4,6
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,9,32,42,34,51,85
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,14,10,224,182,238,192,430
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,354,291,1064,1061,1418,1352,2770
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,4,20,8,22,12,34
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,1,57,59,59,60,119
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,3,17,15,17,18,35
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,1,7,0,7,1,8
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,2,24,27,24,29,53
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,7,48,38,54,45,99
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,11,13,98,84,109,97,206
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,1,96,79,102,80,182
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,584,661,1937,2036,2521,2697,5218
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,14,24,139,110,153,134,287
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,12,10,61,67,73,77,150
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,22,8,129,100,151,108,259
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,50,53,120,105,170,158,328
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,28,27,268,190,296,217,513
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,1,13,25,16,26,42
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,9,5,67,55,76,60,136
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,12,24,12,24,36
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,21,15,21,15,36
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,35,42,159,126,194,168,362
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,2,49,36,52,38,90
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,2,58,73,62,75,137
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,6,71,50,77,56,133
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,7,11,101,97,108,108,216
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,16,29,88,84,104,113,217
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,6,39,43,43,49,92
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,6,118,90,124,96,220
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,14,58,67,64,81,145
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,15,6,47,31,62,37,99
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,19,8,81,66,100,74,174
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,3,52,61,53,64,117
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,0,10,3,13,3,16
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,348,373,1240,1213,1588,1586,3174
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,1,31,24,33,25,58
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,1,9,11,10,12,22
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,12,15,164,161,176,176,352
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,5,2,34,26,39,28,67
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,8,7,70,63,78,70,148
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,5,7,70,92,75,99,174
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,12,15,12,15,27
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,9,12,116,124,125,136,261
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,11,9,65,68,76,77,153
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,2,6,5,7,7,14
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,25,25,106,96,131,121,252
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,88,104,639,582,727,686,1413
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,9,15,92,62,101,77,178
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,29,34,343,262,372,296,668
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,1,27,35,28,36,64
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,544,398,814,724,1358,1122,2480
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,6,6,42,55,48,61,109
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,0,6,6,8,6,14
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,9,54,38,58,47,105
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,18,23,112,101,130,124,254
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,167,114,1080,758,1247,872,2119
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,15,15,90,91,105,106,211
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,24,15,129,145,153,160,313
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,2,1,31,11,33,12,45
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,205,227,1336,1255,1541,1482,3023
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,5,4,29,19,34,23,57
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,5,12,105,96,110,108,218
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,8,36,31,40,39,79
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,5,6,69,68,74,74,148
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,7,8,83,61,90,69,159
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,0,13,11,13,11,24
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,19,11,74,72,93,83,176
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,0,3,9,16,9,19,28
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,2,10,11,13,13,26
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,4,30,32,33,36,69
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,5,4,128,142,133,146,279
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,46,41,358,324,404,365,769
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,16,11,94,74,110,85,195
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,26,13,204,161,230,174,404
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,59,62,214,165,273,227,500
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,63,56,392,391,455,447,902
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,12,8,11,5,23,13,36
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,15,21,74,51,89,72,161
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,32,26,11,2,43,28,71
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,25,20,90,93,115,113,228
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,23,35,61,65,84,100,184
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,32,27,312,286,344,313,657
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,3,6,64,25,67,31,98
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,30,22,196,177,226,199,425
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,19,16,138,131,157,147,304
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,14,13,103,107,117,120,237
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,9,9,112,104,121,113,234
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,4,2,25,15,29,17,46
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,13,7,124,96,137,103,240
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,17,8,115,143,132,151,283
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2016-06-01,1,8,25,30,26,38,64
