,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
PRESTO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,169,182,3,0,172,182,354
PUCARA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,30,33,5,8,35,41,76
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,165,154,5,5,170,159,329
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,90,70,0,0,90,70,160
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,58,65,0,2,58,67,125
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,220,186,26,13,246,199,445
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2015-07-01,33,30,1,1,34,31,65
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,94,93,6,12,100,105,205
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,162,130,13,0,175,130,305
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2015-07-01,19,10,2,0,21,10,31
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2015-07-01,158,196,21,12,179,208,387
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1087,1005,51,42,1138,1047,2185
PUNA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,221,181,5,1,226,182,408
PUNATA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,388,396,59,36,447,432,879
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,21,19,34,31,55,50,105
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1726,1522,1432,1373,3158,2895,6053
QUIME,consulta externa,ninos  de 1 a 4 anos,2015-07-01,127,114,4,0,131,114,245
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,12,12,0,1,12,13,25
RAVELO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,236,196,1,1,237,197,434
REYES,consulta externa,ninos  de 1 a 4 anos,2015-07-01,227,207,1,4,228,211,439
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1992,1740,222,146,2214,1886,4100
ROBORE,consulta externa,ninos  de 1 a 4 anos,2015-07-01,163,152,10,23,173,175,348
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2015-07-01,242,230,52,9,294,239,533
SABAYA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,35,21,12,7,47,28,75
SACABA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1586,1556,141,103,1727,1659,3386
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,32,45,17,20,49,65,114
SACACA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,315,281,5,2,320,283,603
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,86,97,9,11,95,108,203
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,122,97,1,3,123,100,223
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,89,78,4,0,93,78,171
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2015-07-01,26,36,1,5,27,41,68
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2015-07-01,207,190,6,4,213,194,407
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,33,35,1,3,34,38,72
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,41,38,1,0,42,38,80
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,113,95,2,0,115,95,210
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,169,137,58,41,227,178,405
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,573,555,75,82,648,637,1285
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,160,151,1,4,161,155,316
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,284,289,43,27,327,316,643
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,371,327,48,30,419,357,776
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,597,597,22,15,619,612,1231
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2015-07-01,48,29,22,19,70,48,118
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2015-07-01,95,90,0,0,95,90,185
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2015-07-01,93,59,1,1,94,60,154
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,200,204,13,17,213,221,434
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,187,152,10,6,197,158,355
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2015-07-01,724,706,114,85,838,791,1629
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2015-07-01,122,147,3,3,125,150,275
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2015-07-01,345,387,13,24,358,411,769
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,519,544,17,12,536,556,1092
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,171,144,38,41,209,185,394
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,95,84,16,14,111,98,209
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2015-07-01,49,39,0,4,49,43,92
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,328,331,19,13,347,344,691
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,463,422,0,1,463,423,886
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,85,80,2,0,87,80,167
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2015-07-01,19,11,3,2,22,13,35
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,45,32,57,33,102,65,167
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2015-07-01,62,54,2,2,64,56,120
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2015-07-01,183,133,23,15,206,148,354
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,53,53,2,1,55,54,109
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2015-07-01,120,131,4,1,124,132,256
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,139,120,131,122,270,242,512
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,12339,11633,2484,2375,14823,14008,28831
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,133,94,1,0,134,94,228
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,294,276,31,26,325,302,627
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,18,39,13,12,31,51,82
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,121,121,2,2,123,123,246
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,48,21,5,0,53,21,74
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,17,24,0,0,17,24,41
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2015-07-01,84,72,5,4,89,76,165
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,20,45,1,4,21,49,70
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,115,144,0,1,115,145,260
SENA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,163,140,16,20,179,160,339
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,453,403,86,41,539,444,983
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2015-07-01,207,203,7,6,214,209,423
SICAYA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,39,41,3,1,42,42,84
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2015-07-01,633,548,29,16,662,564,1226
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2015-07-01,202,144,7,3,209,147,356
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,105,118,2,1,107,119,226
SORATA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,209,155,14,14,223,169,392
SUCRE,consulta externa,ninos  de 1 a 4 anos,2015-07-01,4908,4659,1178,1059,6086,5718,11804
TACACHI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,10,11,9,6,19,17,36
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,123,109,5,5,128,114,242
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,90,95,25,17,115,112,227
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,117,120,4,3,121,123,244
TAHUA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,11,19,0,0,11,19,30
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,275,274,2,3,277,277,554
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,252,239,1,1,253,240,493
TARACO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,29,24,24,7,53,31,84
TARATA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,83,71,22,21,105,92,197
TARIJA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,3392,2969,831,659,4223,3628,7851
TARVITA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,413,351,13,9,426,360,786
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2015-07-01,245,251,10,12,255,263,518
TIAWANACU,consulta externa,ninos  de 1 a 4 anos,2015-07-01,65,51,18,13,83,64,147
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,260,205,1,0,261,205,466
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,100,110,24,17,124,127,251
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,843,716,168,119,1011,835,1846
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2015-07-01,145,132,6,3,151,135,286
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2015-07-01,12,8,7,11,19,19,38
TOCO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,64,66,32,30,96,96,192
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,2,2,1,1,3,3,6
TOLATA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,76,63,14,15,90,78,168
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,48,36,2,2,50,38,88
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2015-07-01,168,156,6,5,174,161,335
TOMINA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,239,234,3,3,242,237,479
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,170,179,1,1,171,180,351
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2015-07-01,135,158,7,8,142,166,308
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2015-07-01,44,55,8,4,52,59,111
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2015-07-01,30,25,3,2,33,27,60
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1370,1344,354,366,1724,1710,3434
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,728,768,319,324,1047,1092,2139
TURCO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,35,36,1,0,36,36,72
UMALA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,109,108,4,2,113,110,223
UNCIA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,303,279,30,25,333,304,637
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2015-07-01,326,316,48,47,374,363,737
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,106,94,5,3,111,97,208
UYUNI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,304,335,14,13,318,348,666
VACAS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,64,47,18,20,82,67,149
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2015-07-01,159,148,30,24,189,172,361
VIACHA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,505,469,289,286,794,755,1549
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,76,92,3,2,79,94,173
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2015-07-01,229,249,2,1,231,250,481
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2015-07-01,563,572,26,14,589,586,1175
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2015-07-01,93,69,1,0,94,69,163
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,121,113,6,11,127,124,251
VILLA SERRANO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,239,239,50,66,289,305,594
VILLA TUNARI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1918,1749,66,45,1984,1794,3778
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos  de 1 a 4 anos,2015-07-01,198,149,25,25,223,174,397
VILLAZON,consulta externa,ninos  de 1 a 4 anos,2015-07-01,710,766,59,61,769,827,1596
VINTO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,301,276,149,146,450,422,872
VITICHI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,122,98,0,0,122,98,220
WALDO BALLIVIAN,consulta externa,ninos  de 1 a 4 anos,2015-07-01,23,20,2,0,25,20,45
WARNES,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1528,1357,72,90,1600,1447,3047
YACO,consulta externa,ninos  de 1 a 4 anos,2015-07-01,136,133,1,1,137,134,271
YACUIBA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1608,1414,299,288,1907,1702,3609
YAMPARAEZ,consulta externa,ninos  de 1 a 4 anos,2015-07-01,132,67,0,1,132,68,200
YANACACHI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,88,83,9,11,97,94,191
YAPACANI,consulta externa,ninos  de 1 a 4 anos,2015-07-01,649,648,88,93,737,741,1478
YOCALLA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,104,108,12,1,116,109,225
YOTALA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,108,117,23,19,131,136,267
YUNCHARA,consulta externa,ninos  de 1 a 4 anos,2015-07-01,141,130,3,3,144,133,277
YUNGUYO DE LITORAL,consulta externa,ninos  de 1 a 4 anos,2015-07-01,1,2,0,0,1,2,3
ZUDAÑEZ,consulta externa,ninos  de 1 a 4 anos,2015-07-01,146,156,4,7,150,163,313
ACACIO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,87,59,0,0,87,59,146
ACHACACHI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,244,226,62,42,306,268,574
ACHOCALLA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,150,133,5,2,155,135,290
AIQUILE,consulta externa,ninos  de 1 a 4 anos,2015-08-01,264,277,15,25,279,302,581
ALALAY,consulta externa,ninos  de 1 a 4 anos,2015-08-01,23,22,7,4,30,26,56
ALCALA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,87,94,3,6,90,100,190
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,369,341,25,19,394,360,754
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2015-08-01,77,66,2,3,79,69,148
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,38,40,4,1,42,41,83
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,11,9,3,1,14,10,24
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,39,57,54,59,93,116,209
APOLO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,352,321,69,84,421,405,826
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,89,67,1,0,90,67,157
ARANI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,57,73,22,15,79,88,167
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,233,229,66,45,299,274,573
ARQUE,consulta externa,ninos  de 1 a 4 anos,2015-08-01,170,153,8,5,178,158,336
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,289,278,14,11,303,289,592
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,239,203,14,7,253,210,463
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,36,32,0,0,36,32,68
AYATA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,126,106,1,4,127,110,237
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,41,36,24,45,65,81,146
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2015-08-01,386,368,9,11,395,379,774
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2015-08-01,255,200,2,3,257,203,460
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,93,74,4,3,97,77,174
BAURES,consulta externa,ninos  de 1 a 4 anos,2015-08-01,101,93,5,4,106,97,203
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,25,14,1,0,26,14,40
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,28,19,0,0,28,19,47
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2015-08-01,83,70,2,1,85,71,156
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,1056,1025,102,107,1158,1132,2290
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,309,315,18,10,327,325,652
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2015-08-01,92,83,4,5,96,88,184
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,36,27,7,4,43,31,74
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2015-08-01,46,59,4,11,50,70,120
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,215,177,40,33,255,210,465
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,745,597,19,25,764,622,1386
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,174,164,47,29,221,193,414
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2015-08-01,136,141,2,2,138,143,281
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,154,192,3,3,157,195,352
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,23,30,0,0,23,30,53
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,141,135,5,3,146,138,284
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,196,212,10,23,206,235,441
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2015-08-01,43,22,1,0,44,22,66
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,639,554,72,66,711,620,1331
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,258,255,22,28,280,283,563
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,76,60,0,0,76,60,136
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,203,151,7,3,210,154,364
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,778,653,60,44,838,697,1535
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,2,1,0,0,2,1,3
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,280,224,12,7,292,231,523
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,72,77,3,1,75,78,153
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2015-08-01,46,51,14,14,60,65,125
CATACORA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,17,17,7,3,24,20,44
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,27,15,2,1,29,16,45
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,285,278,155,186,440,464,904
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,102,69,5,0,107,69,176
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,491,475,17,17,508,492,1000
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,12,14,2,3,14,17,31
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,174,187,7,4,181,191,372
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2015-08-01,574,540,43,49,617,589,1206
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,24,13,1,0,25,13,38
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,15,8,0,2,15,10,25
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,8,12,0,1,8,13,21
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2015-08-01,250,275,9,24,259,299,558
CHUMA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,97,81,1,0,98,81,179
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,66,35,0,0,66,35,101
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,162,180,8,5,170,185,355
CLIZA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,218,152,83,64,301,216,517
COBIJA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,756,756,142,119,898,875,1773
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,317,325,32,30,349,355,704
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,6972,6592,3548,3371,10520,9963,20483
COIPASA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,10,3,0,0,10,3,13
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,512,421,125,117,637,538,1175
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2015-08-01,183,183,17,18,200,201,401
COLLANA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,8,20,32,31,40,51,91
COLOMI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,218,171,14,5,232,176,408
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,182,137,42,28,224,165,389
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,385,342,4,7,389,349,738
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,79,67,25,21,104,88,192
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,171,166,2,0,173,166,339
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2015-08-01,11,11,0,0,11,11,22
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,178,171,29,29,207,200,407
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,41,26,1,0,42,26,68
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2015-08-01,245,232,29,15,274,247,521
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,98,87,9,11,107,98,205
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,293,213,22,19,315,232,547
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,62,51,11,2,73,53,126
COROICO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,117,106,132,127,249,233,482
CORQUE,consulta externa,ninos  de 1 a 4 anos,2015-08-01,76,76,5,7,81,83,164
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,327,336,12,14,339,350,689
COTOCA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,837,852,41,61,878,913,1791
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,352,374,70,72,422,446,868
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2015-08-01,13,11,1,2,14,13,27
CUEVO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,75,54,5,6,80,60,140
CULPINA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,373,338,10,2,383,340,723
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,51,48,3,1,54,49,103
CURVA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,48,65,1,0,49,65,114
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,22,16,1,0,23,16,39
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,8935,8025,2751,2589,11686,10614,22300
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,63,44,0,1,63,45,108
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2015-08-01,340,311,2,0,342,311,653
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2015-08-01,141,115,15,22,156,137,293
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,957,906,139,138,1096,1044,2140
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2015-08-01,104,71,1,1,105,72,177
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2015-08-01,335,361,11,7,346,368,714
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,649,601,107,83,756,684,1440
ESCARA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,3,2,1,0,4,2,6
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,11,12,10,7,21,19,40
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,1,3,0,0,1,3,4
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2015-08-01,55,53,3,5,58,58,116
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2015-08-01,46,32,5,1,51,33,84
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2015-08-01,19,30,6,10,25,40,65
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2015-08-01,149,142,34,47,183,189,372
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,140,130,2,1,142,131,273
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,389,316,48,41,437,357,794
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2015-08-01,157,96,19,12,176,108,284
GUANAY,consulta externa,ninos  de 1 a 4 anos,2015-08-01,285,295,7,10,292,305,597
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2015-08-01,42,43,5,7,47,50,97
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2015-08-01,749,760,82,62,831,822,1653
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2015-08-01,405,396,41,42,446,438,884
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,210,194,23,23,233,217,450
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2015-08-01,84,94,16,18,100,112,212
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2015-08-01,4,7,0,0,4,7,11
