,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,55,47,3,2,58,49,107
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,248,264,5,6,253,270,523
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2015-01-01,226,216,3,3,229,219,448
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,70,67,1,0,71,67,138
BAURES,consulta externa,ninos  de 1 a 4 anos,2015-01-01,96,88,21,8,117,96,213
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,21,13,1,0,22,13,35
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,12,12,0,0,12,12,24
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2015-01-01,63,46,1,1,64,47,111
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,546,510,52,51,598,561,1159
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,279,203,4,0,283,203,486
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2015-01-01,51,33,33,30,84,63,147
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,28,28,1,2,29,30,59
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,72,52,15,8,87,60,147
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,239,159,2,3,241,162,403
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,531,485,31,36,562,521,1083
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,76,84,15,12,91,96,187
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2015-01-01,130,69,2,2,132,71,203
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,156,133,1,3,157,136,293
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,42,46,5,0,47,46,93
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,157,109,11,8,168,117,285
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,172,166,20,21,192,187,379
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,26,21,0,1,26,22,48
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,494,468,100,101,594,569,1163
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,243,209,38,23,281,232,513
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,28,43,0,0,28,43,71
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,207,173,20,15,227,188,415
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,314,306,205,197,519,503,1022
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,5,5,1,0,6,5,11
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,310,260,10,2,320,262,582
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,83,83,0,0,83,83,166
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,37,47,3,4,40,51,91
CATACORA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,15,15,1,1,16,16,32
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,15,6,1,0,16,6,22
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,223,222,113,167,336,389,725
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,55,44,0,0,55,44,99
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,582,550,11,15,593,565,1158
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,12,12,0,0,12,12,24
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,91,101,2,3,93,104,197
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,501,438,49,35,550,473,1023
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,15,15,0,0,15,15,30
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,5,4,1,0,6,4,10
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,15,11,1,4,16,15,31
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2015-01-01,177,133,19,27,196,160,356
CHUMA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,62,57,0,0,62,57,119
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,53,35,0,0,53,35,88
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,146,159,1,1,147,160,307
CLIZA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,231,174,20,17,251,191,442
COBIJA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,765,605,64,70,829,675,1504
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,171,157,1,0,172,157,329
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,5604,5219,2746,2506,8350,7725,16075
COIPASA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,5,4,0,0,5,4,9
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,244,220,163,189,407,409,816
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2015-01-01,171,151,13,15,184,166,350
COLLANA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,22,17,5,16,27,33,60
COLOMI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,170,135,3,2,173,137,310
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,122,93,26,21,148,114,262
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,331,324,7,7,338,331,669
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,40,26,12,6,52,32,84
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,113,97,9,5,122,102,224
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,7,12,0,1,7,13,20
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,209,176,24,20,233,196,429
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,21,17,1,0,22,17,39
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2015-01-01,191,166,202,217,393,383,776
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,45,56,0,0,45,56,101
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,149,127,21,12,170,139,309
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,52,48,5,2,57,50,107
COROICO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,135,136,49,42,184,178,362
CORQUE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,50,63,0,1,50,64,114
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,229,202,7,6,236,208,444
COTOCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,815,703,52,41,867,744,1611
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,2,1,0,0,2,1,3
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,337,321,18,17,355,338,693
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2015-01-01,8,7,0,0,8,7,15
CUEVO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,62,42,6,5,68,47,115
CULPINA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,171,161,2,0,173,161,334
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,42,30,0,2,42,32,74
CURVA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,24,19,1,2,25,21,46
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,16,14,0,1,16,15,31
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,6800,5893,1731,1652,8531,7545,16076
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,42,37,1,0,43,37,80
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2015-01-01,257,250,8,3,265,253,518
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,103,92,27,22,130,114,244
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,803,774,30,29,833,803,1636
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2015-01-01,64,49,7,6,71,55,126
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,239,277,2,0,241,277,518
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,573,495,50,37,623,532,1155
ESCARA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,4,4,0,0,4,4,8
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,24,17,9,18,33,35,68
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,16,7,1,0,17,7,24
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,44,39,2,1,46,40,86
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2015-01-01,42,33,5,2,47,35,82
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2015-01-01,24,21,1,0,25,21,46
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,232,174,41,43,273,217,490
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,108,119,2,6,110,125,235
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,333,263,8,9,341,272,613
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2015-01-01,71,74,42,31,113,105,218
GUANAY,consulta externa,ninos  de 1 a 4 anos,2015-01-01,219,230,4,2,223,232,455
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,20,26,2,0,22,26,48
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2015-01-01,603,607,179,179,782,786,1568
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,460,464,6,7,466,471,937
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,133,97,17,14,150,111,261
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,65,80,14,15,79,95,174
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,33,27,0,3,33,30,63
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,227,185,24,22,251,207,458
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,57,64,2,0,59,64,123
HUARINA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,30,18,12,18,42,36,78
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,21,19,17,12,38,31,69
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,33,30,1,2,34,32,66
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,9,12,0,0,9,12,21
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,29,32,2,0,31,32,63
ICLA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,152,166,1,2,153,168,321
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,182,198,4,5,186,203,389
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,19,24,0,2,19,26,45
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,101,88,1,2,102,90,192
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,257,211,7,6,264,217,481
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,163,135,4,0,167,135,302
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,105,102,37,62,142,164,306
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,610,529,21,24,631,553,1184
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,891,947,58,84,949,1031,1980
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,8080,7267,2619,1788,10699,9055,19754
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,186,170,4,3,190,173,363
LAJA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,102,78,14,7,116,85,201
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,42,29,1,1,43,30,73
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,15,8,0,0,15,8,23
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,446,364,10,7,456,371,827
LLICA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,32,29,1,1,33,30,63
LORETO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,33,51,4,1,37,52,89
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2015-01-01,44,50,12,8,56,58,114
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,29,32,3,0,32,32,64
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,151,128,3,1,154,129,283
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,169,182,16,7,185,189,374
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,117,92,4,2,121,94,215
MALLA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,31,32,0,0,31,32,63
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,120,123,6,8,126,131,257
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,80,76,6,2,86,78,164
MINEROS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,231,202,65,61,296,263,559
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,281,247,10,7,291,254,545
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,49,39,0,3,49,42,91
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,12,15,0,0,12,15,27
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,45,57,19,32,64,89,153
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,416,361,33,29,449,390,839
MONTERO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,1870,1557,249,181,2119,1738,3857
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,36,36,3,0,39,36,75
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,99,98,63,84,162,182,344
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,84,54,10,5,94,59,153
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2015-01-01,3,5,0,0,3,5,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,54,39,0,2,54,41,95
OCURI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,183,147,2,1,185,148,333
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,272,227,10,10,282,237,519
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,119,77,3,2,122,79,201
ORURO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,3106,2726,907,844,4013,3570,7583
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,251,240,22,23,273,263,536
PADILLA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,216,199,1,2,217,201,418
PAILON,consulta externa,ninos  de 1 a 4 anos,2015-01-01,271,262,10,18,281,280,561
PALCA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,132,102,12,6,144,108,252
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,476,502,43,25,519,527,1046
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,35,41,2,0,37,41,78
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,71,73,1,3,72,76,148
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,70,66,2,3,72,69,141
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,38,12,10,3,48,15,63
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,112,113,3,4,115,117,232
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,50,49,0,2,50,51,101
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,88,50,15,6,103,56,159
POCOATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,185,175,4,5,189,180,369
POCONA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,119,107,11,12,130,119,249
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,137,132,23,11,160,143,303
POOPO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,63,48,3,0,66,48,114
PORCO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,79,77,7,9,86,86,172
POROMA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,227,219,1,8,228,227,455
PORONGO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,138,101,3,5,141,106,247
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,241,234,234,523,475,757,1232
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2015-01-01,89,93,22,31,111,124,235
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,18,16,0,0,18,16,34
POTOSI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,2236,1975,206,181,2442,2156,4598
PRESTO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,127,127,1,6,128,133,261
PUCARA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,26,19,2,3,28,22,50
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,135,104,3,4,138,108,246
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,73,43,2,1,75,44,119
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,48,36,4,2,52,38,90
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,126,131,15,7,141,138,279
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,33,38,0,0,33,38,71
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,241,358,13,16,254,374,628
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,148,144,2,3,150,147,297
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2015-01-01,16,13,0,0,16,13,29
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,179,139,4,3,183,142,325
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2015-01-01,967,1075,67,58,1034,1133,2167
PUNA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,164,129,22,24,186,153,339
PUNATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,303,284,72,68,375,352,727
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,26,21,6,4,32,25,57
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,1145,1143,1463,1457,2608,2600,5208
QUIME,consulta externa,ninos  de 1 a 4 anos,2015-01-01,96,88,1,5,97,93,190
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,9,20,1,2,10,22,32
RAVELO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,138,150,2,0,140,150,290
REYES,consulta externa,ninos  de 1 a 4 anos,2015-01-01,133,126,3,4,136,130,266
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,1699,1810,134,146,1833,1956,3789
ROBORE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,171,118,11,10,182,128,310
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2015-01-01,243,245,53,14,296,259,555
SABAYA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,28,19,6,1,34,20,54
SACABA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,1181,1146,116,100,1297,1246,2543
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,29,25,12,19,41,44,85
SACACA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,237,199,4,3,241,202,443
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,108,91,19,7,127,98,225
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,92,109,0,1,92,110,202
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,88,63,8,1,96,64,160
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2015-01-01,23,25,2,0,25,25,50
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2015-01-01,111,98,10,11,121,109,230
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,13,30,0,1,13,31,44
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,28,11,6,4,34,15,49
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,108,126,0,0,108,126,234
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,101,82,32,24,133,106,239
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,510,443,77,67,587,510,1097
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,161,168,4,4,165,172,337
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,376,363,22,15,398,378,776
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,362,315,29,23,391,338,729
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,821,730,12,23,833,753,1586
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2015-01-01,43,25,0,1,43,26,69
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2015-01-01,91,95,2,1,93,96,189
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2015-01-01,103,76,3,0,106,76,182
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,157,167,16,16,173,183,356
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,189,134,33,26,222,160,382
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2015-01-01,877,805,133,148,1010,953,1963
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2015-01-01,115,122,2,2,117,124,241
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2015-01-01,174,176,17,9,191,185,376
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,413,342,4,4,417,346,763
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2015-01-01,159,128,43,32,202,160,362
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,127,112,19,17,146,129,275
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,48,25,4,2,52,27,79
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2015-01-01,287,275,7,9,294,284,578
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,241,261,4,0,245,261,506
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,73,66,4,3,77,69,146
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2015-01-01,9,9,1,3,10,12,22
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,28,23,8,4,36,27,63
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2015-01-01,40,36,0,0,40,36,76
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2015-01-01,170,118,14,13,184,131,315
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,82,66,6,3,88,69,157
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2015-01-01,118,110,2,1,120,111,231
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,217,176,62,56,279,232,511
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,10716,10007,2103,1921,12819,11928,24747
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,161,135,3,0,164,135,299
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,243,251,40,32,283,283,566
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,26,23,12,10,38,33,71
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2015-01-01,110,95,2,1,112,96,208
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2015-01-01,34,19,8,6,42,25,67
