municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,3,3
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,43,43
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,3,3
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,20,20
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,4,4
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,51,51
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1181,1181
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,70,70
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,4,4
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,15,15
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,24,24
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,6,6
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,13,13
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,25,25
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,554,554
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,3,3
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,12,12
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,45,45
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1,1
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,36,36
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,7,7
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,12,12
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1,1
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,3,3
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,21,21
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,3,3
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,431,431
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,21,21
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,4,4
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,124,124
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,12,12
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,37,37
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,196,196
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,19,19
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,232,232
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,26,26
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,42,42
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,123,123
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,7,7
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,4,4
SAN AGUSTIN,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1,1
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,9,9
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,58,58
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,16,16
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,29,29
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,75,75
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,27,27
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,36,36
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,4,4
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,50,50
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,4,4
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,22,22
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,14,14
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,18,18
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,2080,2080
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,11,11
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,8,8
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,31,31
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,8,8
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,374,374
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,16,16
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,364,364
TINGUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,90,90
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,5,5
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,14,14
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,9,9
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,15,15
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,266,266
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,53,53
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,9,9
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,3,3
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,34,34
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,31,31
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,48,48
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,72,72
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,7,7
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,61,61
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,4,4
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,40,40
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,36,36
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,6,6
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,71,71
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,22,22
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-01-01,90,90
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,21,21
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,29,29
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
APOLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,15,15
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,39,39
AYATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,13,13
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,8,8
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,28,28
BOLPEBRA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,20,20
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,6,6
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,25,25
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,17,17
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,17,17
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,9,9
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,66,66
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,37,37
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,5,5
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,14,14
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,25,25
CHUMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,31,31
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,107,107
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,930,930
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,53,53
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,20,20
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,32,32
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,29,29
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,61,61
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,17,17
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
CURVA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1196,1196
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,6,6
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,79,79
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,10,10
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,13,13
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,7,7
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,20,20
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,6,6
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,58,58
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,721,721
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,46,46
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,5,5
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,14,14
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,13,13
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,21,21
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,18,18
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,38,38
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,36,36
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,508,508
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,10,10
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,17,17
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,25,25
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,27,27
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,14,14
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,12,12
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,343,343
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,15,15
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,9,9
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,102,102
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,24,24
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,159,159
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,12,12
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,238,238
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,16,16
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,48,48
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,116,116
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,12,12
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,62,62
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,16,16
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,21,21
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,26,26
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,72,72
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,24,24
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,41,41
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,41,41
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,20,20
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,18,18
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,5,5
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2051,2051
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,5,5
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,9,9
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,24,24
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,7,7
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,346,346
TACOBAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,5,5
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,18,18
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,399,399
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,78,78
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,3,3
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,2,2
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,6,6
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,22,22
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,255,255
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,53,53
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,9,9
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,40,40
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,34,34
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,49,49
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,58,58
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,6,6
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,61,61
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,1,1
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,59,59
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,13,13
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,4,4
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,13,13
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,24,24
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2019-02-01,82,82
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,6,6
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,21,21
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,36,36
APOLO,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,18,18
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,47,47
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,8,8
AUCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2019-03-01,12,12
