municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2005-01-01,10,10
COLQUIRI,internaciones,dias camas ocupadas maternidad,2005-01-01,12,12
COMARAPA,internaciones,dias camas ocupadas maternidad,2005-01-01,32,32
CONCEPCION,internaciones,dias camas ocupadas maternidad,2005-01-01,58,58
COPACABANA,internaciones,dias camas ocupadas maternidad,2005-01-01,20,20
CORIPATA,internaciones,dias camas ocupadas maternidad,2005-01-01,34,34
CORO CORO,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
COROICO,internaciones,dias camas ocupadas maternidad,2005-01-01,33,33
CORQUE,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
COTAGAITA,internaciones,dias camas ocupadas maternidad,2005-01-01,11,11
COTOCA,internaciones,dias camas ocupadas maternidad,2005-01-01,165,165
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2005-01-01,20,20
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
CUEVO,internaciones,dias camas ocupadas maternidad,2005-01-01,7,7
CULPINA,internaciones,dias camas ocupadas maternidad,2005-01-01,83,83
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
CURVA,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
EL ALTO,internaciones,dias camas ocupadas maternidad,2005-01-01,2574,2574
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2005-01-01,13,13
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2005-01-01,9,9
EL TORNO,internaciones,dias camas ocupadas maternidad,2005-01-01,96,96
EL VILLAR,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2005-01-01,28,28
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2005-01-01,34,34
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2005-01-01,13,13
EXALTACION,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2005-01-01,144,144
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2005-01-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
GUANAY,internaciones,dias camas ocupadas maternidad,2005-01-01,22,22
GUAQUI,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2005-01-01,292,292
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2005-01-01,36,36
HUACARETA,internaciones,dias camas ocupadas maternidad,2005-01-01,25,25
HUACHACALLA,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
HUANUNI,internaciones,dias camas ocupadas maternidad,2005-01-01,84,84
HUARACAJE,internaciones,dias camas ocupadas maternidad,2005-01-01,9,9
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
INCAHUASI,internaciones,dias camas ocupadas maternidad,2005-01-01,74,74
INQUISIVI,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2005-01-01,13,13
IXIAMAS,internaciones,dias camas ocupadas maternidad,2005-01-01,15,15
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2005-01-01,39,39
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2005-01-01,75,75
LA PAZ,internaciones,dias camas ocupadas maternidad,2005-01-01,4824,4824
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2005-01-01,7,7
LAJA,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
LAS CARRERAS,internaciones,dias camas ocupadas maternidad,2005-01-01,32,32
LICOMA PAMPA,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2005-01-01,242,242
LLICA,internaciones,dias camas ocupadas maternidad,2005-01-01,10,10
LURIBAY,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
MACHARETI,internaciones,dias camas ocupadas maternidad,2005-01-01,24,24
MAGDALENA,internaciones,dias camas ocupadas maternidad,2005-01-01,44,44
MAIRANA,internaciones,dias camas ocupadas maternidad,2005-01-01,31,31
MAPIRI,internaciones,dias camas ocupadas maternidad,2005-01-01,22,22
MECAPACA,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
MINEROS,internaciones,dias camas ocupadas maternidad,2005-01-01,30,30
MIZQUE,internaciones,dias camas ocupadas maternidad,2005-01-01,50,50
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
MOJOCOYA,internaciones,dias camas ocupadas maternidad,2005-01-01,24,24
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2005-01-01,121,121
MONTERO,internaciones,dias camas ocupadas maternidad,2005-01-01,523,523
MORO MORO,internaciones,dias camas ocupadas maternidad,2005-01-01,37,37
MOROCHATA,internaciones,dias camas ocupadas maternidad,2005-01-01,13,13
OKINAWA,internaciones,dias camas ocupadas maternidad,2005-01-01,34,34
OMEREQUE,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
ORURO,internaciones,dias camas ocupadas maternidad,2005-01-01,1217,1217
PADILLA,internaciones,dias camas ocupadas maternidad,2005-01-01,85,85
PAILON,internaciones,dias camas ocupadas maternidad,2005-01-01,44,44
PALCA,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2005-01-01,52,52
PAMPA AULLAGAS,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2005-01-01,11,11
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
PASORAPA,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2005-01-01,54,54
PAZÑA,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
POCOATA,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
POCONA,internaciones,dias camas ocupadas maternidad,2005-01-01,40,40
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2005-01-01,24,24
POOPO,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
PORCO,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
POROMA,internaciones,dias camas ocupadas maternidad,2005-01-01,47,47
PORONGO,internaciones,dias camas ocupadas maternidad,2005-01-01,12,12
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2005-01-01,61,61
PORVENIR,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
POSTRER VALLE,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
POTOSI,internaciones,dias camas ocupadas maternidad,2005-01-01,889,889
PRESTO,internaciones,dias camas ocupadas maternidad,2005-01-01,9,9
PUCARANI,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2005-01-01,63,63
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2005-01-01,11,11
PUERTO GONZALO MORENO,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2005-01-01,63,63
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2005-01-01,24,24
PUERTO SILES,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2005-01-01,45,45
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2005-01-01,205,205
PUNA,internaciones,dias camas ocupadas maternidad,2005-01-01,23,23
PUNATA,internaciones,dias camas ocupadas maternidad,2005-01-01,212,212
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2005-01-01,298,298
QUIME,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
QUIRUSILLAS,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
RAVELO,internaciones,dias camas ocupadas maternidad,2005-01-01,9,9
REYES,internaciones,dias camas ocupadas maternidad,2005-01-01,55,55
RIBERALTA,internaciones,dias camas ocupadas maternidad,2005-01-01,271,271
ROBORE,internaciones,dias camas ocupadas maternidad,2005-01-01,51,51
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2005-01-01,78,78
SACABA,internaciones,dias camas ocupadas maternidad,2005-01-01,312,312
SACABAMBA,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
SACACA,internaciones,dias camas ocupadas maternidad,2005-01-01,38,38
SAIPINA,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2005-01-01,27,27
SAN ANDRES,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2005-01-01,9,9
SAN BENITO,internaciones,dias camas ocupadas maternidad,2005-01-01,30,30
SAN BORJA,internaciones,dias camas ocupadas maternidad,2005-01-01,106,106
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2005-01-01,82,82
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2005-01-01,50,50
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2005-01-01,192,192
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2005-01-01,32,32
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2005-01-01,19,19
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2005-01-01,50,50
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2005-01-01,27,27
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2005-01-01,183,183
SAN LORENZO(PND),internaciones,dias camas ocupadas maternidad,2005-01-01,62,62
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2005-01-01,15,15
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2005-01-01,38,38
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2005-01-01,29,29
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2005-01-01,52,52
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2005-01-01,52,52
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2005-01-01,22,22
SAN PEDRO DE CURAHUARA,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
SAN RAMON,internaciones,dias camas ocupadas maternidad,2005-01-01,12,12
SAN RAMON,internaciones,dias camas ocupadas maternidad,2005-01-01,35,35
SANTA ANA,internaciones,dias camas ocupadas maternidad,2005-01-01,51,51
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2005-01-01,7282,7282
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2005-01-01,40,40
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2005-01-01,35,35
SANTIAGO DE CALLAPA,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
SANTIAGO DE HUARI,internaciones,dias camas ocupadas maternidad,2005-01-01,14,14
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
SANTUARIO DE QUILLACAS,internaciones,dias camas ocupadas maternidad,2005-01-01,7,7
SENA,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2005-01-01,12,12
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2005-01-01,43,43
SOPACHUY,internaciones,dias camas ocupadas maternidad,2005-01-01,27,27
SORACACHI,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
SORATA,internaciones,dias camas ocupadas maternidad,2005-01-01,45,45
SUCRE,internaciones,dias camas ocupadas maternidad,2005-01-01,1378,1378
TACACHI,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
TACACOMA,internaciones,dias camas ocupadas maternidad,2005-01-01,1,1
TACOPAYA,internaciones,dias camas ocupadas maternidad,2005-01-01,7,7
TAPACARI,internaciones,dias camas ocupadas maternidad,2005-01-01,43,43
TARABUCO,internaciones,dias camas ocupadas maternidad,2005-01-01,156,156
TARACO,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
TARATA,internaciones,dias camas ocupadas maternidad,2005-01-01,7,7
TARIJA,internaciones,dias camas ocupadas maternidad,2005-01-01,759,759
TARVITA,internaciones,dias camas ocupadas maternidad,2005-01-01,81,81
TEOPONTE,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
TIAWANACU,internaciones,dias camas ocupadas maternidad,2005-01-01,7,7
TIPUANI,internaciones,dias camas ocupadas maternidad,2005-01-01,16,16
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2005-01-01,102,102
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2005-01-01,135,135
TOCO,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
TOLATA,internaciones,dias camas ocupadas maternidad,2005-01-01,8,8
TOLEDO,internaciones,dias camas ocupadas maternidad,2005-01-01,6,6
TOMAVE,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
TOMINA,internaciones,dias camas ocupadas maternidad,2005-01-01,18,18
TORO TORO,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2005-01-01,45,45
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2005-01-01,21,21
TRINIDAD,internaciones,dias camas ocupadas maternidad,2005-01-01,1029,1029
TUPIZA,internaciones,dias camas ocupadas maternidad,2005-01-01,235,235
TURCO,internaciones,dias camas ocupadas maternidad,2005-01-01,4,4
UNCIA,internaciones,dias camas ocupadas maternidad,2005-01-01,108,108
URUBICHA,internaciones,dias camas ocupadas maternidad,2005-01-01,14,14
UYUNI,internaciones,dias camas ocupadas maternidad,2005-01-01,154,154
VACAS,internaciones,dias camas ocupadas maternidad,2005-01-01,2,2
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2005-01-01,70,70
VIACHA,internaciones,dias camas ocupadas maternidad,2005-01-01,17,17
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2005-01-01,67,67
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2005-01-01,12,12
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2005-01-01,42,42
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2005-01-01,174,174
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2005-01-01,17,17
VILLAZON,internaciones,dias camas ocupadas maternidad,2005-01-01,123,123
VINTO,internaciones,dias camas ocupadas maternidad,2005-01-01,80,80
VITICHI,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
WARNES,internaciones,dias camas ocupadas maternidad,2005-01-01,133,133
YACUIBA,internaciones,dias camas ocupadas maternidad,2005-01-01,297,297
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2005-01-01,23,23
YAPACANI,internaciones,dias camas ocupadas maternidad,2005-01-01,139,139
YOCALLA,internaciones,dias camas ocupadas maternidad,2005-01-01,3,3
YOTALA,internaciones,dias camas ocupadas maternidad,2005-01-01,106,106
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2005-01-01,31,31
ACACIO,internaciones,dias camas ocupadas maternidad,2005-02-01,4,4
ACHACACHI,internaciones,dias camas ocupadas maternidad,2005-02-01,48,48
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2005-02-01,4,4
AIQUILE,internaciones,dias camas ocupadas maternidad,2005-02-01,104,104
ALALAY,internaciones,dias camas ocupadas maternidad,2005-02-01,4,4
ALCALA,internaciones,dias camas ocupadas maternidad,2005-02-01,16,16
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2005-02-01,4,4
ANZALDO,internaciones,dias camas ocupadas maternidad,2005-02-01,5,5
APOLO,internaciones,dias camas ocupadas maternidad,2005-02-01,14,14
ARANI,internaciones,dias camas ocupadas maternidad,2005-02-01,6,6
ARBIETO,internaciones,dias camas ocupadas maternidad,2005-02-01,9,9
ARQUE,internaciones,dias camas ocupadas maternidad,2005-02-01,13,13
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2005-02-01,67,67
ATOCHA,internaciones,dias camas ocupadas maternidad,2005-02-01,77,77
AUCAPATA,internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
AYO AYO,internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2005-02-01,30,30
AZURDUY,internaciones,dias camas ocupadas maternidad,2005-02-01,26,26
BATALLAS,internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
BAURES,internaciones,dias camas ocupadas maternidad,2005-02-01,6,6
BERMEJO,internaciones,dias camas ocupadas maternidad,2005-02-01,143,143
BETANZOS,internaciones,dias camas ocupadas maternidad,2005-02-01,61,61
BOLIVAR,internaciones,dias camas ocupadas maternidad,2005-02-01,3,3
BOLPEBRA,internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
BOYUIBE,internaciones,dias camas ocupadas maternidad,2005-02-01,16,16
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2005-02-01,37,37
CABEZAS,internaciones,dias camas ocupadas maternidad,2005-02-01,42,42
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2005-02-01,3,3
CAJUATA,internaciones,dias camas ocupadas maternidad,2005-02-01,24,24
CALAMARCA,internaciones,dias camas ocupadas maternidad,2005-02-01,8,8
CAMARGO,internaciones,dias camas ocupadas maternidad,2005-02-01,124,124
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2005-02-01,15,15
CAMIRI,internaciones,dias camas ocupadas maternidad,2005-02-01,248,248
CAPINOTA,internaciones,dias camas ocupadas maternidad,2005-02-01,47,47
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2005-02-01,4,4
CARACOLLO,internaciones,dias camas ocupadas maternidad,2005-02-01,21,21
CARANAVI,internaciones,dias camas ocupadas maternidad,2005-02-01,82,82
CARIPUYO,internaciones,dias camas ocupadas maternidad,2005-02-01,4,4
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2005-02-01,12,12
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2005-02-01,36,36
CHAQUI,internaciones,dias camas ocupadas maternidad,2005-02-01,12,12
CHARAGUA,internaciones,dias camas ocupadas maternidad,2005-02-01,69,69
CHARAÑA,internaciones,dias camas ocupadas maternidad,2005-02-01,3,3
CHAYANTA,internaciones,dias camas ocupadas maternidad,2005-02-01,25,25
CHIMORE,internaciones,dias camas ocupadas maternidad,2005-02-01,37,37
CHIPAYA,internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2005-02-01,39,39
CLIZA,internaciones,dias camas ocupadas maternidad,2005-02-01,43,43
COBIJA,internaciones,dias camas ocupadas maternidad,2005-02-01,260,260
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2005-02-01,3264,3264
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2005-02-01,87,87
COLLANA,internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
COLOMI,internaciones,dias camas ocupadas maternidad,2005-02-01,63,63
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2005-02-01,4,4
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2005-02-01,14,14
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2005-02-01,6,6
COLQUIRI,internaciones,dias camas ocupadas maternidad,2005-02-01,6,6
COMARAPA,internaciones,dias camas ocupadas maternidad,2005-02-01,111,111
CONCEPCION,internaciones,dias camas ocupadas maternidad,2005-02-01,57,57
COPACABANA,internaciones,dias camas ocupadas maternidad,2005-02-01,14,14
CORIPATA,internaciones,dias camas ocupadas maternidad,2005-02-01,22,22
CORO CORO,internaciones,dias camas ocupadas maternidad,2005-02-01,3,3
COROICO,internaciones,dias camas ocupadas maternidad,2005-02-01,32,32
CORQUE,internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
COTAGAITA,internaciones,dias camas ocupadas maternidad,2005-02-01,6,6
COTOCA,internaciones,dias camas ocupadas maternidad,2005-02-01,104,104
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2005-02-01,48,48
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
CULPINA,internaciones,dias camas ocupadas maternidad,2005-02-01,86,86
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
CURVA,internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2005-02-01,7,7
EL ALTO,internaciones,dias camas ocupadas maternidad,2005-02-01,2335,2335
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2005-02-01,115,115
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2005-02-01,11,11
EL TORNO,internaciones,dias camas ocupadas maternidad,2005-02-01,137,137
EL VILLAR,internaciones,dias camas ocupadas maternidad,2005-02-01,5,5
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2005-02-01,8,8
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2005-02-01,28,28
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2005-02-01,9,9
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2005-02-01,448,448
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2005-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
GUANAY,internaciones,dias camas ocupadas maternidad,2005-02-01,13,13
GUAQUI,internaciones,dias camas ocupadas maternidad,2005-02-01,1,1
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2005-02-01,313,313
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2005-02-01,15,15
HUACARETA,internaciones,dias camas ocupadas maternidad,2005-02-01,18,18
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
HUACHACALLA,internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
HUANUNI,internaciones,dias camas ocupadas maternidad,2005-02-01,101,101
HUARACAJE,internaciones,dias camas ocupadas maternidad,2005-02-01,11,11
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2005-02-01,6,6
ICHOCA,internaciones,dias camas ocupadas maternidad,2005-02-01,2,2
INCAHUASI,internaciones,dias camas ocupadas maternidad,2005-02-01,90,90
INQUISIVI,internaciones,dias camas ocupadas maternidad,2005-02-01,10,10
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2005-02-01,11,11
