municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
CURVA,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
DESAGUADERO,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
EL ALTO,internaciones,dias camas disponibles maternidad,2005-01-01,6138,6138
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2005-01-01,155,155
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2005-01-01,150,150
EL TORNO,internaciones,dias camas disponibles maternidad,2005-01-01,465,465
EL VILLAR,internaciones,dias camas disponibles maternidad,2005-01-01,248,248
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2005-01-01,168,168
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2005-01-01,341,341
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
EXALTACION,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2005-01-01,279,279
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2005-01-01,124,124
GUANAY,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
GUAQUI,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2005-01-01,498,498
GUTIERREZ,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
HUACARETA,internaciones,dias camas disponibles maternidad,2005-01-01,527,527
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2005-01-01,93,93
HUACHACALLA,internaciones,dias camas disponibles maternidad,2005-01-01,57,57
HUANUNI,internaciones,dias camas disponibles maternidad,2005-01-01,186,186
HUARACAJE,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
INCAHUASI,internaciones,dias camas disponibles maternidad,2005-01-01,279,279
INQUISIVI,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2005-01-01,155,155
IXIAMAS,internaciones,dias camas disponibles maternidad,2005-01-01,146,146
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
LA ASUNTA,internaciones,dias camas disponibles maternidad,2005-01-01,341,341
LA GUARDIA,internaciones,dias camas disponibles maternidad,2005-01-01,496,496
LA PAZ,internaciones,dias camas disponibles maternidad,2005-01-01,8835,8835
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
LAJA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
LLALLAGUA,internaciones,dias camas disponibles maternidad,2005-01-01,372,372
LLICA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
LURIBAY,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
MACHARETI,internaciones,dias camas disponibles maternidad,2005-01-01,310,310
MAGDALENA,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
MAIRANA,internaciones,dias camas disponibles maternidad,2005-01-01,279,279
MAPIRI,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
MECAPACA,internaciones,dias camas disponibles maternidad,2005-01-01,217,217
MINEROS,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
MIZQUE,internaciones,dias camas disponibles maternidad,2005-01-01,525,525
MOCOMOCO,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
MOJOCOYA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2005-01-01,713,713
MONTERO,internaciones,dias camas disponibles maternidad,2005-01-01,558,558
MORO MORO,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
MOROCHATA,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
OKINAWA,internaciones,dias camas disponibles maternidad,2005-01-01,310,310
OMEREQUE,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
ORURO,internaciones,dias camas disponibles maternidad,2005-01-01,3245,3245
PADILLA,internaciones,dias camas disponibles maternidad,2005-01-01,496,496
PAILON,internaciones,dias camas disponibles maternidad,2005-01-01,142,142
PALCA,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2005-01-01,246,246
PAMPA AULLAGAS,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
PAPEL PAMPA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
PASORAPA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
PATACAMAYA,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
PAZÑA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
POCOATA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
POCONA,internaciones,dias camas disponibles maternidad,2005-01-01,372,372
POJO (CBBA),internaciones,dias camas disponibles maternidad,2005-01-01,310,310
POOPO,internaciones,dias camas disponibles maternidad,2005-01-01,54,54
PORCO,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
POROMA,internaciones,dias camas disponibles maternidad,2005-01-01,589,589
PORONGO,internaciones,dias camas disponibles maternidad,2005-01-01,372,372
PORTACHUELO,internaciones,dias camas disponibles maternidad,2005-01-01,341,341
PORVENIR,internaciones,dias camas disponibles maternidad,2005-01-01,30,30
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
POTOSI,internaciones,dias camas disponibles maternidad,2005-01-01,1643,1643
PRESTO,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
PUCARA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
PUCARANI,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2005-01-01,217,217
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
PUERTO GONZALO MORENO,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
PUERTO RICO,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
PUERTO SILES,internaciones,dias camas disponibles maternidad,2005-01-01,27,27
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2005-01-01,496,496
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2005-01-01,992,992
PUNA,internaciones,dias camas disponibles maternidad,2005-01-01,558,558
PUNATA,internaciones,dias camas disponibles maternidad,2005-01-01,279,279
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2005-01-01,651,651
QUIME,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
RAVELO,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
REYES,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
RIBERALTA,internaciones,dias camas disponibles maternidad,2005-01-01,713,713
ROBORE,internaciones,dias camas disponibles maternidad,2005-01-01,339,339
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
SABAYA,internaciones,dias camas disponibles maternidad,2005-01-01,61,61
SACABA,internaciones,dias camas disponibles maternidad,2005-01-01,1488,1488
SACACA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
SAIPINA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
SAMAIPATA,internaciones,dias camas disponibles maternidad,2005-01-01,279,279
SAN ANDRES,internaciones,dias camas disponibles maternidad,2005-01-01,25,25
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
SAN BENITO,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
SAN BORJA,internaciones,dias camas disponibles maternidad,2005-01-01,341,341
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
SAN CARLOS,internaciones,dias camas disponibles maternidad,2005-01-01,403,403
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2005-01-01,372,372
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2005-01-01,1116,1116
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2005-01-01,124,124
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2005-01-01,186,186
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2005-01-01,558,558
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2005-01-01,217,217
SAN JULIAN,internaciones,dias camas disponibles maternidad,2005-01-01,801,801
SAN LORENZO(PND),internaciones,dias camas disponibles maternidad,2005-01-01,62,62
SAN LORENZO(TJA),internaciones,dias camas disponibles maternidad,2005-01-01,109,109
SAN LUCAS,internaciones,dias camas disponibles maternidad,2005-01-01,403,403
SAN MATIAS,internaciones,dias camas disponibles maternidad,2005-01-01,177,177
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
SAN PEDRO,internaciones,dias camas disponibles maternidad,2005-01-01,374,374
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
SAN PEDRO DE CURAHUARA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
SAN RAMON,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
SAN RAMON,internaciones,dias camas disponibles maternidad,2005-01-01,186,186
SANTA ANA,internaciones,dias camas disponibles maternidad,2005-01-01,434,434
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2005-01-01,12164,12164
SANTA ROSA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2005-01-01,310,310
SANTIAGO DE CALLAPA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
SANTIAGO DE MACHACA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2005-01-01,217,217
SANTUARIO DE QUILLACAS,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
SENA,internaciones,dias camas disponibles maternidad,2005-01-01,32,32
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2005-01-01,248,248
SICAYA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
SIPE SIPE,internaciones,dias camas disponibles maternidad,2005-01-01,341,341
SOPACHUY,internaciones,dias camas disponibles maternidad,2005-01-01,248,248
SORACACHI,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
SORATA,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
SUCRE,internaciones,dias camas disponibles maternidad,2005-01-01,3751,3751
TACACHI,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
TACACOMA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
TACOPAYA,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
TAPACARI,internaciones,dias camas disponibles maternidad,2005-01-01,370,370
TARABUCO,internaciones,dias camas disponibles maternidad,2005-01-01,186,186
TARACO,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
TARIJA,internaciones,dias camas disponibles maternidad,2005-01-01,1026,1026
TARVITA,internaciones,dias camas disponibles maternidad,2005-01-01,558,558
TEOPONTE,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
TIAWANACU,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
TINGUIPAYA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
TIPUANI,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
TIQUIPAYA,internaciones,dias camas disponibles maternidad,2005-01-01,155,155
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2005-01-01,868,868
TOCO,internaciones,dias camas disponibles maternidad,2005-01-01,58,58
TOLATA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
TOLEDO,internaciones,dias camas disponibles maternidad,2005-01-01,114,114
TOMAVE,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
TOMINA,internaciones,dias camas disponibles maternidad,2005-01-01,465,465
TORO TORO,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2005-01-01,279,279
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2005-01-01,186,186
TRIGAL,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles maternidad,2005-01-01,1457,1457
TUPIZA,internaciones,dias camas disponibles maternidad,2005-01-01,465,465
TURCO,internaciones,dias camas disponibles maternidad,2005-01-01,182,182
UNCIA,internaciones,dias camas disponibles maternidad,2005-01-01,248,248
URUBICHA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
UYUNI,internaciones,dias camas disponibles maternidad,2005-01-01,372,372
VACAS,internaciones,dias camas disponibles maternidad,2005-01-01,186,186
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2005-01-01,217,217
VIACHA,internaciones,dias camas disponibles maternidad,2005-01-01,186,186
VILA VILA,internaciones,dias camas disponibles maternidad,2005-01-01,62,62
VILLA MONTES,internaciones,dias camas disponibles maternidad,2005-01-01,274,274
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2005-01-01,403,403
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2005-01-01,1116,1116
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2005-01-01,403,403
VILLAZON,internaciones,dias camas disponibles maternidad,2005-01-01,434,434
VINTO,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
VITICHI,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
WARNES,internaciones,dias camas disponibles maternidad,2005-01-01,602,602
YACUIBA,internaciones,dias camas disponibles maternidad,2005-01-01,714,714
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
YAPACANI,internaciones,dias camas disponibles maternidad,2005-01-01,526,526
YOCALLA,internaciones,dias camas disponibles maternidad,2005-01-01,31,31
YOTALA,internaciones,dias camas disponibles maternidad,2005-01-01,93,93
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2005-01-01,124,124
ACACIO,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
ACHACACHI,internaciones,dias camas disponibles maternidad,2005-02-01,214,214
ACHOCALLA,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
AIQUILE,internaciones,dias camas disponibles maternidad,2005-02-01,336,336
ALALAY,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
ALCALA,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
ANCORAIMES,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
ANDAMARCA,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
ANTEQUERA,internaciones,dias camas disponibles maternidad,2005-02-01,52,52
ANZALDO,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
APOLO,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
ARAMPAMPA,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
ARANI,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
ARBIETO,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
ARQUE,internaciones,dias camas disponibles maternidad,2005-02-01,196,196
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2005-02-01,224,224
ATOCHA,internaciones,dias camas disponibles maternidad,2005-02-01,308,308
AUCAPATA,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
AYO AYO,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2005-02-01,596,596
AZURDUY,internaciones,dias camas disponibles maternidad,2005-02-01,392,392
BATALLAS,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
BAURES,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
BERMEJO,internaciones,dias camas disponibles maternidad,2005-02-01,395,395
BETANZOS,internaciones,dias camas disponibles maternidad,2005-02-01,336,336
BOLIVAR,internaciones,dias camas disponibles maternidad,2005-02-01,142,142
BOLPEBRA,internaciones,dias camas disponibles maternidad,2005-02-01,31,31
BOYUIBE,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
BUENA VISTA,internaciones,dias camas disponibles maternidad,2005-02-01,336,336
CABEZAS,internaciones,dias camas disponibles maternidad,2005-02-01,255,255
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2005-02-01,140,140
CAJUATA,internaciones,dias camas disponibles maternidad,2005-02-01,48,48
CALAMARCA,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
CAMARGO,internaciones,dias camas disponibles maternidad,2005-02-01,168,168
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2005-02-01,84,84
CAMIRI,internaciones,dias camas disponibles maternidad,2005-02-01,560,560
CAPINOTA,internaciones,dias camas disponibles maternidad,2005-02-01,254,254
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
CARACOLLO,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
CARANAVI,internaciones,dias camas disponibles maternidad,2005-02-01,252,252
CARIPUYO,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2005-02-01,30,30
CHALLAPATA,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
CHAQUI,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
CHARAGUA,internaciones,dias camas disponibles maternidad,2005-02-01,174,174
CHARAÑA,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
CHAYANTA,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
CHIMORE,internaciones,dias camas disponibles maternidad,2005-02-01,224,224
CHIPAYA,internaciones,dias camas disponibles maternidad,2005-02-01,27,27
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2005-02-01,124,124
CHUMA,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
CLIZA,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
COBIJA,internaciones,dias camas disponibles maternidad,2005-02-01,620,620
COCHABAMBA,internaciones,dias camas disponibles maternidad,2005-02-01,8512,8512
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2005-02-01,308,308
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2005-02-01,56,56
COLLANA,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
COLOMI,internaciones,dias camas disponibles maternidad,2005-02-01,392,392
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
COLQUECHACA,internaciones,dias camas disponibles maternidad,2005-02-01,140,140
COLQUENCHA,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
COLQUIRI,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
COMARAPA,internaciones,dias camas disponibles maternidad,2005-02-01,280,280
CONCEPCION,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
COPACABANA,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
CORIPATA,internaciones,dias camas disponibles maternidad,2005-02-01,113,113
CORO CORO,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
COROICO,internaciones,dias camas disponibles maternidad,2005-02-01,224,224
CORQUE,internaciones,dias camas disponibles maternidad,2005-02-01,55,55
COTAGAITA,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
COTOCA,internaciones,dias camas disponibles maternidad,2005-02-01,616,616
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2005-02-01,336,336
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2005-02-01,28,28
CUEVO,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
CULPINA,internaciones,dias camas disponibles maternidad,2005-02-01,196,196
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2005-02-01,56,56
CURVA,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
DESAGUADERO,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
EL ALTO,internaciones,dias camas disponibles maternidad,2005-02-01,5404,5404
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2005-02-01,171,171
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2005-02-01,180,180
EL TORNO,internaciones,dias camas disponibles maternidad,2005-02-01,448,448
EL VILLAR,internaciones,dias camas disponibles maternidad,2005-02-01,224,224
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2005-02-01,308,308
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2005-02-01,168,168
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2005-02-01,84,84
EXALTACION,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2005-02-01,252,252
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2005-02-01,56,56
GUANAY,internaciones,dias camas disponibles maternidad,2005-02-01,112,112
GUAQUI,internaciones,dias camas disponibles maternidad,2005-02-01,28,28
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2005-02-01,444,444
GUTIERREZ,internaciones,dias camas disponibles maternidad,2005-02-01,146,146
HUACARETA,internaciones,dias camas disponibles maternidad,2005-02-01,476,476
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2005-02-01,84,84
HUACHACALLA,internaciones,dias camas disponibles maternidad,2005-02-01,58,58
