municipality,group,variable,month,Ingresos espontáneos,TOTAL
YANACACHI,internaciones,ingresos espontaneos,2005-09-01,1,1
YAPACANI,internaciones,ingresos espontaneos,2005-09-01,536,536
YOCALLA,internaciones,ingresos espontaneos,2005-09-01,1,1
YOTALA,internaciones,ingresos espontaneos,2005-09-01,31,31
YUNCHARA,internaciones,ingresos espontaneos,2005-09-01,2,2
ZUDAÑEZ,internaciones,ingresos espontaneos,2005-09-01,24,24
ACACIO,internaciones,ingresos espontaneos,2005-10-01,6,6
ACHACACHI,internaciones,ingresos espontaneos,2005-10-01,53,53
ACHOCALLA,internaciones,ingresos espontaneos,2005-10-01,12,12
AIQUILE,internaciones,ingresos espontaneos,2005-10-01,102,102
ALALAY,internaciones,ingresos espontaneos,2005-10-01,3,3
ALCALA,internaciones,ingresos espontaneos,2005-10-01,1,1
ANCORAIMES,internaciones,ingresos espontaneos,2005-10-01,7,7
ANDAMARCA,internaciones,ingresos espontaneos,2005-10-01,1,1
ANTEQUERA,internaciones,ingresos espontaneos,2005-10-01,1,1
ANZALDO,internaciones,ingresos espontaneos,2005-10-01,12,12
APOLO,internaciones,ingresos espontaneos,2005-10-01,24,24
ARAMPAMPA,internaciones,ingresos espontaneos,2005-10-01,3,3
ARANI,internaciones,ingresos espontaneos,2005-10-01,8,8
ARBIETO,internaciones,ingresos espontaneos,2005-10-01,4,4
ARQUE,internaciones,ingresos espontaneos,2005-10-01,3,3
ATOCHA,internaciones,ingresos espontaneos,2005-10-01,102,102
AYATA,internaciones,ingresos espontaneos,2005-10-01,4,4
AYO AYO,internaciones,ingresos espontaneos,2005-10-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2005-10-01,56,56
AZURDUY,internaciones,ingresos espontaneos,2005-10-01,21,21
BATALLAS,internaciones,ingresos espontaneos,2005-10-01,11,11
BAURES,internaciones,ingresos espontaneos,2005-10-01,12,12
BERMEJO,internaciones,ingresos espontaneos,2005-10-01,167,167
BETANZOS,internaciones,ingresos espontaneos,2005-10-01,41,41
BOLIVAR,internaciones,ingresos espontaneos,2005-10-01,7,7
BOYUIBE,internaciones,ingresos espontaneos,2005-10-01,31,31
BUENA VISTA,internaciones,ingresos espontaneos,2005-10-01,54,54
CABEZAS,internaciones,ingresos espontaneos,2005-10-01,15,15
CAIROMA,internaciones,ingresos espontaneos,2005-10-01,7,7
CAJUATA,internaciones,ingresos espontaneos,2005-10-01,8,8
CALACOTO,internaciones,ingresos espontaneos,2005-10-01,1,1
CALAMARCA,internaciones,ingresos espontaneos,2005-10-01,5,5
CAMARGO,internaciones,ingresos espontaneos,2005-10-01,259,259
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2005-10-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2005-10-01,484,484
CAPINOTA,internaciones,ingresos espontaneos,2005-10-01,56,56
CAQUIAVIRI,internaciones,ingresos espontaneos,2005-10-01,3,3
CARACOLLO,internaciones,ingresos espontaneos,2005-10-01,24,24
CARANAVI,internaciones,ingresos espontaneos,2005-10-01,171,171
CARIPUYO,internaciones,ingresos espontaneos,2005-10-01,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2005-10-01,17,17
CATACORA,internaciones,ingresos espontaneos,2005-10-01,2,2
CHALLAPATA,internaciones,ingresos espontaneos,2005-10-01,76,76
CHAQUI,internaciones,ingresos espontaneos,2005-10-01,4,4
CHARAGUA,internaciones,ingresos espontaneos,2005-10-01,83,83
CHAYANTA,internaciones,ingresos espontaneos,2005-10-01,11,11
CHIMORE,internaciones,ingresos espontaneos,2005-10-01,20,20
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2005-10-01,22,22
CHUMA,internaciones,ingresos espontaneos,2005-10-01,3,3
CLIZA,internaciones,ingresos espontaneos,2005-10-01,19,19
COBIJA,internaciones,ingresos espontaneos,2005-10-01,303,303
COCHABAMBA,internaciones,ingresos espontaneos,2005-10-01,4707,4707
COIPASA,internaciones,ingresos espontaneos,2005-10-01,1,1
COLCAPIRHUA,internaciones,ingresos espontaneos,2005-10-01,108,108
"COLCHA ""K""",internaciones,ingresos espontaneos,2005-10-01,1,1
COLOMI,internaciones,ingresos espontaneos,2005-10-01,50,50
COLPA BELGICA,internaciones,ingresos espontaneos,2005-10-01,20,20
COLQUECHACA,internaciones,ingresos espontaneos,2005-10-01,3,3
COLQUENCHA,internaciones,ingresos espontaneos,2005-10-01,3,3
COLQUIRI,internaciones,ingresos espontaneos,2005-10-01,27,27
COMARAPA,internaciones,ingresos espontaneos,2005-10-01,79,79
CONCEPCION,internaciones,ingresos espontaneos,2005-10-01,1,1
COPACABANA,internaciones,ingresos espontaneos,2005-10-01,29,29
CORIPATA,internaciones,ingresos espontaneos,2005-10-01,15,15
CORO CORO,internaciones,ingresos espontaneos,2005-10-01,3,3
COROICO,internaciones,ingresos espontaneos,2005-10-01,62,62
CORQUE,internaciones,ingresos espontaneos,2005-10-01,3,3
COTAGAITA,internaciones,ingresos espontaneos,2005-10-01,44,44
COTOCA,internaciones,ingresos espontaneos,2005-10-01,85,85
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2005-10-01,40,40
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2005-10-01,4,4
CUEVO,internaciones,ingresos espontaneos,2005-10-01,12,12
CULPINA,internaciones,ingresos espontaneos,2005-10-01,61,61
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2005-10-01,15,15
DESAGUADERO,internaciones,ingresos espontaneos,2005-10-01,6,6
EL ALTO,internaciones,ingresos espontaneos,2005-10-01,2336,2336
EL CHORO,internaciones,ingresos espontaneos,2005-10-01,1,1
EL PUENTE(STC),internaciones,ingresos espontaneos,2005-10-01,22,22
EL PUENTE(TJA),internaciones,ingresos espontaneos,2005-10-01,7,7
EL TORNO,internaciones,ingresos espontaneos,2005-10-01,137,137
EL VILLAR,internaciones,ingresos espontaneos,2005-10-01,13,13
ENTRE RIOS,internaciones,ingresos espontaneos,2005-10-01,17,17
EUCALIPTUS,internaciones,ingresos espontaneos,2005-10-01,8,8
EXALTACION,internaciones,ingresos espontaneos,2005-10-01,5,5
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2005-10-01,14,14
FILADELFIA,internaciones,ingresos espontaneos,2005-10-01,1,1
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2005-10-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2005-10-01,1,1
GUANAY,internaciones,ingresos espontaneos,2005-10-01,26,26
GUAQUI,internaciones,ingresos espontaneos,2005-10-01,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2005-10-01,394,394
GUTIERREZ,internaciones,ingresos espontaneos,2005-10-01,17,17
HUACARETA,internaciones,ingresos espontaneos,2005-10-01,19,19
HUANUNI,internaciones,ingresos espontaneos,2005-10-01,77,77
HUARACAJE,internaciones,ingresos espontaneos,2005-10-01,10,10
HUAYLLAMARCA,internaciones,ingresos espontaneos,2005-10-01,2,2
ICLA,internaciones,ingresos espontaneos,2005-10-01,3,3
INCAHUASI,internaciones,ingresos espontaneos,2005-10-01,41,41
INQUISIVI,internaciones,ingresos espontaneos,2005-10-01,12,12
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2005-10-01,38,38
IXIAMAS,internaciones,ingresos espontaneos,2005-10-01,19,19
JESUS DE MACHACA,internaciones,ingresos espontaneos,2005-10-01,6,6
LA ASUNTA,internaciones,ingresos espontaneos,2005-10-01,65,65
LA GUARDIA,internaciones,ingresos espontaneos,2005-10-01,114,114
LA PAZ,internaciones,ingresos espontaneos,2005-10-01,5872,5872
LA RIVERA,internaciones,ingresos espontaneos,2005-10-01,1,1
LAGUNILLAS,internaciones,ingresos espontaneos,2005-10-01,9,9
LAJA,internaciones,ingresos espontaneos,2005-10-01,4,4
LAS CARRERAS,internaciones,ingresos espontaneos,2005-10-01,5,5
LICOMA PAMPA,internaciones,ingresos espontaneos,2005-10-01,4,4
LLALLAGUA,internaciones,ingresos espontaneos,2005-10-01,158,158
LLICA,internaciones,ingresos espontaneos,2005-10-01,8,8
LURIBAY,internaciones,ingresos espontaneos,2005-10-01,5,5
MACHACAMARCA,internaciones,ingresos espontaneos,2005-10-01,2,2
MACHARETI,internaciones,ingresos espontaneos,2005-10-01,18,18
MAGDALENA,internaciones,ingresos espontaneos,2005-10-01,50,50
MAIRANA,internaciones,ingresos espontaneos,2005-10-01,34,34
MAPIRI,internaciones,ingresos espontaneos,2005-10-01,15,15
MECAPACA,internaciones,ingresos espontaneos,2005-10-01,5,5
MINEROS,internaciones,ingresos espontaneos,2005-10-01,9,9
MIZQUE,internaciones,ingresos espontaneos,2005-10-01,40,40
MOCOMOCO,internaciones,ingresos espontaneos,2005-10-01,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2005-10-01,9,9
MONTEAGUDO,internaciones,ingresos espontaneos,2005-10-01,144,144
MONTERO,internaciones,ingresos espontaneos,2005-10-01,565,565
MOROCHATA,internaciones,ingresos espontaneos,2005-10-01,5,5
OKINAWA,internaciones,ingresos espontaneos,2005-10-01,11,11
OMEREQUE,internaciones,ingresos espontaneos,2005-10-01,11,11
ORURO,internaciones,ingresos espontaneos,2005-10-01,1770,1770
PADILLA,internaciones,ingresos espontaneos,2005-10-01,60,60
PAILON,internaciones,ingresos espontaneos,2005-10-01,42,42
PALCA,internaciones,ingresos espontaneos,2005-10-01,6,6
PALOS BLANCOS,internaciones,ingresos espontaneos,2005-10-01,50,50
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2005-10-01,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2005-10-01,23,23
PAPEL PAMPA,internaciones,ingresos espontaneos,2005-10-01,3,3
PASORAPA,internaciones,ingresos espontaneos,2005-10-01,4,4
PATACAMAYA,internaciones,ingresos espontaneos,2005-10-01,37,37
PAZÑA,internaciones,ingresos espontaneos,2005-10-01,4,4
POCOATA,internaciones,ingresos espontaneos,2005-10-01,18,18
POCONA,internaciones,ingresos espontaneos,2005-10-01,26,26
POJO (CBBA),internaciones,ingresos espontaneos,2005-10-01,10,10
POOPO,internaciones,ingresos espontaneos,2005-10-01,1,1
POROMA,internaciones,ingresos espontaneos,2005-10-01,11,11
PORONGO,internaciones,ingresos espontaneos,2005-10-01,5,5
PORTACHUELO,internaciones,ingresos espontaneos,2005-10-01,167,167
PORVENIR,internaciones,ingresos espontaneos,2005-10-01,1,1
POSTRER VALLE,internaciones,ingresos espontaneos,2005-10-01,3,3
POTOSI,internaciones,ingresos espontaneos,2005-10-01,1456,1456
PRESTO,internaciones,ingresos espontaneos,2005-10-01,5,5
PUCARA,internaciones,ingresos espontaneos,2005-10-01,1,1
PUCARANI,internaciones,ingresos espontaneos,2005-10-01,11,11
PUERTO ACOSTA,internaciones,ingresos espontaneos,2005-10-01,86,86
PUERTO CARABUCO,internaciones,ingresos espontaneos,2005-10-01,7,7
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2005-10-01,5,5
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2005-10-01,76,76
PUERTO RICO,internaciones,ingresos espontaneos,2005-10-01,43,43
PUERTO SUAREZ,internaciones,ingresos espontaneos,2005-10-01,80,80
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2005-10-01,185,185
PUNA,internaciones,ingresos espontaneos,2005-10-01,18,18
PUNATA,internaciones,ingresos espontaneos,2005-10-01,232,232
QUILLACOLLO,internaciones,ingresos espontaneos,2005-10-01,316,316
QUIME,internaciones,ingresos espontaneos,2005-10-01,14,14
QUIRUSILLAS,internaciones,ingresos espontaneos,2005-10-01,4,4
RAVELO,internaciones,ingresos espontaneos,2005-10-01,13,13
REYES,internaciones,ingresos espontaneos,2005-10-01,29,29
RIBERALTA,internaciones,ingresos espontaneos,2005-10-01,717,717
ROBORE,internaciones,ingresos espontaneos,2005-10-01,86,86
RURRENABAQUE,internaciones,ingresos espontaneos,2005-10-01,88,88
SABAYA,internaciones,ingresos espontaneos,2005-10-01,3,3
SACABA,internaciones,ingresos espontaneos,2005-10-01,359,359
SACABAMBA,internaciones,ingresos espontaneos,2005-10-01,14,14
SACACA,internaciones,ingresos espontaneos,2005-10-01,34,34
SAIPINA,internaciones,ingresos espontaneos,2005-10-01,11,11
SAMAIPATA,internaciones,ingresos espontaneos,2005-10-01,31,31
SAN AGUSTIN,internaciones,ingresos espontaneos,2005-10-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2005-10-01,25,25
SAN BENITO,internaciones,ingresos espontaneos,2005-10-01,14,14
SAN BORJA,internaciones,ingresos espontaneos,2005-10-01,145,145
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2005-10-01,15,15
SAN CARLOS,internaciones,ingresos espontaneos,2005-10-01,121,121
SAN IGNACIO,internaciones,ingresos espontaneos,2005-10-01,68,68
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2005-10-01,303,303
SAN JAVIER(STC),internaciones,ingresos espontaneos,2005-10-01,63,63
SAN JOAQUIN,internaciones,ingresos espontaneos,2005-10-01,53,53
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2005-10-01,109,109
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2005-10-01,92,92
SAN JULIAN,internaciones,ingresos espontaneos,2005-10-01,174,174
SAN LORENZO(PND),internaciones,ingresos espontaneos,2005-10-01,4,4
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2005-10-01,22,22
SAN LUCAS,internaciones,ingresos espontaneos,2005-10-01,48,48
SAN MATIAS,internaciones,ingresos espontaneos,2005-10-01,47,47
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2005-10-01,69,69
SAN PEDRO,internaciones,ingresos espontaneos,2005-10-01,24,24
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2005-10-01,12,12
SAN RAFAEL,internaciones,ingresos espontaneos,2005-10-01,22,22
SAN RAMON,internaciones,ingresos espontaneos,2005-10-01,23,23
SAN RAMON,internaciones,ingresos espontaneos,2005-10-01,52,52
SANTA ANA,internaciones,ingresos espontaneos,2005-10-01,89,89
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2005-10-01,8053,8053
SANTA ROSA,internaciones,ingresos espontaneos,2005-10-01,52,52
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2005-10-01,44,44
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2005-10-01,2,2
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2005-10-01,5,5
SANTIVAÑES,internaciones,ingresos espontaneos,2005-10-01,5,5
SAPAHAQUI,internaciones,ingresos espontaneos,2005-10-01,1,1
SENA,internaciones,ingresos espontaneos,2005-10-01,12,12
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2005-10-01,8,8
SIPE SIPE,internaciones,ingresos espontaneos,2005-10-01,63,63
SOPACHUY,internaciones,ingresos espontaneos,2005-10-01,42,42
SORACACHI,internaciones,ingresos espontaneos,2005-10-01,2,2
SORATA,internaciones,ingresos espontaneos,2005-10-01,36,36
SUCRE,internaciones,ingresos espontaneos,2005-10-01,2486,2486
TACACOMA,internaciones,ingresos espontaneos,2005-10-01,10,10
TACOPAYA,internaciones,ingresos espontaneos,2005-10-01,2,2
TAPACARI,internaciones,ingresos espontaneos,2005-10-01,13,13
TARABUCO,internaciones,ingresos espontaneos,2005-10-01,43,43
TARACO,internaciones,ingresos espontaneos,2005-10-01,2,2
TARATA,internaciones,ingresos espontaneos,2005-10-01,10,10
TARIJA,internaciones,ingresos espontaneos,2005-10-01,1453,1453
TARVITA,internaciones,ingresos espontaneos,2005-10-01,39,39
TEOPONTE,internaciones,ingresos espontaneos,2005-10-01,6,6
TIAWANACU,internaciones,ingresos espontaneos,2005-10-01,5,5
TINGUIPAYA,internaciones,ingresos espontaneos,2005-10-01,2,2
TIPUANI,internaciones,ingresos espontaneos,2005-10-01,28,28
TIQUIPAYA,internaciones,ingresos espontaneos,2005-10-01,91,91
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2005-10-01,146,146
TOCO,internaciones,ingresos espontaneos,2005-10-01,3,3
TOLATA,internaciones,ingresos espontaneos,2005-10-01,7,7
TOLEDO,internaciones,ingresos espontaneos,2005-10-01,4,4
TOMAVE,internaciones,ingresos espontaneos,2005-10-01,2,2
TOMINA,internaciones,ingresos espontaneos,2005-10-01,15,15
TORO TORO,internaciones,ingresos espontaneos,2005-10-01,4,4
TOTORA(CBBA),internaciones,ingresos espontaneos,2005-10-01,44,44
TOTORA(ORR),internaciones,ingresos espontaneos,2005-10-01,2,2
TRIGAL,internaciones,ingresos espontaneos,2005-10-01,2,2
TRINIDAD,internaciones,ingresos espontaneos,2005-10-01,1144,1144
TUPIZA,internaciones,ingresos espontaneos,2005-10-01,290,290
TURCO,internaciones,ingresos espontaneos,2005-10-01,4,4
UMALA,internaciones,ingresos espontaneos,2005-10-01,1,1
UNCIA,internaciones,ingresos espontaneos,2005-10-01,200,200
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2005-10-01,3,3
URUBICHA,internaciones,ingresos espontaneos,2005-10-01,35,35
UYUNI,internaciones,ingresos espontaneos,2005-10-01,130,130
VACAS,internaciones,ingresos espontaneos,2005-10-01,20,20
VALLEGRANDE,internaciones,ingresos espontaneos,2005-10-01,121,121
VIACHA,internaciones,ingresos espontaneos,2005-10-01,25,25
VILA VILA,internaciones,ingresos espontaneos,2005-10-01,4,4
VILLA MONTES,internaciones,ingresos espontaneos,2005-10-01,110,110
VILLA RIVERO,internaciones,ingresos espontaneos,2005-10-01,16,16
VILLA SERRANO,internaciones,ingresos espontaneos,2005-10-01,25,25
VILLA TUNARI,internaciones,ingresos espontaneos,2005-10-01,156,156
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2005-10-01,23,23
VILLAZON,internaciones,ingresos espontaneos,2005-10-01,177,177
VINTO,internaciones,ingresos espontaneos,2005-10-01,71,71
VITICHI,internaciones,ingresos espontaneos,2005-10-01,12,12
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2005-10-01,3,3
WARNES,internaciones,ingresos espontaneos,2005-10-01,107,107
YACUIBA,internaciones,ingresos espontaneos,2005-10-01,526,526
YAMPARAEZ,internaciones,ingresos espontaneos,2005-10-01,17,17
YANACACHI,internaciones,ingresos espontaneos,2005-10-01,4,4
YAPACANI,internaciones,ingresos espontaneos,2005-10-01,586,586
YOTALA,internaciones,ingresos espontaneos,2005-10-01,25,25
ZUDAÑEZ,internaciones,ingresos espontaneos,2005-10-01,32,32
ACACIO,internaciones,ingresos espontaneos,2005-11-01,3,3
ACHACACHI,internaciones,ingresos espontaneos,2005-11-01,49,49
ACHOCALLA,internaciones,ingresos espontaneos,2005-11-01,9,9
AIQUILE,internaciones,ingresos espontaneos,2005-11-01,111,111
ALALAY,internaciones,ingresos espontaneos,2005-11-01,1,1
ALCALA,internaciones,ingresos espontaneos,2005-11-01,3,3
ANCORAIMES,internaciones,ingresos espontaneos,2005-11-01,3,3
ANDAMARCA,internaciones,ingresos espontaneos,2005-11-01,1,1
ANTEQUERA,internaciones,ingresos espontaneos,2005-11-01,4,4
APOLO,internaciones,ingresos espontaneos,2005-11-01,27,27
ARAMPAMPA,internaciones,ingresos espontaneos,2005-11-01,5,5
ARANI,internaciones,ingresos espontaneos,2005-11-01,1,1
ARBIETO,internaciones,ingresos espontaneos,2005-11-01,3,3
ARQUE,internaciones,ingresos espontaneos,2005-11-01,4,4
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2005-11-01,136,136
ATOCHA,internaciones,ingresos espontaneos,2005-11-01,153,153
AYATA,internaciones,ingresos espontaneos,2005-11-01,1,1
AYO AYO,internaciones,ingresos espontaneos,2005-11-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2005-11-01,40,40
AZURDUY,internaciones,ingresos espontaneos,2005-11-01,13,13
BATALLAS,internaciones,ingresos espontaneos,2005-11-01,12,12
BAURES,internaciones,ingresos espontaneos,2005-11-01,10,10
BERMEJO,internaciones,ingresos espontaneos,2005-11-01,185,185
BETANZOS,internaciones,ingresos espontaneos,2005-11-01,39,39
BOLIVAR,internaciones,ingresos espontaneos,2005-11-01,4,4
BOLPEBRA,internaciones,ingresos espontaneos,2005-11-01,1,1
BOYUIBE,internaciones,ingresos espontaneos,2005-11-01,33,33
BUENA VISTA,internaciones,ingresos espontaneos,2005-11-01,40,40
CABEZAS,internaciones,ingresos espontaneos,2005-11-01,26,26
CAIROMA,internaciones,ingresos espontaneos,2005-11-01,4,4
"CAIZA ""D""",internaciones,ingresos espontaneos,2005-11-01,2,2
CAJUATA,internaciones,ingresos espontaneos,2005-11-01,7,7
CALAMARCA,internaciones,ingresos espontaneos,2005-11-01,2,2
CAMARGO,internaciones,ingresos espontaneos,2005-11-01,267,267
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2005-11-01,4,4
CAMIRI,internaciones,ingresos espontaneos,2005-11-01,322,322
CAPINOTA,internaciones,ingresos espontaneos,2005-11-01,61,61
CAQUIAVIRI,internaciones,ingresos espontaneos,2005-11-01,5,5
CARACOLLO,internaciones,ingresos espontaneos,2005-11-01,27,27
CARANAVI,internaciones,ingresos espontaneos,2005-11-01,139,139
CARANGAS,internaciones,ingresos espontaneos,2005-11-01,1,1
CARIPUYO,internaciones,ingresos espontaneos,2005-11-01,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2005-11-01,8,8
CHACARILLA,internaciones,ingresos espontaneos,2005-11-01,1,1
CHALLAPATA,internaciones,ingresos espontaneos,2005-11-01,82,82
CHAQUI,internaciones,ingresos espontaneos,2005-11-01,5,5
CHARAGUA,internaciones,ingresos espontaneos,2005-11-01,75,75
CHIMORE,internaciones,ingresos espontaneos,2005-11-01,29,29
CHIPAYA,internaciones,ingresos espontaneos,2005-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2005-11-01,86,86
CHUMA,internaciones,ingresos espontaneos,2005-11-01,2,2
CLIZA,internaciones,ingresos espontaneos,2005-11-01,38,38
COBIJA,internaciones,ingresos espontaneos,2005-11-01,244,244
COCHABAMBA,internaciones,ingresos espontaneos,2005-11-01,5436,5436
COLCAPIRHUA,internaciones,ingresos espontaneos,2005-11-01,144,144
"COLCHA ""K""",internaciones,ingresos espontaneos,2005-11-01,2,2
COLLANA,internaciones,ingresos espontaneos,2005-11-01,2,2
COLOMI,internaciones,ingresos espontaneos,2005-11-01,42,42
COLPA BELGICA,internaciones,ingresos espontaneos,2005-11-01,6,6
COLQUECHACA,internaciones,ingresos espontaneos,2005-11-01,3,3
COLQUIRI,internaciones,ingresos espontaneos,2005-11-01,24,24
COMARAPA,internaciones,ingresos espontaneos,2005-11-01,77,77
CONCEPCION,internaciones,ingresos espontaneos,2005-11-01,53,53
COPACABANA,internaciones,ingresos espontaneos,2005-11-01,34,34
CORIPATA,internaciones,ingresos espontaneos,2005-11-01,18,18
CORO CORO,internaciones,ingresos espontaneos,2005-11-01,3,3
COROICO,internaciones,ingresos espontaneos,2005-11-01,66,66
CORQUE,internaciones,ingresos espontaneos,2005-11-01,1,1
COTAGAITA,internaciones,ingresos espontaneos,2005-11-01,44,44
COTOCA,internaciones,ingresos espontaneos,2005-11-01,115,115
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2005-11-01,34,34
CUEVO,internaciones,ingresos espontaneos,2005-11-01,12,12
CULPINA,internaciones,ingresos espontaneos,2005-11-01,36,36
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2005-11-01,6,6
DESAGUADERO,internaciones,ingresos espontaneos,2005-11-01,6,6
EL ALTO,internaciones,ingresos espontaneos,2005-11-01,2339,2339
EL PUENTE(STC),internaciones,ingresos espontaneos,2005-11-01,16,16
EL PUENTE(TJA),internaciones,ingresos espontaneos,2005-11-01,3,3
EL TORNO,internaciones,ingresos espontaneos,2005-11-01,106,106
EL VILLAR,internaciones,ingresos espontaneos,2005-11-01,10,10
ENTRE RIOS,internaciones,ingresos espontaneos,2005-11-01,29,29
ENTRE RIOS,internaciones,ingresos espontaneos,2005-11-01,26,26
EUCALIPTUS,internaciones,ingresos espontaneos,2005-11-01,8,8
EXALTACION,internaciones,ingresos espontaneos,2005-11-01,2,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2005-11-01,36,36
FILADELFIA,internaciones,ingresos espontaneos,2005-11-01,2,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2005-11-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2005-11-01,5,5
GUANAY,internaciones,ingresos espontaneos,2005-11-01,18,18
GUAQUI,internaciones,ingresos espontaneos,2005-11-01,1,1
GUAYARAMERIN,internaciones,ingresos espontaneos,2005-11-01,392,392
GUTIERREZ,internaciones,ingresos espontaneos,2005-11-01,27,27
HUACARETA,internaciones,ingresos espontaneos,2005-11-01,17,17
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2005-11-01,1,1
HUACHACALLA,internaciones,ingresos espontaneos,2005-11-01,1,1
HUANUNI,internaciones,ingresos espontaneos,2005-11-01,69,69
HUARACAJE,internaciones,ingresos espontaneos,2005-11-01,9,9
ICHOCA,internaciones,ingresos espontaneos,2005-11-01,1,1
ICLA,internaciones,ingresos espontaneos,2005-11-01,1,1
INCAHUASI,internaciones,ingresos espontaneos,2005-11-01,51,51
INQUISIVI,internaciones,ingresos espontaneos,2005-11-01,8,8
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2005-11-01,38,38
IXIAMAS,internaciones,ingresos espontaneos,2005-11-01,13,13
JESUS DE MACHACA,internaciones,ingresos espontaneos,2005-11-01,5,5
LA ASUNTA,internaciones,ingresos espontaneos,2005-11-01,53,53
LA GUARDIA,internaciones,ingresos espontaneos,2005-11-01,110,110
LA PAZ,internaciones,ingresos espontaneos,2005-11-01,6332,6332
LAGUNILLAS,internaciones,ingresos espontaneos,2005-11-01,10,10
LAJA,internaciones,ingresos espontaneos,2005-11-01,3,3
LICOMA PAMPA,internaciones,ingresos espontaneos,2005-11-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2005-11-01,162,162
LLICA,internaciones,ingresos espontaneos,2005-11-01,7,7
LURIBAY,internaciones,ingresos espontaneos,2005-11-01,5,5
MACHACAMARCA,internaciones,ingresos espontaneos,2005-11-01,4,4
MACHARETI,internaciones,ingresos espontaneos,2005-11-01,10,10
MAGDALENA,internaciones,ingresos espontaneos,2005-11-01,54,54
MAIRANA,internaciones,ingresos espontaneos,2005-11-01,27,27
MAPIRI,internaciones,ingresos espontaneos,2005-11-01,17,17
MECAPACA,internaciones,ingresos espontaneos,2005-11-01,6,6
MINEROS,internaciones,ingresos espontaneos,2005-11-01,20,20
MIZQUE,internaciones,ingresos espontaneos,2005-11-01,51,51
MOCOMOCO,internaciones,ingresos espontaneos,2005-11-01,4,4
MOJOCOYA,internaciones,ingresos espontaneos,2005-11-01,15,15
MONTEAGUDO,internaciones,ingresos espontaneos,2005-11-01,167,167
MONTERO,internaciones,ingresos espontaneos,2005-11-01,697,697
MORO MORO,internaciones,ingresos espontaneos,2005-11-01,1,1
MOROCHATA,internaciones,ingresos espontaneos,2005-11-01,5,5
OKINAWA,internaciones,ingresos espontaneos,2005-11-01,14,14
OMEREQUE,internaciones,ingresos espontaneos,2005-11-01,4,4
ORURO,internaciones,ingresos espontaneos,2005-11-01,1740,1740
PADILLA,internaciones,ingresos espontaneos,2005-11-01,77,77
