municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-02-01,43,43
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-02-01,805,805
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,14,14
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-02-01,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,14,14
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,4,4
MINEROS,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,10,10
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,74,74
OCURI,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,67,67
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,23,23
PAILON,internaciones,ingresos referidos de otros establecimientos,2005-02-01,46,46
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-02-01,6,6
POCONA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,3,3
POTOSI,internaciones,ingresos referidos de otros establecimientos,2005-02-01,95,95
PRESTO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,42,42
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,3,3
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
PUERTO SILES,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-02-01,12,12
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,33,33
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,21,21
REYES,internaciones,ingresos referidos de otros establecimientos,2005-02-01,4,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,181,181
ROBORE,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-02-01,6,6
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,24,24
SAIPINA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,3,3
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-02-01,6,6
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,10,10
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-02-01,17,17
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-02-01,25,25
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-02-01,12,12
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,173,173
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-02-01,28,28
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,11,11
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,27,27
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-02-01,4,4
TOMINA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
TOTORA(ORR),internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,28,28
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,25,25
VACAS,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-02-01,32,32
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2005-02-01,2,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-02-01,27,27
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-02-01,12,12
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-02-01,1,1
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-02-01,22,22
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-02-01,3,3
ACACIO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-03-01,4,4
ALALAY,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,13,13
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,74,74
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-03-01,9,9
BELLA FLOR,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,12,12
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,5,5
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,5,5
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,21,21
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,17,17
CARAPARI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,9,9
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2005-03-01,5,5
CLIZA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,37,37
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,17,17
CORQUE,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,4,4
CUEVO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,192,192
EL PUENTE(STC),internaciones,ingresos referidos de otros establecimientos,2005-03-01,4,4
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,11,11
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-03-01,37,37
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2005-03-01,4,4
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
HUACHACALLA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
IXIAMAS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-03-01,979,979
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,18,18
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,4,4
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,9,9
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,7,7
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,9,9
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,78,78
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,59,59
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,28,28
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,6,6
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
PASORAPA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
POCOATA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-03-01,3,3
PORONGO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
POTOSI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,110,110
PUCARANI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,59,59
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2005-03-01,5,5
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-03-01,14,14
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,15,15
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,31,31
REYES,internaciones,ingresos referidos de otros establecimientos,2005-03-01,4,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,244,244
ROBORE,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-03-01,3,3
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,37,37
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,3,3
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,9,9
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,19,19
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,10,10
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-03-01,24,24
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,10,10
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2005-03-01,4,4
SAN PEDRO DE BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,219,219
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
SENA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-03-01,3,3
SORATA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,3,3
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-03-01,44,44
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-03-01,13,13
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,112,112
TARVITA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-03-01,3,3
TRIGAL,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,55,55
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,30,30
URIONDO (A. CONCEPCION),internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-03-01,9,9
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-03-01,29,29
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,22,22
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-03-01,28,28
VITICHI,internaciones,ingresos referidos de otros establecimientos,2005-03-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-03-01,7,7
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-03-01,24,24
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-03-01,2,2
ACACIO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
ACHACACHI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-04-01,9,9
ANDAMARCA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2005-04-01,18,18
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,57,57
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-04-01,12,12
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2005-04-01,4,4
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-04-01,6,6
"CAIZA ""D""",internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,11,11
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,10,10
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,20,20
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,7,7
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,29,29
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,14,14
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,10,10
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2005-04-01,3,3
COROICO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,14,14
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,161,161
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,13,13
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-04-01,4,4
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-04-01,38,38
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2005-04-01,4,4
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos,2005-04-01,1,1
