municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,6,6
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-07-01,19,19
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,7,7
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,231,231
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
SANTIVAÑES,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
SENA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-07-01,3,3
SORATA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,6,6
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-07-01,67,67
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,10,10
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,173,173
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-07-01,5,5
TOLEDO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
TOMINA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
TORO TORO,internaciones,ingresos referidos de otros establecimientos,2005-07-01,3,3
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-07-01,4,4
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2005-07-01,8,8
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,41,41
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,18,18
UYUNI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
VACAS,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-07-01,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-07-01,6,6
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,30,30
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-07-01,10,10
VITICHI,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-07-01,7,7
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,19,19
YOTALA,internaciones,ingresos referidos de otros establecimientos,2005-07-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-07-01,4,4
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,7,7
ANDAMARCA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
APOLO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2005-08-01,9,9
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,49,49
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-08-01,9,9
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2005-08-01,5,5
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,6,6
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-08-01,8,8
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,10,10
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,22,22
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,3,3
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,8,8
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,4,4
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,12,12
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,4,4
CHIMORE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
CLIZA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,13,13
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,31,31
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,16,16
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,8,8
COROICO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,11,11
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,10,10
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
CUEVO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,12,12
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,210,210
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,15,15
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-08-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-08-01,21,21
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
ICLA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
IXIAMAS,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1095,1095
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,14,14
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,5,5
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,11,11
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,5,5
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,16,16
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,98,98
OMEREQUE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,124,124
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,37,37
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,8,8
POCOATA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
POCONA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,3,3
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
POROMA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,5,5
PORVENIR,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
PRESTO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
PUCARANI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
PUERTO CARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,3,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2005-08-01,6,6
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-08-01,14,14
PUNA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,9,9
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,28,28
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,176,176
ROBORE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,4,4
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,23,23
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
SACACA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,4,4
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,4,4
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-08-01,5,5
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,19,19
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,5,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-08-01,12,12
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-08-01,8,8
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,252,252
SENA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-08-01,5,5
SORATA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,6,6
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,66,66
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,25,25
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,94,94
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-08-01,8,8
TOMINA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,4,4
TORO TORO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,45,45
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,29,29
URIONDO (A. CONCEPCION),internaciones,ingresos referidos de otros establecimientos,2005-08-01,3,3
UYUNI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-08-01,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-08-01,10,10
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,37,37
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-08-01,15,15
VITICHI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,3,3
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-08-01,11,11
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,18,18
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-08-01,8,8
YOTALA,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-08-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-09-01,5,5
APOLO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
ARANI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,16,16
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,52,52
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-09-01,5,5
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,13,13
BOLIVAR,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,13,13
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,26,26
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,13,13
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,7,7
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,13,13
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,38,38
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,28,28
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
COLOMI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,12,12
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
COPACABANA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
COROICO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,11,11
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,10,10
CULPINA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,7,7
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,203,203
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,9,9
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-09-01,26,26
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
IXIAMAS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1334,1334
LURIBAY,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,58,58
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,4,4
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,12,12
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,71,71
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,140,140
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,34,34
PAILON,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,5,5
POSTRER VALLE,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
PUCARA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,6,6
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-09-01,5,5
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,22,22
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,16,16
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,522,522
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
SABAYA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,20,20
SACACA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
SAIPINA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,15,15
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,10,10
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,6,6
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-09-01,9,9
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-09-01,10,10
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,240,240
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,5,5
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-09-01,6,6
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-09-01,55,55
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-09-01,16,16
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,80,80
TARVITA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-09-01,2,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-09-01,6,6
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2005-09-01,8,8
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,60,60
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,25,25
URIONDO (A. CONCEPCION),internaciones,ingresos referidos de otros establecimientos,2005-09-01,3,3
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-09-01,5,5
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-09-01,14,14
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,34,34
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-09-01,25,25
WARNES,internaciones,ingresos referidos de otros establecimientos,2005-09-01,6,6
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2005-09-01,17,17
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-09-01,7,7
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2005-09-01,1,1
ACHOCALLA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,3,3
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
APOLO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,2,2
ARBIETO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,49,49
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2005-10-01,8,8
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2005-10-01,3,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,8,8
BOYUIBE,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,3,3
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,4,4
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,35,35
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,23,23
CARIPUYO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,3,3
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,7,7
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,2,2
CHUMA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,47,47
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,27,27
COLOMI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,6,6
COROICO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,9,9
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,15,15
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,6,6
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,271,271
EL CHORO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,6,6
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2005-10-01,41,41
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
HUAYLLAMARCA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,2,2
ICLA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,6,6
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1401,1401
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,25,25
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,4,4
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,8,8
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,6,6
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,15,15
MONTERO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,73,73
ORURO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,189,189
PADILLA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,38,38
PAILON,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
PAPEL PAMPA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,5,5
POCOATA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
POCONA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
POROMA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
PORONGO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,3,3
PRESTO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,16,16
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2005-10-01,13,13
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2005-10-01,13,13
PUNATA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,20,20
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,17,17
QUIME,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,152,152
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2005-10-01,9,9
SACABA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,27,27
SACACA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,9,9
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,8,8
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,8,8
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2005-10-01,20,20
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2005-10-01,15,15
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,248,248
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2005-10-01,12,12
SORATA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos,2005-10-01,46,46
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,16,16
TARIJA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,171,171
TARVITA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,4,4
TIAWANACU,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2005-10-01,7,7
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2005-10-01,5,5
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2005-10-01,10,10
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,30,30
TURCO,internaciones,ingresos referidos de otros establecimientos,2005-10-01,13,13
UNCIA,internaciones,ingresos referidos de otros establecimientos,2005-10-01,25,25
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2005-10-01,5,5
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2005-10-01,5,5
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,26,26
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2005-10-01,13,13
VITICHI,internaciones,ingresos referidos de otros establecimientos,2005-10-01,1,1
