municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-01-01,3,3
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-01-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-01-01,59,59
SORATA,internaciones,fallecidos antes de las 48 horas,2005-01-01,2,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-01-01,28,28
TAPACARI,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-01-01,21,21
TOMINA,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2005-01-01,2,2
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-01-01,10,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-01-01,3,3
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-01-01,2,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-01-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-01-01,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2005-01-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-01-01,5,5
YAMPARAEZ,internaciones,fallecidos antes de las 48 horas,2005-01-01,1,1
YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-01-01,3,3
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
AZURDUY,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-02-01,4,4
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-02-01,3,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-02-01,37,37
COMARAPA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-02-01,10,10
GUANAY,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-02-01,61,61
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2005-02-01,4,4
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-02-01,6,6
ORURO,internaciones,fallecidos antes de las 48 horas,2005-02-01,7,7
PADILLA,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
PATACAMAYA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-02-01,12,12
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2005-02-01,20,20
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
QUIME,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-02-01,4,4
SACABA,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-02-01,40,40
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-02-01,12,12
TARABUCO,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-02-01,14,14
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-02-01,10,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-02-01,3,3
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
VACAS,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-02-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-02-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-02-01,3,3
WARNES,internaciones,fallecidos antes de las 48 horas,2005-02-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-02-01,5,5
YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-02-01,3,3
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
AZURDUY,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-03-01,3,3
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
CABEZAS,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-03-01,4,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-03-01,30,30
COMARAPA,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
COROICO,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-03-01,11,11
GUANAY,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
HUANUNI,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-03-01,61,61
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-03-01,5,5
OMEREQUE,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2005-03-01,10,10
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-03-01,17,17
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-03-01,3,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
REYES,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-03-01,4,4
SACABA,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-03-01,50,50
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-03-01,20,20
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-03-01,14,14
TIPUANI,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-03-01,7,7
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2005-03-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-03-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-03-01,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-03-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-03-01,6,6
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
ATOCHA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
BETANZOS,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-04-01,4,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-04-01,33,33
"COLCHA ""K""",internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
COMARAPA,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-04-01,4,4
ENTRE RIOS,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
EXALTACION,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-04-01,55,55
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
OCURI,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2005-04-01,22,22
PATACAMAYA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-04-01,19,19
PRESTO,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-04-01,8,8
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN BENITO,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-04-01,4,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-04-01,35,35
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-04-01,28,28
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-04-01,9,9
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-04-01,12,12
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-04-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-04-01,2,2
VITICHI,internaciones,fallecidos antes de las 48 horas,2005-04-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-04-01,6,6
ACACIO,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-05-01,3,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-05-01,4,4
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-05-01,41,41
COMARAPA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
COPACABANA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-05-01,7,7
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-05-01,7,7
HUACARETA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-05-01,80,80
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2005-05-01,3,3
MAIRANA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-05-01,5,5
ORURO,internaciones,fallecidos antes de las 48 horas,2005-05-01,12,12
PADILLA,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
PORVENIR,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-05-01,17,17
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-05-01,3,3
SACABA,internaciones,fallecidos antes de las 48 horas,2005-05-01,3,3
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-05-01,4,4
SAN RAFAEL,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-05-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-05-01,114,114
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-05-01,21,21
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-05-01,18,18
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2005-05-01,14,14
TUPIZA,internaciones,fallecidos antes de las 48 horas,2005-05-01,4,4
UNCIA,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2005-05-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2005-05-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2005-05-01,4,4
VITICHI,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2005-05-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2005-05-01,9,9
ACACIO,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2005-06-01,4,4
ATOCHA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
AZURDUY,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
BETANZOS,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2005-06-01,4,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2005-06-01,38,38
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
CORIPATA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
CORO CORO,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2005-06-01,4,4
EL ALTO,internaciones,fallecidos antes de las 48 horas,2005-06-01,16,16
EXALTACION,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2005-06-01,5,5
HUANUNI,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2005-06-01,71,71
MIZQUE,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2005-06-01,5,5
ORURO,internaciones,fallecidos antes de las 48 horas,2005-06-01,8,8
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
PAPEL PAMPA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2005-06-01,12,12
PUCARANI,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
PUERTO CARABUCO,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
QUIME,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2005-06-01,8,8
SACABA,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
SAMAIPATA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2005-06-01,3,3
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2005-06-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2005-06-01,44,44
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
SOPACHUY,internaciones,fallecidos antes de las 48 horas,2005-06-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2005-06-01,11,11
TARIJA,internaciones,fallecidos antes de las 48 horas,2005-06-01,13,13
