municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,256,256
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,27,27
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,40,40
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,2,2
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,193,193
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,3,3
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,38,38
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,10,10
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,14,14
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,3,3
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,10,10
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,8,8
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,4,4
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,85,85
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,27,27
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,45,45
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,55,55
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,143,143
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,4,4
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,22,22
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,33,33
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,5,5
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,72,72
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,8,8
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,16,16
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,57,57
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,11,11
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,11,11
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,5,5
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,17,17
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,27,27
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,2,2
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,2,2
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,1,1
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,10,10
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,17,17
SANTA ANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,34,34
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,536,536
SANTA ROSA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,21,21
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,11,11
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,9,9
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,8,8
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,3,3
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,9,9
SENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,5,5
SHINAOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,52,52
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,23,23
SICAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,39,39
SOPACHUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,17,17
SORACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,8,8
SORATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,15,15
SUCRE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,456,456
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,10,10
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,10,10
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,14,14
TAHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,1,1
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,31,31
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,37,37
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,5,5
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,11,11
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,95,95
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,13,13
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,8,8
TIAWANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,18,18
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,14,14
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,15,15
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,95,95
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,24,24
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,3,3
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,11,11
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,5,5
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,16,16
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,8,8
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,19,19
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,18,18
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,5,5
TRIGAL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,58,58
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,12,12
TURCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,2,2
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,6,6
UNCIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2012-01-01,12,12
