municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,5,5
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2,2
BETANZOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,183,183
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,31,31
BOLPEBRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,32,32
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,92,92
CABEZAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,75,75
CAIROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,59,59
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,63,63
CALACOTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,17,17
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,78,78
CAMARGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,57,57
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,16,16
CAMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,153,153
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,129,129
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,48,48
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,101,101
CARANAVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,120,120
CARAPARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,90,90
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,35,35
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,51,51
CATACORA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,10,10
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,7,7
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,213,213
CHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,48,48
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,38,38
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,4,4
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,66,66
CHIMORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,172,172
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,6,6
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,6,6
CHUMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,37,37
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,50,50
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,79,79
CLIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,82,82
COBIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,73,73
COCAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,89,89
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1724,1724
COIPASA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,5,5
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,133,133
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,53,53
COLLANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,5,5
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,122,122
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,30,30
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,128,128
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,57,57
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,86,86
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,7,7
COMARAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,21,21
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,8,8
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,11,11
CORIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,78,78
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,32,32
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,32,32
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,91,91
COTOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,155,155
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,132,132
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,10,10
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,30,30
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,111,111
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,15,15
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,14,14
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,23,23
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1655,1655
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,10,10
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,71,71
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,47,47
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,88,88
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,21,21
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,105,105
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,101,101
ESCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,20,20
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,27,27
EXALTACION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,9,9
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,37,37
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,11,11
GAIOC JATUN AYLLU YURA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,16,16
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,60,60
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,53,53
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,25,25
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,25,25
HUACARAJE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2,2
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,10,10
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,3,3
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,91,91
HUARINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,12,12
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,22,22
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,15,15
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,26,26
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,23,23
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,61,61
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,18,18
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,44,44
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,40,40
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,41,41
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,105,105
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,292,292
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,12,12
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,3,3
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,16,16
LAJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,117,117
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,8,8
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,11,11
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,314,314
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,14,14
LORETO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2,2
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,33,33
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,14,14
MACHARETI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,24,24
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2,2
MAIRANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,6,6
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,17,17
MAPIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,121,121
MECAPACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,47,47
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,68,68
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,145,145
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,51,51
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,5,5
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,30,30
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,71,71
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,7,7
MORO MORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2,2
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,49,49
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,12,12
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,77,77
OKINAWA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,38,38
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1586,1586
PADCAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,4,4
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,20,20
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,120,120
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,104,104
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,26,26
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,61,61
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,15,15
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,11,11
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,59,59
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,17,17
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,33,33
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,145,145
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,43,43
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,48,48
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,29,29
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,112,112
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,87,87
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,73,73
PORVENIR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,44,44
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,14,14
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1467,1467
PRESTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,27,27
PUCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,5,5
PUCARANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,163,163
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,63,63
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,22,22
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,19,19
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,76,76
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2,2
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,68,68
PUNATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,150,150
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,16,16
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,732,732
QUIME,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,36,36
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,42,42
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,51,51
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,258,258
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,118,118
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,17,17
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,18,18
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,897,897
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,19,19
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,17,17
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,42,42
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,53,53
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,33,33
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,46,46
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,43,43
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,172,172
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,22,22
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,13,13
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,5,5
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,314,314
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,133,133
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,3,3
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,346,346
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,36,36
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,198,198
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,104,104
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,9,9
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,96,96
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,196,196
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,123,123
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,14,14
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,29,29
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,29,29
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,52,52
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,33,33
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2134,2134
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,110,110
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,46,46
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,13,13
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,21,21
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,34,34
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,15,15
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,46,46
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,162,162
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,87,87
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,9,9
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,371,371
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,34,34
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,45,45
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,55,55
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1098,1098
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,5,5
TACACOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,25,25
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,40,40
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,28,28
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,2,2
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,155,155
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,64,64
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,16,16
TARATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,69,69
TARIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,528,528
TEOPONTE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
TIAHUANACU,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,46,46
TINGUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,87,87
TIPUANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,21,21
TIQUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,111,111
TIRAQUE (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,79,79
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,1,1
TOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2023-01-01,33,33
