municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,31,31
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,86,86
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,26,26
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,22,22
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,47,47
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,6,6
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,26,26
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,11,11
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,8,8
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,1762,1762
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,5,5
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,4,4
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,39,39
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,3,3
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,428,428
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,6,6
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,330,330
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,84,84
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,1,1
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,7,7
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,2,2
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,19,19
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,300,300
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,58,58
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,10,10
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,4,4
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,26,26
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,8,8
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,40,40
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,11,11
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,65,65
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,56,56
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,26,26
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,4,4
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,49,49
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,21,21
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-01-01,82,82
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,23,23
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,26,26
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,35,35
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,4,4
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,37,37
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,22,22
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,7,7
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,9,9
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,19,19
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,3,3
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,15,15
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,11,11
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,10,10
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,8,8
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,58,58
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,46,46
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,4,4
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,5,5
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,18,18
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,25,25
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,98,98
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,908,908
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,24,24
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,4,4
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,11,11
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,17,17
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,43,43
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,14,14
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,77,77
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,22,22
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1146,1146
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,7,7
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,99,99
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,7,7
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,3,3
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,7,7
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,21,21
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,46,46
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,835,835
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,5,5
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,54,54
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,15,15
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,22,22
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,18,18
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,35,35
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,46,46
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,4,4
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,505,505
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,15,15
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,31,31
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,32,32
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,8,8
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1,1
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,28,28
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,358,358
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,23,23
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,11,11
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,41,41
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,103,103
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,63,63
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,202,202
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,9,9
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,264,264
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,18,18
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,36,36
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,124,124
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,10,10
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,5,5
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,8,8
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,48,48
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,25,25
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,18,18
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,74,74
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,32,32
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,25,25
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,3,3
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,54,54
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,8,8
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,21,21
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,11,11
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,7,7
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,9,9
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,10,10
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1790,1790
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,8,8
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,45,45
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,1,1
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,363,363
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,7,7
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,364,364
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,64,64
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,8,8
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,5,5
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,16,16
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,299,299
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,68,68
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,3,3
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,36,36
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,15,15
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,35,35
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,75,75
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,7,7
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,66,66
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,36,36
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,41,41
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,2,2
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,16,16
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,20,20
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-02-01,66,66
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,22,22
ACHOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,29,29
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,55,55
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,9,9
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,25,25
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,16,16
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,9,9
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,13,13
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,13,13
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,7,7
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,11,11
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,2,2
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,16,16
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,18,18
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,11,11
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,68,68
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,10,10
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,5,5
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,40,40
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,6,6
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,12,12
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,6,6
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,35,35
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,119,119
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,966,966
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,36,36
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,9,9
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,31,31
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,33,33
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,18,18
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,6,6
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,77,77
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,26,26
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1184,1184
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,5,5
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,105,105
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,12,12
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,17,17
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,5,5
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2020-03-01,1,1
