municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SENA,consulta externa,nuevas en menores de 5 anos,2005-07-01,155,144,155,144,299
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2005-07-01,240,206,240,206,446
SICAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,70,39,70,39,109
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2005-07-01,269,305,269,305,574
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2005-07-01,227,273,227,273,500
SORACACHI,consulta externa,nuevas en menores de 5 anos,2005-07-01,83,71,83,71,154
SORATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,201,170,201,170,371
SUCRE,consulta externa,nuevas en menores de 5 anos,2005-07-01,5373,4811,5373,4811,10184
TACACHI,consulta externa,nuevas en menores de 5 anos,2005-07-01,13,10,13,10,23
TACACOMA,consulta externa,nuevas en menores de 5 anos,2005-07-01,90,69,90,69,159
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2005-07-01,123,126,123,126,249
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,153,134,153,134,287
TAHUA,consulta externa,nuevas en menores de 5 anos,2005-07-01,15,22,15,22,37
TAPACARI,consulta externa,nuevas en menores de 5 anos,2005-07-01,633,570,633,570,1203
TARABUCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,683,696,683,696,1379
TARACO,consulta externa,nuevas en menores de 5 anos,2005-07-01,34,29,34,29,63
TARATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,100,93,100,93,193
TARIJA,consulta externa,nuevas en menores de 5 anos,2005-07-01,4445,4057,4445,4057,8502
TARVITA,consulta externa,nuevas en menores de 5 anos,2005-07-01,812,778,812,778,1590
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2005-07-01,168,180,168,180,348
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2005-07-01,89,88,89,88,177
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,319,329,319,329,648
TIPUANI,consulta externa,nuevas en menores de 5 anos,2005-07-01,124,118,124,118,242
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2005-07-01,379,308,379,308,687
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2005-07-01,629,553,629,553,1182
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2005-07-01,19,18,19,18,37
TOCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,47,43,47,43,90
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2005-07-01,3,6,3,6,9
TOLATA,consulta externa,nuevas en menores de 5 anos,2005-07-01,49,44,49,44,93
TOLEDO,consulta externa,nuevas en menores de 5 anos,2005-07-01,64,73,64,73,137
TOMAVE,consulta externa,nuevas en menores de 5 anos,2005-07-01,163,118,163,118,281
TOMINA,consulta externa,nuevas en menores de 5 anos,2005-07-01,291,270,291,270,561
TORO TORO,consulta externa,nuevas en menores de 5 anos,2005-07-01,236,247,236,247,483
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2005-07-01,282,262,282,262,544
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2005-07-01,52,64,52,64,116
TRIGAL,consulta externa,nuevas en menores de 5 anos,2005-07-01,30,34,30,34,64
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2005-07-01,2189,1878,2189,1878,4067
TUPIZA,consulta externa,nuevas en menores de 5 anos,2005-07-01,1168,1138,1168,1138,2306
TURCO,consulta externa,nuevas en menores de 5 anos,2005-07-01,89,80,89,80,169
UMALA,consulta externa,nuevas en menores de 5 anos,2005-07-01,39,37,39,37,76
UNCIA,consulta externa,nuevas en menores de 5 anos,2005-07-01,689,613,689,613,1302
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2005-07-01,448,376,448,376,824
URUBICHA,consulta externa,nuevas en menores de 5 anos,2005-07-01,223,198,223,198,421
UYUNI,consulta externa,nuevas en menores de 5 anos,2005-07-01,274,254,274,254,528
VACAS,consulta externa,nuevas en menores de 5 anos,2005-07-01,146,108,146,108,254
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2005-07-01,270,296,270,296,566
VIACHA,consulta externa,nuevas en menores de 5 anos,2005-07-01,371,286,371,286,657
VILA VILA,consulta externa,nuevas en menores de 5 anos,2005-07-01,60,42,60,42,102
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2005-07-01,523,431,523,431,954
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2005-07-01,77,89,77,89,166
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2005-07-01,42,20,42,20,62
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2005-07-01,414,413,414,413,827
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2005-07-01,1176,1139,1176,1139,2315
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2005-07-01,329,371,329,371,700
VILLAZON,consulta externa,nuevas en menores de 5 anos,2005-07-01,897,762,897,762,1659
VINTO,consulta externa,nuevas en menores de 5 anos,2005-07-01,259,230,259,230,489
VITICHI,consulta externa,nuevas en menores de 5 anos,2005-07-01,239,231,239,231,470
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2005-07-01,29,29,29,29,58
WARNES,consulta externa,nuevas en menores de 5 anos,2005-07-01,1051,1046,1051,1046,2097
YACO,consulta externa,nuevas en menores de 5 anos,2005-07-01,74,67,74,67,141
YACUIBA,consulta externa,nuevas en menores de 5 anos,2005-07-01,1709,1635,1709,1635,3344
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,261,218,261,218,479
YANACACHI,consulta externa,nuevas en menores de 5 anos,2005-07-01,119,83,119,83,202
YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-07-01,710,689,710,689,1399
YOCALLA,consulta externa,nuevas en menores de 5 anos,2005-07-01,101,101,101,101,202
YOTALA,consulta externa,nuevas en menores de 5 anos,2005-07-01,181,166,181,166,347
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2005-07-01,226,90,226,90,316
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2005-07-01,239,211,239,211,450
ACACIO,consulta externa,nuevas en menores de 5 anos,2005-08-01,224,216,224,216,440
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2005-08-01,352,310,352,310,662
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2005-08-01,98,82,98,82,180
AIQUILE,consulta externa,nuevas en menores de 5 anos,2005-08-01,383,341,383,341,724
ALALAY,consulta externa,nuevas en menores de 5 anos,2005-08-01,35,34,35,34,69
ALCALA,consulta externa,nuevas en menores de 5 anos,2005-08-01,161,129,161,129,290
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2005-08-01,176,165,176,165,341
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-08-01,93,79,93,79,172
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2005-08-01,32,27,32,27,59
ANZALDO,consulta externa,nuevas en menores de 5 anos,2005-08-01,127,108,127,108,235
APOLO,consulta externa,nuevas en menores de 5 anos,2005-08-01,350,388,350,388,738
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2005-08-01,164,131,164,131,295
ARANI,consulta externa,nuevas en menores de 5 anos,2005-08-01,65,56,65,56,121
ARBIETO,consulta externa,nuevas en menores de 5 anos,2005-08-01,57,78,57,78,135
ARQUE,consulta externa,nuevas en menores de 5 anos,2005-08-01,169,166,169,166,335
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2005-08-01,455,351,455,351,806
ATOCHA,consulta externa,nuevas en menores de 5 anos,2005-08-01,412,361,412,361,773
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2005-08-01,112,245,112,245,357
AYATA,consulta externa,nuevas en menores de 5 anos,2005-08-01,148,115,148,115,263
AYO AYO,consulta externa,nuevas en menores de 5 anos,2005-08-01,62,51,62,51,113
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2005-08-01,553,489,553,489,1042
AZURDUY,consulta externa,nuevas en menores de 5 anos,2005-08-01,584,611,584,611,1195
BATALLAS,consulta externa,nuevas en menores de 5 anos,2005-08-01,111,101,111,101,212
BAURES,consulta externa,nuevas en menores de 5 anos,2005-08-01,122,111,122,111,233
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-08-01,22,24,22,24,46
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2005-08-01,68,51,68,51,119
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2005-08-01,109,136,109,136,245
BERMEJO,consulta externa,nuevas en menores de 5 anos,2005-08-01,613,789,613,789,1402
BETANZOS,consulta externa,nuevas en menores de 5 anos,2005-08-01,801,807,801,807,1608
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2005-08-01,155,163,155,163,318
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2005-08-01,48,40,48,40,88
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2005-08-01,90,94,90,94,184
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-08-01,307,311,307,311,618
CABEZAS,consulta externa,nuevas en menores de 5 anos,2005-08-01,423,359,423,359,782
CAIROMA,consulta externa,nuevas en menores de 5 anos,2005-08-01,153,141,153,141,294
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2005-08-01,175,177,175,177,352
CAJUATA,consulta externa,nuevas en menores de 5 anos,2005-08-01,161,139,161,139,300
CALACOTO,consulta externa,nuevas en menores de 5 anos,2005-08-01,59,55,59,55,114
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2005-08-01,149,146,149,146,295
CAMARGO,consulta externa,nuevas en menores de 5 anos,2005-08-01,463,473,463,473,936
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2005-08-01,124,73,124,73,197
CAMIRI,consulta externa,nuevas en menores de 5 anos,2005-08-01,1098,1030,1098,1030,2128
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2005-08-01,288,286,288,286,574
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2005-08-01,114,102,114,102,216
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2005-08-01,241,197,241,197,438
CARANAVI,consulta externa,nuevas en menores de 5 anos,2005-08-01,1152,1019,1152,1019,2171
CARAPARI,consulta externa,nuevas en menores de 5 anos,2005-08-01,232,236,232,236,468
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2005-08-01,257,239,257,239,496
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2005-08-01,102,66,102,66,168
CATACORA,consulta externa,nuevas en menores de 5 anos,2005-08-01,32,15,32,15,47
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2005-08-01,3,3,3,3,6
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2005-08-01,361,301,361,301,662
CHAQUI,consulta externa,nuevas en menores de 5 anos,2005-08-01,135,102,135,102,237
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2005-08-01,607,605,607,605,1212
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2005-08-01,26,26,26,26,52
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2005-08-01,395,403,395,403,798
CHIMORE,consulta externa,nuevas en menores de 5 anos,2005-08-01,501,468,501,468,969
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2005-08-01,24,20,24,20,44
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2005-08-01,2,5,2,5,7
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2005-08-01,230,248,230,248,478
CHUMA,consulta externa,nuevas en menores de 5 anos,2005-08-01,152,126,152,126,278
CLIZA,consulta externa,nuevas en menores de 5 anos,2005-08-01,187,153,187,153,340
COBIJA,consulta externa,nuevas en menores de 5 anos,2005-08-01,941,780,941,780,1721
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2005-08-01,8189,7403,8189,7403,15592
COIPASA,consulta externa,nuevas en menores de 5 anos,2005-08-01,13,14,13,14,27
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2005-08-01,379,343,379,343,722
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2005-08-01,203,213,203,213,416
COLLANA,consulta externa,nuevas en menores de 5 anos,2005-08-01,35,21,35,21,56
COLOMI,consulta externa,nuevas en menores de 5 anos,2005-08-01,228,249,228,249,477
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2005-08-01,164,174,164,174,338
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2005-08-01,839,829,839,829,1668
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2005-08-01,76,75,76,75,151
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2005-08-01,259,258,259,258,517
COMANCHE,consulta externa,nuevas en menores de 5 anos,2005-08-01,27,24,27,24,51
COMARAPA,consulta externa,nuevas en menores de 5 anos,2005-08-01,297,315,297,315,612
COMBAYA,consulta externa,nuevas en menores de 5 anos,2005-08-01,52,40,52,40,92
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2005-08-01,262,226,262,226,488
COPACABANA,consulta externa,nuevas en menores de 5 anos,2005-08-01,62,63,62,63,125
CORIPATA,consulta externa,nuevas en menores de 5 anos,2005-08-01,263,206,263,206,469
CORO CORO,consulta externa,nuevas en menores de 5 anos,2005-08-01,130,107,130,107,237
COROICO,consulta externa,nuevas en menores de 5 anos,2005-08-01,209,213,209,213,422
CORQUE,consulta externa,nuevas en menores de 5 anos,2005-08-01,94,73,94,73,167
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2005-08-01,924,794,924,794,1718
COTOCA,consulta externa,nuevas en menores de 5 anos,2005-08-01,949,786,949,786,1735
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2005-08-01,413,380,413,380,793
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2005-08-01,22,23,22,23,45
CUEVO,consulta externa,nuevas en menores de 5 anos,2005-08-01,86,99,86,99,185
CULPINA,consulta externa,nuevas en menores de 5 anos,2005-08-01,639,607,639,607,1246
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-08-01,144,121,144,121,265
CURVA,consulta externa,nuevas en menores de 5 anos,2005-08-01,57,53,57,53,110
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2005-08-01,73,44,73,44,117
EL ALTO,consulta externa,nuevas en menores de 5 anos,2005-08-01,8973,8165,8973,8165,17138
EL CHORO,consulta externa,nuevas en menores de 5 anos,2005-08-01,26,51,26,51,77
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2005-08-01,293,249,293,249,542
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2005-08-01,218,175,218,175,393
EL TORNO,consulta externa,nuevas en menores de 5 anos,2005-08-01,1074,911,1074,911,1985
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2005-08-01,266,272,266,272,538
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-08-01,384,374,384,374,758
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-08-01,356,353,356,353,709
ESCARA,consulta externa,nuevas en menores de 5 anos,2005-08-01,1,2,1,2,3
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2005-08-01,209,181,209,181,390
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2005-08-01,5,18,5,18,23
EXALTACION,consulta externa,nuevas en menores de 5 anos,2005-08-01,33,49,33,49,82
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2005-08-01,441,408,441,408,849
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2005-08-01,61,81,61,81,142
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2005-08-01,657,516,657,516,1173
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2005-08-01,126,116,126,116,242
GUANAY,consulta externa,nuevas en menores de 5 anos,2005-08-01,274,259,274,259,533
GUAQUI,consulta externa,nuevas en menores de 5 anos,2005-08-01,38,35,38,35,73
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2005-08-01,1300,1212,1300,1212,2512
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2005-08-01,361,377,361,377,738
HUACARETA,consulta externa,nuevas en menores de 5 anos,2005-08-01,331,319,331,319,650
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2005-08-01,49,66,49,66,115
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2005-08-01,27,29,27,29,56
HUANUNI,consulta externa,nuevas en menores de 5 anos,2005-08-01,390,310,390,310,700
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2005-08-01,105,91,105,91,196
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2005-08-01,48,46,48,46,94
ICHOCA,consulta externa,nuevas en menores de 5 anos,2005-08-01,87,74,87,74,161
ICLA,consulta externa,nuevas en menores de 5 anos,2005-08-01,466,479,466,479,945
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2005-08-01,720,762,720,762,1482
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2005-08-01,61,42,61,42,103
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2005-08-01,177,213,177,213,390
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2005-08-01,304,258,304,258,562
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2005-08-01,269,204,269,204,473
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-08-01,165,125,165,125,290
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2005-08-01,442,388,442,388,830
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2005-08-01,924,892,924,892,1816
LA PAZ,consulta externa,nuevas en menores de 5 anos,2005-08-01,12140,11292,12140,11292,23432
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2005-08-01,3,7,3,7,10
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2005-08-01,224,224,224,224,448
LAJA,consulta externa,nuevas en menores de 5 anos,2005-08-01,107,88,107,88,195
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2005-08-01,86,40,86,40,126
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2005-08-01,19,26,19,26,45
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2005-08-01,544,443,544,443,987
LLICA,consulta externa,nuevas en menores de 5 anos,2005-08-01,66,84,66,84,150
LORETO,consulta externa,nuevas en menores de 5 anos,2005-08-01,55,71,55,71,126
LURIBAY,consulta externa,nuevas en menores de 5 anos,2005-08-01,131,83,131,83,214
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2005-08-01,31,53,31,53,84
MACHARETI,consulta externa,nuevas en menores de 5 anos,2005-08-01,330,330,330,330,660
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2005-08-01,248,236,248,236,484
MAIRANA,consulta externa,nuevas en menores de 5 anos,2005-08-01,150,140,150,140,290
MALLA,consulta externa,nuevas en menores de 5 anos,2005-08-01,55,59,55,59,114
MAPIRI,consulta externa,nuevas en menores de 5 anos,2005-08-01,249,241,249,241,490
MECAPACA,consulta externa,nuevas en menores de 5 anos,2005-08-01,125,107,125,107,232
MINEROS,consulta externa,nuevas en menores de 5 anos,2005-08-01,427,371,427,371,798
MIZQUE,consulta externa,nuevas en menores de 5 anos,2005-08-01,359,344,359,344,703
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2005-08-01,107,98,107,98,205
MOJINETE,consulta externa,nuevas en menores de 5 anos,2005-08-01,45,44,45,44,89
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2005-08-01,375,291,375,291,666
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2005-08-01,843,793,843,793,1636
MONTERO,consulta externa,nuevas en menores de 5 anos,2005-08-01,5221,1996,5221,1996,7217
MORO MORO,consulta externa,nuevas en menores de 5 anos,2005-08-01,89,77,89,77,166
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2005-08-01,209,231,209,231,440
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2005-08-01,42,31,42,31,73
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2005-08-01,8,3,8,3,11
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2005-08-01,41,15,41,15,56
OCURI,consulta externa,nuevas en menores de 5 anos,2005-08-01,582,547,582,547,1129
OKINAWA,consulta externa,nuevas en menores de 5 anos,2005-08-01,336,319,336,319,655
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2005-08-01,202,216,202,216,418
