municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,6,6
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,35,35
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,16,16
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,4,4
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
MACHARETI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,5,5
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,4,4
POCONA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
PORONGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,5,5
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,16,16
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
SANTA ANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,0,0
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,5,5
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,3,3
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
CLIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,14,14
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,3,3
COLQUIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,5,5
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,3,3
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
MOJINETE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,4,4
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,11,11
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,7,7
PORCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,3,3
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,7,7
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,6,6
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,5,5
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,4,4
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,5,5
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-12-01,1,1
