municipality,group,variable,month,Viviendas Roceadas,TOTAL
RAVELO,chagas viviendas,viviendas roceadas,2023-04-01,16,16
SAN BENITO,chagas viviendas,viviendas roceadas,2023-04-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-04-01,5,5
SAN LUCAS,chagas viviendas,viviendas roceadas,2023-04-01,10,10
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2023-04-01,25,25
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-04-01,11,11
SICAYA,chagas viviendas,viviendas roceadas,2023-04-01,4,4
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-04-01,25,25
TACOBAMBA,chagas viviendas,viviendas roceadas,2023-04-01,7,7
TAPACARI,chagas viviendas,viviendas roceadas,2023-04-01,2,2
TARATA,chagas viviendas,viviendas roceadas,2023-04-01,1,1
TIQUIPAYA,chagas viviendas,viviendas roceadas,2023-04-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2023-04-01,6,6
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-04-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2023-04-01,6,6
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-04-01,8,8
VILA VILA,chagas viviendas,viviendas roceadas,2023-04-01,3,3
VILLA MONTES,chagas viviendas,viviendas roceadas,2023-04-01,4,4
VILLA RIVERO,chagas viviendas,viviendas roceadas,2023-04-01,6,6
VINTO,chagas viviendas,viviendas roceadas,2023-04-01,2,2
VITICHI,chagas viviendas,viviendas roceadas,2023-04-01,3,3
YOTALA,chagas viviendas,viviendas roceadas,2023-04-01,1,1
ACACIO,chagas viviendas,viviendas roceadas,2023-05-01,2,2
AIQUILE,chagas viviendas,viviendas roceadas,2023-05-01,29,29
ALCALA,chagas viviendas,viviendas roceadas,2023-05-01,1,1
ANZALDO,chagas viviendas,viviendas roceadas,2023-05-01,34,34
ARANI,chagas viviendas,viviendas roceadas,2023-05-01,2,2
ARBIETO,chagas viviendas,viviendas roceadas,2023-05-01,15,15
ARQUE,chagas viviendas,viviendas roceadas,2023-05-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-05-01,41,41
BETANZOS,chagas viviendas,viviendas roceadas,2023-05-01,18,18
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2023-05-01,3,3
CAMARGO,chagas viviendas,viviendas roceadas,2023-05-01,20,20
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-05-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2023-05-01,26,26
CARAPARI,chagas viviendas,viviendas roceadas,2023-05-01,19,19
CKOCHAS,chagas viviendas,viviendas roceadas,2023-05-01,8,8
CLIZA,chagas viviendas,viviendas roceadas,2023-05-01,11,11
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-05-01,44,44
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2023-05-01,7,7
CULPINA,chagas viviendas,viviendas roceadas,2023-05-01,61,61
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-05-01,6,6
EL TORNO,chagas viviendas,viviendas roceadas,2023-05-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2023-05-01,20,20
ICLA,chagas viviendas,viviendas roceadas,2023-05-01,18,18
LAS CARRERAS,chagas viviendas,viviendas roceadas,2023-05-01,4,4
LURIBAY,chagas viviendas,viviendas roceadas,2023-05-01,40,40
MIZQUE,chagas viviendas,viviendas roceadas,2023-05-01,46,46
OCURI,chagas viviendas,viviendas roceadas,2023-05-01,10,10
OMEREQUE,chagas viviendas,viviendas roceadas,2023-05-01,18,18
PADILLA,chagas viviendas,viviendas roceadas,2023-05-01,5,5
PASORAPA,chagas viviendas,viviendas roceadas,2023-05-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2023-05-01,3,3
PRESTO,chagas viviendas,viviendas roceadas,2023-05-01,6,6
PUCARA,chagas viviendas,viviendas roceadas,2023-05-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2023-05-01,6,6
PUNATA,chagas viviendas,viviendas roceadas,2023-05-01,3,3
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-05-01,5,5
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2023-05-01,15,15
RAVELO,chagas viviendas,viviendas roceadas,2023-05-01,25,25
SACABA,chagas viviendas,viviendas roceadas,2023-05-01,5,5
SAN BENITO,chagas viviendas,viviendas roceadas,2023-05-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-05-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2023-05-01,2,2
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-05-01,5,5
SICAYA,chagas viviendas,viviendas roceadas,2023-05-01,3,3
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-05-01,287,287
SUCRE,chagas viviendas,viviendas roceadas,2023-05-01,47,47
TAPACARI,chagas viviendas,viviendas roceadas,2023-05-01,14,14
TARATA,chagas viviendas,viviendas roceadas,2023-05-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2023-05-01,14,14
TOMINA,chagas viviendas,viviendas roceadas,2023-05-01,10,10
TORO TORO,chagas viviendas,viviendas roceadas,2023-05-01,14,14
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-05-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2023-05-01,8,8
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-05-01,1,1
VALLEGRANDE,chagas viviendas,viviendas roceadas,2023-05-01,6,6
VILLA RIVERO,chagas viviendas,viviendas roceadas,2023-05-01,4,4
VILLA SERRANO,chagas viviendas,viviendas roceadas,2023-05-01,22,22
VINTO,chagas viviendas,viviendas roceadas,2023-05-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2023-05-01,69,69
YOTALA,chagas viviendas,viviendas roceadas,2023-05-01,2,2
ACACIO,chagas viviendas,viviendas roceadas,2023-06-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2023-06-01,24,24
ANZALDO,chagas viviendas,viviendas roceadas,2023-06-01,15,15
ARANI,chagas viviendas,viviendas roceadas,2023-06-01,9,9
ARBIETO,chagas viviendas,viviendas roceadas,2023-06-01,22,22
ARQUE,chagas viviendas,viviendas roceadas,2023-06-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-06-01,6,6
BETANZOS,chagas viviendas,viviendas roceadas,2023-06-01,23,23
CAMARGO,chagas viviendas,viviendas roceadas,2023-06-01,24,24
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-06-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2023-06-01,26,26
CARAPARI,chagas viviendas,viviendas roceadas,2023-06-01,8,8
CLIZA,chagas viviendas,viviendas roceadas,2023-06-01,4,4
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-06-01,39,39
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2023-06-01,6,6
CULPINA,chagas viviendas,viviendas roceadas,2023-06-01,24,24
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-06-01,3,3
EL TORNO,chagas viviendas,viviendas roceadas,2023-06-01,5,5
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2023-06-01,10,10
ICLA,chagas viviendas,viviendas roceadas,2023-06-01,15,15
LAS CARRERAS,chagas viviendas,viviendas roceadas,2023-06-01,5,5
MAIRANA,chagas viviendas,viviendas roceadas,2023-06-01,2,2
MIZQUE,chagas viviendas,viviendas roceadas,2023-06-01,42,42
OCURI,chagas viviendas,viviendas roceadas,2023-06-01,33,33
OMEREQUE,chagas viviendas,viviendas roceadas,2023-06-01,23,23
PADCAYA,chagas viviendas,viviendas roceadas,2023-06-01,9,9
PADILLA,chagas viviendas,viviendas roceadas,2023-06-01,7,7
PASORAPA,chagas viviendas,viviendas roceadas,2023-06-01,9,9
PUCARA,chagas viviendas,viviendas roceadas,2023-06-01,2,2
PUNATA,chagas viviendas,viviendas roceadas,2023-06-01,3,3
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-06-01,4,4
SACABA,chagas viviendas,viviendas roceadas,2023-06-01,3,3
SAIPINA,chagas viviendas,viviendas roceadas,2023-06-01,12,12
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-06-01,3,3
SAN LUCAS,chagas viviendas,viviendas roceadas,2023-06-01,18,18
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2023-06-01,12,12
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-06-01,6,6
SICAYA,chagas viviendas,viviendas roceadas,2023-06-01,11,11
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-06-01,360,360
TACACHI,chagas viviendas,viviendas roceadas,2023-06-01,1,1
TACOBAMBA,chagas viviendas,viviendas roceadas,2023-06-01,7,7
TAPACARI,chagas viviendas,viviendas roceadas,2023-06-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2023-06-01,24,24
TOMINA,chagas viviendas,viviendas roceadas,2023-06-01,21,21
TORO TORO,chagas viviendas,viviendas roceadas,2023-06-01,21,21
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-06-01,1,1
TUPIZA,chagas viviendas,viviendas roceadas,2023-06-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-06-01,2,2
VILA VILA,chagas viviendas,viviendas roceadas,2023-06-01,11,11
VILLA MONTES,chagas viviendas,viviendas roceadas,2023-06-01,11,11
VILLA RIVERO,chagas viviendas,viviendas roceadas,2023-06-01,5,5
VILLA SERRANO,chagas viviendas,viviendas roceadas,2023-06-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2023-06-01,4,4
VITICHI,chagas viviendas,viviendas roceadas,2023-06-01,3,3
YACUIBA,chagas viviendas,viviendas roceadas,2023-06-01,4,4
YOTALA,chagas viviendas,viviendas roceadas,2023-06-01,1,1
ACACIO,chagas viviendas,viviendas roceadas,2023-07-01,5,5
AIQUILE,chagas viviendas,viviendas roceadas,2023-07-01,23,23
ANZALDO,chagas viviendas,viviendas roceadas,2023-07-01,10,10
ARAMPAMPA,chagas viviendas,viviendas roceadas,2023-07-01,6,6
ARANI,chagas viviendas,viviendas roceadas,2023-07-01,6,6
ARBIETO,chagas viviendas,viviendas roceadas,2023-07-01,19,19
ARQUE,chagas viviendas,viviendas roceadas,2023-07-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-07-01,3,3
BETANZOS,chagas viviendas,viviendas roceadas,2023-07-01,53,53
CAMARGO,chagas viviendas,viviendas roceadas,2023-07-01,5,5
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-07-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2023-07-01,45,45
CARAPARI,chagas viviendas,viviendas roceadas,2023-07-01,3,3
CKOCHAS,chagas viviendas,viviendas roceadas,2023-07-01,40,40
CLIZA,chagas viviendas,viviendas roceadas,2023-07-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-07-01,41,41
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2023-07-01,3,3
COTAGAITA,chagas viviendas,viviendas roceadas,2023-07-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-07-01,12,12
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2023-07-01,14,14
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2023-07-01,6,6
ICLA,chagas viviendas,viviendas roceadas,2023-07-01,15,15
INCAHUASI,chagas viviendas,viviendas roceadas,2023-07-01,3,3
LAS CARRERAS,chagas viviendas,viviendas roceadas,2023-07-01,5,5
MACHARETI,chagas viviendas,viviendas roceadas,2023-07-01,112,112
MECAPACA,chagas viviendas,viviendas roceadas,2023-07-01,2,2
MOJOCOYA,chagas viviendas,viviendas roceadas,2023-07-01,45,45
OMEREQUE,chagas viviendas,viviendas roceadas,2023-07-01,10,10
PASORAPA,chagas viviendas,viviendas roceadas,2023-07-01,18,18
POJO (CBBA),chagas viviendas,viviendas roceadas,2023-07-01,3,3
POROMA,chagas viviendas,viviendas roceadas,2023-07-01,36,36
PUCARA,chagas viviendas,viviendas roceadas,2023-07-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2023-07-01,12,12
PUNATA,chagas viviendas,viviendas roceadas,2023-07-01,11,11
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-07-01,6,6
RAQAYPAMPA(ETA),chagas viviendas,viviendas roceadas,2023-07-01,187,187
SACABA,chagas viviendas,viviendas roceadas,2023-07-01,2,2
SAIPINA,chagas viviendas,viviendas roceadas,2023-07-01,15,15
SAN BENITO,chagas viviendas,viviendas roceadas,2023-07-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-07-01,9,9
SAN LUCAS,chagas viviendas,viviendas roceadas,2023-07-01,49,49
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2023-07-01,16,16
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-07-01,18,18
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-07-01,91,91
SUCRE,chagas viviendas,viviendas roceadas,2023-07-01,54,54
TACACHI,chagas viviendas,viviendas roceadas,2023-07-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2023-07-01,17,17
TARATA,chagas viviendas,viviendas roceadas,2023-07-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2023-07-01,14,14
TORO TORO,chagas viviendas,viviendas roceadas,2023-07-01,23,23
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-07-01,1,1
TUPIZA,chagas viviendas,viviendas roceadas,2023-07-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-07-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2023-07-01,4,4
VILLA MONTES,chagas viviendas,viviendas roceadas,2023-07-01,12,12
VILLA SERRANO,chagas viviendas,viviendas roceadas,2023-07-01,2,2
VINTO,chagas viviendas,viviendas roceadas,2023-07-01,6,6
VITICHI,chagas viviendas,viviendas roceadas,2023-07-01,13,13
YAMPARAEZ,chagas viviendas,viviendas roceadas,2023-07-01,27,27
YOTALA,chagas viviendas,viviendas roceadas,2023-07-01,16,16
ACACIO,chagas viviendas,viviendas roceadas,2023-08-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2023-08-01,69,69
ALCALA,chagas viviendas,viviendas roceadas,2023-08-01,2,2
ANZALDO,chagas viviendas,viviendas roceadas,2023-08-01,18,18
ARAMPAMPA,chagas viviendas,viviendas roceadas,2023-08-01,6,6
ARANI,chagas viviendas,viviendas roceadas,2023-08-01,2,2
ARBIETO,chagas viviendas,viviendas roceadas,2023-08-01,9,9
ARQUE,chagas viviendas,viviendas roceadas,2023-08-01,30,30
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-08-01,32,32
AZURDUY,chagas viviendas,viviendas roceadas,2023-08-01,25,25
BETANZOS,chagas viviendas,viviendas roceadas,2023-08-01,24,24
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2023-08-01,6,6
CAMARGO,chagas viviendas,viviendas roceadas,2023-08-01,18,18
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-08-01,2,2
CAPINOTA,chagas viviendas,viviendas roceadas,2023-08-01,33,33
CARAPARI,chagas viviendas,viviendas roceadas,2023-08-01,16,16
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-08-01,57,57
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2023-08-01,3,3
COTAGAITA,chagas viviendas,viviendas roceadas,2023-08-01,3,3
CULPINA,chagas viviendas,viviendas roceadas,2023-08-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-08-01,12,12
EL TORNO,chagas viviendas,viviendas roceadas,2023-08-01,1,1
EL VILLAR,chagas viviendas,viviendas roceadas,2023-08-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2023-08-01,41,41
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2023-08-01,3,3
ICLA,chagas viviendas,viviendas roceadas,2023-08-01,3,3
INCAHUASI,chagas viviendas,viviendas roceadas,2023-08-01,79,79
LAS CARRERAS,chagas viviendas,viviendas roceadas,2023-08-01,2,2
MAIRANA,chagas viviendas,viviendas roceadas,2023-08-01,1,1
MIZQUE,chagas viviendas,viviendas roceadas,2023-08-01,38,38
OMEREQUE,chagas viviendas,viviendas roceadas,2023-08-01,9,9
PADILLA,chagas viviendas,viviendas roceadas,2023-08-01,5,5
PASORAPA,chagas viviendas,viviendas roceadas,2023-08-01,5,5
POJO (CBBA),chagas viviendas,viviendas roceadas,2023-08-01,8,8
PUNA,chagas viviendas,viviendas roceadas,2023-08-01,14,14
PUNATA,chagas viviendas,viviendas roceadas,2023-08-01,10,10
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-08-01,14,14
RAVELO,chagas viviendas,viviendas roceadas,2023-08-01,20,20
SACABA,chagas viviendas,viviendas roceadas,2023-08-01,10,10
SAIPINA,chagas viviendas,viviendas roceadas,2023-08-01,4,4
SAN BENITO,chagas viviendas,viviendas roceadas,2023-08-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-08-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2023-08-01,49,49
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2023-08-01,61,61
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-08-01,16,16
SICAYA,chagas viviendas,viviendas roceadas,2023-08-01,25,25
