municipality,group,variable,month,Viviendas Positivas,TOTAL
COLCAPIRHUA,chagas viviendas,viviendas positivas,2023-06-01,6,6
COTAGAITA,chagas viviendas,viviendas positivas,2023-06-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2023-06-01,5,5
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2023-06-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2023-06-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2023-06-01,3,3
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2023-06-01,12,12
ICLA,chagas viviendas,viviendas positivas,2023-06-01,1,1
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2023-06-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2023-06-01,7,7
MACHARETI,chagas viviendas,viviendas positivas,2023-06-01,44,44
MAIRANA,chagas viviendas,viviendas positivas,2023-06-01,2,2
MIZQUE,chagas viviendas,viviendas positivas,2023-06-01,6,6
OMEREQUE,chagas viviendas,viviendas positivas,2023-06-01,5,5
PADCAYA,chagas viviendas,viviendas positivas,2023-06-01,2,2
PADILLA,chagas viviendas,viviendas positivas,2023-06-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2023-06-01,1,1
PUCARA,chagas viviendas,viviendas positivas,2023-06-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2023-06-01,4,4
QUILLACOLLO,chagas viviendas,viviendas positivas,2023-06-01,5,5
SACABA,chagas viviendas,viviendas positivas,2023-06-01,1,1
SAIPINA,chagas viviendas,viviendas positivas,2023-06-01,12,12
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2023-06-01,3,3
SAN LUCAS,chagas viviendas,viviendas positivas,2023-06-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2023-06-01,3,3
TACACHI,chagas viviendas,viviendas positivas,2023-06-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2023-06-01,7,7
TOMINA,chagas viviendas,viviendas positivas,2023-06-01,12,12
TORO TORO,chagas viviendas,viviendas positivas,2023-06-01,21,21
TOTORA(CBBA),chagas viviendas,viviendas positivas,2023-06-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2023-06-01,3,3
VILLA SERRANO,chagas viviendas,viviendas positivas,2023-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2023-06-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2023-06-01,4,4
YACUIBA,chagas viviendas,viviendas positivas,2023-06-01,2,2
YOTALA,chagas viviendas,viviendas positivas,2023-06-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2023-07-01,5,5
ANZALDO,chagas viviendas,viviendas positivas,2023-07-01,12,12
ARAMPAMPA,chagas viviendas,viviendas positivas,2023-07-01,3,3
ARANI,chagas viviendas,viviendas positivas,2023-07-01,7,7
ARBIETO,chagas viviendas,viviendas positivas,2023-07-01,5,5
ARQUE,chagas viviendas,viviendas positivas,2023-07-01,1,1
BETANZOS,chagas viviendas,viviendas positivas,2023-07-01,53,53
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2023-07-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2023-07-01,16,16
CARAPARI,chagas viviendas,viviendas positivas,2023-07-01,3,3
CKOCHAS,chagas viviendas,viviendas positivas,2023-07-01,40,40
COCHABAMBA,chagas viviendas,viviendas positivas,2023-07-01,2,2
COLCAPIRHUA,chagas viviendas,viviendas positivas,2023-07-01,2,2
COTAGAITA,chagas viviendas,viviendas positivas,2023-07-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2023-07-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2023-07-01,30,30
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2023-07-01,25,25
ICLA,chagas viviendas,viviendas positivas,2023-07-01,1,1
INCAHUASI,chagas viviendas,viviendas positivas,2023-07-01,2,2
LAS CARRERAS,chagas viviendas,viviendas positivas,2023-07-01,1,1
LURIBAY,chagas viviendas,viviendas positivas,2023-07-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2023-07-01,20,20
MOJOCOYA,chagas viviendas,viviendas positivas,2023-07-01,27,27
OMEREQUE,chagas viviendas,viviendas positivas,2023-07-01,7,7
PASORAPA,chagas viviendas,viviendas positivas,2023-07-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2023-07-01,3,3
POROMA,chagas viviendas,viviendas positivas,2023-07-01,19,19
PUCARA,chagas viviendas,viviendas positivas,2023-07-01,3,3
PUNA,chagas viviendas,viviendas positivas,2023-07-01,12,12
PUNATA,chagas viviendas,viviendas positivas,2023-07-01,9,9
QUILLACOLLO,chagas viviendas,viviendas positivas,2023-07-01,3,3
RAQAYPAMPA(ETA),chagas viviendas,viviendas positivas,2023-07-01,45,45
SACABA,chagas viviendas,viviendas positivas,2023-07-01,2,2
SAIPINA,chagas viviendas,viviendas positivas,2023-07-01,15,15
SAN BENITO,chagas viviendas,viviendas positivas,2023-07-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2023-07-01,4,4
SAN LUCAS,chagas viviendas,viviendas positivas,2023-07-01,9,9
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2023-07-01,3,3
SANTIVAÑES,chagas viviendas,viviendas positivas,2023-07-01,7,7
SUCRE,chagas viviendas,viviendas positivas,2023-07-01,11,11
TACACHI,chagas viviendas,viviendas positivas,2023-07-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2023-07-01,1,1
TARATA,chagas viviendas,viviendas positivas,2023-07-01,2,2
TARIJA,chagas viviendas,viviendas positivas,2023-07-01,9,9
TORO TORO,chagas viviendas,viviendas positivas,2023-07-01,23,23
TOTORA(CBBA),chagas viviendas,viviendas positivas,2023-07-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2023-07-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2023-07-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2023-07-01,11,11
VILLA RIVERO,chagas viviendas,viviendas positivas,2023-07-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2023-07-01,89,89
VITICHI,chagas viviendas,viviendas positivas,2023-07-01,13,13
YAMPARAEZ,chagas viviendas,viviendas positivas,2023-07-01,22,22
YOTALA,chagas viviendas,viviendas positivas,2023-07-01,12,12
ACACIO,chagas viviendas,viviendas positivas,2023-08-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2023-08-01,5,5
ALCALA,chagas viviendas,viviendas positivas,2023-08-01,1,1
ANZALDO,chagas viviendas,viviendas positivas,2023-08-01,3,3
ARAMPAMPA,chagas viviendas,viviendas positivas,2023-08-01,2,2
ARANI,chagas viviendas,viviendas positivas,2023-08-01,19,19
ARBIETO,chagas viviendas,viviendas positivas,2023-08-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2023-08-01,4,4
AZURDUY,chagas viviendas,viviendas positivas,2023-08-01,25,25
BETANZOS,chagas viviendas,viviendas positivas,2023-08-01,24,24
"CAIZA ""D""",chagas viviendas,viviendas positivas,2023-08-01,6,6
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2023-08-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2023-08-01,7,7
CARAPARI,chagas viviendas,viviendas positivas,2023-08-01,19,19
CKOCHAS,chagas viviendas,viviendas positivas,2023-08-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2023-08-01,14,14
COLCAPIRHUA,chagas viviendas,viviendas positivas,2023-08-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2023-08-01,3,3
CULPINA,chagas viviendas,viviendas positivas,2023-08-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2023-08-01,3,3
EL TORNO,chagas viviendas,viviendas positivas,2023-08-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2023-08-01,5,5
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2023-08-01,4,4
ICLA,chagas viviendas,viviendas positivas,2023-08-01,5,5
INCAHUASI,chagas viviendas,viviendas positivas,2023-08-01,73,73
LAGUNILLAS,chagas viviendas,viviendas positivas,2023-08-01,5,5
LAS CARRERAS,chagas viviendas,viviendas positivas,2023-08-01,2,2
LURIBAY,chagas viviendas,viviendas positivas,2023-08-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2023-08-01,14,14
OMEREQUE,chagas viviendas,viviendas positivas,2023-08-01,3,3
PADILLA,chagas viviendas,viviendas positivas,2023-08-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2023-08-01,6,6
PUNA,chagas viviendas,viviendas positivas,2023-08-01,14,14
PUNATA,chagas viviendas,viviendas positivas,2023-08-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2023-08-01,9,9
RAVELO,chagas viviendas,viviendas positivas,2023-08-01,4,4
SACABA,chagas viviendas,viviendas positivas,2023-08-01,3,3
SAIPINA,chagas viviendas,viviendas positivas,2023-08-01,4,4
SAMAIPATA,chagas viviendas,viviendas positivas,2023-08-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2023-08-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2023-08-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2023-08-01,10,10
SANTIVAÑES,chagas viviendas,viviendas positivas,2023-08-01,5,5
SIPE SIPE,chagas viviendas,viviendas positivas,2023-08-01,2,2
TACOBAMBA,chagas viviendas,viviendas positivas,2023-08-01,320,320
TARIJA,chagas viviendas,viviendas positivas,2023-08-01,7,7
TIQUIPAYA,chagas viviendas,viviendas positivas,2023-08-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2023-08-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2023-08-01,7,7
TOTORA(CBBA),chagas viviendas,viviendas positivas,2023-08-01,3,3
TUPIZA,chagas viviendas,viviendas positivas,2023-08-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2023-08-01,11,11
VILLA MONTES,chagas viviendas,viviendas positivas,2023-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2023-08-01,22,22
VINTO,chagas viviendas,viviendas positivas,2023-08-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2023-08-01,7,7
YAMPARAEZ,chagas viviendas,viviendas positivas,2023-08-01,37,37
YOTALA,chagas viviendas,viviendas positivas,2023-08-01,7,7
ZUDAÑEZ,chagas viviendas,viviendas positivas,2023-08-01,5,5
ACACIO,chagas viviendas,viviendas positivas,2023-09-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2023-09-01,7,7
ALCALA,chagas viviendas,viviendas positivas,2023-09-01,1,1
ARAMPAMPA,chagas viviendas,viviendas positivas,2023-09-01,11,11
ARANI,chagas viviendas,viviendas positivas,2023-09-01,3,3
ARBIETO,chagas viviendas,viviendas positivas,2023-09-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2023-09-01,3,3
BETANZOS,chagas viviendas,viviendas positivas,2023-09-01,25,25
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2023-09-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2023-09-01,8,8
CARAPARI,chagas viviendas,viviendas positivas,2023-09-01,6,6
CKOCHAS,chagas viviendas,viviendas positivas,2023-09-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2023-09-01,4,4
COLQUECHACA,chagas viviendas,viviendas positivas,2023-09-01,13,13
COTAGAITA,chagas viviendas,viviendas positivas,2023-09-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2023-09-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2023-09-01,7,7
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2023-09-01,12,12
HUACARETA,chagas viviendas,viviendas positivas,2023-09-01,14,14
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2023-09-01,1,1
INCAHUASI,chagas viviendas,viviendas positivas,2023-09-01,14,14
LA ASUNTA,chagas viviendas,viviendas positivas,2023-09-01,7,7
LAGUNILLAS,chagas viviendas,viviendas positivas,2023-09-01,13,13
LAS CARRERAS,chagas viviendas,viviendas positivas,2023-09-01,2,2
MIZQUE,chagas viviendas,viviendas positivas,2023-09-01,2,2
MONTEAGUDO,chagas viviendas,viviendas positivas,2023-09-01,24,24
POJO (CBBA),chagas viviendas,viviendas positivas,2023-09-01,2,2
POROMA,chagas viviendas,viviendas positivas,2023-09-01,10,10
PRESTO,chagas viviendas,viviendas positivas,2023-09-01,2,2
PUNA,chagas viviendas,viviendas positivas,2023-09-01,13,13
PUNATA,chagas viviendas,viviendas positivas,2023-09-01,5,5
QUILLACOLLO,chagas viviendas,viviendas positivas,2023-09-01,9,9
SACABA,chagas viviendas,viviendas positivas,2023-09-01,3,3
SAIPINA,chagas viviendas,viviendas positivas,2023-09-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2023-09-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2023-09-01,6,6
SAN LUCAS,chagas viviendas,viviendas positivas,2023-09-01,5,5
SANTIVAÑES,chagas viviendas,viviendas positivas,2023-09-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2023-09-01,26,26
SUCRE,chagas viviendas,viviendas positivas,2023-09-01,8,8
TACACHI,chagas viviendas,viviendas positivas,2023-09-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2023-09-01,5,5
