,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,8,88,94,91,102,193
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,29,23,322,351,351,374,725
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,156,137,631,585,787,722,1509
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,1,11,9,11,10,21
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,23,29,70,80,93,109,202
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,1,8,7,10,8,18
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,2,26,33,26,35,61
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,13,15,142,150,155,165,320
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,1,92,111,97,112,209
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,10,14,44,37,54,51,105
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,279,323,971,980,1250,1303,2553
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,16,15,152,154,168,169,337
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,4,200,232,206,236,442
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,37,21,164,162,201,183,384
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,16,15,52,81,68,96,164
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,20,28,195,176,215,204,419
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,2,10,8,11,10,21
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,3,37,39,42,42,84
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,5,18,25,24,30,54
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,22,17,60,41,82,58,140
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,17,17,41,41,58,58,116
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,1,77,96,80,97,177
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,2,33,27,37,29,66
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,30,23,170,166,200,189,389
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,40,44,88,72,128,116,244
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,13,10,96,83,109,93,202
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,10,8,37,46,47,54,101
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,11,6,43,43,54,49,103
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,26,24,265,275,291,299,590
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,33,26,45,51,78,77,155
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,5,95,100,101,105,206
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,1,59,60,63,61,124
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,1,20,13,21,14,35
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,151,152,427,500,578,652,1230
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,1,135,136,140,137,277
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,1,17,19,17,20,37
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,26,30,119,93,145,123,268
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,11,15,23,24,34,58
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,7,5,96,100,103,105,208
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,3,92,103,97,106,203
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,1,16,28,20,29,49
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,2,46,26,47,28,75
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,10,38,42,42,52,94
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,0,8,9,9,9,18
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,1,31,41,34,42,76
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,96,105,502,430,598,535,1133
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,13,15,217,203,230,218,448
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,28,22,98,80,126,102,228
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,0,18,8,20,8,28
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,87,76,251,247,338,323,661
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,2,98,92,103,94,197
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,1,10,20,10,21,31
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,6,310,283,315,289,604
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,69,84,69,84,153
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,102,128,578,526,680,654,1334
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,1,109,104,111,105,216
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,111,101,111,101,212
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,1,19,12,19,13,32
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,146,111,668,652,814,763,1577
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,22,14,17,25,39,39,78
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,15,20,211,267,226,287,513
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,1,33,33,35,34,69
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,5,123,134,132,139,271
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,0,42,24,44,24,68
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,1,10,18,10,19,29
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,8,24,115,124,123,148,271
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,4,11,20,13,24,37
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,2,18,25,20,27,47
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,13,9,92,112,105,121,226
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,24,30,45,40,69,70,139
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,15,15,305,298,320,313,633
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,8,8,72,82,80,90,170
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,15,10,100,70,115,80,195
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,68,45,224,204,292,249,541
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,53,67,496,495,549,562,1111
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,2,24,24,25,26,51
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,100,80,100,80,180
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,2,20,24,21,26,47
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,17,24,62,75,79,99,178
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,7,1,30,40,37,41,78
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,90,120,259,227,349,347,696
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,8,32,43,37,51,88
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,11,6,104,112,115,118,233
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,6,732,736,738,742,1480
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,3,29,29,34,32,66
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,12,111,97,120,109,229
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,25,20,25,20,45
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,5,120,127,125,132,257
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,31,26,242,207,273,233,506
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,10,64,66,67,76,143
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,3,6,3,6,9
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,2,10,6,13,8,21
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,10,10,11,19,21,40
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,14,6,53,43,67,49,116
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,7,15,21,21,28,49
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,16,16,50,44,66,60,126
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,17,18,61,62,78,80,158
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,809,743,1924,1761,2733,2504,5237
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,11,6,59,58,70,64,134
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,10,13,94,109,104,122,226
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,2,8,12,9,14,23
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,3,74,94,77,97,174
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,3,27,28,29,31,60
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,6,23,32,25,38,63
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,2,38,35,42,37,79
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,4,41,53,42,57,99
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,5,49,41,52,46,98
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,2,52,46,58,48,106
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,44,37,220,201,264,238,502
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,8,124,124,129,132,261
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,6,5,6,5,11
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,77,86,133,91,210,177,387
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,155,151,155,151,306
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,5,121,134,125,139,264
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,23,25,108,82,131,107,238
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,229,264,1839,1889,2068,2153,4221
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,5,2,0,6,5,11
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,23,13,25,35,48,48,96
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,62,61,62,61,123
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,8,112,130,118,138,256
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,7,4,7,4,11
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,34,28,193,177,227,205,432
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,1,455,432,458,433,891
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,1,20,16,23,17,40
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,5,3,37,41,42,44,86
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,230,206,655,504,885,710,1595
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,4,340,360,344,364,708
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,12,9,54,47,66,56,122
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,8,12,42,37,50,49,99
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,30,8,83,85,113,93,206
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,4,82,79,91,83,174
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,359,282,206,208,565,490,1055
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,7,84,98,93,105,198
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,2,13,10,13,12,25
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,2,24,20,30,22,52
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,1,5,5,5,6,11
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,16,20,13,20,29,40,69
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,0,25,30,26,30,56
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,4,68,98,77,102,179
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,9,239,259,245,268,513
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,7,8,111,119,118,127,245
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,27,25,54,61,81,86,167
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,5,39,50,43,55,98
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,0,14,17,17,17,34
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,112,107,253,320,365,427,792
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,0,2968,277,2969,277,3246
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,4,10,48,30,52,40,92
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,8,61,48,70,56,126
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,16,8,111,91,127,99,226
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,43,43,134,115,177,158,335
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,12,14,146,147,158,161,319
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,26,42,25,38,51,80,131
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,5,72,52,81,57,138
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,46,95,182,189,228,284,512
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,11,6,61,86,72,92,164
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,4,243,235,244,239,483
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,16,11,196,201,212,212,424
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,7,5,64,47,71,52,123
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,24,21,40,27,64,48,112
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,6,2,179,168,185,170,355
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,221,176,487,495,708,671,1379
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,4,115,103,116,107,223
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,28,36,225,211,253,247,500
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,84,66,50,45,134,111,245
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,10,12,116,115,126,127,253
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,1,7,16,7,17,24
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,64,50,171,192,235,242,477
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,21,19,58,64,79,83,162
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,127,121,553,381,680,502,1182
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,1,1,192,169,193,170,363
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,7,9,30,47,37,56,93
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,7,11,320,261,327,272,599
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,9,8,70,64,79,72,151
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,3,0,142,144,145,144,289
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,8,3,133,108,141,111,252
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-11-01,2,2,170,171,172,173,345
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,3,7,73,67,76,74,150
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,16,19,99,114,115,133,248
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,8,6,19,28,27,34,61
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,55,44,195,194,250,238,488
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,2,1,15,8,17,9,26
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,6,7,71,65,77,72,149
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,0,0,50,49,50,49,99
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,2,0,31,37,33,37,70
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,4,4,60,54,64,58,122
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,4,6,27,28,31,34,65
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,8,7,31,33,39,40,79
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,17,22,124,140,141,162,303
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,3,2,77,74,80,76,156
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,6,8,73,50,79,58,137
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,0,1,108,114,108,115,223
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,0,3,119,113,119,116,235
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,4,9,363,321,367,330,697
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,6,4,59,73,65,77,142
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,8,12,9,9,17,21,38
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,2,5,54,45,56,50,106
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,4,8,18,13,22,21,43
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,25,23,188,148,213,171,384
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,1,0,198,186,199,186,385
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,5,5,49,47,54,52,106
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,0,0,23,18,23,18,41
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,1,0,16,15,17,15,32
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,4,2,5,7,9,9,18
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,0,2,22,22,22,24,46
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,17,16,57,54,74,70,144
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,28,22,341,290,369,312,681
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,4,10,216,173,220,183,403
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,1,2,25,16,26,18,44
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,2,2,34,26,36,28,64
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,6,12,86,83,92,95,187
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,4,5,97,71,101,76,177
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-12-01,7,3,80,70,87,73,160
