municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,21,21
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,9,9
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,26,26
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,162,162
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,7,7
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,10,10
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1341,1341
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,17,17
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,16,16
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,103,103
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1,1
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,30,30
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,51,51
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,23,23
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,13,13
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,6,6
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,19,19
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,6,6
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,70,70
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,27,27
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,37,37
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,6,6
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,6,6
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,4,4
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,9,9
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,6,6
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,14,14
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,13,13
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,61,61
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,184,184
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,883,883
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,25,25
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1,1
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,74,74
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,7,7
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,21,21
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,28,28
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,30,30
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,18,18
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,36,36
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,35,35
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,16,16
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,24,24
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,211,211
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,9,9
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,18,18
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,13,13
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,14,14
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,406,406
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,28,28
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,15,15
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,59,59
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,37,37
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,36,36
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,6,6
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,7,7
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,39,39
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,10,10
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,29,29
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,13,13
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,26,26
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,11,11
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,15,15
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,16,16
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,20,20
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,17,17
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,313,313
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1,1
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,49,49
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,10,10
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,4,4
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,21,21
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,15,15
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,24,24
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,68,68
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,19,19
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,38,38
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,181,181
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,14,14
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,17,17
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,19,19
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,161,161
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,16,16
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,28,28
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,238,238
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,7,7
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,29,29
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,18,18
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,99,99
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,11,11
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,31,31
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,33,33
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,106,106
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,9,9
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,23,23
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,17,17
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,35,35
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,16,16
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,73,73
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,28,28
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,32,32
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,45,45
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,21,21
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,49,49
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,5,5
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,12,12
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,8,8
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,36,36
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,1702,1702
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,15,15
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2020-01-01,2,2
