municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,12,12
COLPA BELGICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,48,48
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,19,19
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,15,15
COMANCHE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,27,27
COMBAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,28,28
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,12,12
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,21,21
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,19,19
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,78,78
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,22,22
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1170,1170
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,45,45
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,18,18
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,43,43
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,16,16
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
HUACHACALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,25,25
HUARACAJE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,7,7
HUATAJATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,13,13
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,13,13
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,55,55
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,54,54
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,674,674
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,12,12
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,66,66
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,20,20
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,13,13
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,11,11
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,24,24
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,14,14
MOJINETE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,48,48
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,9,9
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,524,524
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,7,7
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,9,9
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,27,27
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,15,15
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,49,49
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,7,7
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,33,33
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,38,38
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,14,14
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,13,13
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,9,9
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,12,12
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,20,20
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,104,104
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
PUCARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,31,31
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,17,17
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,16,16
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,148,148
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,56,56
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,193,193
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,12,12
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,14,14
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,174,174
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,13,13
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,36,36
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,230,230
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,29,29
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,11,11
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,7,7
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,63,63
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,21,21
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,15,15
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,27,27
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,82,82
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,28,28
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,21,21
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,41,41
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,16,16
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,14,14
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,34,34
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,32,32
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1137,1137
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,12,12
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,35,35
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,19,19
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,40,40
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,13,13
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,316,316
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,7,7
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,7,7
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,22,22
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,257,257
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,15,15
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
TIAHUANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,13,13
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,92,92
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,25,25
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,1,1
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,9,9
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,19,19
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,6,6
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,18,18
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,3,3
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,4,4
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,67,67
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,8,8
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,10,10
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,55,55
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,2,2
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,14,14
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,121,121
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2020-01-01,5,5
