municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
CAJUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
CALACOTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,13,13
CAMARGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
CAMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,47,47
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,13,13
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
CARANAVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,68,68
CARAPARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,22,22
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,12,12
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
CATACORA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,32,32
CHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,14,14
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,40,40
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,18,18
CHIMORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,36,36
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,10,10
CHUMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,13,13
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,12,12
CLIZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,21,21
COBIJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,77,77
COCAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,23,23
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,447,447
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,64,64
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
COLLANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
COLOMI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,33,33
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,37,37
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,13,13
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,15,15
COMANCHE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
COMARAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,24,24
COMBAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,46,46
COPACABANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,10,10
CORIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
CORO CORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
COROICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,21,21
CORQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,34,34
COTOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,102,102
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,11,11
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,988,988
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,14,14
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,88,88
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,34,34
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,56,56
ESCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,12,12
ESMERALDA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
EXALTACION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,18,18
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,18,18
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,62,62
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,28,28
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,10,10
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,35,35
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,167,167
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,705,705
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,11,11
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,18,18
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,70,70
LLICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
LORETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,12,12
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,17,17
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,12,12
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,18,18
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,26,26
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,44,44
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,27,27
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,161,161
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,15,15
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,14,14
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,280,280
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,24,24
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,22,22
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,42,42
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
PASORAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,82,82
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,14,14
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,34,34
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,14,14
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,27,27
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,11,11
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,24,24
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,268,268
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
PUCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,33,33
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,15,15
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,12,12
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,15,15
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,31,31
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,59,59
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,24,24
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,33,33
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,10,10
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,138,138
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,10,10
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,13,13
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,144,144
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,19,19
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,25,25
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,188,188
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,19,19
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,18,18
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,10,10
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,11,11
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,68,68
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,20,20
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,33,33
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,81,81
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,1,1
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,14,14
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,25,25
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,16,16
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,60,60
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,31,31
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,32,32
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,17,17
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,17,17
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,27,27
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,34,34
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,9,9
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,8,8
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,11,11
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,32,32
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,935,935
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,25,25
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,7,7
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2020-01-01,6,6
