municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
CATACORA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,7,7
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,5,5
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,260,260
CHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,41,41
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,52,52
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,4,4
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,77,77
CHIMORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,155,155
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,8,8
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,4,4
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,15,15
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,14,14
CHUMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,50,50
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,44,44
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,90,90
CLIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,109,109
COBIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,298,298
COCAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,123,123
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,1473,1473
COIPASA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,5,5
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,183,183
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,46,46
COLLANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,9,9
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,164,164
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,289,289
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,65,65
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,71,71
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,11,11
COMARAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,38,38
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,11,11
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,117,117
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,38,38
CORIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,52,52
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,26,26
COROICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,29,29
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,18,18
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,115,115
COTOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,193,193
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,136,136
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,12,12
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,41,41
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,113,113
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,23,23
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,21,21
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,32,32
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,1713,1713
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,12,12
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,78,78
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,56,56
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,3,3
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,20,20
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,35,35
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,246,246
ESCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,2,2
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,9,9
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,5,5
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,31,31
EXALTACION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,10,10
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,72,72
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,7,7
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,42,42
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,69,69
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,137,137
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,4,4
HUACARETA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,51,51
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,18,18
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,3,3
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,102,102
HUARINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,18,18
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,5,5
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,16,16
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,18,18
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,19,19
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,38,38
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,29,29
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,13,13
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,54,54
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,7,7
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,44,44
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,276,276
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,83,83
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,63,63
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,21,21
LAJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,90,90
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,7,7
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,7,7
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,333,333
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,8,8
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,46,46
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,23,23
MACHARETI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,20,20
MAIRANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,1,1
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,13,13
MAPIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,137,137
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,22,22
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,109,109
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,51,51
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,3,3
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,26,26
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,128,128
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,159,159
MORO MORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,27,27
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,48,48
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,27,27
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,6,6
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,82,82
OKINAWA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,39,39
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,5,5
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,1660,1660
PADCAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,112,112
PADILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,52,52
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,59,59
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,61,61
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,73,73
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,28,28
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,59,59
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,30,30
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,10,10
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,122,122
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,18,18
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,21,21
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,109,109
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,72,72
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,68,68
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,31,31
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,100,100
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,85,85
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,90,90
PORVENIR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,33,33
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,7,7
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,1307,1307
PRESTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,49,49
PUCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,2,2
PUCARANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,165,165
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,35,35
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,40,40
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,46,46
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,19,19
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,48,48
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,41,41
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,256,256
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,89,89
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,9,9
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,704,704
QUIME,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,25,25
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,9,9
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,43,43
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,83,83
REYES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,10,10
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,181,181
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,79,79
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,121,121
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,9,9
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,996,996
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,24,24
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,110,110
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,48,48
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,38,38
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,52,52
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,11,11
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,57,57
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,11,11
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,46,46
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,54,54
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,220,220
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,37,37
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,94,94
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,517,517
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,100,100
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,21,21
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,63,63
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,3,3
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,47,47
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,74,74
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,198,198
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,8,8
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,4,4
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,14,14
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,112,112
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,236,236
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,22,22
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,3,3
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,14,14
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,13,13
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,40,40
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,35,35
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,11,11
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,89,89
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,2864,2864
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,93,93
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,13,13
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,35,35
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,2,2
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,13,13
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,40,40
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,24,24
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,41,41
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,115,115
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,102,102
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,30,30
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,339,339
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,32,32
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,52,52
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,54,54
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,1222,1222
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,3,3
TACACOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,39,39
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,58,58
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,48,48
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,1,1
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,129,129
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,91,91
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2020-01-01,16,16
