municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,101,101
CARAPARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,26,26
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
CHACARILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,55,55
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,14,14
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,56,56
CHARAÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,21,21
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,42,42
CHIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,17,17
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
CKOCHAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,14,14
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,47,47
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,107,107
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,19,19
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,671,671
COIPASA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,57,57
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,27,27
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,65,65
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,13,13
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,19,19
COMBAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,34,34
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,23,23
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,17,17
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,10,10
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,20,20
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,90,90
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,29,29
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,15,15
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1119,1119
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,95,95
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,32,32
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,58,58
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,8,8
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
EXALTACION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,20,20
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,71,71
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,26,26
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,36,36
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,6,6
HUATAJATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,6,6
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,39,39
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,176,176
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,555,555
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,21,21
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,64,64
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,27,27
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,19,19
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,20,20
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,6,6
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,31,31
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,21,21
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,31,31
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
MOJINETE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,29,29
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,203,203
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,8,8
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,19,19
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,17,17
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,350,350
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,28,28
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,44,44
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,43,43
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,56,56
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,48,48
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,42,42
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,24,24
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,15,15
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,23,23
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,25,25
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,25,25
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,6,6
PORVENIR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,10,10
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,333,333
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
PUCARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,46,46
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,10,10
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,10,10
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,34,34
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,8,8
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,112,112
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,26,26
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,41,41
QUIABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,208,208
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,22,22
REYES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,19,19
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,190,190
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,18,18
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,247,247
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,22,22
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,14,14
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,8,8
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,17,17
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,85,85
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,9,9
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,25,25
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,38,38
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,126,126
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,6,6
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,18,18
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,41,41
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,78,78
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,27,27
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,34,34
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,35,35
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,59,59
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,24,24
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,49,49
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,6,6
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,10,10
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1228,1228
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,27,27
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,7,7
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,4,4
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,8,8
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,41,41
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,22,22
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,87,87
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,12,12
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,432,432
TACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,10,10
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,10,10
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,5,5
TAHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,2,2
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,21,21
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,6,6
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,14,14
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,238,238
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,14,14
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,16,16
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,15,15
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,21,21
TIPUANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,11,11
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,87,87
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2020-01-01,35,35
