municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,107,107
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1954,1954
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,34097,34097
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,102,102
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,36,36
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,162,162
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,134,134
CORIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,170,170
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,50,50
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,452,452
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,115,115
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,8,8
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,85,85
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,11376,11376
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,35,35
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,795,795
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,19,19
EUCALIPTUS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,53,53
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,8,8
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,55,55
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,12,12
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1091,1091
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,64,64
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,50,50
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,4,4
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,629,629
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,23,23
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,26,26
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,21,21
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,10,10
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,14,14
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,491,491
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,50306,50306
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,491,491
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,10,10
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,29,29
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,159,159
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,49,49
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,23,23
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,617,617
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,62,62
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,685,685
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,3562,3562
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,3,3
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,4,4
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,17,17
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,7086,7086
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,258,258
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,208,208
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,36,36
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,16,16
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,21,21
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,19,19
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,597,597
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,3,3
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,7265,7265
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,7,7
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,33,33
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,46,46
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,224,224
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,647,647
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,591,591
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,271,271
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,43,43
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2171,2171
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,222,222
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,244,244
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,665,665
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,15,15
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,4,4
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,9,9
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,9,9
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,283,283
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,81,81
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,148,148
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,906,906
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,45,45
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,65,65
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,468,468
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,138,138
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,430,430
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,110,110
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,85,85
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,15,15
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,40,40
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,17,17
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,47,47
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,57,57
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,103,103
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,157,157
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,41582,41582
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,89,89
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,36,36
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,4,4
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,90,90
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,173,173
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,31,31
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,25272,25272
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,209,209
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,11671,11671
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,53,53
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,202,202
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,54,54
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,4093,4093
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1548,1548
TURCO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,8,8
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,21,21
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,384,384
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,478,478
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,402,402
VILA VILA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2,2
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,4,4
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,475,475
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,3,3
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,6,6
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,543,543
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,53,53
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,597,597
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,205,205
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,784,784
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,2292,2292
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,601,601
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,45,45
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-01-01,37,37
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,15,15
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,150,150
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,97,97
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,29,29
ARQUE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,443,443
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,369,369
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,30,30
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,41,41
BATALLAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,60,60
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,553,553
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,10,10
BOLIVAR,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,36,36
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,20,20
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,22,22
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,254,254
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,3,3
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1005,1005
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,59,59
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,33,33
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,270,270
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,34,34
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,100,100
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,162,162
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,16,16
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,15,15
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,193,193
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,4,4
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,91,91
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1783,1783
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,31695,31695
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,184,184
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,6,6
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,53,53
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,132,132
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,136,136
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,153,153
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,3,3
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,458,458
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,149,149
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2,2
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,9,9
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,76,76
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,11212,11212
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,19,19
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,461,461
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,34,34
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2,2
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,5,5
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,71,71
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,3,3
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,37,37
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,7,7
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1112,1112
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,68,68
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,73,73
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,535,535
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,35,35
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,16,16
INQUISIVI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,23,23
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,27,27
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,14,14
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,381,381
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,46857,46857
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2,2
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,632,632
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,3,3
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,12,12
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,7,7
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,88,88
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,80,80
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,37,37
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,30,30
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,106,106
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,550,550
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,3066,3066
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2,2
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,6,6
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,10,10
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,13,13
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,6185,6185
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,212,212
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,188,188
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,149,149
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,7,7
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,37,37
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,4,4
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,17,17
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,511,511
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,7477,7477
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,3,3
PUCARA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,66,66
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,33,33
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,265,265
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,512,512
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,505,505
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,336,336
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2,2
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,1,1
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,63,63
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2650,2650
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,440,440
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,215,215
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,625,625
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,11,11
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,4,4
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,8,8
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,29,29
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,2,2
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,58,58
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,242,242
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,75,75
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,178,178
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,787,787
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,23,23
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,26,26
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,398,398
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,21,21
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,582,582
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,56,56
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,98,98
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,38,38
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,75,75
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,35,35
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,23,23
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,49,49
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,160,160
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,37909,37909
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2018-02-01,45,45
