,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,40,35,4,8,44,43,87
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,167,118,3,1,170,119,289
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,69,60,1,1,70,61,131
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,65,66,44,43,109,109,218
POCOATA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,128,99,0,0,128,99,227
POCONA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,139,128,3,3,142,131,273
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,81,74,9,8,90,82,172
POOPO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,53,72,3,5,56,77,133
PORCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,101,112,5,9,106,121,227
POROMA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,223,196,3,7,226,203,429
PORONGO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,185,176,8,3,193,179,372
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,132,136,1,4,133,140,273
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2019-07-01,78,91,32,39,110,130,240
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,20,14,0,2,20,16,36
POTOSI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,2485,2146,202,202,2687,2348,5035
PRESTO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,73,94,1,0,74,94,168
PUCARA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,23,18,5,3,28,21,49
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,106,120,4,3,110,123,233
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,46,44,24,17,70,61,131
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,71,55,10,17,81,72,153
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,127,125,16,18,143,143,286
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2019-07-01,11,31,0,0,11,31,42
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,72,68,20,18,92,86,178
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,173,135,11,4,184,139,323
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2019-07-01,17,12,0,0,17,12,29
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2019-07-01,198,178,57,72,255,250,505
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2019-07-01,1174,1044,75,68,1249,1112,2361
PUNA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,158,121,3,1,161,122,283
PUNATA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,378,290,61,30,439,320,759
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,25,17,5,8,30,25,55
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,1201,1121,511,305,1712,1426,3138
QUIME,consulta externa,ninos  de 1 a 4 anos,2019-07-01,66,64,1,0,67,64,131
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,14,15,2,2,16,17,33
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,59,66,0,1,59,67,126
RAVELO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,185,126,8,2,193,128,321
REYES,consulta externa,ninos  de 1 a 4 anos,2019-07-01,121,110,1,4,122,114,236
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,879,770,127,116,1006,886,1892
ROBORE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,207,200,16,9,223,209,432
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,254,269,12,25,266,294,560
SABAYA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,34,26,2,0,36,26,62
SACABA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,1963,1753,461,476,2424,2229,4653
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,46,45,4,1,50,46,96
SACACA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,192,177,3,1,195,178,373
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,86,48,27,22,113,70,183
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,113,89,6,7,119,96,215
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,97,110,48,44,145,154,299
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2019-07-01,23,22,0,0,23,22,45
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2019-07-01,250,202,7,6,257,208,465
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,20,24,5,2,25,26,51
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,19,15,0,1,19,16,35
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,94,85,2,1,96,86,182
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,140,128,9,10,149,138,287
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,575,560,34,36,609,596,1205
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,146,121,7,2,153,123,276
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,192,231,31,21,223,252,475
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,345,334,52,50,397,384,781
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,676,666,18,17,694,683,1377
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2019-07-01,36,48,0,1,36,49,85
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2019-07-01,88,64,7,6,95,70,165
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2019-07-01,37,20,1,0,38,20,58
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,148,143,6,14,154,157,311
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,109,100,6,3,115,103,218
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2019-07-01,628,573,77,61,705,634,1339
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2019-07-01,130,146,3,5,133,151,284
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,358,277,15,20,373,297,670
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,368,374,60,38,428,412,840
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,122,127,3,2,125,129,254
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,124,117,8,6,132,123,255
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2019-07-01,32,38,0,0,32,38,70
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,404,327,30,18,434,345,779
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,347,324,6,3,353,327,680
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,63,57,0,2,63,59,122
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2019-07-01,11,11,1,0,12,11,23
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,35,32,11,10,46,42,88
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2019-07-01,51,71,1,3,52,74,126
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2019-07-01,79,104,77,96,156,200,356
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,59,77,6,4,65,81,146
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2019-07-01,99,98,6,6,105,104,209
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,129,129,73,110,202,239,441
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,11059,10336,2310,2164,13369,12500,25869
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,221,191,20,9,241,200,441
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,285,304,10,8,295,312,607
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,23,14,6,0,29,14,43
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,57,65,21,17,78,82,160
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,15,18,1,2,16,20,36
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,15,20,0,0,15,20,35
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2019-07-01,80,93,3,4,83,97,180
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,16,37,1,3,17,40,57
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,88,69,1,1,89,70,159
SENA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,154,162,1,0,155,162,317
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,453,390,26,17,479,407,886
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,142,150,2,5,144,155,299
SICAYA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,42,51,4,5,46,56,102
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,547,552,106,89,653,641,1294
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2019-07-01,148,141,13,8,161,149,310
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,89,84,0,1,89,85,174
SORATA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,192,165,25,20,217,185,402
SUCRE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,4324,3502,569,590,4893,4092,8985
TACACHI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,21,18,1,0,22,18,40
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,152,115,21,15,173,130,303
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,106,90,1,2,107,92,199
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,79,69,3,2,82,71,153
TAHUA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,15,9,2,0,17,9,26
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,247,235,12,8,259,243,502
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,141,137,1,3,142,140,282
TARACO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,22,15,8,6,30,21,51
TARATA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,89,90,6,10,95,100,195
TARIJA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,2911,2644,590,585,3501,3229,6730
TARVITA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,331,336,5,5,336,341,677
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,190,166,6,7,196,173,369
TIAHUANACU,consulta externa,ninos  de 1 a 4 anos,2019-07-01,45,40,13,12,58,52,110
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,174,153,0,0,174,153,327
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,125,86,14,19,139,105,244
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,909,792,85,75,994,867,1861
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,154,102,47,41,201,143,344
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2019-07-01,7,6,0,0,7,6,13
TOCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,39,33,41,38,80,71,151
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,3,3,0,0,3,3,6
TOLATA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,95,92,25,29,120,121,241
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,28,34,0,0,28,34,62
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,93,83,0,2,93,85,178
TOMINA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,162,125,5,1,167,126,293
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,113,78,1,0,114,78,192
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,165,113,4,4,169,117,286
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2019-07-01,43,64,3,3,46,67,113
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2019-07-01,25,20,2,0,27,20,47
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2019-07-01,1284,1118,204,181,1488,1299,2787
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,576,543,48,48,624,591,1215
TURCO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,22,26,2,1,24,27,51
UMALA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,60,51,0,0,60,51,111
UNCIA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,287,274,13,7,300,281,581
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2019-07-01,257,245,45,48,302,293,595
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,76,95,1,5,77,100,177
UYUNI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,178,206,36,25,214,231,445
VACAS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,88,79,22,14,110,93,203
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2019-07-01,145,153,51,53,196,206,402
VIACHA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,597,511,142,102,739,613,1352
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,48,66,0,3,48,69,117
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2019-07-01,181,167,4,1,185,168,353
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2019-07-01,555,499,22,21,577,520,1097
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,68,52,0,1,68,53,121
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,114,107,18,14,132,121,253
VILLA SERRANO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,217,227,2,1,219,228,447
VILLA TUNARI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,1526,1356,155,113,1681,1469,3150
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos  de 1 a 4 anos,2019-07-01,99,107,6,8,105,115,220
VILLAZON,consulta externa,ninos  de 1 a 4 anos,2019-07-01,383,418,28,28,411,446,857
VINTO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,671,628,101,106,772,734,1506
VITICHI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,120,79,1,1,121,80,201
WALDO BALLIVIAN,consulta externa,ninos  de 1 a 4 anos,2019-07-01,10,10,1,1,11,11,22
WARNES,consulta externa,ninos  de 1 a 4 anos,2019-07-01,1204,1203,172,152,1376,1355,2731
YACO,consulta externa,ninos  de 1 a 4 anos,2019-07-01,61,81,10,6,71,87,158
YACUIBA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,1281,1303,271,294,1552,1597,3149
YAMPARAEZ,consulta externa,ninos  de 1 a 4 anos,2019-07-01,75,43,0,0,75,43,118
YANACACHI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,49,40,2,0,51,40,91
YAPACANI,consulta externa,ninos  de 1 a 4 anos,2019-07-01,727,621,90,74,817,695,1512
YOCALLA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,86,69,0,0,86,69,155
YOTALA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,57,74,88,74,145,148,293
YUNCHARA,consulta externa,ninos  de 1 a 4 anos,2019-07-01,149,127,3,1,152,128,280
YUNGUYO DE LITORAL,consulta externa,ninos  de 1 a 4 anos,2019-07-01,0,0,1,1,1,1,2
ZUDAÑEZ,consulta externa,ninos  de 1 a 4 anos,2019-07-01,81,78,15,5,96,83,179
ACACIO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,51,50,1,2,52,52,104
ACHACACHI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,167,140,30,11,197,151,348
ACHOCALLA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,129,111,3,1,132,112,244
AIQUILE,consulta externa,ninos  de 1 a 4 anos,2019-08-01,213,242,60,42,273,284,557
ALALAY,consulta externa,ninos  de 1 a 4 anos,2019-08-01,14,11,1,2,15,13,28
ALCALA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,42,42,3,1,45,43,88
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,159,157,4,3,163,160,323
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2019-08-01,40,36,6,3,46,39,85
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,26,35,4,9,30,44,74
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,19,14,3,7,22,21,43
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,47,39,10,13,57,52,109
APOLO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,233,262,102,88,335,350,685
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,42,55,0,0,42,55,97
ARANI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,58,60,5,5,63,65,128
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,255,227,51,33,306,260,566
ARQUE,consulta externa,ninos  de 1 a 4 anos,2019-08-01,116,118,3,0,119,118,237
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,308,291,20,12,328,303,631
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,175,163,7,5,182,168,350
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,53,58,4,2,57,60,117
AYATA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,38,49,0,1,38,50,88
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,69,34,21,18,90,52,142
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2019-08-01,237,237,41,36,278,273,551
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2019-08-01,149,165,13,10,162,175,337
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,33,47,32,36,65,83,148
BAURES,consulta externa,ninos  de 1 a 4 anos,2019-08-01,101,72,5,10,106,82,188
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,13,13,1,0,14,13,27
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,18,11,0,0,18,11,29
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2019-08-01,56,46,22,18,78,64,142
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,765,733,51,46,816,779,1595
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,260,259,2,0,262,259,521
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2019-08-01,37,36,1,2,38,38,76
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,25,24,1,0,26,24,50
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2019-08-01,94,78,8,3,102,81,183
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,203,170,26,25,229,195,424
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,421,485,24,14,445,499,944
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,92,99,18,17,110,116,226
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2019-08-01,131,141,0,1,131,142,273
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,149,176,3,6,152,182,334
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,27,30,2,3,29,33,62
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,90,59,4,8,94,67,161
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,148,118,2,0,150,118,268
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2019-08-01,14,12,0,0,14,12,26
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,639,481,69,26,708,507,1215
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,244,193,44,36,288,229,517
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,52,54,0,0,52,54,106
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,365,321,1,7,366,328,694
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,541,492,236,185,777,677,1454
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,1,0,0,0,1,0,1
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,251,220,49,52,300,272,572
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,58,46,6,4,64,50,114
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2019-08-01,37,40,10,1,47,41,88
CATACORA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,26,22,3,2,29,24,53
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,14,11,1,1,15,12,27
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,241,194,41,42,282,236,518
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,69,78,3,2,72,80,152
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,678,599,63,67,741,666,1407
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,18,19,3,3,21,22,43
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,160,120,0,0,160,120,280
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2019-08-01,636,513,10,10,646,523,1169
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,13,19,0,0,13,19,32
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,4,3,1,0,5,3,8
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,3,10,3,7,6,17,23
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2019-08-01,252,173,45,47,297,220,517
CHUMA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,57,76,5,2,62,78,140
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,33,39,1,1,34,40,74
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,182,120,2,3,184,123,307
CLIZA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,135,117,95,75,230,192,422
COBIJA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,556,553,124,84,680,637,1317
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,309,320,3,2,312,322,634
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,8643,8019,2600,2410,11243,10429,21672
COIPASA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,2,5,3,4,5,9,14
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,386,346,242,221,628,567,1195
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2019-08-01,162,156,6,11,168,167,335
COLLANA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,20,30,0,0,20,30,50
COLOMI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,230,211,18,16,248,227,475
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,96,132,12,21,108,153,261
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,372,306,2,1,374,307,681
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,72,68,9,3,81,71,152
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2019-08-01,108,99,2,1,110,100,210
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2019-08-01,11,20,0,0,11,20,31
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,214,179,34,29,248,208,456
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,9,15,0,0,9,15,24
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2019-08-01,111,100,12,14,123,114,237
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,51,53,8,6,59,59,118
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,134,141,16,14,150,155,305
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,83,61,1,3,84,64,148
COROICO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,145,169,31,56,176,225,401
CORQUE,consulta externa,ninos  de 1 a 4 anos,2019-08-01,38,44,1,0,39,44,83
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,360,333,21,29,381,362,743
COTOCA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,758,779,108,111,866,890,1756
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,2,0,0,0,2,0,2
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,267,231,31,19,298,250,548
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2019-08-01,14,17,0,2,14,19,33
CUEVO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,65,89,15,20,80,109,189
CULPINA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,202,168,13,11,215,179,394
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2019-08-01,32,24,1,2,33,26,59
CURVA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,32,31,0,1,32,32,64
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,30,16,7,5,37,21,58
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,6758,6257,2588,2312,9346,8569,17915
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,35,37,4,1,39,38,77
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2019-08-01,183,160,2,1,185,161,346
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2019-08-01,159,143,6,10,165,153,318
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2019-08-01,747,709,184,176,931,885,1816
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2019-08-01,68,66,0,1,68,67,135
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2019-08-01,251,268,3,6,254,274,528
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,643,613,65,49,708,662,1370
ESCARA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,7,1,0,0,7,1,8
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2019-08-01,70,60,3,4,73,64,137
