,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,43,41,17,13,60,54,114
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,241,220,6,3,247,223,470
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2019-01-01,200,197,4,0,204,197,401
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,33,50,30,29,63,79,142
BAURES,consulta externa,ninos  de 1 a 4 anos,2019-01-01,82,81,5,7,87,88,175
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,8,3,0,0,8,3,11
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,11,6,0,0,11,6,17
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2019-01-01,47,50,6,1,53,51,104
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,711,615,43,32,754,647,1401
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,241,225,9,2,250,227,477
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2019-01-01,44,54,3,0,47,54,101
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,34,21,0,0,34,21,55
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,98,88,5,8,103,96,199
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,293,210,36,31,329,241,570
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,466,441,19,33,485,474,959
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,126,93,17,17,143,110,253
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2019-01-01,93,64,1,1,94,65,159
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,173,127,1,3,174,130,304
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,25,19,6,2,31,21,52
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,79,78,6,2,85,80,165
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,137,121,4,5,141,126,267
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,25,18,1,2,26,20,46
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,756,597,69,52,825,649,1474
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,223,173,50,30,273,203,476
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,67,45,3,2,70,47,117
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,376,298,2,0,378,298,676
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,519,447,286,267,805,714,1519
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,1,2,1,0,2,2,4
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,228,200,28,12,256,212,468
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,41,50,0,1,41,51,92
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,48,69,9,8,57,77,134
CATACORA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,23,19,4,7,27,26,53
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,11,6,5,4,16,10,26
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,389,331,13,10,402,341,743
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,74,70,2,1,76,71,147
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,669,600,68,75,737,675,1412
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,11,18,1,2,12,20,32
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,110,103,0,1,110,104,214
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,646,573,63,66,709,639,1348
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,7,12,0,0,7,12,19
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,4,2,0,0,4,2,6
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,12,18,3,4,15,22,37
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2019-01-01,220,197,19,13,239,210,449
CHUMA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,44,49,0,0,44,49,93
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,53,63,0,0,53,63,116
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,137,116,3,3,140,119,259
CLIZA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,147,149,54,65,201,214,415
COBIJA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,656,532,96,67,752,599,1351
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,242,298,4,8,246,306,552
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,8398,7647,2394,2128,10792,9775,20567
COIPASA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,6,4,0,2,6,6,12
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,350,336,250,252,600,588,1188
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2019-01-01,176,164,23,19,199,183,382
COLLANA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,20,21,0,0,20,21,41
COLOMI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,173,163,47,39,220,202,422
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,115,122,24,36,139,158,297
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,325,280,2,2,327,282,609
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,87,51,6,4,93,55,148
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,110,122,3,7,113,129,242
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,14,12,1,0,15,12,27
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,189,146,20,17,209,163,372
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,7,14,3,0,10,14,24
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2019-01-01,271,244,21,18,292,262,554
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,50,47,8,4,58,51,109
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,198,142,53,50,251,192,443
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,57,47,1,0,58,47,105
COROICO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,130,142,70,78,200,220,420
CORQUE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,36,48,1,1,37,49,86
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,247,236,7,14,254,250,504
COTOCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,894,916,94,109,988,1025,2013
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,2,3,1,0,3,3,6
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,393,347,96,76,489,423,912
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2019-01-01,13,15,0,2,13,17,30
CUEVO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,79,101,10,17,89,118,207
CULPINA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,171,144,2,2,173,146,319
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,16,26,0,5,16,31,47
CURVA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,36,28,1,0,37,28,65
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,28,13,8,8,36,21,57
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,7012,6640,2854,2687,9866,9327,19193
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,50,37,1,0,51,37,88
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2019-01-01,206,189,4,3,210,192,402
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,153,135,9,12,162,147,309
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,982,905,242,257,1224,1162,2386
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2019-01-01,68,64,1,1,69,65,134
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,269,257,7,8,276,265,541
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,790,692,49,49,839,741,1580
ESCARA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,3,1,0,0,3,1,4
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,29,19,19,16,48,35,83
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,13,15,0,1,13,16,29
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,49,38,0,0,49,38,87
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2019-01-01,27,21,0,0,27,21,48
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2019-01-01,50,41,3,5,53,46,99
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,228,198,23,22,251,220,471
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,114,104,0,1,114,105,219
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,401,405,49,46,450,451,901
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2019-01-01,87,76,7,8,94,84,178
GUANAY,consulta externa,ninos  de 1 a 4 anos,2019-01-01,211,206,73,76,284,282,566
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,30,34,2,0,32,34,66
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2019-01-01,507,471,51,49,558,520,1078
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,293,296,61,66,354,362,716
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,168,170,14,11,182,181,363
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,85,57,11,12,96,69,165
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,15,4,0,0,15,4,19
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,252,175,76,32,328,207,535
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,63,58,3,4,66,62,128
HUARINA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,49,32,22,20,71,52,123
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,7,12,4,4,11,16,27
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,34,22,2,0,36,22,58
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,24,24,0,0,24,24,48
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,20,29,3,2,23,31,54
ICLA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,167,168,36,38,203,206,409
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,183,185,2,1,185,186,371
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,21,36,0,0,21,36,57
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,95,87,7,6,102,93,195
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,183,174,41,28,224,202,426
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,169,156,2,4,171,160,331
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,89,85,42,41,131,126,257
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,467,421,25,27,492,448,940
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,1530,1411,338,297,1868,1708,3576
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,7259,6987,2112,2018,9371,9005,18376
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,2,3,0,0,2,3,5
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,146,177,9,20,155,197,352
LAJA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,102,114,10,12,112,126,238
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,57,46,0,1,57,47,104
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,21,28,2,1,23,29,52
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,542,516,8,3,550,519,1069
LLICA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,19,28,0,1,19,29,48
LORETO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,44,32,10,0,54,32,86
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2019-01-01,77,77,15,11,92,88,180
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,45,37,1,1,46,38,84
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,114,108,3,1,117,109,226
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,170,183,3,6,173,189,362
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,191,158,20,14,211,172,383
MALLA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,14,18,1,1,15,19,34
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,200,194,3,4,203,198,401
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,73,80,9,6,82,86,168
MINEROS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,296,286,53,46,349,332,681
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,316,300,32,29,348,329,677
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,37,42,10,11,47,53,100
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,3,7,0,2,3,9,12
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,65,64,15,22,80,86,166
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,475,404,30,20,505,424,929
MONTERO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,2541,2432,456,434,2997,2866,5863
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,55,27,5,0,60,27,87
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,47,39,4,3,51,42,93
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,71,44,0,1,71,45,116
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2019-01-01,12,5,2,6,14,11,25
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,23,17,0,0,23,17,40
OCURI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,128,129,3,0,131,129,260
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,216,195,26,16,242,211,453
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,146,98,0,4,146,102,248
ORURO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,3300,2876,736,678,4036,3554,7590
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,274,265,16,13,290,278,568
PADILLA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,203,180,5,9,208,189,397
PAILON,consulta externa,ninos  de 1 a 4 anos,2019-01-01,343,394,56,47,399,441,840
PALCA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,181,130,6,4,187,134,321
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,572,564,26,28,598,592,1190
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,16,31,14,10,30,41,71
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,90,99,15,8,105,107,212
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,64,50,0,1,64,51,115
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,33,43,1,1,34,44,78
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,278,225,14,12,292,237,529
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,48,44,2,0,50,44,94
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,113,131,10,9,123,140,263
POCOATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,167,134,0,0,167,134,301
POCONA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,114,90,8,5,122,95,217
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,135,122,17,10,152,132,284
POOPO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,43,60,2,4,45,64,109
PORCO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,105,91,2,6,107,97,204
POROMA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,152,148,0,0,152,148,300
PORONGO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,203,175,16,13,219,188,407
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,253,198,3,0,256,198,454
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2019-01-01,68,65,2,3,70,68,138
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,40,19,3,2,43,21,64
POTOSI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,2539,2478,151,132,2690,2610,5300
PRESTO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,98,110,0,1,98,111,209
PUCARA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,33,19,4,2,37,21,58
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,141,139,5,3,146,142,288
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,35,35,18,16,53,51,104
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,57,45,11,16,68,61,129
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,169,101,34,39,203,140,343
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,19,21,1,0,20,21,41
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,113,99,17,12,130,111,241
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,111,118,5,2,116,120,236
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2019-01-01,25,14,0,1,25,15,40
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,211,194,57,57,268,251,519
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2019-01-01,1266,1117,72,79,1338,1196,2534
PUNA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,112,125,1,2,113,127,240
PUNATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,366,314,47,38,413,352,765
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,35,23,4,2,39,25,64
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,1124,1069,521,428,1645,1497,3142
QUIME,consulta externa,ninos  de 1 a 4 anos,2019-01-01,61,80,0,0,61,80,141
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,13,10,2,2,15,12,27
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,72,62,1,1,73,63,136
RAVELO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,172,146,16,9,188,155,343
REYES,consulta externa,ninos  de 1 a 4 anos,2019-01-01,109,96,8,5,117,101,218
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,951,905,142,127,1093,1032,2125
ROBORE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,207,194,24,14,231,208,439
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2019-01-01,301,287,7,9,308,296,604
SABAYA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,69,62,16,5,85,67,152
SACABA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,1704,1540,531,529,2235,2069,4304
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,34,18,4,1,38,19,57
SACACA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,208,185,1,0,209,185,394
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,91,90,32,32,123,122,245
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,98,93,3,1,101,94,195
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,81,92,66,53,147,145,292
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2019-01-01,25,19,0,0,25,19,44
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2019-01-01,241,221,9,6,250,227,477
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,29,22,6,6,35,28,63
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,22,8,0,0,22,8,30
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,119,96,0,4,119,100,219
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,78,107,27,24,105,131,236
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,606,606,71,39,677,645,1322
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,166,111,9,6,175,117,292
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,346,390,35,19,381,409,790
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,429,365,19,33,448,398,846
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,853,813,28,32,881,845,1726
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2019-01-01,28,22,2,2,30,24,54
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2019-01-01,89,63,1,3,90,66,156
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2019-01-01,98,81,6,6,104,87,191
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,223,197,21,24,244,221,465
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,195,173,11,17,206,190,396
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2019-01-01,658,601,145,115,803,716,1519
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2019-01-01,117,141,29,5,146,146,292
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2019-01-01,282,231,22,25,304,256,560
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,418,329,50,45,468,374,842
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2019-01-01,132,109,2,1,134,110,244
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,145,134,21,20,166,154,320
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,35,31,0,0,35,31,66
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2019-01-01,436,377,27,22,463,399,862
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,249,251,42,26,291,277,568
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,59,53,3,2,62,55,117
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2019-01-01,8,10,0,0,8,10,18
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,21,34,5,8,26,42,68
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2019-01-01,32,44,0,1,32,45,77
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2019-01-01,80,91,69,85,149,176,325
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2019-01-01,74,89,19,20,93,109,202
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2019-01-01,128,146,15,36,143,182,325
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,129,129,89,115,218,244,462
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,13091,11681,2702,2352,15793,14033,29826
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,143,140,25,17,168,157,325
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,346,402,24,19,370,421,791
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2019-01-01,16,15,1,0,17,15,32
