municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,58,58
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,110,110
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,248,248
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,276,276
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,341,341
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,278,278
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,61,61
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,13,13
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,403,403
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1038,1038
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,122,122
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,11961,11961
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,421,421
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,403,403
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,134,134
COMBAYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,60,60
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,137,137
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,154,154
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,60,60
COROICO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,279,279
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,713,713
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,279,279
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,30,30
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,402,402
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,5825,5825
EL CHORO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
EL PUENTE(TJA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,90,90
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,713,713
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,305,305
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,66,66
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,434,434
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,336,336
FILADELFIA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,55,55
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,217,217
GUAQUI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,622,622
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,152,152
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,400,400
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,72,72
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,372,372
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
HUATAJATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
HUMANATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,60,60
ICLA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,248,248
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,308,308
INQUISIVI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,90,90
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,279,279
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,868,868
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,14198,14198
LA RIVERA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
LAJA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,269,269
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,123,123
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,837,837
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,224,224
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,682,682
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1302,1302
MORO MORO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,279,279
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,58,58
OCURI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,248,248
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,186,186
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,310,310
ORURO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,4060,4060
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,372,372
PAILON,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,413,413
PALCA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,372,372
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,186,186
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,341,341
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
POCONA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,527,527
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,310,310
POOPO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
POROMA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,681,681
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,372,372
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,495,495
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,146,146
POSTRER VALLE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,2190,2190
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,208,208
PUCARA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,50,50
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,90,90
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,127,127
PUERTO SILES,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,30,30
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,341,341
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1269,1269
PUNA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,651,651
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,682,682
QUIME,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
REYES,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,775,775
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,368,368
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
SACABA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1395,1395
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,465,465
SACACA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,129,129
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,279,279
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,495,495
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,434,434
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,434,434
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1302,1302
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,992,992
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,108,108
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,682,682
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,81,81
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,552,552
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,218,218
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,424,424
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,18206,18206
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,403,403
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,186,186
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
SENA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,86,86
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,434,434
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,186,186
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,60,60
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,961,961
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,335,335
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,212,212
SORATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,120,120
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,4031,4031
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,709,709
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,462,462
TARACO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
TARATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,310,310
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1487,1487
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,713,713
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,618,618
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,558,558
TOCO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,589,589
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,372,372
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
TRIGAL,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,31,31
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1426,1426
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,407,407
TURCO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
UMALA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,155,155
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,557,557
VACAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,248,248
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,186,186
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,763,763
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,193,193
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,372,372
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,465,465
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1487,1487
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2013-07-01,248,248
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,434,434
VINTO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,222,222
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
WARNES,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,1206,1206
YACO,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,682,682
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,120,120
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,62,62
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,655,655
YOCALLA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,91,91
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,93,93
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2013-07-01,124,124
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,341,341
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,527,527
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,93,93
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,186,186
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,93,93
APOLO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,93,93
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
ARANI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,217,217
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,186,186
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,248,248
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,310,310
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,429,429
AYATA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2013-08-01,1178,1178
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,198,198
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
BAURES,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,357,357
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,248,248
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,148,148
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,186,186
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,93,93
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,490,490
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2013-08-01,90,90
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,589,589
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,246,246
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,186,186
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,58,58
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,198,198
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,279,279
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,23,23
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,276,276
CHARAÑA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,310,310
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2013-08-01,248,248
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,36,36
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,403,403
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,1115,1115
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,83,83
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,11966,11966
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,424,424
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,403,403
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,93,93
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,93,93
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,249,249
COMBAYA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,60,60
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,178,178
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,124,124
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,91,91
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
COROICO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,341,341
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,93,93
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,713,713
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,310,310
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,402,402
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
CURVA,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,31,31
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2013-08-01,6010,6010
