municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,20,20
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,5,5
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,27,27
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,132,132
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,130,130
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,66,66
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,50,50
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,54,54
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,70,70
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,607,607
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,15,15
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6430,6430
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,87,87
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,36,36
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,34,34
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,89,89
COMBAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,64,64
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,9,9
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,45,45
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,69,69
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,84,84
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,23,23
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,119,119
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,3,3
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,7,7
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,3774,3774
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,26,26
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,99,99
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,217,217
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,36,36
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,43,43
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,37,37
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,159,159
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,13,13
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,430,430
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,37,37
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,38,38
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,5,5
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,7,7
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,162,162
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,19,19
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
HUATAJATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,3,3
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,30,30
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,13,13
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,95,95
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,192,192
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,5677,5677
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,7,7
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,15,15
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,246,246
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,11,11
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,98,98
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,43,43
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,14,14
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,40,40
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,90,90
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,18,18
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,310,310
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,694,694
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,18,18
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,22,22
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1690,1690
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,94,94
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,61,61
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,55,55
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,3,3
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,26,26
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,9,9
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,19,19
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,16,16
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,14,14
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,26,26
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,7,7
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,12,12
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,54,54
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,5,5
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,197,197
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,632,632
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,13,13
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,5,5
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,15,15
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,28,28
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,136,136
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,213,213
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,25,25
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,252,252
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,325,325
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
REYES,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,49,49
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,497,497
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,30,30
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,206,206
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,351,351
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,30,30
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,27,27
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,15,15
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,3,3
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,175,175
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,34,34
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,118,118
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,198,198
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,412,412
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,43,43
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,44,44
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,192,192
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,14,14
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,158,158
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,51,51
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,27,27
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,225,225
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,16,16
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,14,14
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,46,46
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,32,32
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,179,179
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10555,10555
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,48,48
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,27,27
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,9,9
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,3,3
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
SENA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,11,11
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,102,102
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,24,24
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,29,29
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,42,42
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,37,37
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,20,20
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1711,1711
TACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,87,87
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,3,3
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1465,1465
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,90,90
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,7,7
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,14,14
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,368,368
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,20,20
TITO YUPANQUI (PARQUIPUJIO),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
TOCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,4,4
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,29,29
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,54,54
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,6,6
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,842,842
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,259,259
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,17,17
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,193,193
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,26,26
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,128,128
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,76,76
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,10,10
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,12,12
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,218,218
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,2,2
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,7,7
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,554,554
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,17,17
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,172,172
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,69,69
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,8,8
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,239,239
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,486,486
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,26,26
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,162,162
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,70,70
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2013-01-01,18,18
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,38,38
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,50,50
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,2,2
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,13,13
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,4,4
ANTEQUERA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,2,2
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,24,24
ARAMPAMPA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,2,2
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,32,32
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,8,8
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,124,124
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,28,28
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,1,1
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,27,27
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,6,6
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,14,14
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,23,23
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,133,133
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,58,58
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,12,12
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,11,11
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,21,21
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,14,14
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,9,9
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,10,10
CALACOTO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,4,4
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,5,5
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,170,170
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,323,323
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,15,15
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,2,2
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,43,43
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,125,125
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,3,3
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,5,5
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,10,10
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,124,124
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,85,85
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,27,27
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,15,15
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,77,77
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,10,10
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,82,82
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,503,503
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,21,21
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,5719,5719
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,78,78
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,38,38
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,6,6
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,15,15
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,13,13
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,8,8
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2013-02-01,90,90
