,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,5,2,42,45,47,47,94
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,2,1,27,21,29,22,51
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,186,199,634,668,820,867,1687
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,3,4,40,56,43,60,103
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,27,15,189,176,216,191,407
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,88,83,299,326,387,409,796
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,3,5,39,36,42,41,83
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,1,1,5,15,6,16,22
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,98,102,692,715,790,817,1607
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,3,3,31,25,34,28,62
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,113,95,447,410,560,505,1065
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,1,2,16,23,17,25,42
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,0,0,25,17,25,17,42
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,38,67,170,145,208,212,420
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,7,4,29,23,36,27,63
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,7,4,21,21,28,25,53
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,0,1,4,10,4,11,15
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-07-01,2,0,18,19,20,19,39
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,2,7,5,7,7,14
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,29,17,160,129,189,146,335
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,14,13,163,153,177,166,343
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,11,68,54,75,65,140
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,5,2,5,3,8
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,3,5,4,6,10
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,3,49,46,54,49,103
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,22,26,23,26,49
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,12,11,13,12,25
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,2,8,5,9,7,16
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,5,19,24,20,29,49
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,11,14,105,94,116,108,224
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,0,3,1,5,1,6
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,1,56,51,59,52,111
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,6,154,149,161,155,316
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,4,55,54,58,58,116
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,22,29,200,188,222,217,439
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,8,2,60,56,68,58,126
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,2,28,38,32,40,72
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,3,39,39,40,42,82
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,35,26,36,26,62
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,16,14,76,80,92,94,186
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,4,22,32,23,36,59
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,5,101,103,106,108,214
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,3,25,23,32,26,58
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,3,2,3,3,6
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,2,3,2,4,6
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,2,16,14,16,16,32
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,46,36,116,101,162,137,299
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,13,13,114,99,127,112,239
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,6,6,21,12,27,39
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,3,7,3,8,11
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,1,20,16,22,17,39
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,8,6,77,81,85,87,172
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,18,113,99,120,117,237
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,4,30,43,33,47,80
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,7,53,56,60,63,123
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,5,78,73,80,78,158
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,12,3,12,3,15
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,2,54,49,57,51,108
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,16,11,48,45,64,56,120
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,13,7,13,8,21
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,13,10,127,107,140,117,257
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,13,14,136,151,149,165,314
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,3,49,34,51,37,88
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,3,34,39,35,42,77
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,42,41,256,234,298,275,573
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,8,10,63,55,71,65,136
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,2,25,16,27,18,45
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,10,2,41,40,51,42,93
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,3,6,3,6,9
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,2,3,2,3,5
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,14,13,142,150,156,163,319
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,4,28,33,31,37,68
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,24,25,118,99,142,124,266
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,5,6,6,6,12
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,5,64,43,67,48,115
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,122,134,74,58,196,192,388
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,2,6,6,6,8,14
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,4,3,5,3,8
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,3,16,5,18,8,26
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,22,20,60,66,82,86,168
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,20,28,21,28,49
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,3,27,23,32,26,58
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,2,47,40,48,42,90
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,58,41,104,91,162,132,294
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,52,37,361,336,413,373,786
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,39,43,67,44,106,87,193
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,964,903,2425,2313,3389,3216,6605
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,2,2,3,2,5
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,82,64,253,199,335,263,598
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,5,58,61,62,66,128
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,6,6,7,7,14
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,11,11,144,118,155,129,284
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,6,12,19,15,25,40
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,14,7,65,85,79,92,171
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,1,29,45,32,46,78
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,13,10,92,85,105,95,200
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,20,10,20,11,31
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,11,7,77,84,88,91,179
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,1,1,1,2,3
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,23,15,129,125,152,140,292
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,5,40,27,42,32,74
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,10,11,82,92,92,103,195
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,23,25,24,25,49
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,35,44,43,40,78,84,162
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,2,22,32,23,34,57
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,6,95,94,102,100,202
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,73,61,521,458,594,519,1113
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,11,12,152,136,163,148,311
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,7,12,8,13,21
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,1,19,10,21,11,32
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,6,61,50,68,56,124
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,11,11,12,11,23
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,5,5,5,6,11
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,4,19,25,22,29,51
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1075,935,3243,3086,4318,4021,8339
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,6,15,7,16,23
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,7,65,49,67,56,123
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,3,25,23,28,26,54
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,33,44,280,296,313,340,653
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,2,13,7,14,9,23
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,2,86,67,92,69,161
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,41,32,196,262,237,294,531
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,1,1,1,2,3
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,15,24,16,24,40
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,1,2,1,3,4
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,2,13,20,15,22,37
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,2,4,2,5,7
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,9,8,9,9,18,17,35
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,9,9,60,56,69,65,134
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,2,41,27,43,29,72
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,2,21,20,21,22,43
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,6,87,72,93,78,171
GIA-TIM,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,5,7,12,8,17,25
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,5,37,33,43,38,81
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,4,110,113,116,117,233
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,4,26,36,28,40,68
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,62,71,201,197,263,268,531
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,13,12,68,76,81,88,169
HUACARAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,1,19,18,21,19,40
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,8,4,20,42,28,46,74
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,11,13,12,13,25
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,1,4,1,4,5
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,26,19,62,34,88,53,141
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,1,17,9,21,10,31
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,9,7,10,8,18
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,19,18,19,18,37
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,1,10,14,10,15,25
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,10,13,3,7,13,20,33
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,5,18,11,18,16,34
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,2,71,48,77,50,127
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,8,12,9,13,22
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,2,33,20,37,22,59
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,10,18,62,70,72,88,160
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,3,68,82,74,85,159
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,4,61,48,61,52,113
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,45,33,303,257,348,290,638
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,166,155,513,547,679,702,1381
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1267,1186,2220,2068,3487,3254,6741
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,2,2,2,2,4
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,3,23,26,27,29,56
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,3,97,99,101,102,203
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,6,10,6,10,16
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,2,14,10,17,12,29
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,34,27,137,141,171,168,339
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,3,7,16,8,19,27
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,0,4,16,5,16,21
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,4,27,28,31,32,63
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,2,10,19,10,21,31
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,4,3,36,23,40,26,66
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,11,66,72,71,83,154
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,7,73,78,78,85,163
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,0,2,7,4,7,11
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,34,28,119,114,153,142,295
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,8,9,40,63,48,72,120
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,35,33,141,137,176,170,346
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,14,7,82,75,96,82,178
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,1,50,29,52,30,82
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,0,2,0,2,2
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,5,25,20,27,25,52
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,16,25,119,88,135,113,248
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,92,88,725,2483,817,2571,3388
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,14,9,15,10,25
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,6,26,26,33,32,65
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,1,10,18,11,19,30
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,4,5,0,6,4,10
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,3,7,3,7,10
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,7,49,50,51,57,108
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,6,3,63,58,69,61,130
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,2,42,35,49,37,86
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,225,262,1478,1520,1703,1782,3485
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,4,65,70,72,74,146
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,3,4,32,35,35,39,74
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,48,33,148,170,196,203,399
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,16,26,125,119,141,145,286
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,74,56,126,159,200,215,415
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,15,8,15,8,23
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,2,6,32,40,34,46,80
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,2,15,14,16,16,32
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,0,0,9,6,9,6,15
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,12,10,85,60,97,70,167
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,1,4,22,28,23,32,55
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,3,42,38,47,41,88
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,4,49,45,54,49,103
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,5,4,55,39,60,43,103
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-08-01,7,10,64,83,71,93,164
