municipality,group,variable,month,Nacidos muertos,TOTAL
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2006-02-01,2,2
SAN PEDRO,atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2006-02-01,30,30
SUCRE,atencion de partos en servicio,nacidos muertos,2006-02-01,9,9
TARIJA,atencion de partos en servicio,nacidos muertos,2006-02-01,5,5
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2006-02-01,2,2
TORO TORO,atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2006-02-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos,2006-02-01,3,3
UNCIA,atencion de partos en servicio,nacidos muertos,2006-02-01,2,2
URUBICHA,atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2006-02-01,3,3
VILLA SERRANO,atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2006-02-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2006-02-01,1,1
ACHACACHI,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2006-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
BUENA VISTA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2006-03-01,4,4
CHARAGUA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2006-03-01,26,26
COMARAPA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
CUATRO CAÑADAS,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2006-03-01,17,17
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2006-03-01,9,9
LAS CARRERAS,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2006-03-01,3,3
MAIRANA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
MIZQUE,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2006-03-01,4,4
ORURO,atencion de partos en servicio,nacidos muertos,2006-03-01,10,10
PADILLA,atencion de partos en servicio,nacidos muertos,2006-03-01,3,3
POJO (CBBA),atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2006-03-01,5,5
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2006-03-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
RAVELO,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
ROBORE,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2006-03-01,2,2
SAN BENITO,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2006-03-01,3,3
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2006-03-01,26,26
SOPACHUY,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2006-03-01,8,8
TARIJA,atencion de partos en servicio,nacidos muertos,2006-03-01,4,4
TARVITA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
TINGUIPAYA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
TIPUANI,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2006-03-01,2,2
TOMINA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
TOTORA(ORR),atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2006-03-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
VILA VILA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2006-03-01,5,5
YOTALA,atencion de partos en servicio,nacidos muertos,2006-03-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos muertos,2006-03-01,2,2
AIQUILE,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2006-04-01,3,3
ATOCHA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
BETANZOS,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
CAMARGO,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2006-04-01,9,9
CHAYANTA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
COBIJA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2006-04-01,17,17
COLQUECHACA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
COTOCA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
CUEVO,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2006-04-01,22,22
EL TORNO,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2006-04-01,3,3
LA PAZ,atencion de partos en servicio,nacidos muertos,2006-04-01,17,17
LAS CARRERAS,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
MAGDALENA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
ORURO,atencion de partos en servicio,nacidos muertos,2006-04-01,8,8
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
POTOSI,atencion de partos en servicio,nacidos muertos,2006-04-01,7,7
PUERTO ACOSTA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
RAVELO,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2006-04-01,34,34
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2006-04-01,5,5
TARABUCO,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
TINGUIPAYA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
TUPIZA,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
UNCIA,atencion de partos en servicio,nacidos muertos,2006-04-01,1,1
VILLA SERRANO,atencion de partos en servicio,nacidos muertos,2006-04-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2006-04-01,3,3
YACUIBA,atencion de partos en servicio,nacidos muertos,2006-04-01,3,3
AIQUILE,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
AUCAPATA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
BUENA VISTA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
CABEZAS,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2006-05-01,3,3
CHAYANTA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
CLIZA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2006-05-01,22,22
COPACABANA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
CUEVO,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
DESAGUADERO,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2006-05-01,18,18
EL PUENTE(STC),atencion de partos en servicio,nacidos muertos,2006-05-01,2,2
ENTRE RIOS,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
HUANUNI,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
IXIAMAS,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
LA ASUNTA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2006-05-01,11,11
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2006-05-01,3,3
MAGDALENA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
MAIRANA,atencion de partos en servicio,nacidos muertos,2006-05-01,2,2
MINEROS,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2006-05-01,6,6
ORURO,atencion de partos en servicio,nacidos muertos,2006-05-01,8,8
PADILLA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2006-05-01,7,7
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2006-05-01,4,4
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2006-05-01,3,3
SAN BORJA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
SAN RAFAEL,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2006-05-01,26,26
SENA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
SORATA,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
SUCRE,atencion de partos en servicio,nacidos muertos,2006-05-01,6,6
TARIJA,atencion de partos en servicio,nacidos muertos,2006-05-01,4,4
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
VILLAZON,atencion de partos en servicio,nacidos muertos,2006-05-01,2,2
WARNES,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
YACUIBA,atencion de partos en servicio,nacidos muertos,2006-05-01,6,6
YANACACHI,atencion de partos en servicio,nacidos muertos,2006-05-01,1,1
AIQUILE,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
BELEN DE URMIRI,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
BERMEJO,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
BETANZOS,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
CALAMARCA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
CAMARGO,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
CARANAVI,atencion de partos en servicio,nacidos muertos,2006-06-01,3,3
CHALLAPATA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2006-06-01,4,4
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2006-06-01,17,17
COMARAPA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos muertos,2006-06-01,4,4
CULPINA,atencion de partos en servicio,nacidos muertos,2006-06-01,3,3
EL ALTO,atencion de partos en servicio,nacidos muertos,2006-06-01,8,8
GUANAY,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
ICLA,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
INCAHUASI,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2006-06-01,21,21
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
MAGDALENA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
MOROCHATA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
ORURO,atencion de partos en servicio,nacidos muertos,2006-06-01,6,6
PADILLA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
PALOS BLANCOS,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
PORTACHUELO,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
POTOSI,atencion de partos en servicio,nacidos muertos,2006-06-01,4,4
PUCARANI,atencion de partos en servicio,nacidos muertos,2006-06-01,7,7
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
PUNATA,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
RURRENABAQUE,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2006-06-01,3,3
SAN BUENA VENTURA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
SAN JAVIER(STC),atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
SAN JULIAN,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos muertos,2006-06-01,34,34
SUCRE,atencion de partos en servicio,nacidos muertos,2006-06-01,7,7
TARABUCO,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
TARIJA,atencion de partos en servicio,nacidos muertos,2006-06-01,4,4
TEOPONTE,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
TINGUIPAYA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
TOTORA(CBBA),atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
URUBICHA,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos muertos,2006-06-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
VILLAZON,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
WARNES,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
YACUIBA,atencion de partos en servicio,nacidos muertos,2006-06-01,2,2
ACHACACHI,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
CAMIRI,atencion de partos en servicio,nacidos muertos,2006-07-01,4,4
CARANAVI,atencion de partos en servicio,nacidos muertos,2006-07-01,2,2
CHARAGUA,atencion de partos en servicio,nacidos muertos,2006-07-01,2,2
CHAYANTA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
COBIJA,atencion de partos en servicio,nacidos muertos,2006-07-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos muertos,2006-07-01,24,24
COLQUENCHA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
COMARAPA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
COPACABANA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
COROICO,atencion de partos en servicio,nacidos muertos,2006-07-01,2,2
COTAGAITA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
CULPINA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
EL ALTO,atencion de partos en servicio,nacidos muertos,2006-07-01,22,22
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos muertos,2006-07-01,2,2
GUAYARAMERIN,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
LA PAZ,atencion de partos en servicio,nacidos muertos,2006-07-01,23,23
LLALLAGUA,atencion de partos en servicio,nacidos muertos,2006-07-01,4,4
MONTEAGUDO,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
MONTERO,atencion de partos en servicio,nacidos muertos,2006-07-01,3,3
ORURO,atencion de partos en servicio,nacidos muertos,2006-07-01,7,7
POCOATA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
POTOSI,atencion de partos en servicio,nacidos muertos,2006-07-01,4,4
PUERTO SUAREZ,atencion de partos en servicio,nacidos muertos,2006-07-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos muertos,2006-07-01,2,2
PUNA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
PUNATA,atencion de partos en servicio,nacidos muertos,2006-07-01,4,4
RAVELO,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
SACABA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
SAIPINA,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
SAN ANDRES,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos muertos,2006-07-01,5,5
SAN CARLOS,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos muertos,2006-07-01,1,1
