municipality,group,variable,month,Cesáreas,TOTAL
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-01-01,12,12
VILLA MONTES,atencion de partos en servicio,cesareas,2006-01-01,13,13
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-01-01,21,21
VILLAZON,atencion de partos en servicio,cesareas,2006-01-01,6,6
VINTO,atencion de partos en servicio,cesareas,2006-01-01,2,2
WARNES,atencion de partos en servicio,cesareas,2006-01-01,12,12
YACUIBA,atencion de partos en servicio,cesareas,2006-01-01,33,33
YAPACANI,atencion de partos en servicio,cesareas,2006-01-01,3,3
ZUDAÑEZ,atencion de partos en servicio,cesareas,2006-01-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2006-02-01,16,16
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-02-01,12,12
ATOCHA,atencion de partos en servicio,cesareas,2006-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-02-01,3,3
BAURES,atencion de partos en servicio,cesareas,2006-02-01,1,1
BERMEJO,atencion de partos en servicio,cesareas,2006-02-01,12,12
CAMARGO,atencion de partos en servicio,cesareas,2006-02-01,6,6
CAMIRI,atencion de partos en servicio,cesareas,2006-02-01,26,26
CAPINOTA,atencion de partos en servicio,cesareas,2006-02-01,3,3
CARANAVI,atencion de partos en servicio,cesareas,2006-02-01,9,9
CHARAGUA,atencion de partos en servicio,cesareas,2006-02-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-02-01,4,4
COBIJA,atencion de partos en servicio,cesareas,2006-02-01,30,30
COCHABAMBA,atencion de partos en servicio,cesareas,2006-02-01,478,478
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-02-01,4,4
COMARAPA,atencion de partos en servicio,cesareas,2006-02-01,11,11
CONCEPCION,atencion de partos en servicio,cesareas,2006-02-01,5,5
COPACABANA,atencion de partos en servicio,cesareas,2006-02-01,1,1
COROICO,atencion de partos en servicio,cesareas,2006-02-01,5,5
COTOCA,atencion de partos en servicio,cesareas,2006-02-01,1,1
EL ALTO,atencion de partos en servicio,cesareas,2006-02-01,117,117
EL TORNO,atencion de partos en servicio,cesareas,2006-02-01,7,7
GUANAY,atencion de partos en servicio,cesareas,2006-02-01,1,1
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-02-01,32,32
LA PAZ,atencion de partos en servicio,cesareas,2006-02-01,404,404
MAGDALENA,atencion de partos en servicio,cesareas,2006-02-01,5,5
MAIRANA,atencion de partos en servicio,cesareas,2006-02-01,6,6
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-02-01,9,9
MONTERO,atencion de partos en servicio,cesareas,2006-02-01,91,91
ORURO,atencion de partos en servicio,cesareas,2006-02-01,133,133
PADILLA,atencion de partos en servicio,cesareas,2006-02-01,4,4
PATACAMAYA,atencion de partos en servicio,cesareas,2006-02-01,2,2
PORTACHUELO,atencion de partos en servicio,cesareas,2006-02-01,15,15
POTOSI,atencion de partos en servicio,cesareas,2006-02-01,54,54
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-02-01,3,3
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-02-01,5,5
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-02-01,18,18
PUNATA,atencion de partos en servicio,cesareas,2006-02-01,21,21
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-02-01,49,49
REYES,atencion de partos en servicio,cesareas,2006-02-01,6,6
RIBERALTA,atencion de partos en servicio,cesareas,2006-02-01,45,45
ROBORE,atencion de partos en servicio,cesareas,2006-02-01,11,11
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-02-01,6,6
SACABA,atencion de partos en servicio,cesareas,2006-02-01,14,14
SAN BORJA,atencion de partos en servicio,cesareas,2006-02-01,7,7
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2006-02-01,3,3
SAN CARLOS,atencion de partos en servicio,cesareas,2006-02-01,14,14
SAN IGNACIO,atencion de partos en servicio,cesareas,2006-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-02-01,17,17
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-02-01,8,8
SAN JOAQUIN,atencion de partos en servicio,cesareas,2006-02-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-02-01,5,5
SAN JULIAN,atencion de partos en servicio,cesareas,2006-02-01,8,8
SAN MATIAS,atencion de partos en servicio,cesareas,2006-02-01,3,3
SAN RAMON,atencion de partos en servicio,cesareas,2006-02-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2006-02-01,11,11
SANTA ANA,atencion de partos en servicio,cesareas,2006-02-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-02-01,1191,1191
SANTA ROSA,atencion de partos en servicio,cesareas,2006-02-01,3,3
SIPE SIPE,atencion de partos en servicio,cesareas,2006-02-01,3,3
SOPACHUY,atencion de partos en servicio,cesareas,2006-02-01,2,2
SORATA,atencion de partos en servicio,cesareas,2006-02-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2006-02-01,116,116
TARABUCO,atencion de partos en servicio,cesareas,2006-02-01,3,3
TARIJA,atencion de partos en servicio,cesareas,2006-02-01,88,88
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-02-01,4,4
TOTORA(CBBA),atencion de partos en servicio,cesareas,2006-02-01,1,1
TRINIDAD,atencion de partos en servicio,cesareas,2006-02-01,66,66
TUPIZA,atencion de partos en servicio,cesareas,2006-02-01,5,5
UNCIA,atencion de partos en servicio,cesareas,2006-02-01,4,4
UYUNI,atencion de partos en servicio,cesareas,2006-02-01,6,6
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-02-01,13,13
VILLA MONTES,atencion de partos en servicio,cesareas,2006-02-01,21,21
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-02-01,19,19
VILLAZON,atencion de partos en servicio,cesareas,2006-02-01,6,6
WARNES,atencion de partos en servicio,cesareas,2006-02-01,24,24
YACUIBA,atencion de partos en servicio,cesareas,2006-02-01,30,30
YAPACANI,atencion de partos en servicio,cesareas,2006-02-01,5,5
YOTALA,atencion de partos en servicio,cesareas,2006-02-01,2,2
ZUDAÑEZ,atencion de partos en servicio,cesareas,2006-02-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2006-03-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-03-01,11,11
ATOCHA,atencion de partos en servicio,cesareas,2006-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-03-01,3,3
AZURDUY,atencion de partos en servicio,cesareas,2006-03-01,1,1
BERMEJO,atencion de partos en servicio,cesareas,2006-03-01,14,14
BETANZOS,atencion de partos en servicio,cesareas,2006-03-01,3,3
CAMARGO,atencion de partos en servicio,cesareas,2006-03-01,5,5
CAMIRI,atencion de partos en servicio,cesareas,2006-03-01,14,14
CAPINOTA,atencion de partos en servicio,cesareas,2006-03-01,1,1
CARANAVI,atencion de partos en servicio,cesareas,2006-03-01,20,20
CHALLAPATA,atencion de partos en servicio,cesareas,2006-03-01,2,2
CHARAGUA,atencion de partos en servicio,cesareas,2006-03-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-03-01,1,1
COBIJA,atencion de partos en servicio,cesareas,2006-03-01,38,38
COCHABAMBA,atencion de partos en servicio,cesareas,2006-03-01,589,589
COMARAPA,atencion de partos en servicio,cesareas,2006-03-01,8,8
CONCEPCION,atencion de partos en servicio,cesareas,2006-03-01,4,4
COROICO,atencion de partos en servicio,cesareas,2006-03-01,8,8
COTOCA,atencion de partos en servicio,cesareas,2006-03-01,4,4
CULPINA,atencion de partos en servicio,cesareas,2006-03-01,2,2
EL ALTO,atencion de partos en servicio,cesareas,2006-03-01,166,166
EL TORNO,atencion de partos en servicio,cesareas,2006-03-01,15,15
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-03-01,29,29
HUANUNI,atencion de partos en servicio,cesareas,2006-03-01,4,4
LA PAZ,atencion de partos en servicio,cesareas,2006-03-01,467,467
LLALLAGUA,atencion de partos en servicio,cesareas,2006-03-01,2,2
MAGDALENA,atencion de partos en servicio,cesareas,2006-03-01,4,4
MAIRANA,atencion de partos en servicio,cesareas,2006-03-01,5,5
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-03-01,8,8
MONTERO,atencion de partos en servicio,cesareas,2006-03-01,105,105
ORURO,atencion de partos en servicio,cesareas,2006-03-01,154,154
PADILLA,atencion de partos en servicio,cesareas,2006-03-01,7,7
PATACAMAYA,atencion de partos en servicio,cesareas,2006-03-01,1,1
PORTACHUELO,atencion de partos en servicio,cesareas,2006-03-01,18,18
POTOSI,atencion de partos en servicio,cesareas,2006-03-01,75,75
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-03-01,3,3
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-03-01,5,5
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-03-01,15,15
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-03-01,27,27
PUNATA,atencion de partos en servicio,cesareas,2006-03-01,18,18
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-03-01,51,51
REYES,atencion de partos en servicio,cesareas,2006-03-01,3,3
RIBERALTA,atencion de partos en servicio,cesareas,2006-03-01,38,38
ROBORE,atencion de partos en servicio,cesareas,2006-03-01,9,9
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-03-01,7,7
SACABA,atencion de partos en servicio,cesareas,2006-03-01,20,20
SAMAIPATA,atencion de partos en servicio,cesareas,2006-03-01,3,3
SAN BORJA,atencion de partos en servicio,cesareas,2006-03-01,13,13
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2006-03-01,2,2
SAN CARLOS,atencion de partos en servicio,cesareas,2006-03-01,17,17
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-03-01,20,20
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-03-01,4,4
SAN JOAQUIN,atencion de partos en servicio,cesareas,2006-03-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-03-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2006-03-01,7,7
SAN JULIAN,atencion de partos en servicio,cesareas,2006-03-01,10,10
SAN RAMON,atencion de partos en servicio,cesareas,2006-03-01,4,4
SAN RAMON,atencion de partos en servicio,cesareas,2006-03-01,5,5
SANTA ANA,atencion de partos en servicio,cesareas,2006-03-01,12,12
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-03-01,1240,1240
SANTA ROSA,atencion de partos en servicio,cesareas,2006-03-01,4,4
SIPE SIPE,atencion de partos en servicio,cesareas,2006-03-01,4,4
SOPACHUY,atencion de partos en servicio,cesareas,2006-03-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2006-03-01,116,116
TARABUCO,atencion de partos en servicio,cesareas,2006-03-01,1,1
TARIJA,atencion de partos en servicio,cesareas,2006-03-01,108,108
TIQUIPAYA,atencion de partos en servicio,cesareas,2006-03-01,13,13
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-03-01,2,2
TOTORA(CBBA),atencion de partos en servicio,cesareas,2006-03-01,1,1
TRINIDAD,atencion de partos en servicio,cesareas,2006-03-01,81,81
TUPIZA,atencion de partos en servicio,cesareas,2006-03-01,6,6
UNCIA,atencion de partos en servicio,cesareas,2006-03-01,3,3
UYUNI,atencion de partos en servicio,cesareas,2006-03-01,2,2
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-03-01,9,9
VILLA MONTES,atencion de partos en servicio,cesareas,2006-03-01,19,19
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-03-01,25,25
VILLAZON,atencion de partos en servicio,cesareas,2006-03-01,7,7
WARNES,atencion de partos en servicio,cesareas,2006-03-01,21,21
YACUIBA,atencion de partos en servicio,cesareas,2006-03-01,24,24
YAPACANI,atencion de partos en servicio,cesareas,2006-03-01,11,11
YOTALA,atencion de partos en servicio,cesareas,2006-03-01,1,1
ZUDAÑEZ,atencion de partos en servicio,cesareas,2006-03-01,1,1
ACHACACHI,atencion de partos en servicio,cesareas,2006-04-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2006-04-01,13,13
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-04-01,8,8
ATOCHA,atencion de partos en servicio,cesareas,2006-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-04-01,3,3
AZURDUY,atencion de partos en servicio,cesareas,2006-04-01,1,1
BAURES,atencion de partos en servicio,cesareas,2006-04-01,1,1
BERMEJO,atencion de partos en servicio,cesareas,2006-04-01,9,9
BETANZOS,atencion de partos en servicio,cesareas,2006-04-01,5,5
CAMARGO,atencion de partos en servicio,cesareas,2006-04-01,12,12
CAMIRI,atencion de partos en servicio,cesareas,2006-04-01,33,33
CAPINOTA,atencion de partos en servicio,cesareas,2006-04-01,2,2
CARANAVI,atencion de partos en servicio,cesareas,2006-04-01,15,15
CHALLAPATA,atencion de partos en servicio,cesareas,2006-04-01,1,1
CHARAGUA,atencion de partos en servicio,cesareas,2006-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-04-01,5,5
COBIJA,atencion de partos en servicio,cesareas,2006-04-01,33,33
COCHABAMBA,atencion de partos en servicio,cesareas,2006-04-01,519,519
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-04-01,3,3
COMARAPA,atencion de partos en servicio,cesareas,2006-04-01,10,10
CONCEPCION,atencion de partos en servicio,cesareas,2006-04-01,7,7
COPACABANA,atencion de partos en servicio,cesareas,2006-04-01,2,2
COROICO,atencion de partos en servicio,cesareas,2006-04-01,4,4
COTOCA,atencion de partos en servicio,cesareas,2006-04-01,5,5
EL ALTO,atencion de partos en servicio,cesareas,2006-04-01,191,191
EL TORNO,atencion de partos en servicio,cesareas,2006-04-01,17,17
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-04-01,26,26
HUANUNI,atencion de partos en servicio,cesareas,2006-04-01,2,2
LA PAZ,atencion de partos en servicio,cesareas,2006-04-01,428,428
LLALLAGUA,atencion de partos en servicio,cesareas,2006-04-01,11,11
MAGDALENA,atencion de partos en servicio,cesareas,2006-04-01,7,7
MAIRANA,atencion de partos en servicio,cesareas,2006-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-04-01,6,6
MONTERO,atencion de partos en servicio,cesareas,2006-04-01,82,82
ORURO,atencion de partos en servicio,cesareas,2006-04-01,146,146
PORTACHUELO,atencion de partos en servicio,cesareas,2006-04-01,18,18
POTOSI,atencion de partos en servicio,cesareas,2006-04-01,56,56
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-04-01,5,5
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-04-01,3,3
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-04-01,4,4
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-04-01,17,17
PUNATA,atencion de partos en servicio,cesareas,2006-04-01,16,16
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-04-01,48,48
REYES,atencion de partos en servicio,cesareas,2006-04-01,3,3
RIBERALTA,atencion de partos en servicio,cesareas,2006-04-01,54,54
ROBORE,atencion de partos en servicio,cesareas,2006-04-01,10,10
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-04-01,8,8
SACABA,atencion de partos en servicio,cesareas,2006-04-01,13,13
SAMAIPATA,atencion de partos en servicio,cesareas,2006-04-01,3,3
SAN BORJA,atencion de partos en servicio,cesareas,2006-04-01,12,12
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2006-04-01,1,1
SAN CARLOS,atencion de partos en servicio,cesareas,2006-04-01,10,10
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-04-01,25,25
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-04-01,4,4
SAN JOAQUIN,atencion de partos en servicio,cesareas,2006-04-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-04-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2006-04-01,5,5
SAN JULIAN,atencion de partos en servicio,cesareas,2006-04-01,8,8
SAN LUCAS,atencion de partos en servicio,cesareas,2006-04-01,3,3
SAN RAMON,atencion de partos en servicio,cesareas,2006-04-01,9,9
SANTA ANA,atencion de partos en servicio,cesareas,2006-04-01,10,10
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-04-01,1261,1261
SANTA ROSA,atencion de partos en servicio,cesareas,2006-04-01,3,3
SIPE SIPE,atencion de partos en servicio,cesareas,2006-04-01,3,3
SOPACHUY,atencion de partos en servicio,cesareas,2006-04-01,8,8
SUCRE,atencion de partos en servicio,cesareas,2006-04-01,120,120
TARABUCO,atencion de partos en servicio,cesareas,2006-04-01,1,1
TARIJA,atencion de partos en servicio,cesareas,2006-04-01,99,99
TIQUIPAYA,atencion de partos en servicio,cesareas,2006-04-01,7,7
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-04-01,10,10
TOTORA(CBBA),atencion de partos en servicio,cesareas,2006-04-01,2,2
TRINIDAD,atencion de partos en servicio,cesareas,2006-04-01,79,79
TUPIZA,atencion de partos en servicio,cesareas,2006-04-01,7,7
UNCIA,atencion de partos en servicio,cesareas,2006-04-01,3,3
UYUNI,atencion de partos en servicio,cesareas,2006-04-01,4,4
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-04-01,5,5
VILLA MONTES,atencion de partos en servicio,cesareas,2006-04-01,19,19
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-04-01,15,15
VILLAZON,atencion de partos en servicio,cesareas,2006-04-01,4,4
WARNES,atencion de partos en servicio,cesareas,2006-04-01,15,15
YACUIBA,atencion de partos en servicio,cesareas,2006-04-01,31,31
YAPACANI,atencion de partos en servicio,cesareas,2006-04-01,9,9
YOTALA,atencion de partos en servicio,cesareas,2006-04-01,4,4
AIQUILE,atencion de partos en servicio,cesareas,2006-05-01,10,10
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-05-01,11,11
ATOCHA,atencion de partos en servicio,cesareas,2006-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-05-01,2,2
AZURDUY,atencion de partos en servicio,cesareas,2006-05-01,2,2
BAURES,atencion de partos en servicio,cesareas,2006-05-01,2,2
BERMEJO,atencion de partos en servicio,cesareas,2006-05-01,6,6
BETANZOS,atencion de partos en servicio,cesareas,2006-05-01,4,4
CAMARGO,atencion de partos en servicio,cesareas,2006-05-01,12,12
CAMIRI,atencion de partos en servicio,cesareas,2006-05-01,45,45
CAPINOTA,atencion de partos en servicio,cesareas,2006-05-01,2,2
CARANAVI,atencion de partos en servicio,cesareas,2006-05-01,13,13
CHALLAPATA,atencion de partos en servicio,cesareas,2006-05-01,3,3
CHARAGUA,atencion de partos en servicio,cesareas,2006-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-05-01,5,5
COBIJA,atencion de partos en servicio,cesareas,2006-05-01,39,39
COCHABAMBA,atencion de partos en servicio,cesareas,2006-05-01,487,487
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-05-01,6,6
COMARAPA,atencion de partos en servicio,cesareas,2006-05-01,4,4
CONCEPCION,atencion de partos en servicio,cesareas,2006-05-01,11,11
COROICO,atencion de partos en servicio,cesareas,2006-05-01,4,4
COTOCA,atencion de partos en servicio,cesareas,2006-05-01,6,6
EL ALTO,atencion de partos en servicio,cesareas,2006-05-01,166,166
EL TORNO,atencion de partos en servicio,cesareas,2006-05-01,24,24
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-05-01,22,22
HUANUNI,atencion de partos en servicio,cesareas,2006-05-01,4,4
LA PAZ,atencion de partos en servicio,cesareas,2006-05-01,452,452
LLALLAGUA,atencion de partos en servicio,cesareas,2006-05-01,10,10
MAGDALENA,atencion de partos en servicio,cesareas,2006-05-01,4,4
MAIRANA,atencion de partos en servicio,cesareas,2006-05-01,7,7
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-05-01,11,11
MONTERO,atencion de partos en servicio,cesareas,2006-05-01,85,85
ORURO,atencion de partos en servicio,cesareas,2006-05-01,156,156
PADILLA,atencion de partos en servicio,cesareas,2006-05-01,3,3
PORTACHUELO,atencion de partos en servicio,cesareas,2006-05-01,29,29
POTOSI,atencion de partos en servicio,cesareas,2006-05-01,36,36
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-05-01,3,3
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-05-01,10,10
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-05-01,20,20
PUNATA,atencion de partos en servicio,cesareas,2006-05-01,9,9
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-05-01,55,55
REYES,atencion de partos en servicio,cesareas,2006-05-01,2,2
RIBERALTA,atencion de partos en servicio,cesareas,2006-05-01,62,62
ROBORE,atencion de partos en servicio,cesareas,2006-05-01,7,7
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-05-01,8,8
SACABA,atencion de partos en servicio,cesareas,2006-05-01,19,19
SAMAIPATA,atencion de partos en servicio,cesareas,2006-05-01,3,3
SAN BORJA,atencion de partos en servicio,cesareas,2006-05-01,11,11
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2006-05-01,3,3
SAN CARLOS,atencion de partos en servicio,cesareas,2006-05-01,15,15
SAN IGNACIO,atencion de partos en servicio,cesareas,2006-05-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-05-01,25,25
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-05-01,1,1
SAN JOAQUIN,atencion de partos en servicio,cesareas,2006-05-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-05-01,3,3
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2006-05-01,1,1
SAN LUCAS,atencion de partos en servicio,cesareas,2006-05-01,4,4
SAN RAMON,atencion de partos en servicio,cesareas,2006-05-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2006-05-01,8,8
SANTA ANA,atencion de partos en servicio,cesareas,2006-05-01,5,5
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-05-01,1213,1213
