municipality,group,variable,month,Nacidos vivos,TOTAL
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2006-03-01,22,22
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2006-03-01,11,11
PUERTO SILES,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2006-03-01,38,38
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2006-03-01,92,92
PUNA,atencion de partos en servicio,nacidos vivos,2006-03-01,14,14
PUNATA,atencion de partos en servicio,nacidos vivos,2006-03-01,57,57
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2006-03-01,163,163
QUIME,atencion de partos en servicio,nacidos vivos,2006-03-01,3,3
QUIRUSILLAS,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
RAVELO,atencion de partos en servicio,nacidos vivos,2006-03-01,10,10
REYES,atencion de partos en servicio,nacidos vivos,2006-03-01,16,16
RIBERALTA,atencion de partos en servicio,nacidos vivos,2006-03-01,237,237
ROBORE,atencion de partos en servicio,nacidos vivos,2006-03-01,29,29
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2006-03-01,29,29
SABAYA,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos,2006-03-01,158,158
SACABAMBA,atencion de partos en servicio,nacidos vivos,2006-03-01,5,5
SACACA,atencion de partos en servicio,nacidos vivos,2006-03-01,11,11
SAIPINA,atencion de partos en servicio,nacidos vivos,2006-03-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2006-03-01,4,4
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2006-03-01,12,12
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2006-03-01,10,10
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2006-03-01,12,12
SAN BENITO,atencion de partos en servicio,nacidos vivos,2006-03-01,11,11
SAN BORJA,atencion de partos en servicio,nacidos vivos,2006-03-01,58,58
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2006-03-01,11,11
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2006-03-01,55,55
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2006-03-01,26,26
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-03-01,97,97
SAN JAVIER(BNI),atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2006-03-01,25,25
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2006-03-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2006-03-01,35,35
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2006-03-01,17,17
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2006-03-01,98,98
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2006-03-01,2,2
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2006-03-01,4,4
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2006-03-01,23,23
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2006-03-01,21,21
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-03-01,13,13
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2006-03-01,35,35
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2006-03-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-03-01,14,14
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-03-01,16,16
SANTA ANA,atencion de partos en servicio,nacidos vivos,2006-03-01,24,24
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2006-03-01,2897,2897
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2006-03-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2006-03-01,30,30
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos vivos,2006-03-01,6,6
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2006-03-01,11,11
SAPAHAQUI,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
SENA,atencion de partos en servicio,nacidos vivos,2006-03-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2006-03-01,8,8
SICAYA,atencion de partos en servicio,nacidos vivos,2006-03-01,4,4
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2006-03-01,40,40
SOPACHUY,atencion de partos en servicio,nacidos vivos,2006-03-01,18,18
SORATA,atencion de partos en servicio,nacidos vivos,2006-03-01,7,7
SUCRE,atencion de partos en servicio,nacidos vivos,2006-03-01,433,433
TACACOMA,atencion de partos en servicio,nacidos vivos,2006-03-01,3,3
TACOPAYA,atencion de partos en servicio,nacidos vivos,2006-03-01,2,2
TAHUA,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
TAPACARI,atencion de partos en servicio,nacidos vivos,2006-03-01,5,5
TARABUCO,atencion de partos en servicio,nacidos vivos,2006-03-01,29,29
TARACO,atencion de partos en servicio,nacidos vivos,2006-03-01,3,3
TARATA,atencion de partos en servicio,nacidos vivos,2006-03-01,7,7
TARIJA,atencion de partos en servicio,nacidos vivos,2006-03-01,363,363
TARVITA,atencion de partos en servicio,nacidos vivos,2006-03-01,19,19
TEOPONTE,atencion de partos en servicio,nacidos vivos,2006-03-01,6,6
TIAWANACU,atencion de partos en servicio,nacidos vivos,2006-03-01,10,10
TINGUIPAYA,atencion de partos en servicio,nacidos vivos,2006-03-01,2,2
TIPUANI,atencion de partos en servicio,nacidos vivos,2006-03-01,17,17
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2006-03-01,48,48
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2006-03-01,76,76
TOCO,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
TOLATA,atencion de partos en servicio,nacidos vivos,2006-03-01,4,4
TOLEDO,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
TOMAVE,atencion de partos en servicio,nacidos vivos,2006-03-01,6,6
TOMINA,atencion de partos en servicio,nacidos vivos,2006-03-01,7,7
TORO TORO,atencion de partos en servicio,nacidos vivos,2006-03-01,4,4
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos,2006-03-01,17,17
TOTORA(ORR),atencion de partos en servicio,nacidos vivos,2006-03-01,6,6
TRIGAL,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos vivos,2006-03-01,290,290
TUPIZA,atencion de partos en servicio,nacidos vivos,2006-03-01,51,51
TURCO,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
UNCIA,atencion de partos en servicio,nacidos vivos,2006-03-01,32,32
URIONDO (A. CONCEPCION),atencion de partos en servicio,nacidos vivos,2006-03-01,5,5
URUBICHA,atencion de partos en servicio,nacidos vivos,2006-03-01,16,16
UYUNI,atencion de partos en servicio,nacidos vivos,2006-03-01,28,28
VACAS,atencion de partos en servicio,nacidos vivos,2006-03-01,9,9
VALLEGRANDE,atencion de partos en servicio,nacidos vivos,2006-03-01,28,28
VIACHA,atencion de partos en servicio,nacidos vivos,2006-03-01,23,23
VILA VILA,atencion de partos en servicio,nacidos vivos,2006-03-01,4,4
VILLA MONTES,atencion de partos en servicio,nacidos vivos,2006-03-01,65,65
VILLA RIVERO,atencion de partos en servicio,nacidos vivos,2006-03-01,5,5
VILLA SERRANO,atencion de partos en servicio,nacidos vivos,2006-03-01,11,11
VILLA TUNARI,atencion de partos en servicio,nacidos vivos,2006-03-01,108,108
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,nacidos vivos,2006-03-01,12,12
VILLAZON,atencion de partos en servicio,nacidos vivos,2006-03-01,51,51
VINTO,atencion de partos en servicio,nacidos vivos,2006-03-01,46,46
VITICHI,atencion de partos en servicio,nacidos vivos,2006-03-01,5,5
WARNES,atencion de partos en servicio,nacidos vivos,2006-03-01,61,61
YACO,atencion de partos en servicio,nacidos vivos,2006-03-01,2,2
YACUIBA,atencion de partos en servicio,nacidos vivos,2006-03-01,134,134
YAMPARAEZ,atencion de partos en servicio,nacidos vivos,2006-03-01,17,17
YANACACHI,atencion de partos en servicio,nacidos vivos,2006-03-01,1,1
YAPACANI,atencion de partos en servicio,nacidos vivos,2006-03-01,83,83
YOTALA,atencion de partos en servicio,nacidos vivos,2006-03-01,14,14
YUNCHARA,atencion de partos en servicio,nacidos vivos,2006-03-01,3,3
ZUDAÑEZ,atencion de partos en servicio,nacidos vivos,2006-03-01,13,13
ACACIO,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
ACHACACHI,atencion de partos en servicio,nacidos vivos,2006-04-01,23,23
ACHOCALLA,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
AIQUILE,atencion de partos en servicio,nacidos vivos,2006-04-01,30,30
ALALAY,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
ALCALA,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
ANCORAIMES,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
ANDAMARCA,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
ANTEQUERA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
APOLO,atencion de partos en servicio,nacidos vivos,2006-04-01,8,8
ARAMPAMPA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
ARANI,atencion de partos en servicio,nacidos vivos,2006-04-01,11,11
ARBIETO,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
ARQUE,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos,2006-04-01,79,79
ATOCHA,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
AUCAPATA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
AYO AYO,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos,2006-04-01,22,22
AZURDUY,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
BATALLAS,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
BAURES,atencion de partos en servicio,nacidos vivos,2006-04-01,12,12
BERMEJO,atencion de partos en servicio,nacidos vivos,2006-04-01,46,46
BETANZOS,atencion de partos en servicio,nacidos vivos,2006-04-01,27,27
BOLIVAR,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
BOLPEBRA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
BOYUIBE,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
BUENA VISTA,atencion de partos en servicio,nacidos vivos,2006-04-01,23,23
CABEZAS,atencion de partos en servicio,nacidos vivos,2006-04-01,18,18
CAIROMA,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
"CAIZA ""D""",atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
CAJUATA,atencion de partos en servicio,nacidos vivos,2006-04-01,12,12
CALACOTO,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
CALAMARCA,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
CAMARGO,atencion de partos en servicio,nacidos vivos,2006-04-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
CAMIRI,atencion de partos en servicio,nacidos vivos,2006-04-01,83,83
CAPINOTA,atencion de partos en servicio,nacidos vivos,2006-04-01,24,24
CAQUIAVIRI,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
CARACOLLO,atencion de partos en servicio,nacidos vivos,2006-04-01,24,24
CARANAVI,atencion de partos en servicio,nacidos vivos,2006-04-01,77,77
CARAPARI,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
CARIPUYO,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2006-04-01,28,28
CHAQUI,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
CHARAGUA,atencion de partos en servicio,nacidos vivos,2006-04-01,49,49
CHAYANTA,atencion de partos en servicio,nacidos vivos,2006-04-01,12,12
CHIMORE,atencion de partos en servicio,nacidos vivos,2006-04-01,19,19
CHIPAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2006-04-01,38,38
CHUMA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
CLIZA,atencion de partos en servicio,nacidos vivos,2006-04-01,17,17
COBIJA,atencion de partos en servicio,nacidos vivos,2006-04-01,100,100
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2006-04-01,1355,1355
COIPASA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2006-04-01,28,28
COLLANA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
COLOMI,atencion de partos en servicio,nacidos vivos,2006-04-01,27,27
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
COLQUIRI,atencion de partos en servicio,nacidos vivos,2006-04-01,10,10
COMARAPA,atencion de partos en servicio,nacidos vivos,2006-04-01,30,30
CONCEPCION,atencion de partos en servicio,nacidos vivos,2006-04-01,28,28
COPACABANA,atencion de partos en servicio,nacidos vivos,2006-04-01,11,11
CORIPATA,atencion de partos en servicio,nacidos vivos,2006-04-01,18,18
CORO CORO,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
COROICO,atencion de partos en servicio,nacidos vivos,2006-04-01,29,29
CORQUE,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos vivos,2006-04-01,17,17
COTOCA,atencion de partos en servicio,nacidos vivos,2006-04-01,41,41
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2006-04-01,21,21
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
CUEVO,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
CULPINA,atencion de partos en servicio,nacidos vivos,2006-04-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
EL ALTO,atencion de partos en servicio,nacidos vivos,2006-04-01,1034,1034
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
EL TORNO,atencion de partos en servicio,nacidos vivos,2006-04-01,63,63
EL VILLAR,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2006-04-01,27,27
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
EXALTACION,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2006-04-01,22,22
FILADELFIA,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2006-04-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
GUANAY,atencion de partos en servicio,nacidos vivos,2006-04-01,15,15
GUAQUI,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2006-04-01,107,107
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2006-04-01,15,15
HUACARETA,atencion de partos en servicio,nacidos vivos,2006-04-01,15,15
HUANUNI,atencion de partos en servicio,nacidos vivos,2006-04-01,37,37
HUARACAJE,atencion de partos en servicio,nacidos vivos,2006-04-01,8,8
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
ICLA,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
INCAHUASI,atencion de partos en servicio,nacidos vivos,2006-04-01,17,17
INQUISIVI,atencion de partos en servicio,nacidos vivos,2006-04-01,9,9
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos,2006-04-01,9,9
IXIAMAS,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
LA ASUNTA,atencion de partos en servicio,nacidos vivos,2006-04-01,24,24
LA GUARDIA,atencion de partos en servicio,nacidos vivos,2006-04-01,34,34
LA PAZ,atencion de partos en servicio,nacidos vivos,2006-04-01,1479,1479
LA RIVERA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
LAGUNILLAS,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
LAJA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
LAS CARRERAS,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
LICOMA PAMPA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
LLALLAGUA,atencion de partos en servicio,nacidos vivos,2006-04-01,65,65
LLICA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
LORETO,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
LURIBAY,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
MACHACAMARCA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
MACHARETI,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
MAGDALENA,atencion de partos en servicio,nacidos vivos,2006-04-01,13,13
MAIRANA,atencion de partos en servicio,nacidos vivos,2006-04-01,18,18
MAPIRI,atencion de partos en servicio,nacidos vivos,2006-04-01,22,22
MECAPACA,atencion de partos en servicio,nacidos vivos,2006-04-01,9,9
MINEROS,atencion de partos en servicio,nacidos vivos,2006-04-01,33,33
MIZQUE,atencion de partos en servicio,nacidos vivos,2006-04-01,22,22
MOCOMOCO,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
MOJOCOYA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos vivos,2006-04-01,31,31
MONTERO,atencion de partos en servicio,nacidos vivos,2006-04-01,273,273
MORO MORO,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
MOROCHATA,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
OCURI,atencion de partos en servicio,nacidos vivos,2006-04-01,9,9
OKINAWA,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
OMEREQUE,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
ORURO,atencion de partos en servicio,nacidos vivos,2006-04-01,449,449
PADCAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
PADILLA,atencion de partos en servicio,nacidos vivos,2006-04-01,17,17
PAILON,atencion de partos en servicio,nacidos vivos,2006-04-01,25,25
PALCA,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos,2006-04-01,30,30
PAMPA AULLAGAS,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
PAMPA GRANDE,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
PAPEL PAMPA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
PASORAPA,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
PATACAMAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,11,11
PAZÑA,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
POCOATA,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
POCONA,atencion de partos en servicio,nacidos vivos,2006-04-01,16,16
POJO (CBBA),atencion de partos en servicio,nacidos vivos,2006-04-01,15,15
POOPO,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
PORCO,atencion de partos en servicio,nacidos vivos,2006-04-01,11,11
POROMA,atencion de partos en servicio,nacidos vivos,2006-04-01,8,8
PORONGO,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
PORTACHUELO,atencion de partos en servicio,nacidos vivos,2006-04-01,40,40
PORVENIR,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
POTOSI,atencion de partos en servicio,nacidos vivos,2006-04-01,305,305
PRESTO,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
PUCARA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
PUCARANI,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
PUERTO CARABUCO,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2006-04-01,19,19
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2006-04-01,22,22
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2006-04-01,105,105
PUNA,atencion de partos en servicio,nacidos vivos,2006-04-01,16,16
PUNATA,atencion de partos en servicio,nacidos vivos,2006-04-01,37,37
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2006-04-01,164,164
QUIME,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
QUIRUSILLAS,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
RAVELO,atencion de partos en servicio,nacidos vivos,2006-04-01,12,12
REYES,atencion de partos en servicio,nacidos vivos,2006-04-01,19,19
RIBERALTA,atencion de partos en servicio,nacidos vivos,2006-04-01,243,243
ROBORE,atencion de partos en servicio,nacidos vivos,2006-04-01,38,38
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2006-04-01,33,33
SABAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
SACABA,atencion de partos en servicio,nacidos vivos,2006-04-01,126,126
SACABAMBA,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
SACACA,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
SAIPINA,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2006-04-01,15,15
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2006-04-01,13,13
SAN BENITO,atencion de partos en servicio,nacidos vivos,2006-04-01,12,12
SAN BORJA,atencion de partos en servicio,nacidos vivos,2006-04-01,69,69
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2006-04-01,52,52
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2006-04-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-04-01,112,112
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2006-04-01,27,27
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2006-04-01,12,12
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2006-04-01,30,30
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2006-04-01,19,19
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2006-04-01,86,86
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2006-04-01,9,9
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2006-04-01,37,37
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2006-04-01,13,13
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2006-04-01,11,11
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2006-04-01,25,25
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2006-04-01,11,11
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-04-01,19,19
SAN RAMON,atencion de partos en servicio,nacidos vivos,2006-04-01,34,34
SANTA ANA,atencion de partos en servicio,nacidos vivos,2006-04-01,33,33
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2006-04-01,2861,2861
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2006-04-01,18,18
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2006-04-01,30,30
SANTIAGO DE CALLAPA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
SAPAHAQUI,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
SENA,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2006-04-01,9,9
SICAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2006-04-01,38,38
SOPACHUY,atencion de partos en servicio,nacidos vivos,2006-04-01,14,14
SORACACHI,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
SORATA,atencion de partos en servicio,nacidos vivos,2006-04-01,20,20
SUCRE,atencion de partos en servicio,nacidos vivos,2006-04-01,404,404
TACACOMA,atencion de partos en servicio,nacidos vivos,2006-04-01,7,7
TACOBAMBA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
TACOPAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
TAHUA,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
TAPACARI,atencion de partos en servicio,nacidos vivos,2006-04-01,13,13
TARABUCO,atencion de partos en servicio,nacidos vivos,2006-04-01,30,30
TARATA,atencion de partos en servicio,nacidos vivos,2006-04-01,4,4
TARIJA,atencion de partos en servicio,nacidos vivos,2006-04-01,335,335
TARVITA,atencion de partos en servicio,nacidos vivos,2006-04-01,17,17
TEOPONTE,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
TIAWANACU,atencion de partos en servicio,nacidos vivos,2006-04-01,12,12
TINGUIPAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,1,1
TIPUANI,atencion de partos en servicio,nacidos vivos,2006-04-01,18,18
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2006-04-01,54,54
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2006-04-01,80,80
TOCO,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
TOLATA,atencion de partos en servicio,nacidos vivos,2006-04-01,3,3
TOLEDO,atencion de partos en servicio,nacidos vivos,2006-04-01,2,2
TOMAVE,atencion de partos en servicio,nacidos vivos,2006-04-01,6,6
TOMINA,atencion de partos en servicio,nacidos vivos,2006-04-01,11,11
TORO TORO,atencion de partos en servicio,nacidos vivos,2006-04-01,5,5
