municipality,group,variable,month,Vaginales,TOTAL
SAPAHAQUI,atencion de partos en servicio,vaginales,2006-01-01,1,1
SENA,atencion de partos en servicio,vaginales,2006-01-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en servicio,vaginales,2006-01-01,4,4
SIPE SIPE,atencion de partos en servicio,vaginales,2006-01-01,28,28
SOPACHUY,atencion de partos en servicio,vaginales,2006-01-01,5,5
SORATA,atencion de partos en servicio,vaginales,2006-01-01,11,11
SUCRE,atencion de partos en servicio,vaginales,2006-01-01,289,289
TACACHI,atencion de partos en servicio,vaginales,2006-01-01,1,1
TACACOMA,atencion de partos en servicio,vaginales,2006-01-01,3,3
TACOBAMBA,atencion de partos en servicio,vaginales,2006-01-01,2,2
TACOPAYA,atencion de partos en servicio,vaginales,2006-01-01,5,5
TAPACARI,atencion de partos en servicio,vaginales,2006-01-01,12,12
TARABUCO,atencion de partos en servicio,vaginales,2006-01-01,31,31
TARACO,atencion de partos en servicio,vaginales,2006-01-01,1,1
TARATA,atencion de partos en servicio,vaginales,2006-01-01,8,8
TARIJA,atencion de partos en servicio,vaginales,2006-01-01,207,207
TARVITA,atencion de partos en servicio,vaginales,2006-01-01,8,8
TEOPONTE,atencion de partos en servicio,vaginales,2006-01-01,4,4
TIAWANACU,atencion de partos en servicio,vaginales,2006-01-01,12,12
TINGUIPAYA,atencion de partos en servicio,vaginales,2006-01-01,12,12
TIPUANI,atencion de partos en servicio,vaginales,2006-01-01,21,21
TIQUIPAYA,atencion de partos en servicio,vaginales,2006-01-01,40,40
TIRAQUE (CBBA),atencion de partos en servicio,vaginales,2006-01-01,56,56
TOCO,atencion de partos en servicio,vaginales,2006-01-01,1,1
TOLATA,atencion de partos en servicio,vaginales,2006-01-01,4,4
TOLEDO,atencion de partos en servicio,vaginales,2006-01-01,3,3
TOMAVE,atencion de partos en servicio,vaginales,2006-01-01,6,6
TOMINA,atencion de partos en servicio,vaginales,2006-01-01,9,9
TORO TORO,atencion de partos en servicio,vaginales,2006-01-01,6,6
TOTORA(CBBA),atencion de partos en servicio,vaginales,2006-01-01,8,8
TOTORA(ORR),atencion de partos en servicio,vaginales,2006-01-01,6,6
TRIGAL,atencion de partos en servicio,vaginales,2006-01-01,2,2
TRINIDAD,atencion de partos en servicio,vaginales,2006-01-01,159,159
TUPIZA,atencion de partos en servicio,vaginales,2006-01-01,52,52
TURCO,atencion de partos en servicio,vaginales,2006-01-01,1,1
UNCIA,atencion de partos en servicio,vaginales,2006-01-01,48,48
URIONDO (A. CONCEPCION),atencion de partos en servicio,vaginales,2006-01-01,9,9
URUBICHA,atencion de partos en servicio,vaginales,2006-01-01,8,8
UYUNI,atencion de partos en servicio,vaginales,2006-01-01,28,28
VACAS,atencion de partos en servicio,vaginales,2006-01-01,12,12
VALLEGRANDE,atencion de partos en servicio,vaginales,2006-01-01,9,9
VIACHA,atencion de partos en servicio,vaginales,2006-01-01,24,24
VILLA MONTES,atencion de partos en servicio,vaginales,2006-01-01,43,43
VILLA RIVERO,atencion de partos en servicio,vaginales,2006-01-01,5,5
VILLA SERRANO,atencion de partos en servicio,vaginales,2006-01-01,8,8
VILLA TUNARI,atencion de partos en servicio,vaginales,2006-01-01,63,63
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,vaginales,2006-01-01,9,9
VILLAZON,atencion de partos en servicio,vaginales,2006-01-01,51,51
VINTO,atencion de partos en servicio,vaginales,2006-01-01,39,39
VITICHI,atencion de partos en servicio,vaginales,2006-01-01,4,4
WARNES,atencion de partos en servicio,vaginales,2006-01-01,58,58
YACUIBA,atencion de partos en servicio,vaginales,2006-01-01,104,104
YAMPARAEZ,atencion de partos en servicio,vaginales,2006-01-01,14,14
YANACACHI,atencion de partos en servicio,vaginales,2006-01-01,1,1
YAPACANI,atencion de partos en servicio,vaginales,2006-01-01,69,69
YOCALLA,atencion de partos en servicio,vaginales,2006-01-01,1,1
YOTALA,atencion de partos en servicio,vaginales,2006-01-01,9,9
ZUDAÑEZ,atencion de partos en servicio,vaginales,2006-01-01,8,8
ACACIO,atencion de partos en servicio,vaginales,2006-02-01,2,2
ACHACACHI,atencion de partos en servicio,vaginales,2006-02-01,26,26
ACHOCALLA,atencion de partos en servicio,vaginales,2006-02-01,8,8
AIQUILE,atencion de partos en servicio,vaginales,2006-02-01,20,20
ALALAY,atencion de partos en servicio,vaginales,2006-02-01,3,3
ALCALA,atencion de partos en servicio,vaginales,2006-02-01,3,3
ANCORAIMES,atencion de partos en servicio,vaginales,2006-02-01,4,4
ANZALDO,atencion de partos en servicio,vaginales,2006-02-01,3,3
APOLO,atencion de partos en servicio,vaginales,2006-02-01,11,11
ARAMPAMPA,atencion de partos en servicio,vaginales,2006-02-01,1,1
ARANI,atencion de partos en servicio,vaginales,2006-02-01,13,13
ARBIETO,atencion de partos en servicio,vaginales,2006-02-01,2,2
ARQUE,atencion de partos en servicio,vaginales,2006-02-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en servicio,vaginales,2006-02-01,41,41
ATOCHA,atencion de partos en servicio,vaginales,2006-02-01,20,20
AYATA,atencion de partos en servicio,vaginales,2006-02-01,2,2
AYO AYO,atencion de partos en servicio,vaginales,2006-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,vaginales,2006-02-01,19,19
AZURDUY,atencion de partos en servicio,vaginales,2006-02-01,9,9
BATALLAS,atencion de partos en servicio,vaginales,2006-02-01,3,3
BAURES,atencion de partos en servicio,vaginales,2006-02-01,6,6
BERMEJO,atencion de partos en servicio,vaginales,2006-02-01,27,27
BETANZOS,atencion de partos en servicio,vaginales,2006-02-01,22,22
BOLIVAR,atencion de partos en servicio,vaginales,2006-02-01,1,1
BOLPEBRA,atencion de partos en servicio,vaginales,2006-02-01,1,1
BOYUIBE,atencion de partos en servicio,vaginales,2006-02-01,7,7
BUENA VISTA,atencion de partos en servicio,vaginales,2006-02-01,12,12
CABEZAS,atencion de partos en servicio,vaginales,2006-02-01,23,23
CAIROMA,atencion de partos en servicio,vaginales,2006-02-01,9,9
"CAIZA ""D""",atencion de partos en servicio,vaginales,2006-02-01,3,3
CAJUATA,atencion de partos en servicio,vaginales,2006-02-01,6,6
CALACOTO,atencion de partos en servicio,vaginales,2006-02-01,1,1
CALAMARCA,atencion de partos en servicio,vaginales,2006-02-01,6,6
CAMARGO,atencion de partos en servicio,vaginales,2006-02-01,13,13
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,vaginales,2006-02-01,2,2
CAMIRI,atencion de partos en servicio,vaginales,2006-02-01,50,50
CAPINOTA,atencion de partos en servicio,vaginales,2006-02-01,18,18
CAQUIAVIRI,atencion de partos en servicio,vaginales,2006-02-01,2,2
CARACOLLO,atencion de partos en servicio,vaginales,2006-02-01,17,17
CARANAVI,atencion de partos en servicio,vaginales,2006-02-01,50,50
CARAPARI,atencion de partos en servicio,vaginales,2006-02-01,8,8
CARIPUYO,atencion de partos en servicio,vaginales,2006-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicio,vaginales,2006-02-01,6,6
CHACARILLA,atencion de partos en servicio,vaginales,2006-02-01,1,1
CHALLAPATA,atencion de partos en servicio,vaginales,2006-02-01,23,23
CHAQUI,atencion de partos en servicio,vaginales,2006-02-01,1,1
CHARAGUA,atencion de partos en servicio,vaginales,2006-02-01,33,33
CHARAÑA,atencion de partos en servicio,vaginales,2006-02-01,1,1
CHAYANTA,atencion de partos en servicio,vaginales,2006-02-01,11,11
CHIMORE,atencion de partos en servicio,vaginales,2006-02-01,14,14
CHIPAYA,atencion de partos en servicio,vaginales,2006-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,vaginales,2006-02-01,16,16
CHUMA,atencion de partos en servicio,vaginales,2006-02-01,1,1
CLIZA,atencion de partos en servicio,vaginales,2006-02-01,21,21
COBIJA,atencion de partos en servicio,vaginales,2006-02-01,57,57
COCHABAMBA,atencion de partos en servicio,vaginales,2006-02-01,721,721
COLCAPIRHUA,atencion de partos en servicio,vaginales,2006-02-01,13,13
"COLCHA ""K""",atencion de partos en servicio,vaginales,2006-02-01,6,6
COLLANA,atencion de partos en servicio,vaginales,2006-02-01,1,1
COLOMI,atencion de partos en servicio,vaginales,2006-02-01,27,27
COLPA BELGICA,atencion de partos en servicio,vaginales,2006-02-01,10,10
COLQUECHACA,atencion de partos en servicio,vaginales,2006-02-01,12,12
COLQUIRI,atencion de partos en servicio,vaginales,2006-02-01,6,6
COMARAPA,atencion de partos en servicio,vaginales,2006-02-01,16,16
CONCEPCION,atencion de partos en servicio,vaginales,2006-02-01,24,24
COPACABANA,atencion de partos en servicio,vaginales,2006-02-01,15,15
CORIPATA,atencion de partos en servicio,vaginales,2006-02-01,17,17
CORO CORO,atencion de partos en servicio,vaginales,2006-02-01,4,4
COROICO,atencion de partos en servicio,vaginales,2006-02-01,14,14
COTAGAITA,atencion de partos en servicio,vaginales,2006-02-01,19,19
COTOCA,atencion de partos en servicio,vaginales,2006-02-01,55,55
CUATRO CAÑADAS,atencion de partos en servicio,vaginales,2006-02-01,24,24
CUEVO,atencion de partos en servicio,vaginales,2006-02-01,3,3
CULPINA,atencion de partos en servicio,vaginales,2006-02-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicio,vaginales,2006-02-01,1,1
DESAGUADERO,atencion de partos en servicio,vaginales,2006-02-01,2,2
EL ALTO,atencion de partos en servicio,vaginales,2006-02-01,773,773
EL PUENTE(STC),atencion de partos en servicio,vaginales,2006-02-01,17,17
EL PUENTE(TJA),atencion de partos en servicio,vaginales,2006-02-01,5,5
EL TORNO,atencion de partos en servicio,vaginales,2006-02-01,45,45
EL VILLAR,atencion de partos en servicio,vaginales,2006-02-01,6,6
ENTRE RIOS,atencion de partos en servicio,vaginales,2006-02-01,27,27
ENTRE RIOS,atencion de partos en servicio,vaginales,2006-02-01,12,12
EUCALIPTUS,atencion de partos en servicio,vaginales,2006-02-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en servicio,vaginales,2006-02-01,1,1
EXALTACION,atencion de partos en servicio,vaginales,2006-02-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicio,vaginales,2006-02-01,14,14
FILADELFIA,atencion de partos en servicio,vaginales,2006-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicio,vaginales,2006-02-01,22,22
GUANAY,atencion de partos en servicio,vaginales,2006-02-01,10,10
GUAYARAMERIN,atencion de partos en servicio,vaginales,2006-02-01,43,43
GUTIERREZ,atencion de partos en servicio,vaginales,2006-02-01,7,7
HUACARETA,atencion de partos en servicio,vaginales,2006-02-01,14,14
HUANUNI,atencion de partos en servicio,vaginales,2006-02-01,26,26
HUARACAJE,atencion de partos en servicio,vaginales,2006-02-01,6,6
HUAYLLAMARCA,atencion de partos en servicio,vaginales,2006-02-01,1,1
ICLA,atencion de partos en servicio,vaginales,2006-02-01,6,6
INCAHUASI,atencion de partos en servicio,vaginales,2006-02-01,16,16
INQUISIVI,atencion de partos en servicio,vaginales,2006-02-01,11,11
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,vaginales,2006-02-01,12,12
IXIAMAS,atencion de partos en servicio,vaginales,2006-02-01,1,1
JESUS DE MACHACA,atencion de partos en servicio,vaginales,2006-02-01,1,1
LA ASUNTA,atencion de partos en servicio,vaginales,2006-02-01,15,15
LA GUARDIA,atencion de partos en servicio,vaginales,2006-02-01,50,50
LA PAZ,atencion de partos en servicio,vaginales,2006-02-01,920,920
LAGUNILLAS,atencion de partos en servicio,vaginales,2006-02-01,5,5
LAJA,atencion de partos en servicio,vaginales,2006-02-01,2,2
LAS CARRERAS,atencion de partos en servicio,vaginales,2006-02-01,3,3
LICOMA PAMPA,atencion de partos en servicio,vaginales,2006-02-01,2,2
LLALLAGUA,atencion de partos en servicio,vaginales,2006-02-01,37,37
LLICA,atencion de partos en servicio,vaginales,2006-02-01,2,2
LURIBAY,atencion de partos en servicio,vaginales,2006-02-01,2,2
MACHACAMARCA,atencion de partos en servicio,vaginales,2006-02-01,2,2
MACHARETI,atencion de partos en servicio,vaginales,2006-02-01,4,4
