,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLOMI,internaciones,egresos,2024-01-01,0,20,0,20,20
COLPA BELGICA,internaciones,egresos,2024-01-01,0,11,0,11,11
COLQUECHACA,internaciones,egresos,2024-01-01,0,14,0,14,14
COLQUIRI,internaciones,egresos,2024-01-01,0,3,0,3,3
COMARAPA,internaciones,egresos,2024-01-01,10,44,10,44,54
COPACABANA,internaciones,egresos,2024-01-01,0,1,0,1,1
CORIPATA,internaciones,egresos,2024-01-01,0,14,0,14,14
CORO CORO,internaciones,egresos,2024-01-01,0,2,0,2,2
COROICO,internaciones,egresos,2024-01-01,26,64,26,64,90
CORQUE,internaciones,egresos,2024-01-01,0,1,0,1,1
COTAGAITA,internaciones,egresos,2024-01-01,2,8,2,8,10
COTOCA,internaciones,egresos,2024-01-01,118,303,118,303,421
CUATRO CAÑADAS,internaciones,egresos,2024-01-01,8,8,8,8,16
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2024-01-01,0,2,0,2,2
CUEVO,internaciones,egresos,2024-01-01,1,4,1,4,5
CULPINA,internaciones,egresos,2024-01-01,7,14,7,14,21
CURAHUARA DE CARANGAS,internaciones,egresos,2024-01-01,0,1,0,1,1
DESAGUADERO,internaciones,egresos,2024-01-01,0,2,0,2,2
EL ALTO,internaciones,egresos,2024-01-01,947,2173,947,2173,3120
EL PUENTE(STC),internaciones,egresos,2024-01-01,53,60,53,60,113
EL PUENTE(TJA),internaciones,egresos,2024-01-01,0,3,0,3,3
EL TORNO,internaciones,egresos,2024-01-01,48,93,48,93,141
EL VILLAR,internaciones,egresos,2024-01-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,egresos,2024-01-01,13,18,13,18,31
ENTRE RIOS CBBA,internaciones,egresos,2024-01-01,23,69,23,69,92
ESCOMA,internaciones,egresos,2024-01-01,3,8,3,8,11
EUCALIPTUS,internaciones,egresos,2024-01-01,0,2,0,2,2
EXALTACION,internaciones,egresos,2024-01-01,1,5,1,5,6
FERNANDEZ ALONSO,internaciones,egresos,2024-01-01,11,16,11,16,27
GAIOC JATUN AYLLU YURA,internaciones,egresos,2024-01-01,0,8,0,8,8
GENERAL SAAVEDRA,internaciones,egresos,2024-01-01,5,20,5,20,25
GIA-TIM,internaciones,egresos,2024-01-01,1,0,1,0,1
GUANAY,internaciones,egresos,2024-01-01,13,28,13,28,41
GUAQUI,internaciones,egresos,2024-01-01,0,2,0,2,2
GUAYARAMERIN,internaciones,egresos,2024-01-01,86,193,86,193,279
GUTIERREZ,internaciones,egresos,2024-01-01,10,33,10,33,43
HUACARAJE,internaciones,egresos,2024-01-01,4,12,4,12,16
HUACARETA,internaciones,egresos,2024-01-01,8,26,8,26,34
HUACHACALLA,internaciones,egresos,2024-01-01,1,3,1,3,4
HUANUNI,internaciones,egresos,2024-01-01,61,60,61,60,121
HUARINA,internaciones,egresos,2024-01-01,0,3,0,3,3
HUATAJATA,internaciones,egresos,2024-01-01,0,2,0,2,2
HUMANATA,internaciones,egresos,2024-01-01,0,2,0,2,2
ICLA,internaciones,egresos,2024-01-01,3,13,3,13,16
INCAHUASI,internaciones,egresos,2024-01-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2024-01-01,7,10,7,10,17
IXIAMAS,internaciones,egresos,2024-01-01,2,9,2,9,11
JESUS DE MACHACA,internaciones,egresos,2024-01-01,1,2,1,2,3
LA ASUNTA,internaciones,egresos,2024-01-01,11,69,11,69,80
LA GUARDIA,internaciones,egresos,2024-01-01,305,350,305,350,655
LA PAZ,internaciones,egresos,2024-01-01,2913,5238,2913,5238,8151
LAGUNILLAS,internaciones,egresos,2024-01-01,2,5,2,5,7
LAJA,internaciones,egresos,2024-01-01,0,2,0,2,2
LAS CARRERAS,internaciones,egresos,2024-01-01,0,1,0,1,1
LICOMA PAMPA,internaciones,egresos,2024-01-01,0,4,0,4,4
LLALLAGUA,internaciones,egresos,2024-01-01,121,216,121,216,337
LLICA,internaciones,egresos,2024-01-01,0,2,0,2,2
LORETO,internaciones,egresos,2024-01-01,4,3,4,3,7
LURIBAY,internaciones,egresos,2024-01-01,1,6,1,6,7
MACHACAMARCA,internaciones,egresos,2024-01-01,0,1,0,1,1
MACHARETI,internaciones,egresos,2024-01-01,14,23,14,23,37
MAGDALENA,internaciones,egresos,2024-01-01,17,27,17,27,44
MAIRANA,internaciones,egresos,2024-01-01,10,39,10,39,49
MAPIRI,internaciones,egresos,2024-01-01,1,13,1,13,14
MINEROS,internaciones,egresos,2024-01-01,4,26,4,26,30
MIZQUE,internaciones,egresos,2024-01-01,27,56,27,56,83
MOCOMOCO,internaciones,egresos,2024-01-01,1,2,1,2,3
MOJOCOYA,internaciones,egresos,2024-01-01,1,5,1,5,6
MONTEAGUDO,internaciones,egresos,2024-01-01,57,131,57,131,188
MONTERO,internaciones,egresos,2024-01-01,380,653,380,653,1033
MORO MORO,internaciones,egresos,2024-01-01,0,1,0,1,1
MOROCHATA,internaciones,egresos,2024-01-01,0,6,0,6,6
OCURI,internaciones,egresos,2024-01-01,3,4,3,4,7
OMEREQUE,internaciones,egresos,2024-01-01,5,17,5,17,22
ORURO,internaciones,egresos,2024-01-01,1133,2069,1133,2069,3202
PADILLA,internaciones,egresos,2024-01-01,38,46,38,46,84
PAILON,internaciones,egresos,2024-01-01,43,121,43,121,164
PALCA,internaciones,egresos,2024-01-01,0,4,0,4,4
PALOS BLANCOS,internaciones,egresos,2024-01-01,26,59,26,59,85
PAMPA AULLAGAS,internaciones,egresos,2024-01-01,2,1,2,1,3
PAMPA GRANDE,internaciones,egresos,2024-01-01,6,9,6,9,15
PAPEL PAMPA,internaciones,egresos,2024-01-01,0,4,0,4,4
PASORAPA,internaciones,egresos,2024-01-01,0,1,0,1,1
PATACAMAYA,internaciones,egresos,2024-01-01,13,72,13,72,85
PAZÑA,internaciones,egresos,2024-01-01,0,2,0,2,2
PELECHUCO,internaciones,egresos,2024-01-01,0,1,0,1,1
POCOATA,internaciones,egresos,2024-01-01,0,15,0,15,15
POCONA,internaciones,egresos,2024-01-01,0,12,0,12,12
POJO (CBBA),internaciones,egresos,2024-01-01,0,10,0,10,10
POOPO,internaciones,egresos,2024-01-01,0,5,0,5,5
PORCO,internaciones,egresos,2024-01-01,0,4,0,4,4
POROMA,internaciones,egresos,2024-01-01,1,10,1,10,11
PORTACHUELO,internaciones,egresos,2024-01-01,42,96,42,96,138
PORVENIR,internaciones,egresos,2024-01-01,0,4,0,4,4
POSTRER VALLE,internaciones,egresos,2024-01-01,1,2,1,2,3
POTOSI,internaciones,egresos,2024-01-01,898,1572,898,1572,2470
PRESTO,internaciones,egresos,2024-01-01,7,19,7,19,26
PUCARANI,internaciones,egresos,2024-01-01,0,11,0,11,11
PUERTO ACOSTA,internaciones,egresos,2024-01-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,egresos,2024-01-01,0,4,0,4,4
PUERTO GONZALO MORENO,internaciones,egresos,2024-01-01,1,8,1,8,9
PUERTO QUIJARRO,internaciones,egresos,2024-01-01,24,69,24,69,93
PUERTO RICO,internaciones,egresos,2024-01-01,5,18,5,18,23
PUERTO SUAREZ,internaciones,egresos,2024-01-01,62,79,62,79,141
PUERTO VILLARROEL,internaciones,egresos,2024-01-01,158,322,158,322,480
PUNA,internaciones,egresos,2024-01-01,0,11,0,11,11
PUNATA,internaciones,egresos,2024-01-01,155,256,155,256,411
QUIABAYA,internaciones,egresos,2024-01-01,0,1,0,1,1
QUILLACOLLO,internaciones,egresos,2024-01-01,139,399,139,399,538
QUIME,internaciones,egresos,2024-01-01,0,6,0,6,6
QUIRUSILLAS,internaciones,egresos,2024-01-01,1,1,1,1,2
RAQAYPAMPA(ETA),internaciones,egresos,2024-01-01,2,5,2,5,7
RAVELO,internaciones,egresos,2024-01-01,0,1,0,1,1
REYES,internaciones,egresos,2024-01-01,4,13,4,13,17
RIBERALTA,internaciones,egresos,2024-01-01,188,516,188,516,704
ROBORE,internaciones,egresos,2024-01-01,61,108,61,108,169
RURRENABAQUE,internaciones,egresos,2024-01-01,38,45,38,45,83
SABAYA,internaciones,egresos,2024-01-01,10,15,10,15,25
SACABA,internaciones,egresos,2024-01-01,251,584,251,584,835
SACABAMBA,internaciones,egresos,2024-01-01,3,6,3,6,9
SACACA,internaciones,egresos,2024-01-01,0,6,0,6,6
SAIPINA,internaciones,egresos,2024-01-01,0,11,0,11,11
SALINAS DE GARCI MENDOZA,internaciones,egresos,2024-01-01,2,4,2,4,6
SAMAIPATA,internaciones,egresos,2024-01-01,5,12,5,12,17
SAN ANDRES,internaciones,egresos,2024-01-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,internaciones,egresos,2024-01-01,5,7,5,7,12
SAN BENITO,internaciones,egresos,2024-01-01,0,2,0,2,2
SAN BORJA,internaciones,egresos,2024-01-01,73,134,73,134,207
SAN BUENA VENTURA,internaciones,egresos,2024-01-01,16,52,16,52,68
SAN IGNACIO,internaciones,egresos,2024-01-01,19,46,19,46,65
SAN IGNACIO DE VELASCO,internaciones,egresos,2024-01-01,135,267,135,267,402
SAN JAVIER(BNI),internaciones,egresos,2024-01-01,1,2,1,2,3
SAN JAVIER(STC),internaciones,egresos,2024-01-01,3,42,3,42,45
SAN JOAQUIN,internaciones,egresos,2024-01-01,10,6,10,6,16
SAN JOSE DE CHIQUITOS,internaciones,egresos,2024-01-01,59,52,59,52,111
SAN JULIAN,internaciones,egresos,2024-01-01,208,230,208,230,438
SAN LORENZO(PND),internaciones,egresos,2024-01-01,0,2,0,2,2
SAN LORENZO(TJA),internaciones,egresos,2024-01-01,0,5,0,5,5
SAN LUCAS,internaciones,egresos,2024-01-01,29,65,29,65,94
SAN MATIAS,internaciones,egresos,2024-01-01,16,59,16,59,75
SAN MIGUEL DE VELASCO,internaciones,egresos,2024-01-01,13,19,13,19,32
SAN PEDRO,internaciones,egresos,2024-01-01,18,34,18,34,52
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2024-01-01,0,6,0,6,6
SAN PEDRO DE CURAHUARA,internaciones,egresos,2024-01-01,0,1,0,1,1
SAN PEDRO DE MACHA,internaciones,egresos,2024-01-01,0,6,0,6,6
SAN RAFAEL,internaciones,egresos,2024-01-01,7,21,7,21,28
SAN RAMON BENI,internaciones,egresos,2024-01-01,4,16,4,16,20
SAN RAMON SCZ,internaciones,egresos,2024-01-01,10,27,10,27,37
SANTA ANA,internaciones,egresos,2024-01-01,16,43,16,43,59
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2024-01-01,4329,7790,4329,7790,12119
SANTA ROSA,internaciones,egresos,2024-01-01,25,23,25,23,48
SANTA ROSA DEL SARA,internaciones,egresos,2024-01-01,25,41,25,41,66
SANTIAGO DE CALLAPA,internaciones,egresos,2024-01-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,egresos,2024-01-01,1,2,1,2,3
SANTIAGO DE MACHACA,internaciones,egresos,2024-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,egresos,2024-01-01,0,1,0,1,1
SAPAHAQUI,internaciones,egresos,2024-01-01,0,5,0,5,5
SENA,internaciones,egresos,2024-01-01,5,9,5,9,14
SHINAOTA,internaciones,egresos,2024-01-01,22,83,22,83,105
SICA SICA (VILLA AROMA),internaciones,egresos,2024-01-01,0,8,0,8,8
SICAYA,internaciones,egresos,2024-01-01,0,3,0,3,3
SIPE SIPE,internaciones,egresos,2024-01-01,0,30,0,30,30
SOPACHUY,internaciones,egresos,2024-01-01,3,13,3,13,16
SORACACHI,internaciones,egresos,2024-01-01,0,5,0,5,5
SORATA,internaciones,egresos,2024-01-01,1,6,1,6,7
SUCRE,internaciones,egresos,2024-01-01,1135,1983,1135,1983,3118
TACACOMA,internaciones,egresos,2024-01-01,4,6,4,6,10
TACOPAYA,internaciones,egresos,2024-01-01,2,6,2,6,8
TAPACARI,internaciones,egresos,2024-01-01,1,4,1,4,5
TARABUCO,internaciones,egresos,2024-01-01,23,35,23,35,58
TARACO,internaciones,egresos,2024-01-01,0,2,0,2,2
TARATA,internaciones,egresos,2024-01-01,0,7,0,7,7
TARIJA,internaciones,egresos,2024-01-01,975,1390,975,1390,2365
TARVITA,internaciones,egresos,2024-01-01,3,14,3,14,17
TEOPONTE,internaciones,egresos,2024-01-01,1,10,1,10,11
TIAHUANACU,internaciones,egresos,2024-01-01,0,6,0,6,6
TINGUIPAYA,internaciones,egresos,2024-01-01,0,2,0,2,2
TIPUANI,internaciones,egresos,2024-01-01,2,12,2,12,14
TIQUIPAYA,internaciones,egresos,2024-01-01,46,168,46,168,214
TIRAQUE (CBBA),internaciones,egresos,2024-01-01,0,4,0,4,4
TOCO,internaciones,egresos,2024-01-01,0,2,0,2,2
TOLATA,internaciones,egresos,2024-01-01,0,1,0,1,1
TOLEDO,internaciones,egresos,2024-01-01,0,3,0,3,3
TOMINA,internaciones,egresos,2024-01-01,3,4,3,4,7
TORO TORO,internaciones,egresos,2024-01-01,0,7,0,7,7
TOTORA(CBBA),internaciones,egresos,2024-01-01,1,11,1,11,12
TOTORA(ORR),internaciones,egresos,2024-01-01,0,2,0,2,2
TRIGAL,internaciones,egresos,2024-01-01,1,3,1,3,4
TRINIDAD,internaciones,egresos,2024-01-01,381,671,381,671,1052
TUPIZA,internaciones,egresos,2024-01-01,52,75,52,75,127
TURCO,internaciones,egresos,2024-01-01,0,1,0,1,1
UMALA,internaciones,egresos,2024-01-01,0,1,0,1,1
UNCIA,internaciones,egresos,2024-01-01,2,9,2,9,11
URUBICHA,internaciones,egresos,2024-01-01,0,5,0,5,5
UYUNI,internaciones,egresos,2024-01-01,64,118,64,118,182
VACAS,internaciones,egresos,2024-01-01,0,3,0,3,3
VALLEGRANDE,internaciones,egresos,2024-01-01,69,127,69,127,196
VIACHA,internaciones,egresos,2024-01-01,39,125,39,125,164
VILA VILA,internaciones,egresos,2024-01-01,0,3,0,3,3
VILLA CHARCAS,internaciones,egresos,2024-01-01,0,5,0,5,5
VILLA MONTES,internaciones,egresos,2024-01-01,47,146,47,146,193
VILLA RIVERO,internaciones,egresos,2024-01-01,3,3,3,3,6
VILLA SERRANO,internaciones,egresos,2024-01-01,0,3,0,3,3
VILLA TUNARI,internaciones,egresos,2024-01-01,208,371,208,371,579
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2024-01-01,2,10,2,10,12
VILLAZON,internaciones,egresos,2024-01-01,66,115,66,115,181
VINTO,internaciones,egresos,2024-01-01,77,162,77,162,239
VITICHI,internaciones,egresos,2024-01-01,0,2,0,2,2
WALDO BALLIVIAN,internaciones,egresos,2024-01-01,0,1,0,1,1
WARNES,internaciones,egresos,2024-01-01,42,191,42,191,233
YACO,internaciones,egresos,2024-01-01,0,1,0,1,1
YACUIBA,internaciones,egresos,2024-01-01,203,442,203,442,645
YAMPARAEZ,internaciones,egresos,2024-01-01,0,2,0,2,2
YAPACANI,internaciones,egresos,2024-01-01,105,189,105,189,294
YOTALA,internaciones,egresos,2024-01-01,0,2,0,2,2
ZUDAÑEZ,internaciones,egresos,2024-01-01,4,11,4,11,15
ACHACACHI,internaciones,egresos,2024-02-01,21,76,21,76,97
ACHOCALLA,internaciones,egresos,2024-02-01,0,5,0,5,5
AIQUILE,internaciones,egresos,2024-02-01,20,50,20,50,70
ALCALA,internaciones,egresos,2024-02-01,0,1,0,1,1
ALTO BENI,internaciones,egresos,2024-02-01,5,12,5,12,17
ANDAMARCA,internaciones,egresos,2024-02-01,1,0,1,0,1
ANTEQUERA,internaciones,egresos,2024-02-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2024-02-01,2,2,2,2,4
APOLO,internaciones,egresos,2024-02-01,0,20,0,20,20
ARAMPAMPA,internaciones,egresos,2024-02-01,0,3,0,3,3
ARQUE,internaciones,egresos,2024-02-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,egresos,2024-02-01,94,195,94,195,289
ATOCHA,internaciones,egresos,2024-02-01,39,62,39,62,101
AUCAPATA,internaciones,egresos,2024-02-01,0,1,0,1,1
AYATA,internaciones,egresos,2024-02-01,1,5,1,5,6
AYO AYO,internaciones,egresos,2024-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2024-02-01,1,23,1,23,24
AZURDUY,internaciones,egresos,2024-02-01,4,16,4,16,20
BATALLAS,internaciones,egresos,2024-02-01,0,3,0,3,3
BAURES,internaciones,egresos,2024-02-01,8,9,8,9,17
BERMEJO,internaciones,egresos,2024-02-01,72,144,72,144,216
BETANZOS,internaciones,egresos,2024-02-01,0,21,0,21,21
BOLIVAR,internaciones,egresos,2024-02-01,4,3,4,3,7
BOYUIBE,internaciones,egresos,2024-02-01,5,9,5,9,14
BUENA VISTA,internaciones,egresos,2024-02-01,22,22,22,22,44
CABEZAS,internaciones,egresos,2024-02-01,5,25,5,25,30
CAIROMA,internaciones,egresos,2024-02-01,0,3,0,3,3
"CAIZA ""D""",internaciones,egresos,2024-02-01,0,8,0,8,8
CAJUATA,internaciones,egresos,2024-02-01,14,28,14,28,42
CALAMARCA,internaciones,egresos,2024-02-01,0,3,0,3,3
CAMARGO,internaciones,egresos,2024-02-01,38,71,38,71,109
CAMIRI,internaciones,egresos,2024-02-01,14,24,14,24,38
CAPINOTA,internaciones,egresos,2024-02-01,7,32,7,32,39
CARACOLLO,internaciones,egresos,2024-02-01,0,14,0,14,14
CARANAVI,internaciones,egresos,2024-02-01,69,169,69,169,238
CARAPARI,internaciones,egresos,2024-02-01,2,12,2,12,14
CARIPUYO,internaciones,egresos,2024-02-01,0,3,0,3,3
CARMEN RIVERO TORREZ,internaciones,egresos,2024-02-01,8,22,8,22,30
CATACORA,internaciones,egresos,2024-02-01,0,1,0,1,1
CHALLAPATA,internaciones,egresos,2024-02-01,31,104,31,104,135
CHAQUI,internaciones,egresos,2024-02-01,0,3,0,3,3
CHARAGUA,internaciones,egresos,2024-02-01,45,113,45,113,158
CHAYANTA,internaciones,egresos,2024-02-01,0,10,0,10,10
CHIMORE,internaciones,egresos,2024-02-01,18,45,18,45,63
CHUA COCANI,internaciones,egresos,2024-02-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2024-02-01,17,35,17,35,52
CHUMA,internaciones,egresos,2024-02-01,1,6,1,6,7
CHUQUIHUTA AYLLU JUCUMANI,internaciones,egresos,2024-02-01,0,1,0,1,1
CKOCHAS,internaciones,egresos,2024-02-01,0,3,0,3,3
CLIZA,internaciones,egresos,2024-02-01,17,85,17,85,102
COBIJA,internaciones,egresos,2024-02-01,269,411,269,411,680
COCAPATA,internaciones,egresos,2024-02-01,3,5,3,5,8
COCHABAMBA,internaciones,egresos,2024-02-01,2827,4863,2827,4863,7690
COLCAPIRHUA,internaciones,egresos,2024-02-01,76,157,76,157,233
"COLCHA ""K""",internaciones,egresos,2024-02-01,4,8,4,8,12
COLLANA,internaciones,egresos,2024-02-01,0,1,0,1,1
COLOMI,internaciones,egresos,2024-02-01,0,14,0,14,14
COLQUECHACA,internaciones,egresos,2024-02-01,0,14,0,14,14
COLQUENCHA,internaciones,egresos,2024-02-01,0,9,0,9,9
COLQUIRI,internaciones,egresos,2024-02-01,1,5,1,5,6
COMARAPA,internaciones,egresos,2024-02-01,3,29,3,29,32
CONCEPCION,internaciones,egresos,2024-02-01,5,41,5,41,46
COPACABANA,internaciones,egresos,2024-02-01,0,1,0,1,1
CORIPATA,internaciones,egresos,2024-02-01,0,7,0,7,7
CORO CORO,internaciones,egresos,2024-02-01,0,2,0,2,2
COROICO,internaciones,egresos,2024-02-01,16,51,16,51,67
CORQUE,internaciones,egresos,2024-02-01,0,1,0,1,1
COTAGAITA,internaciones,egresos,2024-02-01,0,4,0,4,4
COTOCA,internaciones,egresos,2024-02-01,128,223,128,223,351
CUATRO CAÑADAS,internaciones,egresos,2024-02-01,16,40,16,40,56
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2024-02-01,1,1,1,1,2
CUEVO,internaciones,egresos,2024-02-01,1,1,1,1,2
CULPINA,internaciones,egresos,2024-02-01,5,17,5,17,22
CURVA,internaciones,egresos,2024-02-01,0,1,0,1,1
DESAGUADERO,internaciones,egresos,2024-02-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2024-02-01,854,1910,854,1910,2764
EL CHORO,internaciones,egresos,2024-02-01,0,1,0,1,1
EL PUENTE(STC),internaciones,egresos,2024-02-01,35,69,35,69,104
EL PUENTE(TJA),internaciones,egresos,2024-02-01,0,4,0,4,4
EL TORNO,internaciones,egresos,2024-02-01,66,136,66,136,202
EL VILLAR,internaciones,egresos,2024-02-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,egresos,2024-02-01,5,11,5,11,16
ENTRE RIOS CBBA,internaciones,egresos,2024-02-01,28,83,28,83,111
ESCOMA,internaciones,egresos,2024-02-01,1,4,1,4,5
EUCALIPTUS,internaciones,egresos,2024-02-01,0,3,0,3,3
EXALTACION,internaciones,egresos,2024-02-01,2,4,2,4,6
FERNANDEZ ALONSO,internaciones,egresos,2024-02-01,12,23,12,23,35
GAIOC JATUN AYLLU YURA,internaciones,egresos,2024-02-01,0,3,0,3,3
GENERAL SAAVEDRA,internaciones,egresos,2024-02-01,3,10,3,10,13
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2024-02-01,0,2,0,2,2
GUANAY,internaciones,egresos,2024-02-01,6,24,6,24,30
GUAQUI,internaciones,egresos,2024-02-01,0,2,0,2,2
GUAYARAMERIN,internaciones,egresos,2024-02-01,80,201,80,201,281
GUTIERREZ,internaciones,egresos,2024-02-01,22,45,22,45,67
HUACARAJE,internaciones,egresos,2024-02-01,3,9,3,9,12
HUACARETA,internaciones,egresos,2024-02-01,9,10,9,10,19
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2024-02-01,1,1,1,1,2
HUACHACALLA,internaciones,egresos,2024-02-01,1,0,1,0,1
HUANUNI,internaciones,egresos,2024-02-01,49,57,49,57,106
HUARINA,internaciones,egresos,2024-02-01,0,5,0,5,5
ICLA,internaciones,egresos,2024-02-01,6,17,6,17,23
INCAHUASI,internaciones,egresos,2024-02-01,0,9,0,9,9
INQUISIVI,internaciones,egresos,2024-02-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,egresos,2024-02-01,5,12,5,12,17
IXIAMAS,internaciones,egresos,2024-02-01,3,11,3,11,14
JESUS DE MACHACA,internaciones,egresos,2024-02-01,0,7,0,7,7
LA ASUNTA,internaciones,egresos,2024-02-01,13,58,13,58,71
LA GUARDIA,internaciones,egresos,2024-02-01,253,339,253,339,592
LA PAZ,internaciones,egresos,2024-02-01,2902,5042,2902,5042,7944
LA RIVERA,internaciones,egresos,2024-02-01,0,1,0,1,1
LAGUNILLAS,internaciones,egresos,2024-02-01,3,10,3,10,13
LAJA,internaciones,egresos,2024-02-01,0,8,0,8,8
LAS CARRERAS,internaciones,egresos,2024-02-01,0,2,0,2,2
LICOMA PAMPA,internaciones,egresos,2024-02-01,0,1,0,1,1
LLALLAGUA,internaciones,egresos,2024-02-01,88,206,88,206,294
LORETO,internaciones,egresos,2024-02-01,2,2,2,2,4
LURIBAY,internaciones,egresos,2024-02-01,0,1,0,1,1
MACHACAMARCA,internaciones,egresos,2024-02-01,0,1,0,1,1
MACHARETI,internaciones,egresos,2024-02-01,6,11,6,11,17
MAGDALENA,internaciones,egresos,2024-02-01,15,48,15,48,63
