,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,11,10,11,10,21
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,3,0,3,0,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,2,2,2,4
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,2,0,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,5,1,5,6
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,3,1,3,4
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,2,1,2,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,1,1,1,2
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
SAN RAMON BENI,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,23,27,23,27,50
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,7,10,7,10,17
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,14,16,14,16,30
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,1,2,1,3
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,1,1,1,2
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,1,2,1,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,3,0,3,0,3
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,4,4,4,4,8
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,2,1,2,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,3,2,3,5
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,5,0,5,5
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,4,0,4,0,4
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,5,2,5,2,7
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,19,27,19,27,46
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,2,1,2,1,3
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,7,17,7,17,24
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,2,3,2,3,5
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,2,4,2,4,6
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,15,18,15,18,33
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,2,0,2,0,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,1,0,1,1
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,6,3,6,3,9
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,10,10,10,10,20
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,7,6,7,6,13
PRESTO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,2,4,2,4,6
RAQAYPAMPA(ETA),internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,4,2,4,2,6
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,2,0,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,1,1,1,2
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,2,1,2,3
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,25,31,25,31,56
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,9,15,9,15,24
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,18,14,18,14,32
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,1,1,1,2
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,3,0,3,0,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,2,2,2,2,4
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,2,0,2,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,3,1,3,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,1,1,1,1,2
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-12-01,0,3,0,3,3
