,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,13,7,13,7,20
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,11,8,11,8,19
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,1,4,1,4,5
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,3,0,3,0,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,5,4,5,4,9
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,2,1,2,1,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,1,2,1,2,3
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,1,3,1,3,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,8,8,8,8,16
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-01-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,3,0,3,0,3
BAURES,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,3,1,3,1,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,3,3,3,3,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,31,25,31,25,56
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,18,6,18,6,24
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,4,2,4,2,6
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,30,24,30,24,54
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,2,1,2,3
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,3,5,3,5,8
OCURI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,0,0,0,0
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,19,15,19,15,34
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,6,5,6,5,11
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,2,0,2,0,2
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,3,0,3,0,3
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,2,1,2,3
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,2,5,2,5,7
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,3,1,3,1,4
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
SAN RAMON BENI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,43,36,43,36,79
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,7,12,7,12,19
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,2,1,2,1,3
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,7,16,7,16,23
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,2,0,2,0,2
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,5,5,5,5,10
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,0,1,0,1
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,1,2,1,2,3
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,3,0,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,3,3,3,3,6
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,2,0,2,0,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,4,0,4,0,4
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-02-01,0,1,0,1,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,0,2,0,2
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,2,1,2,3
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,0,2,0,2
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,27,28,27,28,55
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,13,2,13,15
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,1,1,1,2
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,15,19,15,19,34
EL PUENTE(TJA),internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,4,1,4,1,5
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,2,2,2,4
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,16,25,16,25,41
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,3,1,3,1,4
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,10,3,10,3,13
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,15,13,15,13,28
PATACAMAYA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,9,7,9,7,16
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,1,2,1,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,2,0,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,3,2,3,5
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,3,4,3,4,7
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,3,2,3,2,5
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
SAN RAFAEL,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,1,1,1,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,58,64,58,64,122
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,0,2,0,2
SHINAOTA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,10,10,10,10,20
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,17,13,17,13,30
TARVITA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
TEOPONTE,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,3,6,3,6,9
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,3,3,3,3,6
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,3,2,3,2,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,2,4,2,4,6
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,5,1,5,6
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-03-01,3,2,3,2,5
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,4,0,4,0,4
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,1,1,1,2
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,31,41,31,41,72
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
CORIPATA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,2,0,2,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,20,12,20,12,32
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,3,1,3,1,4
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,2,4,2,4,6
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,19,20,19,20,39
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,2,0,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,2,1,2,1,3
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
MOCOMOCO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,5,3,5,3,8
OCURI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,0,0,0,0
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,14,8,14,8,22
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
PATACAMAYA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,2,1,2,1,3
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,10,4,10,4,14
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,2,3,2,3,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
REYES,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,5,2,5,2,7
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,2,2,2,2,4
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,3,1,3,1,4
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,82,40,82,40,122
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,18,15,18,15,33
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,2,1,2,3
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,17,10,17,10,27
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,3,7,3,7,10
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,3,2,3,2,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,4,1,4,1,5
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,2,0,2,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,1,3,1,3,4
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-04-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
BAURES,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,3,0,3,0,3
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,1,1,1,2
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,1,1,1,2
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,2,0,2,2
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
CHIMORE,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,31,29,31,29,60
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,4,7,4,7,11
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,16,14,16,14,30
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,14,18,14,18,32
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,2,0,2,0,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,3,2,3,2,5
OCURI,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,0,0,0,0
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,12,8,12,8,20
PATACAMAYA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,2,0,2,0,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,8,6,8,6,14
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,2,3,2,3,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
REYES,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,9,3,9,3,12
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,3,7,3,7,10
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,36,40,36,40,76
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,11,11,11,11,22
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,20,12,20,12,32
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,7,9,7,9,16
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,1,1,1,2
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,2,1,2,3
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,2,0,2,2
VILLA CHARCAS,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,2,0,2,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,3,3,3,3,6
VINTO,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,0,1,0,1,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,4,1,4,1,5
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,4,4,4,4,8
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-05-01,1,1,1,1,2
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,1,2,1,3
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,4,1,4,1,5
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,3,0,3,3
